arm,target,seed,ed2,sw1,coverage,mass_err,event_time,censored,kernel_pairs,diverged
step-ceil-0.25,V-2d-K5,0,0.012979718181351796,0.07761604197627216,1.0,0.05000000000000002,4,0,2150400,0
step-ceil-0.25,V-2d-K5,1,0.012399812698167478,0.07350940201824147,1.0,0.05000000000000002,3,0,2150400,0
step-ceil-0.25,V-2d-K5,2,0.011988193888693432,0.07382744818681075,1.0,0.05000000000000002,3,0,2150400,0
step-ceil-0.25,V-2d-K5,3,0.014115180087656887,0.08193551994680394,1.0,0.05000000000000002,4,0,2150400,0
step-ceil-0.25,V-2d-K5,4,0.011764928299494493,0.07367761565867051,1.0,0.05000000000000002,4,0,2150400,0
step-ceil-0.25,V-2d-K5,5,0.012888030196556377,0.07976738861266891,1.0,0.07500000000000001,3,0,2150400,0
step-ceil-0.25,V-2d-K4-uneq,0,0.010976438867279281,0.06401325304745496,1.0,0.07500000000000004,4,0,2150400,0
step-ceil-0.25,V-2d-K4-uneq,1,0.00979042997462165,0.05943393180312264,1.0,0.06666666666666665,3,0,2150400,0
step-ceil-0.25,V-2d-K4-uneq,2,0.00855112168892802,0.05662764770883594,1.0,0.06666666666666665,3,0,2150400,0
step-ceil-0.25,V-2d-K4-uneq,3,0.009544717119173152,0.056214953399952104,1.0,0.09166666666666667,3,0,2150400,0
step-ceil-0.25,V-2d-K4-uneq,4,0.00997807997301381,0.05688523222363419,1.0,0.033333333333333395,4,0,2150400,0
step-ceil-0.25,V-2d-K4-uneq,5,0.007532417596744612,0.0473755830584493,1.0,0.05000000000000003,3,0,2150400,0
step-ceil-0.25,V-3d-K4,0,0.016214254058101396,0.06568524467176336,1.0,0.0,4,0,2150400,0
step-ceil-0.25,V-3d-K4,1,0.013926895240255588,0.058371196334291005,1.0,0.0,4,0,2150400,0
step-ceil-0.25,V-3d-K4,2,0.022853149480803525,0.08263040715326636,1.0,0.04166666666666666,3,0,2150400,0
step-ceil-0.25,V-3d-K4,3,0.016713137822838675,0.06807873530205985,1.0,0.0,3,0,2150400,0
step-ceil-0.25,V-3d-K4,4,0.015405477436367665,0.06702798968207214,1.0,0.0,3,0,2150400,0
step-ceil-0.25,V-3d-K4,5,0.016081479778261354,0.061872319808430574,1.0,0.0,4,0,2150400,0
step-ceil-0.25,V-2d-K4-wide,0,0.01904335685927161,0.10579740416675569,1.0,0.125,3,0,2150400,0
step-ceil-0.25,V-2d-K4-wide,1,0.01577424761233015,0.08797551926925744,1.0,0.08333333333333337,2,0,2150400,0
step-ceil-0.25,V-2d-K4-wide,2,0.017480726116975598,0.09776623833937281,1.0,0.04166666666666666,2,0,2150400,0
