arm,target,seed,ed2,sw1,coverage,mass_err,event_time,censored,kernel_pairs,diverged
step-taumult-0.5,V-3d-K4,5,0.011455300693398174,0.04819447256418065,1.0,0.08333333333333331,19,0,2150400,0
step-taumult-0.5,V-2d-K4-wide,0,0.011927734358972986,0.07396870493943081,1.0,0.0,15,0,2150400,0
step-taumult-0.5,V-2d-K4-wide,1,0.010199860988635345,0.06440402302869984,1.0,0.0,13,0,2150400,0
step-taumult-0.5,V-2d-K4-wide,2,0.011718178953767477,0.07266591397392363,1.0,0.0,14,0,2150400,0
step-taumult-0.5,V-2d-K4-wide,3,0.011779867837560243,0.07278406720674145,1.0,0.08333333333333331,14,0,2150400,0
step-taumult-0.5,V-2d-K4-wide,4,0.010333878688843168,0.06675151024955836,1.0,0.0,15,0,2150400,0
step-taumult-0.5,V-2d-K4-wide,5,0.00941411296852901,0.062012416669405324,1.0,0.04166666666666666,15,0,2150400,0
mask-only,V-1d-K3,0,0.003150603296155241,0.054268328302043825,1.0,0.08333333333333331,78,0,2150400,0
mask-only,V-1d-K3,1,0.0027415384877743643,0.04880244355557467,1.0,0.041666666666666685,78,0,2150400,0
mask-only,V-1d-K3,2,0.003530632425244762,0.058202723698707284,1.0,0.08333333333333331,76,0,2150400,0
mask-only,V-1d-K3,3,0.0030784085723833954,0.052513395631112014,1.0,0.08333333333333331,89,0,2150400,0
mask-only,V-1d-K3,4,0.0022971582592841155,0.04555504104360152,1.0,0.0,84,0,2150400,0
mask-only,V-1d-K3,5,0.0027073669213680818,0.049298351730780794,1.0,0.041666666666666685,86,0,2150400,0
mask-only,V-2d-K5,0,0.006094839850725009,0.046970080399812666,1.0,0.05000000000000002,55,0,2150400,0
mask-only,V-2d-K5,1,0.004852057992607239,0.0418991287196183,1.0,0.07500000000000001,50,0,2150400,0
mask-only,V-2d-K5,2,0.006003854252536023,0.046252218268642245,1.0,0.09166666666666667,55,0,2150400,0
mask-only,V-2d-K5,3,0.005613561995102323,0.04494830589906403,1.0,0.05000000000000002,57,0,2150400,0
mask-only,V-2d-K5,4,0.005601726480994662,0.04517567655560245,1.0,0.05000000000000002,61,0,2150400,0
mask-only,V-2d-K5,5,0.005565830291641927,0.044181122777709414,1.0,0.05000000000000002,54,0,2150400,0
mask-only,V-2d-K4-uneq,0,0.0048712390100749126,0.035962479066086885,1.0,0.02500000000000001,59,0,2150400,0
mask-only,V-2d-K4-uneq,1,0.004373019470038209,0.03451304386591493,1.0,0.07500000000000002,54,0,2150400,0
mask-only,V-2d-K4-uneq,2,0.004444462930113802,0.03415389266576745,1.0,0.049999999999999975,57,0,2150400,0
mask-only,V-2d-K4-uneq,3,0.004636891660624642,0.03640318426884616,1.0,0.049999999999999975,56,0,2150400,0
mask-only,V-2d-K4-uneq,4,0.004466362424372927,0.03575952309797808,1.0,0.02500000000000001,60,0,2150400,0
mask-only,V-2d-K4-uneq,5,0.0042967360491548146,0.03439037760582291,1.0,0.04166666666666673,53,0,2150400,0
mask-only,V-3d-K4,0,0.009421088101566943,0.042631618803599135,1.0,0.08333333333333331,64,0,2150400,0
mask-only,V-3d-K4,1,0.008911374851145681,0.0405651095321199,1.0,0.08333333333333331,58,0,2150400,0
mask-only,V-3d-K4,2,0.008729227223187364,0.040894187745266014,1.0,0.04166666666666666,48,0,2150400,0
mask-only,V-3d-K4,3,0.009367247342565,0.04453821926023498,1.0,0.04166666666666666,55,0,2150400,0
mask-only,V-3d-K4,4,0.009475276883157413,0.04309546483396176,1.0,0.08333333333333331,51,0,2150400,0
mask-only,V-3d-K4,5,0.009229534451868693,0.04212635785861419,1.0,0.08333333333333331,59,0,2150400,0
mask-only,V-2d-K4-wide,0,0.007007797530268478,0.05024071059848132,1.0,0.0,48,0,2150400,0
mask-only,V-2d-K4-wide,1,0.006138582840914397,0.0458828587411263,1.0,0.0,40,0,2150400,0
mask-only,V-2d-K4-wide,2,0.007291895738014809,0.052389483691617715,1.0,0.0,44,0,2150400,0
mask-only,V-2d-K4-wide,3,0.006968295441332817,0.048444470174153785,1.0,0.08333333333333331,46,0,2150400,0
mask-only,V-2d-K4-wide,4,0.0073604507535125485,0.0510573208103091,1.0,0.0,51,0,2150400,0
mask-only,V-2d-K4-wide,5,0.005895403594619486,0.04514635907427016,1.0,0.04166666666666666,47,0,2150400,0
combined,V-1d-K3,0,0.006008927241763162,0.07865766682055432,1.0,0.12499999999999994,62,0,2150400,0
combined,V-1d-K3,1,0.004714459800401305,0.06882791230223012,1.0,0.08333333333333331,58,0,2150400,0
combined,V-1d-K3,2,0.005713194635848184,0.075733181026776,1.0,0.08333333333333331,58,0,2150400,0
combined,V-1d-K3,3,0.005703086742801733,0.07416739926663038,1.0,0.08333333333333331,65,0,2150400,0
combined,V-1d-K3,4,0.0033601740817735815,0.05534837143458498,1.0,0.0,64,0,2150400,0
combined,V-1d-K3,5,0.00458331710564408,0.06586105224783276,1.0,0.041666666666666685,68,0,2150400,0
combined,V-2d-K5,0,0.00741085489349147,0.05371120467785325,1.0,0.07500000000000001,65,0,2150400,0
combined,V-2d-K5,1,0.00626045426906785,0.05185831055398921,1.0,0.09166666666666667,59,0,2150400,0
combined,V-2d-K5,2,0.00703770257819647,0.054014741096038696,1.0,0.09166666666666667,63,0,2150400,0
combined,V-2d-K5,3,0.006423437777798968,0.05103803827621904,1.0,0.05000000000000002,67,0,2150400,0
combined,V-2d-K5,4,0.006597206431361746,0.051152952211756995,1.0,0.05000000000000002,70,0,2150400,0
combined,V-2d-K5,5,0.00736698278745096,0.055698165453490836,1.0,0.1333333333333333,63,0,2150400,0
combined,V-2d-K4-uneq,0,0.00611945026414662,0.04464344545341236,1.0,0.0666666666666667,72,0,2150400,0
combined,V-2d-K4-uneq,1,0.00509645087890509,0.04064936256849889,1.0,0.033333333333333395,64,0,2150400,0
combined,V-2d-K4-uneq,2,0.005402859345168931,0.04042103182753386,1.0,0.049999999999999975,67,0,2150400,0
combined,V-2d-K4-uneq,3,0.007822417941885762,0.05419998393901831,1.0,0.10000000000000002,69,0,2150400,0
combined,V-2d-K4-uneq,4,0.0059842094991713335,0.0448878016751067,1.0,0.033333333333333395,73,0,2150400,0
combined,V-2d-K4-uneq,5,0.00480513938764715,0.037501972545086554,1.0,0.04166666666666673,60,0,2150400,0
combined,V-3d-K4,0,0.00843462596648592,0.04061965573301846,1.0,0.08333333333333331,88,0,2150400,0
combined,V-3d-K4,1,0.009023436779299732,0.04214625016631637,1.0,0.08333333333333337,79,0,2150400,0
combined,V-3d-K4,2,0.00811523528232272,0.039276584035841326,1.0,0.04166666666666666,67,0,2150400,0
combined,V-3d-K4,3,0.008696951542016329,0.04294899259385554,1.0,0.04166666666666666,76,0,2150400,0
combined,V-3d-K4,4,0.008333960378220873,0.03984633672976354,1.0,0.08333333333333329,68,0,2150400,0
combined,V-3d-K4,5,0.0075037086463358715,0.03818904672524009,1.0,0.08333333333333329,82,0,2150400,0
combined,V-2d-K4-wide,0,0.006353030803830206,0.046309693875244064,1.0,0.0,50,0,2150400,0
combined,V-2d-K4-wide,1,0.005676839018808666,0.043504135937455606,1.0,0.0,42,0,2150400,0
combined,V-2d-K4-wide,2,0.006671749097672874,0.049950430395923895,1.0,0.0,44,0,2150400,0
combined,V-2d-K4-wide,3,0.006635775919839659,0.046901415194137396,1.0,0.04166666666666666,48,0,2150400,0
combined,V-2d-K4-wide,4,0.00706038082206617,0.04950798506016851,1.0,0.04166666666666666,53,0,2150400,0
combined,V-2d-K4-wide,5,0.005959546380727376,0.04532294024123549,1.0,0.0,49,0,2150400,0
