arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,training_projection_rmse,event_time,censored,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,stored_scalars
psqt-L16-K64-R6-e0.5,psqt,PS2-skew,skew,far,3,0.002101214892603842,0.03342472814302729,0.060096485218055724,nan,nan,0.01981758556457687,20,0,0,0.34355479999794625,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-skew,skew,far,3,0.0021289415560591385,0.033504762210753485,0.060291339877082,nan,nan,0.01981489905583004,20,0,0,0.26643119999789633,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-skew,skew,far,4,6.425589218195187,2.313700219907802,2.573944520774362,nan,nan,nan,300,1,0,0.10700320001342334,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-skew,skew,far,4,0.4745862109011043,0.5552020342148325,0.8686309231147541,nan,nan,nan,300,1,0,0.11160120001295581,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-skew,skew,far,4,0.004293304861227587,0.036736488639571206,0.0665029960090668,nan,nan,nan,60,0,0,0.08449400000972673,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-skew,skew,far,4,0.006821886916403064,0.047181942771486636,0.07153176903922558,nan,nan,nan,20,0,0,0.08452390000456944,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-skew,skew,far,4,0.003141457973308337,0.036015496921708495,0.06342156671236832,nan,nan,0.0,20,0,0,0.05022479998297058,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-skew,skew,far,4,0.001800986604997834,0.02936833147689567,0.06137527776729363,nan,nan,0.02146930629790795,20,0,0,0.14367040002252907,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-skew,skew,far,4,0.001485723762341351,0.027990544215733104,0.05792238917140172,nan,nan,0.018493638912734988,20,0,0,0.2695804000250064,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-skew,skew,far,4,0.0014448133102318295,0.027961822809803347,0.05808578319974925,nan,nan,0.01987780075468967,20,0,0,0.5097272999992128,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-skew,skew,far,4,0.0014550253569570737,0.027918783411933712,0.058474722406118,nan,nan,0.019760724937012506,20,0,0,0.33127359999343753,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-skew,skew,far,4,0.0014947886782847863,0.028296095868169356,0.05845593996320651,nan,nan,0.01948623613387758,20,0,0,0.26525299999048,19200,0,7372800.0,2150400,1249
