arm,lr_multiplier,learning_rate,target,family,dimension,replication,initialization,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,model_parameters
kll-small-rsr,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.07726605240123519,0.17510089307293902,0.2428160739589099,0.931398868560791,2.9884575408810248,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.04339769999933196,5256
kll-small-rsr,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.0812899749280005,0.17405786982180918,0.2593138654730802,0.8836390972137451,3.132610556916349,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.04752849999931641,5256
kll-paper-hybrid,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.1912684845189725,0.26392179875452215,0.35508065844408265,1.0399751663208008,2.598567811782826,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,37376,72960,0,0.03443359999801032,5256
kll-paper-hybrid,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.35700649896735115,0.4129782591663959,0.5177678428277656,1.346576452255249,3.292893752186691,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,37376,72960,0,0.03414199999679113,5256
kll-paper-hybrid,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.12135051862088808,0.21180472039600035,0.34726713195315284,0.7123010158538818,3.9338384855278705,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,37376,72960,0,0.03376290000596782,5256
kll-paper-hybrid,64.0,0.064,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.1645386006381937,0.2609943294691093,0.33619894437855474,1.0789381265640259,4.907599012263723,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,37376,72960,0,0.034933300004922785,5256
paper-neural,0.25,0.00025,NPR-d16-nonlinear,nonlinear,16,0,concentrated,1.9043168631352572,0.691342292763864,0.9103965392107279,0.055667974054813385,3.9023787720298557,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.060602800003835,6288
paper-neural,0.5,0.0005,NPR-d16-nonlinear,nonlinear,16,0,concentrated,1.4635310483408528,0.6165082686893656,0.8210759899768285,0.1605183482170105,2.042428219899018,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.05868600000394508,6288
paper-neural,1.0,0.001,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.7474268797935091,0.44451028631755507,0.6289650241459065,0.4049672782421112,1.9978209807651448,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.05795709999802057,6288
paper-neural,2.0,0.002,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.7469198660709546,0.4486105235301413,0.6279380928175873,0.4061189591884613,2.097491766692492,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.05938530000275932,6288
paper-neural,4.0,0.004,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.5111165602970837,0.37757308178163973,0.5382866877007094,0.4935901463031769,2.86832240657018,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.05917600000248058,6288
paper-neural,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.20524180077928822,0.23740720659347775,0.38398289453010404,0.6508920192718506,4.044751212727223,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.059448399995744694,6288
paper-neural,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.14435366452172804,0.1985288554176151,0.3262138969043593,0.7324627637863159,3.733161477203144,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.061557200002425816,6288
paper-neural,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.15520757927003448,0.217227288361224,0.3445039492169776,0.7189235687255859,7.459507504229775,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06138719999580644,6288
minibatch-sw,0.25,0.00025,NPR-d16-nonlinear,nonlinear,16,0,concentrated,1.3634787989445334,0.5974269941853815,0.7937983642024423,0.18211117386817932,2.6778763393763825,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.0789230000009411,6288
minibatch-sw,0.5,0.0005,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.6173218043639848,0.39295519579414345,0.5537841489706531,0.4729974567890167,1.8582129227037265,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08385509999789065,6288
minibatch-sw,1.0,0.001,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.3136059616942939,0.2795451418541641,0.3206022271489979,0.9044650793075562,1.9899493695223662,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08628480000334093,6288
minibatch-sw,2.0,0.002,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.23650704801743405,0.2461710273216093,0.27708323858513934,0.8884806036949158,2.363387155723112,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08098269999754848,6288
minibatch-sw,4.0,0.004,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.16142152610416094,0.2055014196581784,0.23984851928518883,0.9218522310256958,3.895628697306095,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08351499999844236,6288
minibatch-sw,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.12999923099817767,0.1830013720763569,0.22925752292210663,0.8674666285514832,5.297027581963552,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08154130000184523,6288
minibatch-sw,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.12852380499048177,0.18508995103849366,0.22735363197038588,0.8848699331283569,5.404913110969055,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08164400000532623,6288
minibatch-sw,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.14131630362275605,0.19031304944124458,0.2471968584957694,0.8988870978355408,6.198002890704713,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08339790000172798,6288
exact-atlas-rsr,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.2983245781624193,0.2933564143901791,0.3785825732631926,1.07861328125,2.2512583007229057,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.024758999999903608,6288
exact-atlas-rsr,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.2600039365582605,0.27382290027117595,0.3391997366815065,1.1544525623321533,3.7883021185156176,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.025086399997235276,6288
exact-atlas-rsr,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.18362095107363618,0.21074095268227877,0.29891687396683325,0.8236777186393738,5.418584263035976,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.025019200002134312,6288
exact-atlas-rsr,64.0,0.064,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.16105457929480682,0.21981972007540015,0.2694188480858789,1.0651543140411377,5.510945903320522,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.026162900001509115,6288
kll-atlas-rsr,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.30547683588668395,0.29745948299412417,0.38072073199697043,1.0818692445755005,2.2100688965176083,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,41472,72960,0,0.02954889999818988,6288
kll-atlas-rsr,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.2672334347613967,0.278038602933191,0.3448065830546274,1.161047339439392,3.7477136771869084,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,41472,72960,0,0.025057099999685306,6288
kll-atlas-rsr,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.18752347437866934,0.21312109580196797,0.3012279175903367,0.828461766242981,5.426253162938837,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,41472,72960,0,0.026289100002031773,6288
kll-atlas-rsr,64.0,0.064,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.14879165792758453,0.20928236212259868,0.2753122824909011,1.0781166553497314,5.543771210970706,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,41472,72960,0,0.025348499999381602,6288
kll-small-rsr,4.0,0.004,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.1812435345850938,0.2102161867923839,0.260443012646911,0.8616201877593994,3.2712857810103744,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.044035899998561945,6288
kll-small-rsr,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.14592403035103896,0.19811932520458403,0.22684805527554286,0.9754253029823303,4.557955438170028,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.042378199999802746,6288
kll-small-rsr,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.11223331033202921,0.17119583039184136,0.20881066962834974,0.9021114706993103,5.830752832684467,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.044042900000931695,6288
kll-small-rsr,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.15696399486824486,0.19982465139512073,0.26797959187728854,0.9407503604888916,5.5134081370182235,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.042383300002256874,6288
kll-paper-hybrid,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.2846163608500776,0.28515272428089555,0.37209800891686895,1.0422455072402954,2.188468592091573,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,41472,72960,0,0.034311600000364706,6288
kll-paper-hybrid,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.4076143185896486,0.3664791639011023,0.46964094577308435,1.319339394569397,3.5253927703120884,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,41472,72960,0,0.0324929999987944,6288
kll-paper-hybrid,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.18865360432744094,0.21333137634222973,0.3171004203890245,0.8690525889396667,5.345294217117061,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,41472,72960,0,0.030965500001912005,6288
kll-paper-hybrid,64.0,0.064,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.2040977553831249,0.24563349404326595,0.33188095457318645,1.11208176612854,4.982225292417572,nan,nan,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,41472,72960,0,0.03258769999956712,6288
