arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,component_core_coverage,rare_core_mass,rare_bridge_mass,outside_component_core_mass,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,registered_global_rollout_steps,registered_global_rollout_step_size,rollout_local_after_global,per_particle_local_safety,tail_balanced_amortization,tail_balance_fraction,mean_global_rollout_displacement_rms,mean_local_positive_weight_fraction,maximum_teacher_rare_core_count,steps_with_teacher_rare_core,final_teacher_rare_core_count,maximum_run_rare_core_count,maximum_teacher_rare_nearest_count,final_teacher_rare_nearest_count,maximum_run_rare_nearest_count,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-adaptive-rollout,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.28107760000420967,0.0002777999980025925,0.05185979999805568,0.0,0.33321520000026794,64,64,3,3,3.8960485534231983,1.45194654838736,0.006372914759106729,0.06723542549452853,0.20014628049178307,1.0105931758880615,1.0773700174974392,1.0,0.2021484375,nan,1.0,0.224609375,0.03173828125,0.09326171875,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.018003134056925774,0.9999029040336609,0.0016921425121836364,0.04397875629365444,0.006552725099027157,5.441664695739746,0.13132727071642875,1.987346887588501,0.10122429903130978,1.4523706436157227,4,4,7.0,0,67584,0,0.28107760000420967,0.25,0.25,0.25,7.330414028697999,0.1882508497685194,1,0.5,0,0,0,0.0,0.1664379883557558,1.0,120,19,118,119,134,131,148,0.0,0.0,0.0
cta-exact-gated-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.28380740000284277,0.0002777999980025925,0.05185979999805568,0.0,0.33594499999890104,64,64,3,3,3.8960485534231983,1.45194654838736,0.006372914759106729,0.06723542549452853,0.20014628049178307,1.0105931758880615,1.0773700174974392,1.0,0.2021484375,nan,1.0,0.224609375,0.03173828125,0.09326171875,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.018003134056925774,0.9999029040336609,0.0016921425121836364,0.04397875629365444,0.006552725099027157,5.441664695739746,0.13132727071642875,1.987346887588501,0.10122429903130978,1.4523706436157227,4,4,7.0,0,67584,0,0.28380740000284277,0.25,0.25,0.25,7.330414028697999,0.1882508497685194,1,0.5,0,0,0,0.0,0.1664379883557558,1.0,120,19,118,119,134,131,148,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.30249810000532307,0.0002777999980025925,0.05185979999805568,0.0,0.35463570000138134,64,64,3,3,3.8960485534231983,1.45194654838736,0.006372914759106729,0.06723542549452853,0.20014628049178307,1.0105931758880615,1.0773700174974392,1.0,0.2021484375,nan,1.0,0.224609375,0.03173828125,0.09326171875,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.018003134056925774,0.9999029040336609,0.0016921425121836364,0.04397875629365444,0.006552725099027157,5.441664695739746,0.13132727071642875,1.987346887588501,0.10122429903130978,1.4523706436157227,4,4,7.0,0,67584,0,0.30249810000532307,0.25,0.25,0.25,7.330414028697999,0.1882508497685194,1,0.5,0,0,0,0.0,0.1664379883557558,1.0,120,19,118,119,134,131,148,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,3,2026072201,1.0,0.15,0.32536419999814825,0.0,0.0,0.0,0.32536419999814825,64,64,3,3,3.8960485534231983,1.45194654838736,0.022238778931414016,0.1180383167321936,0.23802980660136533,1.0091745853424072,1.0826575834362635,1.0,0.232421875,nan,1.0,0.234375,0.0234375,0.0615234375,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.32536419999814825,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.2808061000032467,0.00018789999739965424,0.049876799996127374,0.0,0.3308707999967737,64,64,3,3,3.7872162686682413,1.4936707724593687,0.014323560613184405,0.1328758067184413,0.3130365734385617,0.8093459606170654,1.80901864245889,1.0,0.03261718750000005,0.016308593750000003,0.5,0.013671875,0.02001953125,0.05810546875,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.042807167395949364,0.9986822605133057,0.0009182696230709553,0.04700214974582195,0.003016694216057658,21.39547348022461,0.22988930493593215,3.1668126583099365,0.1706816404941492,2.301621198654175,4,4,7.0,0,67584,0,0.2808061000032467,0.25,0.25,0.25,6.991238103922411,0.2314239602535963,1,0.5,0,0,0,0.0,0.20306708440184593,1.0,21,16,12,15,34,26,46,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2847752000016044,0.00018789999739965424,0.049876799996127374,0.0,0.3348398999951314,64,64,3,3,3.7872162686682413,1.4936707724593687,0.014323560613184405,0.1328758067184413,0.3130365734385617,0.8093459606170654,1.80901864245889,1.0,0.03261718750000005,0.016308593750000003,0.5,0.013671875,0.02001953125,0.05810546875,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.042807167395949364,0.9986822605133057,0.0009182696230709553,0.04700214974582195,0.003016694216057658,21.39547348022461,0.22988930493593215,3.1668126583099365,0.1706816404941492,2.301621198654175,4,4,7.0,0,67584,0,0.2847752000016044,0.25,0.25,0.25,6.991238103922411,0.2314239602535963,1,0.5,0,0,0,0.0,0.20306708440184593,1.0,21,16,12,15,34,26,46,0.0,0.0,0.0
cta-exact-gated-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2839964000013424,0.00018789999739965424,0.049876799996127374,0.0,0.33406109999486944,64,64,3,3,3.7872162686682413,1.4936707724593687,0.014323560613184405,0.1328758067184413,0.3130365734385617,0.8093459606170654,1.80901864245889,1.0,0.03261718750000005,0.016308593750000003,0.5,0.013671875,0.02001953125,0.05810546875,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.042807167395949364,0.9986822605133057,0.0009182696230709553,0.04700214974582195,0.003016694216057658,21.39547348022461,0.22988930493593215,3.1668126583099365,0.1706816404941492,2.301621198654175,4,4,7.0,0,67584,0,0.2839964000013424,0.25,0.25,0.25,6.991238103922411,0.2314239602535963,1,0.5,0,0,0,0.0,0.20306708440184593,1.0,21,16,12,15,34,26,46,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,3,2026072201,1.0,0.15,0.32769120000011753,0.0,0.0,0.0,0.32769120000011753,64,64,3,3,3.7872162686682413,1.4936707724593687,0.0237946158746567,0.1667578046981509,0.4936320734676918,0.7176452279090881,1.685383945447269,0.5,0.10000000000000005,0.05,0.5,0.0,0.0,0.08251953125,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.32769120000011753,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,0,2026072201,1.0,0.15,0.3322598000013386,0.0,0.0,0.0,0.3322598000013386,64,64,3,3,3.5815699660346505,1.5794342434011945,0.012232419527579363,0.09882365581233059,0.18542450739671557,0.8999690413475037,1.0531484140892668,nan,nan,nan,nan,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3322598000013386,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2793445999996038,0.00019459999748505652,0.05035390000557527,0.0,0.32989310000266414,64,64,3,3,3.5815699660346505,1.5794342434011945,0.008685318642305706,0.07264437434278152,0.10861999191044182,0.9118471741676331,1.1101896412970425,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1889403943,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.00704698939807713,0.9999815821647644,0.0007682928517169785,0.03827880322933197,0.0026786758098751307,2.7775349617004395,0.2430050976574421,7.683732509613037,0.11902528393547981,1.081685185432434,4,4,7.0,0,67584,0,0.2793445999996038,0.25,0.25,0.25,8.443339894644966,0.1992291532456875,1,0.5,0,0,0,0.0,0.17212877310812474,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
