cell,family,seed,base_ed2,mod_ed2,base_sw1,mod_sw1,base_time,base_cens,mod_time,mod_cens,base_pairs,mod_pairs,base_div,mod_div
H-1d-K4-eq/covered,gauss,8,0.002673781765432759,0.002587416049585567,0.06414185391771374,0.06277782209677235,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,9,0.003072229832892903,0.0029076083246903917,0.06339087848520607,0.06137046398186236,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,10,0.001915800357457087,0.0018992286479158071,0.047888700939679056,0.04762276791266403,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,11,0.0043807483563655936,0.003981975804125293,0.07470494327944126,0.07043994778359103,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,12,0.0041278172005518865,0.003584554699256115,0.07678990393098593,0.06967208864351718,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,13,0.001588154471134695,0.0016512458795965301,0.04551376772778742,0.04704265360166868,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,14,0.003829992618767708,0.0034716905368818995,0.06934767947402126,0.06558662433285824,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,15,0.03214376981968403,0.01980210986860942,0.21663328714993013,0.16596233611279662,47,0,34,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,16,0.0055805210918149495,0.0047737099465283706,0.07940214381738812,0.07176734921869764,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,17,0.014677833377528149,0.010683739859607355,0.14656308226346604,0.12310572990554458,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,18,0.0032771510198164044,0.0029540856808008,0.06570113094231342,0.06061602257790544,1,0,1,0,2150400,2150400,0,0
H-1d-K4-eq/covered,gauss,19,0.0016188221711552764,0.0015270171179007086,0.0409097023595376,0.0403133999444104,1,0,1,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,0,0.012867346128796697,0.018904649778756166,0.13428166440316286,0.16484115995397197,126,0,146,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,1,0.014747455588428604,0.013574085714141981,0.13681674521793113,0.1305608133653534,112,0,108,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,2,0.031029197137443454,0.02932291297180667,0.2051829260289879,0.19834893767258618,198,0,193,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,3,0.020428426935364064,0.004423304251102378,0.16114903066970718,0.08393070664121306,145,0,63,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,4,0.01828395202777,0.01782173533410325,0.15322951423149075,0.15110311778479255,147,0,146,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,5,0.019433778692054426,0.004419059302726458,0.15589517237598252,0.07654350089368057,158,0,74,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,6,0.019333061506152438,0.03220510102232921,0.15589127426610688,0.203281471347107,168,0,202,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,7,0.020858673297274866,0.024302152466152416,0.15923888938404146,0.17383810432584829,175,0,187,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,8,0.03025730236772417,0.03589153653378396,0.2112645530143481,0.23083824433306416,185,0,205,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,9,0.021874268972110977,0.031607023487853825,0.16817588127625246,0.20796309783490957,161,0,192,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,10,0.020962064067200137,0.020546640292227636,0.1664243690263956,0.16467952345786235,154,0,153,0,2150400,2150400,0,0
H-1d-K5-uneq/missing,gauss,11,0.014075121878100783,0.017648429090360462,0.13473240917754276,0.15181793540455327,124,0,137,0,2150400,2150400,0,0
