N,resid,max_shift,ED_sq,max_re_eig
6,2.5074332323337077e-13,6.733219288418578,2.3688276884471424,-0.11725917531061371
12,9.375671213585245e-13,1.9374899783369406,0.28124588235489023,-0.007847355981442997
24,0.0008315708704949035,1.964992750573569,0.08250738738045138,0.003872500006928039
48,0.0001754878649480963,2.1953168345322145,0.02524025030357846,0.0028074109686765957
96,0.00038289795388299325,2.187117672111605,0.007857820332716425,0.0032781279789385926
