arm,kind,rho,local_kind,metric,quantile_weight,minimum_gradient_agreement,minimum_ascent_cosine,minimum_signal_to_null,maximum_correction_ratio,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,safety_robust_ascent_fraction,safety_intervention_fraction,safety_cap_rejected_fraction,safety_local_rejected_fraction,median_correction_metric_norm,p90_correction_metric_norm,median_correction_ratio,p90_correction_ratio,median_gradient_cosine,median_proposal_cosine,median_safety_ascent_cosine,median_safety_signal_to_null,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.9312907283862928,2.0136593806686363,2.094228204129422,0.6363636363636365,0.8117897727272728,0.2450284090909091,-0.3741471449371261,-0.5346721945040285,-0.3741471449371261,-0.5346721945040285,60,1,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.22429809998720884
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.9312907283862928,2.0136593806686363,2.094228204129422,0.6363636363636365,0.8117897727272728,0.2450284090909091,-0.3741471449371261,-0.5346721945040285,-0.3741471449371261,-0.5346721945040285,60,1,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6524645997823948,nan,-0.8160595952097875,3.1857363828487006,-0.04959629459729844,-0.0030927954778382184,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.3273678999976255
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.9312907283862928,2.0136593806686363,2.094228204129422,0.6363636363636365,0.8117897727272728,0.2450284090909091,-0.3741471449371261,-0.5346721945040285,-0.3741471449371261,-0.5346721945040285,60,1,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6524645997823948,nan,-0.8160595952097875,3.1857363828487006,-0.04959629459729844,-0.0030927954778382184,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.41765509999822825
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.5571435834491667,1.4789871861646078,1.5860750842468003,0.7272727272727273,0.6434659090909092,0.1434659090909091,0.9312907283862928,2.0136593806686363,2.094228204129422,0.6363636363636365,0.8117897727272728,0.2450284090909091,-0.3741471449371261,-0.5346721945040285,-0.3741471449371261,-0.5346721945040285,60,1,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6524645997823948,nan,-0.8160595952097875,3.1857363828487006,-0.04959629459729844,-0.0030927954778382184,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.5146581000008155
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.0559306399612538,0.2896789349085986,0.3375229093484402,0.875,0.50390625,0.138671875,0.07694033611138051,0.33878076935148255,0.3853238847949467,0.9375,0.51953125,0.140625,0.09141659561884241,0.3771429270832197,0.42646862069938546,0.9375,0.578125,0.15625,-0.014476259507461897,-0.03836215773173718,-0.03548595565758861,-0.08746399217462114,42,0,47,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.22548719999031164
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.0559306399612538,0.2896789349085986,0.3375229093484402,0.875,0.50390625,0.138671875,0.07694033611138051,0.33878076935148255,0.3853238847949467,0.9375,0.51953125,0.140625,0.09141659561884241,0.3771429270832197,0.42646862069938546,0.9375,0.578125,0.15625,-0.014476259507461897,-0.03836215773173718,-0.03548595565758861,-0.08746399217462114,42,0,47,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630284306920446,nan,-0.660498795390479,1.0306791943255385,-0.003393350120279715,-0.0003882240757708633,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.3006996999902185
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.0559306399612538,0.2896789349085986,0.3375229093484402,0.875,0.50390625,0.138671875,0.07694033611138051,0.33878076935148255,0.3853238847949467,0.9375,0.51953125,0.140625,0.09141659561884241,0.3771429270832197,0.42646862069938546,0.9375,0.578125,0.15625,-0.014476259507461897,-0.03836215773173718,-0.03548595565758861,-0.08746399217462114,42,0,47,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630284306920446,nan,-0.660498795390479,1.0306791943255385,-0.003393350120279715,-0.0003882240757708633,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.37390880001476035
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.0559306399612538,0.2896789349085986,0.3375229093484402,0.875,0.50390625,0.138671875,0.07694033611138051,0.33878076935148255,0.3853238847949467,0.9375,0.51953125,0.140625,0.09141659561884241,0.3771429270832197,0.42646862069938546,0.9375,0.578125,0.15625,-0.014476259507461897,-0.03836215773173718,-0.03548595565758861,-0.08746399217462114,42,0,47,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630284306920446,nan,-0.660498795390479,1.0306791943255385,-0.003393350120279715,-0.0003882240757708633,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.4513286000001244
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.4160931926632081,1.2072073107116148,1.2606200968500547,0.8125,0.6640625,0.19140625,0.4728805316699427,1.271725909800842,1.3159684178548392,0.8125,0.7109375,0.205078125,0.8719309582952812,1.720283650412681,1.758415092635295,0.5625,0.89453125,0.271484375,-0.3990504266253385,-0.44855774061183906,-0.4558377656320731,-0.5130763397010663,60,1,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.2520675999985542
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.4160931926632081,1.2072073107116148,1.2606200968500547,0.8125,0.6640625,0.19140625,0.4728805316699427,1.271725909800842,1.3159684178548392,0.8125,0.7109375,0.205078125,0.8719309582952812,1.720283650412681,1.758415092635295,0.5625,0.89453125,0.271484375,-0.3990504266253385,-0.44855774061183906,-0.4558377656320731,-0.5130763397010663,60,1,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027391039171773,nan,-0.8196293064189297,3.0483501962956,-0.0414087691965841,-0.0039105389794011625,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.34472349999123253
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.4160931926632081,1.2072073107116148,1.2606200968500547,0.8125,0.6640625,0.19140625,0.4728805316699427,1.271725909800842,1.3159684178548392,0.8125,0.7109375,0.205078125,0.8719309582952812,1.720283650412681,1.758415092635295,0.5625,0.89453125,0.271484375,-0.3990504266253385,-0.44855774061183906,-0.4558377656320731,-0.5130763397010663,60,1,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027391039171773,nan,-0.8196293064189297,3.0483501962956,-0.0414087691965841,-0.0039105389794011625,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.4448316999769304
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.4160931926632081,1.2072073107116148,1.2606200968500547,0.8125,0.6640625,0.19140625,0.4728805316699427,1.271725909800842,1.3159684178548392,0.8125,0.7109375,0.205078125,0.8719309582952812,1.720283650412681,1.758415092635295,0.5625,0.89453125,0.271484375,-0.3990504266253385,-0.44855774061183906,-0.4558377656320731,-0.5130763397010663,60,1,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027391039171773,nan,-0.8196293064189297,3.0483501962956,-0.0414087691965841,-0.0039105389794011625,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.5410419999971054
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.006706152816286948,0.05037395999516975,0.1079033876136665,1.0,0.3426339285714285,0.10128348214285715,0.005514490446915654,0.054128217024240345,0.1007383115833382,1.0,0.3543526785714285,0.10323660714285715,0.006563626984866566,0.08081433135927374,0.1040243422881255,1.0,0.3577008928571428,0.0943080357142857,-0.001049136537950912,-0.026686114335033394,0.00014252583142038144,-0.03044037136410399,42,0,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.10860460001276806
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.006706152816286948,0.05037395999516975,0.1079033876136665,1.0,0.3426339285714285,0.10128348214285715,0.005514490446915654,0.054128217024240345,0.1007383115833382,1.0,0.3543526785714285,0.10323660714285715,0.006563626984866566,0.08081433135927374,0.1040243422881255,1.0,0.3577008928571428,0.0943080357142857,-0.001049136537950912,-0.026686114335033394,0.00014252583142038144,-0.03044037136410399,42,0,52,0,0.0,0.0,0.0,0.0,0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,-0.09866524943054952,nan,-0.6198713670637452,1.2432371269737412,5.7989481322156836e-06,7.750852398807153e-06,"{""cap-rejected"": 2, ""inactive"": 16}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.21516790002351627
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.006706152816286948,0.05037395999516975,0.1079033876136665,1.0,0.3426339285714285,0.10128348214285715,0.005514490446915654,0.054128217024240345,0.1007383115833382,1.0,0.3543526785714285,0.10323660714285715,0.006563626984866566,0.08081433135927374,0.1040243422881255,1.0,0.3577008928571428,0.0943080357142857,-0.001049136537950912,-0.026686114335033394,0.00014252583142038144,-0.03044037136410399,42,0,52,0,0.0,0.0,0.0,0.0,0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.09866524943054952,nan,-0.6198713670637452,1.2432371269737412,5.7989481322156836e-06,7.750852398807153e-06,"{""cap-rejected"": 3, ""inactive"": 15}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.32413230001111515
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.006706152816286948,0.05037395999516975,0.1079033876136665,1.0,0.3426339285714285,0.10128348214285715,0.005514490446915654,0.054128217024240345,0.1007383115833382,1.0,0.3543526785714285,0.10323660714285715,0.006563626984866566,0.08081433135927374,0.1040243422881255,1.0,0.3577008928571428,0.0943080357142857,-0.001049136537950912,-0.026686114335033394,0.00014252583142038144,-0.03044037136410399,42,0,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09866524943054952,nan,-0.6198713670637452,1.2432371269737412,5.7989481322156836e-06,7.750852398807153e-06,"{""inactive"": 18}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.4248819000204094
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.008214798769290765,0.10908238311146819,0.12228831294434858,1.0,0.3465401785714286,0.1333705357142857,0.010545770708747293,0.060883802373481136,0.09921485194865545,1.0,0.2276785714285714,0.06026785714285715,0.058191726205924055,0.17623544472534855,0.20061149423031313,1.0,0.26171875,0.07142857142857142,-0.04764595549717676,-0.11535164235186741,-0.04997692743663329,-0.06715306161388036,42,0,47,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.08933170000091195
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.008214798769290765,0.10908238311146819,0.12228831294434858,1.0,0.3465401785714286,0.1333705357142857,0.010545770708747293,0.060883802373481136,0.09921485194865545,1.0,0.2276785714285714,0.06026785714285715,0.058191726205924055,0.17623544472534855,0.20061149423031313,1.0,0.26171875,0.07142857142857142,-0.04764595549717676,-0.11535164235186741,-0.04997692743663329,-0.06715306161388036,42,0,47,0,0.0,0.0,0.0,0.0,0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.5270763243710976,nan,-0.6829996373237925,1.0426255815030792,0.0002823256500880995,7.857305125641657e-05,"{""cap-rejected"": 1, ""inactive"": 17}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.17851100000552833
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.008044505625819709,0.10778775682737678,0.12090322249983741,1.0,0.3465401785714286,0.1333705357142857,0.010545770708747293,0.060883802373481136,0.09921485194865545,1.0,0.2276785714285714,0.06026785714285715,0.058191726205924055,0.17623544472534855,0.20061149423031313,1.0,0.26171875,0.07142857142857142,-0.04764595549717676,-0.11535164235186741,-0.050147220580104346,-0.06844768789797177,42,0,47,0,0.05555555555555555,0.0,0.0,0.0,0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.5270763243710976,nan,-0.6800201551725121,1.0426255815030792,0.00015718165954534423,7.857305125641657e-05,"{""cap-rejected"": 1, ""inactive"": 16, ""intervened"": 1}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.2622030999918934
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.008214798769290765,0.10908238311146819,0.12228831294434858,1.0,0.3465401785714286,0.1333705357142857,0.010545770708747293,0.060883802373481136,0.09921485194865545,1.0,0.2276785714285714,0.06026785714285715,0.058191726205924055,0.17623544472534855,0.20061149423031313,1.0,0.26171875,0.07142857142857142,-0.04764595549717676,-0.11535164235186741,-0.04997692743663329,-0.06715306161388036,42,0,47,0,0.0,0.0,0.0,0.0,0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.5270763243710976,nan,-0.6829996373237925,1.0426255815030792,0.0002823256500880995,7.857305125641657e-05,"{""cap-rejected"": 1, ""inactive"": 17}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,14.0,4608.0,4608.0,3.0,1536.0,1536.0,142200.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.3488309999811463
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.07754542195714009,0.33486620859471455,0.6718839695006754,0.9624999999999999,0.24296875000000004,0.09492187499999999,0.08250163599132421,0.3533187559722133,0.6774790675653178,0.9624999999999999,0.25859375000000007,0.09882812499999999,0.13681423666698755,0.5084804056807272,0.7537265301676828,0.9624999999999999,0.44218750000000007,0.14375,-0.05431260067566335,-0.15516164970851387,-0.05926881470984746,-0.1736141970860126,42,0,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.24098669999511912
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.07754542195714009,0.33486620859471455,0.6718839695006754,0.9624999999999999,0.24296875000000004,0.09492187499999999,0.08250163599132421,0.3533187559722133,0.6774790675653178,0.9624999999999999,0.25859375000000007,0.09882812499999999,0.13681423666698755,0.5084804056807272,0.7537265301676828,0.9624999999999999,0.44218750000000007,0.14375,-0.05431260067566335,-0.15516164970851387,-0.05926881470984746,-0.1736141970860126,42,0,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24122820677557183,nan,-0.592297890029923,0.9970524182566473,-0.003637461596876266,-0.0007363012290028668,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.3315364000154659
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.07754542195714009,0.33486620859471455,0.6718839695006754,0.9624999999999999,0.24296875000000004,0.09492187499999999,0.08250163599132421,0.3533187559722133,0.6774790675653178,0.9624999999999999,0.25859375000000007,0.09882812499999999,0.13681423666698755,0.5084804056807272,0.7537265301676828,0.9624999999999999,0.44218750000000007,0.14375,-0.05431260067566335,-0.15516164970851387,-0.05926881470984746,-0.1736141970860126,42,0,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24122820677557183,nan,-0.592297890029923,0.9970524182566473,-0.003637461596876266,-0.0007363012290028668,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.41991630001575686
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.07754542195714009,0.33486620859471455,0.6718839695006754,0.9624999999999999,0.24296875000000004,0.09492187499999999,0.08250163599132421,0.3533187559722133,0.6774790675653178,0.9624999999999999,0.25859375000000007,0.09882812499999999,0.13681423666698755,0.5084804056807272,0.7537265301676828,0.9624999999999999,0.44218750000000007,0.14375,-0.05431260067566335,-0.15516164970851387,-0.05926881470984746,-0.1736141970860126,42,0,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24122820677557183,nan,-0.592297890029923,0.9970524182566473,-0.003637461596876266,-0.0007363012290028668,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.5182009999989532
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.11117515254488541,0.5523756269821958,0.8450170885813088,0.9624999999999999,0.359375,0.1296875,0.1304024338360006,0.6156238829575554,0.8851580005779511,0.9624999999999999,0.4,0.131640625,0.4043256376057647,1.191347937975257,1.344402860940327,0.825,0.57734375,0.223828125,-0.2739232037697641,-0.5757240550177015,-0.29315048506087926,-0.6389723109930612,60,1,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.23834209999768063
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.11117515254488541,0.5523756269821958,0.8450170885813088,0.9624999999999999,0.359375,0.1296875,0.1304024338360006,0.6156238829575554,0.8851580005779511,0.9624999999999999,0.4,0.131640625,0.4043256376057647,1.191347937975257,1.344402860940327,0.825,0.57734375,0.223828125,-0.2739232037697641,-0.5757240550177015,-0.29315048506087926,-0.6389723109930612,60,1,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5952324461675376,nan,-0.7848541281604118,1.5394568348172561,-0.03888606541666082,-0.002808404038570328,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.32679799999459647
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.11117515254488541,0.5523756269821958,0.8450170885813088,0.9624999999999999,0.359375,0.1296875,0.1304024338360006,0.6156238829575554,0.8851580005779511,0.9624999999999999,0.4,0.131640625,0.4043256376057647,1.191347937975257,1.344402860940327,0.825,0.57734375,0.223828125,-0.2739232037697641,-0.5757240550177015,-0.29315048506087926,-0.6389723109930612,60,1,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5952324461675376,nan,-0.7848541281604118,1.5394568348172561,-0.03888606541666082,-0.002808404038570328,"{""inactive"": 18}",60.0,2724.0,87168.0,44160.0,36864.0,877440.0,44736.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.41301230000681244
