family,tau_over_L,N,spread_over_L,counts,collapse_ci_lo,collapse_ci_hi,ed_floor
P1,0.2,8,0.5,{"metastable": 30, "unresolved_extended": 27, "target_stationary": 43},0.0,0.03699480747600191,0.010550744009516944
P1,0.2,8,2.0,{"target_stationary": 33, "metastable": 39, "unresolved_extended": 28},0.0,0.03699480747600191,0.010550744009516944
P1,0.2,8,5.0,{"metastable": 28, "unresolved_extended": 42, "target_stationary": 30},0.0,0.03699480747600191,0.010550744009516944
P1,0.2,32,0.5,{"target_moving": 79, "target_stationary": 21},0.0,0.03699480747600191,0.0006594215005946147
P1,0.2,32,2.0,{"target_moving": 78, "target_stationary": 22},0.0,0.03699480747600191,0.0006594215005946147
P1,0.2,32,5.0,{"target_moving": 78, "target_stationary": 22},0.0,0.03699480747600191,0.0006594215005946147
P1,0.2,128,0.5,{"target_moving": 50},0.0,0.07135003417431873,4.121384378708015e-05
P1,0.2,128,2.0,{"target_moving": 50},0.0,0.07135003417431873,4.121384378708015e-05
P1,0.2,128,5.0,{"target_moving": 50},0.0,0.07135003417431873,4.121384378708015e-05
P1,0.5,8,0.5,{"target_stationary": 100},0.0,0.03699480747600191,0.010550744009516944
P1,0.5,8,2.0,{"target_stationary": 100},0.0,0.03699480747600191,0.010550744009516944
P1,0.5,8,5.0,{"target_stationary": 100},0.0,0.03699480747600191,0.010550744009516944
P1,0.5,32,0.5,{"target_moving": 25, "target_stationary": 75},0.0,0.03699480747600191,0.0006594215005946147
P1,0.5,32,2.0,{"target_moving": 32, "target_stationary": 68},0.0,0.03699480747600191,0.0006594215005946147
P1,0.5,32,5.0,{"target_stationary": 66, "target_moving": 34},0.0,0.03699480747600191,0.0006594215005946147
P1,0.5,128,0.5,{"target_moving": 35, "target_stationary": 15},0.0,0.07135003417431873,4.121384378708015e-05
P1,0.5,128,2.0,{"target_moving": 30, "target_stationary": 20},0.0,0.07135003417431873,4.121384378708015e-05
P1,0.5,128,5.0,{"target_moving": 28, "target_stationary": 22},0.0,0.07135003417431873,4.121384378708015e-05
P1,1.0,8,0.5,{"target_stationary": 100},0.0,0.03699480747600191,0.010550744009516944
P1,1.0,8,2.0,{"target_stationary": 100},0.0,0.03699480747600191,0.010550744009516944
P1,1.0,8,5.0,{"target_stationary": 100},0.0,0.03699480747600191,0.010550744009516944
P1,1.0,32,0.5,{"target_stationary": 100},0.0,0.03699480747600191,0.0006594215005946147
P1,1.0,32,2.0,{"target_stationary": 100},0.0,0.03699480747600191,0.0006594215005946147
P1,1.0,32,5.0,{"target_stationary": 100},0.0,0.03699480747600191,0.0006594215005946147
P1,1.0,128,0.5,{"target_stationary": 50},0.0,0.07135003417431873,4.121384378708015e-05
P1,1.0,128,2.0,{"target_stationary": 50},0.0,0.07135003417431873,4.121384378708015e-05
P1,1.0,128,5.0,{"target_stationary": 50},0.0,0.07135003417431873,4.121384378708015e-05
P2,0.2,8,0.5,{"target_stationary": 64, "metastable": 35, "target_moving": 1},0.0,0.03699480747600191,0.035747135620309844
P2,0.2,8,2.0,{"metastable": 42, "target_stationary": 57, "target_moving": 1},0.0,0.03699480747600191,0.035747135620309844
P2,0.2,8,5.0,{"metastable": 58, "target_stationary": 41, "target_moving": 1},0.0,0.03699480747600191,0.035747135620309844
P2,0.2,32,0.5,{"target_moving": 93, "target_stationary": 7},0.0,0.03699480747600191,0.002729176028887892
P2,0.2,32,2.0,{"target_moving": 99, "target_stationary": 1},0.0,0.03699480747600191,0.002729176028887892
P2,0.2,32,5.0,{"target_moving": 98, "target_stationary": 2},0.0,0.03699480747600191,0.002729176028887892
P2,0.2,128,0.5,{"target_moving": 50},0.0,0.07135003417431873,0.00013963724851739912
P2,0.2,128,2.0,{"target_moving": 50},0.0,0.07135003417431873,0.00013963724851739912
P2,0.2,128,5.0,{"target_moving": 50},0.0,0.07135003417431873,0.00013963724851739912
P2,0.5,8,0.5,{"target_stationary": 100},0.0,0.03699480747600191,0.035747135620309844
P2,0.5,8,2.0,{"target_stationary": 100},0.0,0.03699480747600191,0.035747135620309844
P2,0.5,8,5.0,{"target_stationary": 100},0.0,0.03699480747600191,0.035747135620309844
P2,0.5,32,0.5,{"target_moving": 25, "target_stationary": 75},0.0,0.03699480747600191,0.002729176028887892
P2,0.5,32,2.0,{"target_stationary": 79, "target_moving": 21},0.0,0.03699480747600191,0.002729176028887892
P2,0.5,32,5.0,{"target_stationary": 64, "target_moving": 36},0.0,0.03699480747600191,0.002729176028887892
P2,0.5,128,0.5,{"target_stationary": 20, "target_moving": 30},0.0,0.07135003417431873,0.00013963724851739912
P2,0.5,128,2.0,{"target_moving": 29, "target_stationary": 21},0.0,0.07135003417431873,0.00013963724851739912
P2,0.5,128,5.0,{"target_moving": 26, "target_stationary": 24},0.0,0.07135003417431873,0.00013963724851739912
P2,1.0,8,0.5,{"target_stationary": 100},0.0,0.03699480747600191,0.035747135620309844
P2,1.0,8,2.0,{"target_stationary": 100},0.0,0.03699480747600191,0.035747135620309844
P2,1.0,8,5.0,{"target_stationary": 100},0.0,0.03699480747600191,0.035747135620309844
P2,1.0,32,0.5,{"target_stationary": 100},0.0,0.03699480747600191,0.002729176028887892
P2,1.0,32,2.0,{"target_stationary": 100},0.0,0.03699480747600191,0.002729176028887892
P2,1.0,32,5.0,{"target_stationary": 100},0.0,0.03699480747600191,0.002729176028887892
P2,1.0,128,0.5,{"target_stationary": 44, "target_moving": 6},0.0,0.07135003417431873,0.00013963724851739912
P2,1.0,128,2.0,{"target_stationary": 47, "target_moving": 3},0.0,0.07135003417431873,0.00013963724851739912
P2,1.0,128,5.0,{"target_stationary": 47, "target_moving": 3},0.0,0.07135003417431873,0.00013963724851739912
P1-biased,0.2,8,0.05,{"metastable": 50},nan,nan,nan
P1-biased,0.2,32,0.05,{"target_moving": 50},nan,nan,nan
P1-biased,1.0,8,0.05,{"target_stationary": 50},nan,nan,nan
