arm,kind,rho,local_kind,metric,quantile_weight,minimum_gradient_agreement,minimum_ascent_cosine,minimum_signal_to_null,maximum_correction_ratio,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,safety_robust_ascent_fraction,safety_intervention_fraction,safety_cap_rejected_fraction,safety_local_rejected_fraction,median_correction_metric_norm,p90_correction_metric_norm,median_correction_ratio,p90_correction_ratio,median_gradient_cosine,median_proposal_cosine,median_safety_ascent_cosine,median_safety_signal_to_null,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.013387624143606613,0.140478472132891,0.5391400498627943,1.0,0.0,0.0,0.012173292243030653,0.13951019504249063,0.5376309194308386,1.0,0.0,0.0,0.010380070946864661,0.1599433722664327,0.5319461138543774,1.0,0.0,0.0,0.0017932212961659921,-0.020433177223942084,0.003007553196741952,-0.019464900133541713,42,0,52,0,0.05555555555555555,0.0,0.0,0.0,0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.48122254921609375,nan,-0.21405607549810196,0.926010595350089,-0.00018990805781736821,-2.996724419326736e-05,"{""cap-rejected"": 1, ""inactive"": 16, ""intervened"": 1}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.29371939998236485
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.013413276160891163,0.14086642388006515,0.5394436343185879,1.0,0.0,0.0,0.012202808344930594,0.13966374534027934,0.5379872752854096,1.0,0.0,0.0,0.010380070946864661,0.1599433722664327,0.5319461138543774,1.0,0.0,0.0,0.0018227373980659323,-0.02027962692615337,0.003033205214026502,-0.01907694838636756,42,0,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47566169269617703,nan,-0.21458017812318908,0.9262346990741863,-0.00018648038080825954,-2.996724419326736e-05,"{""inactive"": 18}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.4015901999955531
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.005603303989353492,0.11183820016100732,0.190834577713946,1.0000000000000002,0.37203125000000004,0.12242187499999999,0.006123552881849403,0.11150565438430775,0.1962244436386016,1.0000000000000002,0.36031250000000004,0.12046874999999999,0.007815257874233317,0.12422010981543058,0.2145947570884833,1.0000000000000002,0.30171875000000004,0.12234375000000003,-0.0016917049923839134,-0.012714455431122831,-0.002211953884879825,-0.012381909654423262,42,0,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.10868040000787005
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.005603303989353492,0.11183820016100732,0.190834577713946,1.0000000000000002,0.37203125000000004,0.12242187499999999,0.006123552881849403,0.11150565438430775,0.1962244436386016,1.0000000000000002,0.36031250000000004,0.12046874999999999,0.007815257874233317,0.12422010981543058,0.2145947570884833,1.0000000000000002,0.30171875000000004,0.12234375000000003,-0.0016917049923839134,-0.012714455431122831,-0.002211953884879825,-0.012381909654423262,42,0,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11332897085194178,nan,-0.4989960604410338,1.1822224231549674,-0.00021426170077012068,-1.6741775767240825e-05,"{""inactive"": 18}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.19720560000860132
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.005603303989353492,0.11183820016100732,0.190834577713946,1.0000000000000002,0.37203125000000004,0.12242187499999999,0.006123552881849403,0.11150565438430775,0.1962244436386016,1.0000000000000002,0.36031250000000004,0.12046874999999999,0.007815257874233317,0.12422010981543058,0.2145947570884833,1.0000000000000002,0.30171875000000004,0.12234375000000003,-0.0016917049923839134,-0.012714455431122831,-0.002211953884879825,-0.012381909654423262,42,0,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11332897085194178,nan,-0.4989960604410338,1.1822224231549674,-0.00021426170077012068,-1.6741775767240825e-05,"{""inactive"": 18}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.28449420002289116
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.005603303989353492,0.11183820016100732,0.190834577713946,1.0000000000000002,0.37203125000000004,0.12242187499999999,0.006123552881849403,0.11150565438430775,0.1962244436386016,1.0000000000000002,0.36031250000000004,0.12046874999999999,0.007815257874233317,0.12422010981543058,0.2145947570884833,1.0000000000000002,0.30171875000000004,0.12234375000000003,-0.0016917049923839134,-0.012714455431122831,-0.002211953884879825,-0.012381909654423262,42,0,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11332897085194178,nan,-0.4989960604410338,1.1822224231549674,-0.00021426170077012068,-1.6741775767240825e-05,"{""inactive"": 18}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.373446600016905
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.03879469927182533,0.19229695287849996,0.22490936740148734,1.0000000000000002,0.38531249999999995,0.19265625000000003,0.010668612495962959,0.11488453814078581,0.2068622281213302,1.0000000000000002,0.32671874999999995,0.16335937500000003,0.022477185132319333,0.17917014597703373,0.27934269423261454,1.0000000000000002,0.33234374999999994,0.14390624999999999,-0.011808572636356374,-0.06428560783624793,0.016317514139505995,0.013126806901466226,42,0,47,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.11279530002502725
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.03879469927182533,0.19229695287849996,0.22490936740148734,1.0000000000000002,0.38531249999999995,0.19265625000000003,0.010668612495962959,0.11488453814078581,0.2068622281213302,1.0000000000000002,0.32671874999999995,0.16335937500000003,0.022477185132319333,0.17917014597703373,0.27934269423261454,1.0000000000000002,0.33234374999999994,0.14390624999999999,-0.011808572636356374,-0.06428560783624793,0.016317514139505995,0.013126806901466226,42,0,47,0,0.0,0.0,0.0,0.0,0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.23198853204573044,nan,-0.6023865551581592,1.263292929196008,-0.00019135323498502486,4.455923740352295e-05,"{""cap-rejected"": 2, ""inactive"": 16}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.20624660002067685
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.03879469927182533,0.19229695287849996,0.22490936740148734,1.0000000000000002,0.38531249999999995,0.19265625000000003,0.010668612495962959,0.11488453814078581,0.2068622281213302,1.0000000000000002,0.32671874999999995,0.16335937500000003,0.022477185132319333,0.17917014597703373,0.27934269423261454,1.0000000000000002,0.33234374999999994,0.14390624999999999,-0.011808572636356374,-0.06428560783624793,0.016317514139505995,0.013126806901466226,42,0,47,0,0.0,0.0,0.0,0.0,0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.23198853204573044,nan,-0.6023865551581592,1.263292929196008,-0.00019135323498502486,4.455923740352295e-05,"{""cap-rejected"": 3, ""inactive"": 15}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.30019910002010874
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.03879469927182533,0.19229695287849996,0.22490936740148734,1.0000000000000002,0.38531249999999995,0.19265625000000003,0.010668612495962959,0.11488453814078581,0.2068622281213302,1.0000000000000002,0.32671874999999995,0.16335937500000003,0.022477185132319333,0.17917014597703373,0.27934269423261454,1.0000000000000002,0.33234374999999994,0.14390624999999999,-0.011808572636356374,-0.06428560783624793,0.016317514139505995,0.013126806901466226,42,0,47,0,0.0,0.0,0.0,0.0,0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.23198853204573044,nan,-0.6023865551581592,1.263292929196008,-0.00019135323498502486,4.455923740352295e-05,"{""cap-rejected"": 1, ""inactive"": 17}",60.0,78.0,2496.0,2496.0,36864.0,30720.0,3072.0,1024,16.0,5632.0,5632.0,3.0,1536.0,1536.0,142200.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.3950219000107609
