arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,component_core_coverage,rare_core_mass,rare_bridge_mass,outside_component_core_mass,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,registered_global_rollout_steps,registered_global_rollout_step_size,rollout_local_after_global,per_particle_local_safety,tail_balanced_amortization,tail_balance_fraction,mean_global_rollout_displacement_rms,mean_local_positive_weight_fraction,maximum_teacher_rare_core_count,steps_with_teacher_rare_core,final_teacher_rare_core_count,maximum_run_rare_core_count,maximum_teacher_rare_nearest_count,final_teacher_rare_nearest_count,maximum_run_rare_nearest_count,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-adaptive-rollout,NCT-d2-rare-gmm-i0,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.277802899996459,0.00019559999782359228,0.04924580000079004,0.0,0.32724429999507265,64,64,3,3,3.7060215193490462,1.5263954135069338,0.010411820044037956,0.11069472888643235,0.2020637741038967,0.8981744647026062,1.9540369949752667,1.0,3.906249999998182e-05,1.9531249999999584e-05,0.5,0.00439453125,0.015625,0.06396484375,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3014297347,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.019584214314818382,0.9999577403068542,0.0006299373490037397,0.04466245323419571,0.0019051559502258897,7.611802577972412,0.27230226770043375,3.6836650371551514,0.16965040408540516,1.8757588863372803,4,4,7.0,0,67584,0,0.277802899996459,0.25,0.25,0.25,8.523200681925484,0.22194628342986106,1,0.5,0,0,0,0.0,0.1947019349783659,1.0,7,12,7,3,14,12,23,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-rare-gmm-i0,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.2767262000052142,0.00019559999782359228,0.04924580000079004,0.0,0.32616760000382783,64,64,3,3,3.7060215193490462,1.5263954135069338,0.010411820044037956,0.11069472888643235,0.2020637741038967,0.8981744647026062,1.9540369949752667,1.0,3.906249999998182e-05,1.9531249999999584e-05,0.5,0.00439453125,0.015625,0.06396484375,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3014297347,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.019584214314818382,0.9999577403068542,0.0006299373490037397,0.04466245323419571,0.0019051559502258897,7.611802577972412,0.27230226770043375,3.6836650371551514,0.16965040408540516,1.8757588863372803,4,4,7.0,0,67584,0,0.2767262000052142,0.25,0.25,0.25,8.523200681925484,0.22194628342986106,1,0.5,0,0,0,0.0,0.1947019349783659,1.0,7,12,7,3,14,12,23,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-rare-gmm-i1,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.28062739999586483,0.0002767999976640567,0.0503515000018524,0.0,0.3312556999953813,64,64,3,3,3.949911360851931,1.432147137669512,0.011834858970519058,0.09538209213929856,0.19141669786265214,0.9196153879165649,1.4333617745454128,1.0,0.005273437500000047,0.0026367187500000028,0.5,0.02099609375,0.0263671875,0.0712890625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2445549458,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.015460570342838764,0.9998556971549988,0.0002691051486181095,0.04289129748940468,0.0008195396512746811,14.44973087310791,0.20921228229999542,3.1987404823303223,0.14948707001749426,2.083359956741333,4,4,7.0,0,67584,0,0.28062739999586483,0.25,0.25,0.25,8.93350812116601,0.30692977011203765,1,0.5,0,0,0,0.0,0.27679776661098004,1.0,21,12,20,22,37,30,50,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d2-rare-gmm-i1,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2803743999975268,0.0002767999976640567,0.0503515000018524,0.0,0.33100269999704324,64,64,3,3,3.949911360851931,1.432147137669512,0.011834858970519058,0.09538209213929856,0.19141669786265214,0.9196153879165649,1.4333617745454128,1.0,0.005273437500000047,0.0026367187500000028,0.5,0.02099609375,0.0263671875,0.0712890625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2445549458,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.015460570342838764,0.9998556971549988,0.0002691051486181095,0.04289129748940468,0.0008195396512746811,14.44973087310791,0.20921228229999542,3.1987404823303223,0.14948707001749426,2.083359956741333,4,4,7.0,0,67584,0,0.2803743999975268,0.25,0.25,0.25,8.93350812116601,0.30692977011203765,1,0.5,0,0,0,0.0,0.27679776661098004,1.0,21,12,20,22,37,30,50,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-rare-gmm-i1,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,2,2026072201,1.0,0.15,0.3253321000011056,0.0,0.0,0.0,0.3253321000011056,64,64,3,3,3.949911360851931,1.432147137669512,0.05367609852202326,0.23931123303186116,0.6885060334421668,0.5317145586013794,1.943932652616325,0.5,0.10000000000000005,0.05,0.5,0.0,0.0,0.0,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3253321000011056,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-rare-gmm-i1,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.29293399999733083,0.0002767999976640567,0.0503515000018524,0.0,0.3435622999968473,64,64,3,3,3.949911360851931,1.432147137669512,0.011834858970519058,0.09538209213929856,0.19141669786265214,0.9196153879165649,1.4333617745454128,1.0,0.005273437500000047,0.0026367187500000028,0.5,0.02099609375,0.0263671875,0.0712890625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2445549458,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.015460570342838764,0.9998556971549988,0.0002691051486181095,0.04289129748940468,0.0008195396512746811,14.44973087310791,0.20921228229999542,3.1987404823303223,0.14948707001749426,2.083359956741333,4,4,7.0,0,67584,0,0.29293399999733083,0.25,0.25,0.25,8.93350812116601,0.30692977011203765,1,0.5,0,0,0,0.0,0.27679776661098004,1.0,21,12,20,22,37,30,50,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-correlated-t-i0,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.2868527000027825,0.0004773999971803278,0.05778120000468334,0.0,0.3451113000046462,64,64,3,3,3.1878001036625454,1.7745322998744735,0.0034080676017922418,0.043572499275355385,0.10840426185104754,0.9045349955558777,1.29608427745642,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,122958042,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.01069590263068676,0.9999251961708069,0.0005955422093393281,0.04661588743329048,0.0031549474224448204,99.85466003417969,0.31464373990893363,21.919958114624023,0.1442149478243664,1.3971151113510132,4,4,7.0,0,67584,0,0.2868527000027825,0.25,0.25,0.25,6.903955305196956,0.19222110956907273,1,0.5,0,0,0,0.0,0.16556196212768554,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-correlated-t-i0,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2830409000016516,0.0004773999971803278,0.05778120000468334,0.0,0.3412995000035153,64,64,3,3,3.1878001036625454,1.7745322998744735,0.0034080676017922418,0.043572499275355385,0.10840426185104754,0.9045349955558777,1.29608427745642,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,122958042,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.01069590263068676,0.9999251961708069,0.0005955422093393281,0.04661588743329048,0.0031549474224448204,99.85466003417969,0.31464373990893363,21.919958114624023,0.1442149478243664,1.3971151113510132,4,4,7.0,0,67584,0,0.2830409000016516,0.25,0.25,0.25,6.903955305196956,0.19222110956907273,1,0.5,0,0,0,0.0,0.16556196212768554,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d2-correlated-t-i0,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2853543000019272,0.0004773999971803278,0.05778120000468334,0.0,0.34361290000379086,64,64,3,3,3.1878001036625454,1.7745322998744735,0.0034080676017922418,0.043572499275355385,0.10840426185104754,0.9045349955558777,1.29608427745642,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,122958042,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.01069590263068676,0.9999251961708069,0.0005955422093393281,0.04661588743329048,0.0031549474224448204,99.85466003417969,0.31464373990893363,21.919958114624023,0.1442149478243664,1.3971151113510132,4,4,7.0,0,67584,0,0.2853543000019272,0.25,0.25,0.25,6.903955305196956,0.19222110956907273,1,0.5,0,0,0,0.0,0.16556196212768554,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-correlated-t-i0,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,3,2026072201,1.0,0.15,0.3241708999994444,0.0,0.0,0.0,0.3241708999994444,64,64,3,3,3.1878001036625454,1.7745322998744735,0.01683897217042829,0.12441220038723821,0.21560900942900463,0.918174684047699,1.1692007557425537,nan,nan,nan,nan,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3241708999994444,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
