arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,component_core_coverage,rare_core_mass,rare_bridge_mass,outside_component_core_mass,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,registered_global_rollout_steps,registered_global_rollout_step_size,rollout_local_after_global,per_particle_local_safety,tail_balanced_amortization,tail_balance_fraction,mean_global_rollout_displacement_rms,mean_local_positive_weight_fraction,maximum_teacher_rare_core_count,steps_with_teacher_rare_core,final_teacher_rare_core_count,maximum_run_rare_core_count,maximum_teacher_rare_nearest_count,final_teacher_rare_nearest_count,maximum_run_rare_nearest_count,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-adaptive-rollout,NCT-d2-correlated-t-i1,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.30263929999637185,0.0002936000018962659,0.05116060000000289,0.0,0.354093499998271,64,64,3,3,3.770277756963844,1.5003813018931986,0.00545322030218065,0.06658334543639424,0.11349754766801042,0.9179528951644897,1.1459625140730871,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3636259102,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.016265353886410594,0.9999319911003113,0.0006769014635210624,0.03690376505255699,0.0024098039139062166,245101.59375,0.25495416671037674,12.409507751464844,0.1281742343911901,1.2711765766143799,4,4,7.0,0,67584,0,0.30263929999637185,0.25,0.25,0.25,6.538154015721304,0.17219656445086,1,0.5,0,0,0,0.0,0.14803630169481038,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-correlated-t-i1,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.27859819999866886,0.0002936000018962659,0.05116060000000289,0.0,0.330052400000568,64,64,3,3,3.770277756963844,1.5003813018931986,0.00545322030218065,0.06658334543639424,0.11349754766801042,0.9179528951644897,1.1459625140730871,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3636259102,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.016265353886410594,0.9999319911003113,0.0006769014635210624,0.03690376505255699,0.0024098039139062166,245101.59375,0.25495416671037674,12.409507751464844,0.1281742343911901,1.2711765766143799,4,4,7.0,0,67584,0,0.27859819999866886,0.25,0.25,0.25,6.538154015721304,0.17219656445086,1,0.5,0,0,0,0.0,0.14803630169481038,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-correlated-t-i1,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.27658449999580625,0.0002936000018962659,0.05116060000000289,0.0,0.3280386999977054,64,64,3,3,3.770277756963844,1.5003813018931986,0.00545322030218065,0.06658334543639424,0.11349754766801042,0.9179528951644897,1.1459625140730871,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3636259102,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.016265353886410594,0.9999319911003113,0.0006769014635210624,0.03690376505255699,0.0024098039139062166,245101.59375,0.25495416671037674,12.409507751464844,0.1281742343911901,1.2711765766143799,4,4,7.0,0,67584,0,0.27658449999580625,0.25,0.25,0.25,6.538154015721304,0.17219656445086,1,0.5,0,0,0,0.0,0.14803630169481038,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-correlated-t-i1,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,3,2026072201,1.0,0.15,0.32476089999545366,0.0,0.0,0.0,0.32476089999545366,64,64,3,3,3.770277756963844,1.5003813018931986,0.016009117774591353,0.124450193881492,0.19725460248243945,1.0274018049240112,1.0607802435335356,nan,nan,nan,nan,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.32476089999545366,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-nonlinear-i0,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.27450230000249576,0.00024950000079115853,0.049455200001830235,0.0,0.32420700000511715,64,64,3,3,3.69246742658624,1.5319984162249627,0.006303709314405159,0.06267691616738477,0.0983451783815497,0.9881113767623901,1.9688419955200607,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3649701640,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.02740800054743886,0.999497652053833,0.0008818726346362382,0.036779558286070824,0.0018032763618975878,3.4409127235412598,0.23435436114668845,5.716339111328125,0.18069428371964022,2.5862534046173096,4,4,7.0,0,67584,0,0.27450230000249576,0.25,0.25,0.25,6.112777225836673,0.172992361523211,1,0.5,0,0,0,0.0,0.15256129819899797,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-nonlinear-i0,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2744751000063843,0.00024950000079115853,0.049455200001830235,0.0,0.3241798000090057,64,64,3,3,3.69246742658624,1.5319984162249627,0.006303709314405159,0.06267691616738477,0.0983451783815497,0.9881113767623901,1.9688419955200607,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3649701640,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.02740800054743886,0.999497652053833,0.0008818726346362382,0.036779558286070824,0.0018032763618975878,3.4409127235412598,0.23435436114668845,5.716339111328125,0.18069428371964022,2.5862534046173096,4,4,7.0,0,67584,0,0.2744751000063843,0.25,0.25,0.25,6.112777225836673,0.172992361523211,1,0.5,0,0,0,0.0,0.15256129819899797,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d2-nonlinear-i0,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2685628999970504,0.00024950000079115853,0.049455200001830235,0.0,0.3182675999996718,64,64,3,3,3.69246742658624,1.5319984162249627,0.006303709314405159,0.06267691616738477,0.0983451783815497,0.9881113767623901,1.9688419955200607,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3649701640,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.02740800054743886,0.999497652053833,0.0008818726346362382,0.036779558286070824,0.0018032763618975878,3.4409127235412598,0.23435436114668845,5.716339111328125,0.18069428371964022,2.5862534046173096,4,4,7.0,0,67584,0,0.2685628999970504,0.25,0.25,0.25,6.112777225836673,0.172992361523211,1,0.5,0,0,0,0.0,0.15256129819899797,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-nonlinear-i0,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,3,2026072201,1.0,0.15,0.32435609999811277,0.0,0.0,0.0,0.32435609999811277,64,64,3,3,3.69246742658624,1.5319984162249627,0.03773886515731273,0.1988781153547461,0.4527838508652638,0.7343497276306152,1.8792439548794577,nan,nan,nan,nan,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.32435609999811277,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-nonlinear-i1,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,0,2026072201,1.0,0.15,0.32111430000077235,0.0,0.0,0.0,0.32111430000077235,64,64,3,3,3.7271356493831846,1.5177484217480923,0.03579302713662891,0.18083024148689986,0.45325110179011163,0.7352203726768494,1.99233842984523,nan,nan,nan,nan,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.32111430000077235,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-nonlinear-i1,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2753742999993847,0.00024619999749120325,0.04929850000189617,0.0,0.32491899999877205,64,64,3,3,3.7271356493831846,1.5177484217480923,0.01260504569198062,0.09535866419759591,0.13803096426883638,0.9562089443206787,1.8861979830083293,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,836213301,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.02532604429870844,0.9993247389793396,0.0007534007745562121,0.037419700995087624,0.0032483916729688644,54.44822692871094,0.2617318145930767,5.99782657623291,0.19462626380845904,2.5308356285095215,4,4,7.0,0,67584,0,0.2753742999993847,0.25,0.25,0.25,6.023411870479463,0.18286573551595212,1,0.5,0,0,0,0.0,0.16004301011562347,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d2-nonlinear-i1,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.28187980000075186,0.00024619999749120325,0.04929850000189617,0.0,0.33142450000013923,64,64,3,3,3.7271356493831846,1.5177484217480923,0.01260504569198062,0.09535866419759591,0.13803096426883638,0.9562089443206787,1.8861979830083293,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,836213301,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.02532604429870844,0.9993247389793396,0.0007534007745562121,0.037419700995087624,0.0032483916729688644,54.44822692871094,0.2617318145930767,5.99782657623291,0.19462626380845904,2.5308356285095215,4,4,7.0,0,67584,0,0.28187980000075186,0.25,0.25,0.25,6.023411870479463,0.18286573551595212,1,0.5,0,0,0,0.0,0.16004301011562347,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-nonlinear-i1,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.28031149999878835,0.00024619999749120325,0.04929850000189617,0.0,0.3298561999981757,64,64,3,3,3.7271356493831846,1.5177484217480923,0.01260504569198062,0.09535866419759591,0.13803096426883638,0.9562089443206787,1.8861979830083293,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,836213301,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.02532604429870844,0.9993247389793396,0.0007534007745562121,0.037419700995087624,0.0032483916729688644,54.44822692871094,0.2617318145930767,5.99782657623291,0.19462626380845904,2.5308356285095215,4,4,7.0,0,67584,0,0.28031149999878835,0.25,0.25,0.25,6.023411870479463,0.18286573551595212,1,0.5,0,0,0,0.0,0.16004301011562347,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.28494270000373945,0.0002613000033306889,0.04988779999985127,0.0,0.3350918000069214,64,64,10,10,1.471388188539982,2.7185212108907097,0.011103060260476028,0.07560831773285875,0.08887458443420972,1.0029871463775635,2.608185865453181,1.0,0.10872395833333331,nan,0.8333333333333334,0.125,0.03564453125,0.31884765625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3842786773,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.04739708453416824,0.998128354549408,0.015224001370370388,0.06863560527563095,0.02653428539633751,1.6784147024154663,0.5032986596226692,2.8989481925964355,0.49238376850262283,2.150278329849243,4,4,7.0,0,68608,0,0.28494270000373945,0.25,0.25,0.25,5.395173272479034,0.19114748686552047,1,0.5,0,0,0,0.0,0.16395983174443246,1.0,84,20,82,87,101,101,108,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.28118869999889284,0.0002613000033306889,0.04988779999985127,0.0,0.3313378000020748,64,64,10,10,1.471388188539982,2.7185212108907097,0.011103060260476028,0.07560831773285875,0.08887458443420972,1.0029871463775635,2.608185865453181,1.0,0.10872395833333331,nan,0.8333333333333334,0.125,0.03564453125,0.31884765625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3842786773,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.04739708453416824,0.998128354549408,0.015224001370370388,0.06863560527563095,0.02653428539633751,1.6784147024154663,0.5032986596226692,2.8989481925964355,0.49238376850262283,2.150278329849243,4,4,7.0,0,68608,0,0.28118869999889284,0.25,0.25,0.25,5.395173272479034,0.19114748686552047,1,0.5,0,0,0,0.0,0.16395983174443246,1.0,84,20,82,87,101,101,108,0.0,0.0,0.0
paper-neural-optimized,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,2,2026072201,1.0,0.15,0.31979810000484576,0.0,0.0,0.0,0.31979810000484576,64,64,10,10,1.471388188539982,2.7185212108907097,0.031776108504210754,0.123232327583784,0.16174031620840765,0.9433733820915222,2.2719757301632826,1.0,0.0986328125,nan,1.0,0.15869140625,0.0263671875,0.17431640625,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.31979810000484576,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.2796885000061593,0.0002613000033306889,0.04988779999985127,0.0,0.32983760000934126,64,64,10,10,1.471388188539982,2.7185212108907097,0.011103060260476028,0.07560831773285875,0.08887458443420972,1.0029871463775635,2.608185865453181,1.0,0.10872395833333331,nan,0.8333333333333334,0.125,0.03564453125,0.31884765625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3842786773,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.04739708453416824,0.998128354549408,0.015224001370370388,0.06863560527563095,0.02653428539633751,1.6784147024154663,0.5032986596226692,2.8989481925964355,0.49238376850262283,2.150278329849243,4,4,7.0,0,68608,0,0.2796885000061593,0.25,0.25,0.25,5.395173272479034,0.19114748686552047,1,0.5,0,0,0,0.0,0.16395983174443246,1.0,84,20,82,87,101,101,108,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d4-balanced-gmm-i1,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.28754969999863533,0.0002536000029067509,0.04860630000621313,0.0,0.3364096000077552,64,64,10,10,1.5319507230961042,2.611050042077018,0.02049633879499657,0.09888721680261808,0.12888177713935656,1.0060020685195923,2.640893768310514,1.0,0.07050781249999999,nan,0.6,0.091796875,0.11865234375,0.44580078125,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,187752096,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.09604285471141338,0.9893094897270203,0.014396762941032648,0.060692474246025085,0.029179111123085022,1.9391835927963257,0.42459300756454466,2.362497568130493,0.5087632268667222,2.347665548324585,4,4,7.0,0,68608,0,0.28754969999863533,0.25,0.25,0.25,5.844117924557393,0.20218762531876563,1,0.5,0,0,0,0.0,0.17600495480000972,1.0,43,19,43,37,105,91,106,0.0,0.0,0.0
paper-neural-optimized,NCT-d4-balanced-gmm-i1,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,1,2026072201,1.0,0.15,0.32499819999793544,0.0,0.0,0.0,0.32499819999793544,64,64,10,10,1.5319507230961042,2.611050042077018,0.021232689416839978,0.10268325202215423,0.13294817330542538,0.9656192064285278,2.681556344992675,1.0,0.05546875000000001,nan,1.0,0.11376953125,0.10107421875,0.31298828125,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.32499819999793544,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d4-balanced-gmm-i1,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2788862000015797,0.0002536000029067509,0.04860630000621313,0.0,0.3277461000106996,64,64,10,10,1.5319507230961042,2.611050042077018,0.02049633879499657,0.09888721680261808,0.12888177713935656,1.0060020685195923,2.640893768310514,1.0,0.07050781249999999,nan,0.6,0.091796875,0.11865234375,0.44580078125,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,187752096,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.09604285471141338,0.9893094897270203,0.014396762941032648,0.060692474246025085,0.029179111123085022,1.9391835927963257,0.42459300756454466,2.362497568130493,0.5087632268667222,2.347665548324585,4,4,7.0,0,68608,0,0.2788862000015797,0.25,0.25,0.25,5.844117924557393,0.20218762531876563,1,0.5,0,0,0,0.0,0.17600495480000972,1.0,43,19,43,37,105,91,106,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d4-balanced-gmm-i1,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.29052159999992,0.0002536000029067509,0.04860630000621313,0.0,0.3393815000090399,64,64,10,10,1.5319507230961042,2.611050042077018,0.02049633879499657,0.09888721680261808,0.12888177713935656,1.0060020685195923,2.640893768310514,1.0,0.07050781249999999,nan,0.6,0.091796875,0.11865234375,0.44580078125,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,187752096,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.09604285471141338,0.9893094897270203,0.014396762941032648,0.060692474246025085,0.029179111123085022,1.9391835927963257,0.42459300756454466,2.362497568130493,0.5087632268667222,2.347665548324585,4,4,7.0,0,68608,0,0.29052159999992,0.25,0.25,0.25,5.844117924557393,0.20218762531876563,1,0.5,0,0,0,0.0,0.17600495480000972,1.0,43,19,43,37,105,91,106,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.3046773999958532,0.00031149999995250255,0.050575799999933224,0.0,0.3555646999957389,64,64,10,10,1.5457874282864676,2.587677921817536,0.009654410586107165,0.08192154347357555,0.21123474942648662,0.9000715017318726,3.323181414970355,1.0,0.016015625000000047,0.008007812500000003,0.5,0.009765625,0.0322265625,0.05712890625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3727364729,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.04208679869771004,0.9988835453987122,0.01439345977269113,0.10785609483718872,0.030861761420965195,15.082324028015137,0.6394822239875794,3.841627597808838,0.5632575309602543,2.7608656883239746,4,4,7.0,0,68608,0,0.3046773999958532,0.25,0.25,0.25,4.999790179611681,0.26475281491875646,1,0.5,0,0,0,0.0,0.2396395042538643,1.0,12,11,12,7,38,27,50,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.28479080000397516,0.00031149999995250255,0.050575799999933224,0.0,0.3356781000038609,64,64,10,10,1.5457874282864676,2.587677921817536,0.009654410586107165,0.08192154347357555,0.21123474942648662,0.9000715017318726,3.323181414970355,1.0,0.016015625000000047,0.008007812500000003,0.5,0.009765625,0.0322265625,0.05712890625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3727364729,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.04208679869771004,0.9988835453987122,0.01439345977269113,0.10785609483718872,0.030861761420965195,15.082324028015137,0.6394822239875794,3.841627597808838,0.5632575309602543,2.7608656883239746,4,4,7.0,0,68608,0,0.28479080000397516,0.25,0.25,0.25,4.999790179611681,0.26475281491875646,1,0.5,0,0,0,0.0,0.2396395042538643,1.0,12,11,12,7,38,27,50,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.28909280000516446,0.00031149999995250255,0.050575799999933224,0.0,0.3399801000050502,64,64,10,10,1.5457874282864676,2.587677921817536,0.009654410586107165,0.08192154347357555,0.21123474942648662,0.9000715017318726,3.323181414970355,1.0,0.016015625000000047,0.008007812500000003,0.5,0.009765625,0.0322265625,0.05712890625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3727364729,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.04208679869771004,0.9988835453987122,0.01439345977269113,0.10785609483718872,0.030861761420965195,15.082324028015137,0.6394822239875794,3.841627597808838,0.5632575309602543,2.7608656883239746,4,4,7.0,0,68608,0,0.28909280000516446,0.25,0.25,0.25,4.999790179611681,0.26475281491875646,1,0.5,0,0,0,0.0,0.2396395042538643,1.0,12,11,12,7,38,27,50,0.0,0.0,0.0
