arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,16,64,192,136,136,0.18133241385215962,19.103598422078235,0.08831836993204778,0.15388804534314326,0.2475967941338221,0.8511079549789429,8.285495335299732,nan,nan,nan,16,1024,2048,32,2048,2048,409600,393216,16384,4472832.0,4325376.0,147456.0,192,16,16,16.0,0,1,680165851,12,1,0,123392,0,0.015296999998099636,0.0,0.0,0.0,1.4481576085090637
cta-kll-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,16,64,192,136,136,0.18133241385215962,19.103598422078235,0.09125861861063189,0.15637486532642544,0.24718162370208774,0.8611046671867371,8.064945699916992,nan,nan,nan,16,1024,2048,32,2048,2048,409600,393216,16384,147456.0,0.0,147456.0,192,16,16,16.0,0,1,680165851,12,1,0,123392,218880,0.01495460000296589,0.0,0.0,0.0,1.4795004725456238
cta-exact-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,16,64,192,136,136,0.18133241385215962,19.103598422078235,0.07639270841422441,0.148127757503998,0.24306417281529027,0.8595996499061584,8.332546834843166,nan,nan,nan,16,1024,2048,32,2048,3072,409600,393216,16384,4472832.0,4325376.0,147456.0,192,16,16,16.0,0,1,680165851,12,1,1048576,123392,0,0.02177280000614701,0.25,0.25,29.1903032717047,1.545747697353363
cta-kll-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,16,64,192,136,136,0.18133241385215962,19.103598422078235,0.075864577128816,0.14653187383682167,0.24017493070284218,0.8703498840332031,8.083032510998548,nan,nan,nan,16,1024,2048,32,2048,3072,409600,393216,16384,147456.0,0.0,147456.0,192,16,16,16.0,0,1,680165851,12,1,1048576,123392,218880,0.021479099996213336,0.25,0.25,29.66529287980218,1.58115816116333
cta-kll-guarded,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,16,64,192,136,136,0.18133241385215962,19.103598422078235,0.07387259566615345,0.14298874325397093,0.2396163386732591,0.8779829144477844,8.06292688733011,nan,nan,nan,16,1024,2048,32,2048,3072,507904,393216,114688,294912.0,0.0,294912.0,192,16,16,16.0,0,1,680165851,12,1,1048576,123392,218880,0.02438619999884395,0.125,0.0,27.988959714450132,1.5150766968727112
