arm,kind,rho,local_kind,metric,quantile_weight,minimum_gradient_agreement,minimum_ascent_cosine,minimum_signal_to_null,maximum_correction_ratio,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,safety_robust_ascent_fraction,safety_intervention_fraction,safety_cap_rejected_fraction,safety_local_rejected_fraction,median_correction_metric_norm,p90_correction_metric_norm,median_correction_ratio,p90_correction_ratio,median_gradient_cosine,median_proposal_cosine,median_safety_ascent_cosine,median_safety_signal_to_null,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.039605986967550244,0.23563698089103835,0.37695443105578375,0.9930000000000002,0.04780468749999998,0.011968749999999917,0.036935839159168316,0.22764598063745622,0.3948229250568673,0.9930000000000002,0.05128125000000001,0.025640624999999917,0.0335341593707581,0.23019274416205926,0.38331457322190293,0.9930000000000002,0.08003124999999998,0.027105468749999917,0.003401679788410217,-0.002546763524603035,0.006071827596792145,0.0054442367289790905,280,0,380,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,2,1,6.875,3,3776.362858857016,7.088991800002987
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.039605986967550244,0.23563698089103835,0.37695443105578375,0.9930000000000002,0.04780468749999998,0.011968749999999917,0.036935839159168316,0.22764598063745622,0.3948229250568673,0.9930000000000002,0.05128125000000001,0.025640624999999917,0.0335341593707581,0.23019274416205926,0.38331457322190293,0.9930000000000002,0.08003124999999998,0.027105468749999917,0.003401679788410217,-0.002546763524603035,0.006071827596792145,0.0054442367289790905,280,0,380,0,0.0,0.0,0.0,0.0,0,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0023379654988236655,0.002362414938054036,0.5098010535815294,0.521863317722292,-0.09963039637729276,nan,-0.4634049540816017,0.9025798807362059,-0.0005241515227324676,-6.705037914515167e-05,"{""cap-rejected"": 2, ""inactive"": 118}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,2,1,6.875,3,3776.362858857016,13.61954440001864
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.039605986967550244,0.23563698089103835,0.37695443105578375,0.9930000000000002,0.04780468749999998,0.011968749999999917,0.036935839159168316,0.22764598063745622,0.3948229250568673,0.9930000000000002,0.05128125000000001,0.025640624999999917,0.0335341593707581,0.23019274416205926,0.38331457322190293,0.9930000000000002,0.08003124999999998,0.027105468749999917,0.003401679788410217,-0.002546763524603035,0.006071827596792145,0.0054442367289790905,280,0,380,0,0.0,0.0,0.0,0.0,0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0023633998298078053,0.004683685986363763,0.5098010535815294,0.5455230919647545,-0.09963039637729276,nan,-0.4634049540816017,0.9025798807362059,-0.0005241515227324676,-6.705037914515167e-05,"{""cap-rejected"": 4, ""inactive"": 116}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,2,1,6.875,3,3776.362858857016,19.93358690000605
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.039605986967550244,0.23563698089103835,0.37695443105578375,0.9930000000000002,0.04780468749999998,0.011968749999999917,0.036935839159168316,0.22764598063745622,0.3948229250568673,0.9930000000000002,0.05128125000000001,0.025640624999999917,0.0335341593707581,0.23019274416205926,0.38331457322190293,0.9930000000000002,0.08003124999999998,0.027105468749999917,0.003401679788410217,-0.002546763524603035,0.006071827596792145,0.0054442367289790905,280,0,380,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.09963039637729276,nan,-0.4634049540816017,0.9025798807362059,-0.0005241515227324676,-6.705037914515167e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,2,1,6.875,3,3776.362858857016,26.10790200001793
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.021847631098092624,0.1784366990999711,0.22446059610470695,1.0,0.09449218750000002,0.02228515625000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.0,0.0,-0.0015784884301619506,0.009512378400771654,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,2.125,8,1047.0430910079544,7.804763299995102
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.021847631098092624,0.1784366990999711,0.22446059610470695,1.0,0.09449218750000002,0.02228515625000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.0,0.0,-0.0015784884301619506,0.009512378400771654,280,0,280,0,0.0,0.0,0.0,0.0,0,0.016666666666666666,0.0,0.016666666666666666,0.0,0.004013360803569954,0.0060078720452446535,0.727302293274125,0.9121926755420058,-0.026564276019878933,nan,-0.5286214569715973,0.9469440233983508,-0.00023117510346875328,-3.130732663313586e-05,"{""cap-rejected"": 2, ""inactive"": 118}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,2.125,8,1047.0430910079544,14.96565119997831
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.021847631098092624,0.1784366990999711,0.22446059610470695,1.0,0.09449218750000002,0.02228515625000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.0,0.0,-0.0015784884301619506,0.009512378400771654,280,0,280,0,0.0,0.0,0.0,0.0,0,0.016666666666666666,0.0,0.016666666666666666,0.0,0.004013360803569954,0.0060078720452446535,0.727302293274125,0.9121926755420058,-0.026564276019878933,nan,-0.5286214569715973,0.9469440233983508,-0.00023117510346875328,-3.130732663313586e-05,"{""cap-rejected"": 2, ""inactive"": 118}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,2.125,8,1047.0430910079544,21.95401159999892
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.021847631098092624,0.1784366990999711,0.22446059610470695,1.0,0.09449218750000002,0.02228515625000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.023426119528254574,0.16892432069919944,0.21213842287037193,1.0,0.08292968749999999,0.01691406250000002,0.0,0.0,-0.0015784884301619506,0.009512378400771654,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.026564276019878933,nan,-0.5286214569715973,0.9469440233983508,-0.00023117510346875328,-3.130732663313586e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,0,1,2.125,8,1047.0430910079544,28.712649599998258
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.01697839368757359,0.15855162390185576,0.19712873416683116,1.0,0.08000000000000002,0.018164062500000005,0.01730019030634411,0.15900087139091723,0.1976463573467045,1.0,0.08410156249999998,0.018164062500000005,0.015473838692649178,0.1620552871482412,0.20372720489763876,0.9750000000000001,0.08996093749999998,0.018652343750000005,0.001826351613694932,-0.0030544157573239583,0.001504554994924412,-0.00350366324638543,280,0,380,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,1,1,1.75,8,1054.1624471377072,7.803207899996778
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.01697839368757359,0.15855162390185576,0.19712873416683116,1.0,0.08000000000000002,0.018164062500000005,0.01730019030634411,0.15900087139091723,0.1976463573467045,1.0,0.08410156249999998,0.018164062500000005,0.015473838692649178,0.1620552871482412,0.20372720489763876,0.9750000000000001,0.08996093749999998,0.018652343750000005,0.001826351613694932,-0.0030544157573239583,0.001504554994924412,-0.00350366324638543,280,0,380,0,0.0,0.0,0.0,0.0,0,0.025,0.0,0.025,0.0,0.00273301656547005,0.004579892416034405,0.5195831408519389,0.5649694232019032,0.14136947382724507,nan,-0.46389462365121775,1.012520554222677,-0.00020434153612106497,-3.3673466770110235e-05,"{""cap-rejected"": 3, ""inactive"": 117}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,1,1,1.75,8,1054.1624471377072,14.926918799988925
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.01697839368757359,0.15855162390185576,0.19712873416683116,1.0,0.08000000000000002,0.018164062500000005,0.01730019030634411,0.15900087139091723,0.1976463573467045,1.0,0.08410156249999998,0.018164062500000005,0.015473838692649178,0.1620552871482412,0.20372720489763876,0.9750000000000001,0.08996093749999998,0.018652343750000005,0.001826351613694932,-0.0030544157573239583,0.001504554994924412,-0.00350366324638543,280,0,380,0,0.0,0.0,0.0,0.0,0,0.058333333333333334,0.0,0.058333333333333334,0.0,0.0016766143396923384,0.0036564544907522287,0.5195831408519389,0.6566097800914,0.14136947382724507,nan,-0.46389462365121775,1.012520554222677,-0.00020434153612106497,-3.3673466770110235e-05,"{""cap-rejected"": 7, ""inactive"": 113}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,1,1,1.75,8,1054.1624471377072,21.84584269998595
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.01697839368757359,0.15855162390185576,0.19712873416683116,1.0,0.08000000000000002,0.018164062500000005,0.01730019030634411,0.15900087139091723,0.1976463573467045,1.0,0.08410156249999998,0.018164062500000005,0.015473838692649178,0.1620552871482412,0.20372720489763876,0.9750000000000001,0.08996093749999998,0.018652343750000005,0.001826351613694932,-0.0030544157573239583,0.001504554994924412,-0.00350366324638543,280,0,380,0,0.0,0.0,0.0,0.0,0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.000912632864320071,0.000912632864320071,0.5763159937893944,0.5763159937893944,0.14136947382724507,nan,-0.46389462365121775,1.012520554222677,-0.00020434153612106497,-3.3673466770110235e-05,"{""cap-rejected"": 1, ""inactive"": 119}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,1,1,1.75,8,1054.1624471377072,28.55818449999788
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.026749088056714942,0.16115519934630934,0.19535738347327936,0.9750000000000001,0.0671484375,0.009824218749999995,0.04179347009922818,0.1563889149288997,0.18665845776140497,0.9750000000000001,0.07097656250000005,0.012441406249999981,0.04469131139863913,0.16237264169395005,0.19388589106570212,1.0,0.08953125000000005,0.02367187499999998,-0.0028978412994109526,-0.005983726765050351,-0.01794222334192419,-0.001217442347640707,280,0,300,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,2,1,1.4375,8,1088.8404607228676,7.839582200016594
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.026726048768636268,0.16115647300935962,0.19540184384087614,0.9750000000000001,0.0671484375,0.009824218749999995,0.04179347009922818,0.1563889149288997,0.18665845776140497,0.9750000000000001,0.07097656250000005,0.012441406249999981,0.04469131139863913,0.16237264169395005,0.19388589106570212,1.0,0.08953125000000005,0.02367187499999998,-0.0028978412994109526,-0.005983726765050351,-0.017965262630002865,-0.0012161686845904296,280,0,300,0,0.008333333333333333,0.0,0.0,0.0,0,0.03333333333333333,0.008333333333333333,0.025,0.0,0.00161553897566111,0.0032317080926245008,0.4076441186068778,0.6710389201637894,-0.08564024808330473,nan,-0.5738528924118378,0.9667299624665934,-0.0002936672440293116,-3.252240767783317e-05,"{""cap-rejected"": 3, ""inactive"": 116, ""intervened"": 1}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,2,1,1.4375,8,1088.8404607228676,14.99273450000328
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.026726048768636268,0.16115647300935962,0.19540184384087614,0.9750000000000001,0.0671484375,0.009824218749999995,0.04179347009922818,0.1563889149288997,0.18665845776140497,0.9750000000000001,0.07097656250000005,0.012441406249999981,0.04469131139863913,0.16237264169395005,0.19388589106570212,1.0,0.08953125000000005,0.02367187499999998,-0.0028978412994109526,-0.005983726765050351,-0.017965262630002865,-0.0012161686845904296,280,0,300,0,0.008333333333333333,0.0,0.0,0.0,0,0.041666666666666664,0.008333333333333333,0.03333333333333333,0.0,0.0018876627825034813,0.003076464281363484,0.4485342921317173,0.6427574809428132,-0.08564024808330473,nan,-0.5738528924118378,0.9667299624665934,-0.0002936672440293116,-3.252240767783317e-05,"{""cap-rejected"": 4, ""inactive"": 115, ""intervened"": 1}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,2,1,1.4375,8,1088.8404607228676,21.78294500001357
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.026749088056714942,0.16115519934630934,0.19535738347327936,0.9750000000000001,0.0671484375,0.009824218749999995,0.04179347009922818,0.1563889149288997,0.18665845776140497,0.9750000000000001,0.07097656250000005,0.012441406249999981,0.04469131139863913,0.16237264169395005,0.19388589106570212,1.0,0.08953125000000005,0.02367187499999998,-0.0028978412994109526,-0.005983726765050351,-0.01794222334192419,-0.001217442347640707,280,0,300,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.08515883695278463,nan,-0.5738528924118378,0.9668477478898905,-0.0002994108414683903,-3.252240767783317e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,2,1,1.4375,8,1088.8404607228676,28.530354800022906
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.02978935004199057,0.19671794236750142,0.25065095850206387,0.9750000000000001,0.12218750000000002,0.026269531249999978,0.027614953991143665,0.1898779642660266,0.23901145210901756,0.9750000000000001,0.11535156250000002,0.01921874999999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0030051703747666636,0.005395888005117477,0.005179566425613569,0.012235866106592302,280,0,310,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,7.338516500021797
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.02978935004199057,0.19671794236750142,0.25065095850206387,0.9750000000000001,0.12218750000000002,0.026269531249999978,0.027614953991143665,0.1898779642660266,0.23901145210901756,0.9750000000000001,0.11535156250000002,0.01921874999999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0030051703747666636,0.005395888005117477,0.005179566425613569,0.012235866106592302,280,0,310,0,0.0,0.0,0.0,0.0,0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.00493394609681037,0.00493394609681037,0.7732091817714781,0.7732091817714781,-0.2195750729584806,nan,-0.49163576222351474,0.9689187547265192,-0.0004172681418545714,-5.53210071411171e-05,"{""cap-rejected"": 1, ""inactive"": 119}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,13.871223699999973
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.02978935004199057,0.19671794236750142,0.25065095850206387,0.9750000000000001,0.12218750000000002,0.026269531249999978,0.027614953991143665,0.1898779642660266,0.23901145210901756,0.9750000000000001,0.11535156250000002,0.01921874999999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0030051703747666636,0.005395888005117477,0.005179566425613569,0.012235866106592302,280,0,310,0,0.0,0.0,0.0,0.0,0,0.016666666666666666,0.0,0.016666666666666666,0.0,0.003405803872443087,0.004628317651936914,0.5891421926712634,0.7363957839514352,-0.2195750729584806,nan,-0.49163576222351474,0.9689187547265192,-0.0004172681418545714,-5.53210071411171e-05,"{""cap-rejected"": 2, ""inactive"": 118}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,19.970151600020472
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.02978935004199057,0.19671794236750142,0.25065095850206387,0.9750000000000001,0.12218750000000002,0.026269531249999978,0.027614953991143665,0.1898779642660266,0.23901145210901756,0.9750000000000001,0.11535156250000002,0.01921874999999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0030051703747666636,0.005395888005117477,0.005179566425613569,0.012235866106592302,280,0,310,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.2195750729584806,nan,-0.49163576222351474,0.9689187547265192,-0.0004172681418545714,-5.53210071411171e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,26.166625100013334
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.03035164841330129,0.20406344547532446,0.25521400957304563,1.0,0.07824218750000002,0.026777343749999995,0.029718303720867034,0.19687148010690828,0.2456671356242548,0.9750000000000001,0.10964843749999999,0.025800781249999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.006065319739988251,0.022827716638597423,0.0066986644324225075,0.030019682007013604,280,0,350,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,7.456124999996973
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.03035164841330129,0.20406344547532446,0.25521400957304563,1.0,0.07824218750000002,0.026777343749999995,0.029718303720867034,0.19687148010690828,0.2456671356242548,0.9750000000000001,0.10964843749999999,0.025800781249999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.006065319739988251,0.022827716638597423,0.0066986644324225075,0.030019682007013604,280,0,350,0,0.0,0.0,0.0,0.0,0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0011677682956383521,0.0011677682956383521,0.3013415916300439,0.3013415916300439,0.016827752879917803,nan,-0.40227371831438447,0.9331695612270544,-0.00046855161506454833,-7.689165515751062e-05,"{""cap-rejected"": 1, ""inactive"": 119}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,14.102424199983943
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.03041175439310262,0.2042701485217211,0.25546488924496774,1.0,0.07726562500000002,0.026777343749999995,0.02965736955220377,0.19665255721026975,0.24539987209778533,0.9750000000000001,0.10964843749999999,0.025800781249999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.006004385571324988,0.0226087937419589,0.006758770412223836,0.030226385053410243,280,0,350,0,0.016666666666666666,0.0,0.0,0.0,0,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.0,0.0011127913241324643,0.0029753076591075354,0.2696953963508075,0.6168153948061548,0.016437461537350047,nan,-0.40227371831438447,0.9333438148376008,-0.0004708645614263677,-7.675002231438125e-05,"{""cap-rejected"": 2, ""inactive"": 116, ""intervened"": 2}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,20.288498100009747
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.03035164841330129,0.20406344547532446,0.25521400957304563,1.0,0.07824218750000002,0.026777343749999995,0.029718303720867034,0.19687148010690828,0.2456671356242548,0.9750000000000001,0.10964843749999999,0.025800781249999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.006065319739988251,0.022827716638597423,0.0066986644324225075,0.030019682007013604,280,0,350,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.016827752879917803,nan,-0.40227371831438447,0.9331695612270544,-0.00046855161506454833,-7.689165515751062e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,26.52794930001255
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.022656947560875107,0.16217713954313379,0.20136408206301407,1.0,0.10082031250000002,0.017988281249999995,0.02365304276622915,0.1571880458551774,0.19701261089567004,0.9750000000000001,0.11339843750000002,0.018964843749999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.00038438822509645476,0.000600113255256246,-0.000611706980257587,0.005589206943212632,280,0,340,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,7.587978299998213
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.022656947560875107,0.16217713954313379,0.20136408206301407,1.0,0.10082031250000002,0.017988281249999995,0.02365304276622915,0.1571880458551774,0.19701261089567004,0.9750000000000001,0.11339843750000002,0.018964843749999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.00038438822509645476,0.000600113255256246,-0.000611706980257587,0.005589206943212632,280,0,340,0,0.0,0.0,0.0,0.0,0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0017238892540881487,0.004012484703025356,0.4680281512854617,0.7047277872513869,0.39154358583499077,nan,-0.47024489290241667,1.046540901088707,-0.0003509876522772501,-4.655816854693201e-05,"{""cap-rejected"": 5, ""inactive"": 115}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,14.652163099992322
