arm,kind,rho,local_kind,metric,quantile_weight,minimum_gradient_agreement,minimum_ascent_cosine,minimum_signal_to_null,maximum_correction_ratio,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,safety_robust_ascent_fraction,safety_intervention_fraction,safety_cap_rejected_fraction,safety_local_rejected_fraction,median_correction_metric_norm,p90_correction_metric_norm,median_correction_ratio,p90_correction_ratio,median_gradient_cosine,median_proposal_cosine,median_safety_ascent_cosine,median_safety_signal_to_null,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.0226634284479319,0.16217320632587606,0.2013743136212189,1.0,0.10082031250000002,0.017988281249999995,0.02365304276622915,0.1571880458551774,0.19701261089567004,0.9750000000000001,0.11339843750000002,0.018964843749999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.00038438822509645476,0.000600113255256246,-0.0006052260932007947,0.005585273725954909,280,0,340,0,0.008333333333333333,0.0,0.0,0.0,0,0.06666666666666667,0.008333333333333333,0.058333333333333334,0.0,0.0019150494861669555,0.003991411642860915,0.456427294558436,0.8344798149270772,0.38875616180225375,nan,-0.47355887194970336,1.046496796112059,-0.0003521017481391865,-4.664853439788295e-05,"{""cap-rejected"": 7, ""inactive"": 112, ""intervened"": 1}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,21.43702809998649
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.022656947560875107,0.16217713954313379,0.20136408206301407,1.0,0.10082031250000002,0.017988281249999995,0.02365304276622915,0.1571880458551774,0.19701261089567004,0.9750000000000001,0.11339843750000002,0.018964843749999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.00038438822509645476,0.000600113255256246,-0.000611706980257587,0.005589206943212632,280,0,340,0,0.0,0.0,0.0,0.0,0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0014085930654570878,0.0014085930654570878,0.34685921169827166,0.34685921169827166,0.39154358583499077,nan,-0.47024489290241667,1.046540901088707,-0.0003509876522772501,-4.655816854693201e-05,"{""cap-rejected"": 1, ""inactive"": 119}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,28.309050299983937
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.009718107434068202,0.1300347435588583,0.1516301402888174,1.0,0.05575284090909091,0.009366122159090912,0.01026859848635997,0.1298326724047271,0.1514183928892957,1.0,0.07155539772727273,0.011141690340909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.0017321929016396176,-0.00213100946720568,-0.002282683953931386,-0.0019289383130744742,280,0,360,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,7.772832099988591
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.009718107434068202,0.1300347435588583,0.1516301402888174,1.0,0.05575284090909091,0.009366122159090912,0.01026859848635997,0.1298326724047271,0.1514183928892957,1.0,0.07155539772727273,0.011141690340909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.0017321929016396176,-0.00213100946720568,-0.002282683953931386,-0.0019289383130744742,280,0,360,0,0.0,0.0,0.0,0.0,0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.00787366646086767,0.00787366646086767,0.4058227041229997,0.4058227041229997,-0.01468282921328275,nan,-0.4212699619149098,1.0047088614161348,-0.00017960122820157454,-2.4268331663741886e-05,"{""cap-rejected"": 1, ""inactive"": 119}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,14.82099360000575
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.009694401296164834,0.13006469564134726,0.1515973194563202,1.0,0.05672940340909091,0.009366122159090912,0.010232532445426656,0.1298137708258234,0.1513367948036071,1.0,0.07155539772727273,0.011141690340909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.0017682589425729311,-0.0021499110461093707,-0.0023063900918347535,-0.0018989862305855143,280,0,360,0,0.016666666666666666,0.0,0.0,0.0,0,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.0,0.0018061366729936286,0.006123247411848207,0.2916371505257371,0.3867055220011376,-0.01468282921328275,nan,-0.4157114507151432,1.00434543342267,-0.00017922852132081727,-2.4328472055123606e-05,"{""cap-rejected"": 2, ""inactive"": 116, ""intervened"": 2}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,21.622395799990045
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.009718107434068202,0.1300347435588583,0.1516301402888174,1.0,0.05575284090909091,0.009366122159090912,0.01026859848635997,0.1298326724047271,0.1514183928892957,1.0,0.07155539772727273,0.011141690340909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.0017321929016396176,-0.00213100946720568,-0.002282683953931386,-0.0019289383130744742,280,0,360,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.01468282921328275,nan,-0.4212699619149098,1.0047088614161348,-0.00017960122820157454,-2.4268331663741886e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,28.465674000006402
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.007029975501374963,0.12977957625830683,0.1519030238214532,1.0,0.05655184659090909,0.011629971590909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.0,0.0,7.206810518978202e-05,0.001679623251338247,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,1,1,5.21875,10,601.5131288106807,7.687929299980169
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.007031050339259437,0.12978618061187178,0.15191724478387233,1.0,0.05655184659090909,0.011629971590909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.0,0.0,7.314294307425584e-05,0.0016862276049031955,280,0,280,0,0.008333333333333333,0.0,0.0,0.0,0,0.025,0.008333333333333333,0.016666666666666666,0.0,0.0034878680490019595,0.003541264513773192,0.4601731414257079,0.5786789644552327,0.17537696152329302,nan,-0.4624869615486584,1.005787105185247,-0.0002150182243322549,-4.125945157935226e-05,"{""cap-rejected"": 2, ""inactive"": 117, ""intervened"": 1}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,1,1,5.21875,10,601.5131288106807,14.299404299992602
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.007031050339259437,0.12978618061187178,0.15191724478387233,1.0,0.05655184659090909,0.011629971590909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.0,0.0,7.314294307425584e-05,0.0016862276049031955,280,0,280,0,0.008333333333333333,0.0,0.0,0.0,0,0.03333333333333333,0.008333333333333333,0.025,0.0,0.0025538056142553325,0.003534589955676788,0.40158382362653033,0.5638657365765422,0.17537696152329302,nan,-0.4624869615486584,1.005787105185247,-0.0002150182243322549,-4.125945157935226e-05,"{""cap-rejected"": 3, ""inactive"": 116, ""intervened"": 1}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,1,1,5.21875,10,601.5131288106807,21.103517799987458
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.007029975501374963,0.12977957625830683,0.1519030238214532,1.0,0.05655184659090909,0.011629971590909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.006957907396185181,0.12809995300696858,0.14995120168657652,1.0,0.055930397727272735,0.012118252840909088,0.0,0.0,7.206810518978202e-05,0.001679623251338247,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.17540647675190607,nan,-0.46213007711333043,1.0057686680826996,-0.00021514529501570062,-3.9046048728309885e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,1,1,5.21875,10,601.5131288106807,27.86832539999159
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.008057043883374693,0.13438223708289548,0.15943043236275511,1.0,0.09969815340909091,0.02432528409090909,0.010936339597198863,0.13480234977822927,0.15762166840534197,1.0,0.06942471590909091,0.014737215909090912,0.009891995681990284,0.13170727346497332,0.15481073947823767,1.0,0.06862571022727273,0.015536221590909088,0.0010443439152085787,0.003095076313255951,-0.0018349517986155917,0.0026749636179221603,280,0,340,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,2,1,5.46875,10,574.3061233846315,7.368161399994278
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.008057043883374693,0.13438223708289548,0.15943043236275511,1.0,0.09969815340909091,0.02432528409090909,0.010936339597198863,0.13480234977822927,0.15762166840534197,1.0,0.06942471590909091,0.014737215909090912,0.009891995681990284,0.13170727346497332,0.15481073947823767,1.0,0.06862571022727273,0.015536221590909088,0.0010443439152085787,0.003095076313255951,-0.0018349517986155917,0.0026749636179221603,280,0,340,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.10944928764295991,nan,-0.5280977804384996,0.9450518157751578,-0.00022105579819788632,-2.7698174253875416e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,2,1,5.46875,10,574.3061233846315,13.934632599994075
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.00805471788495371,0.13439038532954428,0.15944871816665962,1.0,0.09969815340909091,0.02432528409090909,0.010924002771173225,0.13476242242766917,0.15760437898053925,1.0,0.07040127840909091,0.015225497159090912,0.009891995681990284,0.13170727346497332,0.15481073947823767,1.0,0.06862571022727273,0.015536221590909088,0.0010320070891829403,0.0030551489626958472,-0.001837277797036574,0.0026831118645709584,280,0,340,0,0.008333333333333333,0.0,0.0,0.0,0,0.025,0.008333333333333333,0.016666666666666666,0.0,0.00186914109657175,0.0024327536166124457,0.3609777356690777,0.4994263424414972,0.10848826577081355,nan,-0.5284232372448636,0.9450786381731588,-0.0002218100181504065,-2.7727667604087884e-05,"{""cap-rejected"": 2, ""inactive"": 117, ""intervened"": 1}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,2,1,5.46875,10,574.3061233846315,20.675448800000595
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.008057043883374693,0.13438223708289548,0.15943043236275511,1.0,0.09969815340909091,0.02432528409090909,0.010936339597198863,0.13480234977822927,0.15762166840534197,1.0,0.06942471590909091,0.014737215909090912,0.009891995681990284,0.13170727346497332,0.15481073947823767,1.0,0.06862571022727273,0.015536221590909088,0.0010443439152085787,0.003095076313255951,-0.0018349517986155917,0.0026749636179221603,280,0,340,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.10944928764295991,nan,-0.5280977804384996,0.9450518157751578,-0.00022105579819788632,-2.7698174253875416e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,2,1,5.46875,10,574.3061233846315,27.45764889998827
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.011377525343921668,0.16714723411935872,0.20758548031772833,1.0,0.09383877840909091,0.014737215909090912,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.0,0.0,0.0014011636485222745,0.003927348507024836,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,5.09375,10,622.0870026059956,7.8039086000062525
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.011377525343921668,0.16714723411935872,0.20758548031772833,1.0,0.09383877840909091,0.014737215909090912,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.0,0.0,0.0014011636485222745,0.003927348507024836,280,0,280,0,0.0,0.0,0.0,0.0,0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.006965260715308035,0.006965260715308035,0.7488373395661729,0.7488373395661729,0.1763834007287045,nan,-0.4525288725081774,1.0460661182688886,-0.00037136176595845883,-5.5327123955933145e-05,"{""cap-rejected"": 1, ""inactive"": 119}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,5.09375,10,622.0870026059956,14.999439100007294
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.011377525343921668,0.16714723411935872,0.20758548031772833,1.0,0.09383877840909091,0.014737215909090912,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.0,0.0,0.0014011636485222745,0.003927348507024836,280,0,280,0,0.0,0.0,0.0,0.0,0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.006175283478187627,0.0068843141934871715,0.7234025353117687,0.7766716908824308,0.1763834007287045,nan,-0.4525288725081774,1.0460661182688886,-0.00037136176595845883,-5.5327123955933145e-05,"{""cap-rejected"": 4, ""inactive"": 116}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,5.09375,10,622.0870026059956,21.81142220000038
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.011377525343921668,0.16714723411935872,0.20758548031772833,1.0,0.09383877840909091,0.014737215909090912,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.009976361695399394,0.1632198856123339,0.1981871891735488,1.0,0.09694602272727273,0.02139559659090909,0.0,0.0,0.0014011636485222745,0.003927348507024836,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.1763834007287045,nan,-0.4525288725081774,1.0460661182688886,-0.00037136176595845883,-5.5327123955933145e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,5.09375,10,622.0870026059956,28.56448620001902
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.022134785516749744,0.14842245624001063,0.18428312544788586,1.0,0.08034446022727273,0.02871981534090909,0.03097162068947945,0.17262436570988274,0.215142066286994,1.0,0.08345170454545456,0.03262606534090909,0.03509131132991605,0.18882135791638702,0.23419386276048965,1.0,0.06196732954545456,0.02823153409090909,-0.004119690640436602,-0.01619699220650428,-0.012956525813166309,-0.040398901676376386,280,0,290,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,1,1,5.3125,10,627.1629126716317,7.775099499995122
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.022134785516749744,0.14842245624001063,0.18428312544788586,1.0,0.08034446022727273,0.02871981534090909,0.03097162068947945,0.17262436570988274,0.215142066286994,1.0,0.08345170454545456,0.03262606534090909,0.03509131132991605,0.18882135791638702,0.23419386276048965,1.0,0.06196732954545456,0.02823153409090909,-0.004119690640436602,-0.01619699220650428,-0.012956525813166309,-0.040398901676376386,280,0,290,0,0.0,0.0,0.0,0.0,0,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0034673948291097786,0.00424041491813804,0.7412411532691293,0.8102159106709623,-0.010323442876433811,nan,-0.5228779741171449,0.9865038281415296,-0.0005692979190157379,-7.762802307930184e-05,"{""cap-rejected"": 2, ""inactive"": 118}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,1,1,5.3125,10,627.1629126716317,14.91564729998936
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.022134785516749744,0.14842245624001063,0.18428312544788586,1.0,0.08034446022727273,0.02871981534090909,0.03097162068947945,0.17262436570988274,0.215142066286994,1.0,0.08345170454545456,0.03262606534090909,0.03509131132991605,0.18882135791638702,0.23419386276048965,1.0,0.06196732954545456,0.02823153409090909,-0.004119690640436602,-0.01619699220650428,-0.012956525813166309,-0.040398901676376386,280,0,290,0,0.0,0.0,0.0,0.0,0,0.025,0.0,0.025,0.0,0.004308464188646703,0.004408628790045425,0.655022706516838,0.7929722213205042,-0.010323442876433811,nan,-0.5228779741171449,0.9865038281415296,-0.0005692979190157379,-7.762802307930184e-05,"{""cap-rejected"": 3, ""inactive"": 117}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,1,1,5.3125,10,627.1629126716317,21.77409359999001
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.022134785516749744,0.14842245624001063,0.18428312544788586,1.0,0.08034446022727273,0.02871981534090909,0.03097162068947945,0.17262436570988274,0.215142066286994,1.0,0.08345170454545456,0.03262606534090909,0.03509131132991605,0.18882135791638702,0.23419386276048965,1.0,0.06196732954545456,0.02823153409090909,-0.004119690640436602,-0.01619699220650428,-0.012956525813166309,-0.040398901676376386,280,0,290,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.010323442876433811,nan,-0.5228779741171449,0.9865038281415296,-0.0005692979190157379,-7.762802307930184e-05,"{""inactive"": 120}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,1,1,5.3125,10,627.1629126716317,28.572678299999097
lbqcd,paper,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.04067643488911887,0.18378436635775036,0.2227340602439344,1.0,0.08895596590909091,0.01620205965909091,0.03844423365173899,0.18510476849032365,0.22130858512507823,1.0,0.11532315340909091,0.01846590909090909,0.02924952233153233,0.1756579220322176,0.20741436397125973,1.0,0.1709872159090909,0.03311434659090909,0.009194711320206661,0.009446846458106034,0.011426912557586544,0.00812644432553275,280,0,330,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,2,1,5.09375,10,609.2678623440439,7.785124799993355
qsafe-balanced,safety,0.0,paper,adam,0.0,0.25,0.05,1.5,0.25,0.04067643488911887,0.18378436635775036,0.2227340602439344,1.0,0.08895596590909091,0.01620205965909091,0.03844423365173899,0.18510476849032365,0.22130858512507823,1.0,0.11532315340909091,0.01846590909090909,0.02924952233153233,0.1756579220322176,0.20741436397125973,1.0,0.1709872159090909,0.03311434659090909,0.009194711320206661,0.009446846458106034,0.011426912557586544,0.00812644432553275,280,0,330,0,0.0,0.0,0.0,0.0,0,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0031536148239481236,0.004005488471227659,0.46592276329945914,0.5087576756903605,0.16261727719260305,nan,-0.46402766492857583,1.1025923773226975,-0.0003849226603379754,-4.874350399891632e-05,"{""cap-rejected"": 2, ""inactive"": 118}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,2,1,5.09375,10,609.2678623440439,15.000872899981914
qsafe-permissive,safety,0.0,paper,adam,0.0,0.1,0.02,1.25,0.25,0.04067643488911887,0.18378436635775036,0.2227340602439344,1.0,0.08895596590909091,0.01620205965909091,0.03844423365173899,0.18510476849032365,0.22130858512507823,1.0,0.11532315340909091,0.01846590909090909,0.02924952233153233,0.1756579220322176,0.20741436397125973,1.0,0.1709872159090909,0.03311434659090909,0.009194711320206661,0.009446846458106034,0.011426912557586544,0.00812644432553275,280,0,330,0,0.0,0.0,0.0,0.0,0,0.05,0.0,0.05,0.0,0.0027668072787818253,0.004864981003843643,0.501552294581729,0.6197294978773757,0.16261727719260305,nan,-0.46402766492857583,1.1025923773226975,-0.0003849226603379754,-4.874350399891632e-05,"{""cap-rejected"": 6, ""inactive"": 114}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,2,1,5.09375,10,609.2678623440439,21.85063099997933
qsafe-strict,safety,0.0,paper,adam,0.0,0.5,0.05,2.0,0.15,0.04067643488911887,0.18378436635775036,0.2227340602439344,1.0,0.08895596590909091,0.01620205965909091,0.03844423365173899,0.18510476849032365,0.22130858512507823,1.0,0.11532315340909091,0.01846590909090909,0.02924952233153233,0.1756579220322176,0.20741436397125973,1.0,0.1709872159090909,0.03311434659090909,0.009194711320206661,0.009446846458106034,0.011426912557586544,0.00812644432553275,280,0,330,0,0.0,0.0,0.0,0.0,0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.004218456883047543,0.004218456883047543,0.4123791228108326,0.4123791228108326,0.16261727719260305,nan,-0.46402766492857583,1.1025923773226975,-0.0003849226603379754,-4.874350399891632e-05,"{""cap-rejected"": 1, ""inactive"": 119}",400.0,9200.0,588800.0,302080.0,983040.0,6010880.0,309760.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,2,1,5.09375,10,609.2678623440439,28.570383599988418
