arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-10,rare,concentrated,0,0.002047991719811848,0.049505714670378814,0.22111256988144423,1.0,0.012499999999999983,0,0.0015423000149894506,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.12791327975937616,0.0,0.0,0.0,0.0,0.09375,1,0.01414498917300092
paper-tau1,paper,PS2-diagonal-minority-10,rare,far,0,1.5195709639933694,0.9476453443363874,1.2495308941746,0.5,1.05,0,0.004587600007653236,1280,81920,0.0,0,64,128,0,0,0,nan,nan,0.3125,0.0,0.3125,0.625,1,0.012511331372225588
historical-online-psqt,historical,PS2-diagonal-minority-10,rare,far,0,0.0854609311446054,0.15973330938830982,0.24059423502576785,1.0,0.05000000000000002,0,0.0089608000125736,1280,0,409600.0,143360,641,1153,0,1280,120,0.014069342006102596,0.24190733567332995,0.125,0.0,0.125,0.125,1,0.012511331372225588
batch-mean-table,batch-mean,PS2-diagonal-minority-10,rare,far,0,0.08504972613968187,0.15941802668357308,0.2403376582607933,1.0,0.05000000000000002,0,0.003489800001261756,1280,0,256000.0,81920,641,1665,0,1280,60,0.05449629547789722,0.24190733567332995,0.125,0.0,0.125,0.125,1,0.012511331372225588
batch-median-table,batch-median,PS2-diagonal-minority-10,rare,far,0,0.004983723415057484,0.04074468345198188,0.15919631874105453,1.0,0.05000000000000002,0,0.003676899999845773,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.08903863758017062,0.11958903238164671,0.03125,0.0,0.03125,0.125,1,0.012511331372225588
reservoir-R512,reservoir,PS2-diagonal-minority-10,rare,far,0,0.011054268260911382,0.05876205118225789,0.21896957182206322,1.0,0.05000000000000002,0,0.0023557000095024705,1280,0,227328.0,69632,1154,9858,512,1280,60,0.16172421956237132,0.007157244727134051,0.0625,0.0,0.0625,0.125,1,0.012511331372225588
reservoir-R1024,reservoir,PS2-diagonal-minority-10,rare,far,0,0.0016092061819429349,0.022025051214752456,0.09157799183893005,1.0,0.012499999999999983,0,0.0021758000075351447,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.12772206661307545,0.28488614277359575,0.0,0.0,0.0,0.09375,1,0.012511331372225588
reservoir-R2048,reservoir,PS2-diagonal-minority-10,rare,far,0,0.010752407436529388,0.05757533883845838,0.21798460660285549,1.0,0.05000000000000002,0,0.0019191000028513372,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.16158232331095573,0.0,0.0625,0.0,0.0625,0.125,1,0.012511331372225588
kll-style-k64,kll-style,PS2-diagonal-minority-10,rare,far,0,0.007545317983585931,0.04787666672530627,0.23492874224905289,1.0,0.05000000000000002,0,0.00892530000419356,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.13097887658536092,0.07159560983799843,0.0,0.0,0.0,0.125,1,0.012511331372225588
kll-style-k128,kll-style,PS2-diagonal-minority-10,rare,far,0,0.010790396997088947,0.05788727688700573,0.21868639677328722,1.0,0.05000000000000002,0,0.008123500010697171,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.16410809431212503,0.00960771887628325,0.0625,0.0,0.0625,0.125,1,0.012511331372225588
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-10,rare,far,0,0.010752407436529388,0.05757533883845838,0.21798460660285549,1.0,0.05000000000000002,0,0.0015944999759085476,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.16158232331095573,0.0,0.0625,0.0,0.0625,0.125,1,0.012511331372225588
