arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-hybrid,NPR-d2-balanced-gmm-v00,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.35494280000420986,0.00027600000612437725,0.05056979999790201,0.0,0.40578860000823624,64,64,3,3,3.5070757057973183,1.612983215657821,0.015454241907274735,0.10343626483455164,0.1620991244443876,0.9905701279640198,1.8992849827446006,1.0,0.0869140625,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2532206964,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.013586797751486301,0.9999599456787109,0.0015565541943942662,0.030824122950434685,0.005905098281800747,1.2013870477676392,0.1097186740487814,1.5611586570739746,0.09595844780560583,0.7179014086723328,4,4,29.55,0,67584,0,0.35494280000420986,0.25,0.25,0.25,4.266259942926276,0.1702448047697544,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-balanced-gmm-v00,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.2977905000007013,0.0,0.0,0.0,0.2977905000007013,64,64,3,3,3.5070757057973183,1.612983215657821,0.04959686588409484,0.16982884297293996,0.2685458358877464,0.9450613856315613,1.7666740239652237,1.0,0.2548828125,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2977905000007013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-balanced-gmm-v00,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.26619470000150613,0.00027600000612437725,0.05056979999790201,0.0,0.3170405000055325,64,64,3,3,3.5070757057973183,1.612983215657821,0.01548902969813426,0.10347447503878765,0.16168478176834744,0.9906391501426697,1.8976431775188494,1.0,0.087890625,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2532206964,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.020856041461229324,0.9998262524604797,0.0032936877687461674,0.040378255769610405,0.00954475998878479,1.442916750907898,0.14485402926802635,1.5352458953857422,0.12074044458568096,1.1094640493392944,4,4,7.0,0,67584,0,0.26619470000150613,0.25,0.25,0.25,4.284218596192095,0.170182466506958,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-balanced-gmm-v01,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.37184509999497095,0.00020810000569326803,0.05193839999992633,0.0,0.42399160000059055,64,64,3,3,3.659841836854284,1.545655386669544,0.012155884561468655,0.08368912858143406,0.1363981278050121,0.998465359210968,1.4559200457020207,1.0,0.052734375,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3024143275,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.015109307132661343,0.9997559189796448,0.0021941937156952918,0.030497178435325623,0.006428411230444908,1.9229404926300049,0.101027138158679,1.6316418647766113,0.09171881903894245,0.6095325946807861,4,4,28.425,0,67584,0,0.37184509999497095,0.25,0.25,0.25,6.498091520289371,0.18441155962646008,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-balanced-gmm-v01,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2605882999996538,0.00020810000569326803,0.05193839999992633,0.0,0.31273480000527343,64,64,3,3,3.659841836854284,1.545655386669544,0.011735367935725938,0.082420056806013,0.13452360637181465,0.9972841143608093,1.4519981448432195,1.0,0.033203125,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3024143275,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.012741978513076901,0.9998806118965149,0.0027726631378754973,0.03455953858792782,0.006126992404460907,0.8548742532730103,0.11628686226904392,1.6895511150360107,0.1139494405244477,1.2273027896881104,4,4,7.0,0,67584,0,0.2605882999996538,0.25,0.25,0.25,6.542619631367941,0.18450351879000665,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-balanced-gmm-v01,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.2965189000024111,0.0,0.0,0.0,0.2965189000024111,64,64,3,3,3.659841836854284,1.545655386669544,0.03816740437014343,0.1755334310215354,0.27419716068430827,1.0476653575897217,1.5504264062482496,1.0,0.19140625,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2965189000024111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-rare-gmm-v00,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.2590134999991278,0.00019050000264542177,0.04954369999904884,0.0,0.3087477000008221,64,64,3,3,3.575331894521869,1.5821899662405676,0.008391534249758692,0.0969160888933267,0.18575504731035852,0.9528487920761108,1.6194898379104066,1.0,0.004296875000000047,0.0021484375000000028,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,702493856,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.017808065516874194,0.9996350407600403,0.0006115525320637971,0.04306979849934578,0.002746008336544037,6.328063488006592,0.22988100722432137,3.1103224754333496,0.17470308864722028,2.448791265487671,4,4,7.0,0,67584,0,0.2590134999991278,0.25,0.25,0.25,7.763957052245301,0.21375842578709126,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-rare-gmm-v00,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.35117239999817684,0.00019050000264542177,0.04954369999904884,0.0,0.4009065999998711,64,64,3,3,3.575331894521869,1.5821899662405676,0.010152891914761764,0.10394339275251076,0.1807605649011942,0.9609499573707581,1.6094753648129894,1.0,0.0003906250000000472,0.00019531250000000278,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,702493856,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.01669797534123063,0.9997785687446594,0.00042290268174838275,0.03402420040220022,0.0021225896198302507,4.035538196563721,0.16620826348662376,2.247530460357666,0.13106437042588368,1.1790223121643066,4,4,29.025,0,67584,0,0.35117239999817684,0.25,0.25,0.25,7.6471695514651845,0.2156370311975479,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-rare-gmm-v00,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.28868570000486216,0.0,0.0,0.0,0.28868570000486216,64,64,3,3,3.575331894521869,1.5821899662405676,0.033990208686982104,0.19990708286787767,0.5904069875346346,0.6005300879478455,1.9915193932640483,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.28868570000486216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-rare-gmm-v01,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.36158029999933206,0.00017590000061318278,0.04974270000093384,0.0,0.4114989000008791,64,64,3,3,3.88734634838955,1.4551968727550866,0.003700960632794459,0.06254353261790783,0.15161499421710595,0.9428261518478394,1.6323197371830367,1.0,0.004492187499999953,0.0022460937499999972,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2771985835,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.005914689623750746,0.9999600648880005,0.0005422109779829043,0.032639057375490665,0.0020109775941818953,2.2813994884490967,0.1718882590532303,2.2464041709899902,0.13564320247387512,1.3417811393737793,4,4,26.6,0,67584,0,0.36158029999933206,0.25,0.25,0.25,7.156959905002731,0.22347117364406585,0.0,0.0,0.0
