arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-fixed-control,NPR-d2-rare-gmm-v01,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2622330999947735,0.00017590000061318278,0.04974270000093384,0.0,0.31215169999632053,64,64,3,3,3.88734634838955,1.4551968727550866,0.0027672158912350753,0.05313102226588151,0.1305911179658935,0.9695966839790344,1.5669499498612043,1.0,0.009374999999999953,0.004687499999999997,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2771985835,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.01618759147822857,0.9998746514320374,0.0008136623655445874,0.041982438415288925,0.0021705878898501396,10.469884872436523,0.19616222977638245,2.7635915279388428,0.16134562105871736,2.011441946029663,4,4,7.0,0,67584,0,0.2622330999947735,0.25,0.25,0.25,7.128613339391632,0.22285835668444634,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-rare-gmm-v01,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.29121589999704156,0.0,0.0,0.0,0.29121589999704156,64,64,3,3,3.88734634838955,1.4551968727550866,0.030655164277827218,0.17964148969034185,0.4761931679102815,0.7882960438728333,1.4632804207470065,0.5,0.09902343750000005,0.04951171875,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.29121589999704156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-correlated-t-v00,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.25721209999755956,0.00017659999866737053,0.04883530000370229,0.0,0.3062239999999292,64,64,3,3,3.7533051746942236,1.5071660806140648,0.003423353108076732,0.05508819732068588,0.11153498774746144,0.907282292842865,1.1257078834114682,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1530861386,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.0076520920265465975,0.999968409538269,0.0008400660008192062,0.036839839071035385,0.0028816063422709703,5.306539535522461,0.2751696087419987,15.050061225891113,0.12165530727943405,1.048680305480957,4,4,7.0,0,67584,0,0.25721209999755956,0.25,0.25,0.25,8.194887967678527,0.19602944627404212,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-correlated-t-v00,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.3023872999983723,0.0,0.0,0.0,0.3023872999983723,64,64,3,3,3.7533051746942236,1.5071660806140648,0.04075993552470436,0.1919290322859959,0.33171873464153984,0.6730855703353882,1.16512833086053,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3023872999983723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-correlated-t-v00,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.3602364000034868,0.00017659999866737053,0.04883530000370229,0.0,0.40924830000585644,64,64,3,3,3.7533051746942236,1.5071660806140648,0.003401098086785126,0.054922562907224,0.11147740543833211,0.9059646129608154,1.126359939363903,nan,nan,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1530861386,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.0057807795237749815,0.9999837875366211,0.0007380916140391491,0.030806724913418293,0.002317126141861081,5.306548595428467,0.25695721209049227,14.924592971801758,0.10261969552375376,1.0020129680633545,4,4,29.225,0,67584,0,0.3602364000034868,0.25,0.25,0.25,8.195140440405439,0.19600520320236683,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-correlated-t-v01,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.3559071999989101,0.00018200000340584666,0.04833320000034291,0.0,0.40442240000265883,64,64,3,3,3.6214062758073977,1.5620601000453,0.005958394507817877,0.07171002023335875,0.15089946828464362,1.0069029331207275,1.1103024753480408,nan,nan,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2221708392,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.009912509005516768,0.9999434351921082,0.0009443302405998111,0.026677547954022884,0.0024391384795308113,1432.1756591796875,0.2393204763531685,9.625815391540527,0.10764521821402014,1.093569278717041,4,4,26.825,0,67584,0,0.3559071999989101,0.25,0.25,0.25,7.755279248410237,0.18680728375911712,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-correlated-t-v01,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.30688780000491533,0.0,0.0,0.0,0.30688780000491533,64,64,3,3,3.6214062758073977,1.5620601000453,0.023898095259547558,0.1398046937843907,0.28571567797693914,0.7999528050422668,1.2487411437429645,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.30688780000491533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-correlated-t-v01,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.28215890000137733,0.00018200000340584666,0.04833320000034291,0.0,0.3306741000051261,64,64,3,3,3.6214062758073977,1.5620601000453,0.005862241891899211,0.0709874667781107,0.14938087372285866,1.0051971673965454,1.1113821944510875,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2221708392,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.013837809674441814,0.999876081943512,0.0007530561269959435,0.03657134436070919,0.0020496011711657047,1432.13232421875,0.2626895643770695,9.684399604797363,0.1286138522438705,1.0675859451293945,4,4,7.0,0,67584,0,0.28215890000137733,0.25,0.25,0.25,7.747406000600584,0.18688091449439526,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-nonlinear-v00,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.2618570000049658,0.00017929999739862978,0.050933400001667906,0.0,0.31296970000403235,64,64,3,3,3.518769129030624,1.6076230187488239,0.002874451649968357,0.0498514247639363,0.07723776781485264,0.9894526600837708,1.9707656617097613,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1355496375,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.024825952481478453,0.9993306994438171,0.0009839701815508306,0.038880569860339165,0.0020620785653591156,6.331377983093262,0.26037433966994283,5.261990547180176,0.18557997392490505,2.19720196723938,4,4,7.0,0,67584,0,0.2618570000049658,0.25,0.25,0.25,5.706399787799365,0.19064105115830898,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-nonlinear-v00,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.2893597000002046,0.0,0.0,0.0,0.2893597000002046,64,64,3,3,3.518769129030624,1.6076230187488239,0.04070191389267075,0.2105310552957834,0.428522752541728,0.7498669624328613,1.9087257884631248,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2893597000002046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-nonlinear-v00,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.357890999999654,0.00017929999739862978,0.050933400001667906,0.0,0.40900369999872055,64,64,3,3,3.518769129030624,1.6076230187488239,0.0029239771286433403,0.050049714770389324,0.07788412499617985,0.988465428352356,1.9720686007368142,nan,nan,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1355496375,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.003404564457014203,0.9999860525131226,0.0008060302352532744,0.027065979316830635,0.002371362876147032,2.889643430709839,0.18663052842020988,5.167840480804443,0.15175024308264257,1.6920350790023804,4,4,28.9,0,67584,0,0.357890999999654,0.25,0.25,0.25,5.595979825882038,0.1912141188979149,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-nonlinear-v01,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.26281849999941187,0.00018170000112149864,0.050357699998130556,0.0,0.3133578999986639,64,64,3,3,3.4435694810385153,1.6427298129574492,0.0063526480870914614,0.07314611516401137,0.10581932217290156,1.009060263633728,1.961692197390265,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,610498775,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.004484290489926934,0.9999766945838928,0.0008315611630678177,0.03797719068825245,0.003345057601109147,13.917960166931152,0.22113020792603494,4.091531276702881,0.18226720611564814,2.1144771575927734,4,4,7.0,0,67584,0,0.26281849999941187,0.25,0.25,0.25,4.891698165611379,0.17511883433908224,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-nonlinear-v01,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.36386119999951916,0.00018170000112149864,0.050357699998130556,0.0,0.4144005999987712,64,64,3,3,3.4435694810385153,1.6427298129574492,0.0058775316109243025,0.06953009820364572,0.10138612338683117,1.0070394277572632,1.9649672882110831,nan,nan,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,610498775,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.006731837755069137,0.9999880790710449,0.0009803299035411328,0.028558618389070034,0.0019492112332955003,13.917738914489746,0.19220982417464255,4.091530799865723,0.15533596775494515,1.699346661567688,4,4,29.1,0,67584,0,0.36386119999951916,0.25,0.25,0.25,4.885356350999774,0.17526677791029216,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-nonlinear-v01,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.2941945999991731,0.0,0.0,0.0,0.2941945999991731,64,64,3,3,3.4435694810385153,1.6427298129574492,0.07626945920155959,0.24996767808843554,0.4244201005339252,0.8386669754981995,1.8058200046889619,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2941945999991731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
