arm,target,family,dimension,init,cell,seed,ed2,sw1,mode_coverage,mass_error,support_coverage,residual,event_time,censored,diverged,degenerate_rows,training_kernel_pairs,total_kernel_pairs,generator_forwards,wall_seconds,particle_spread,spread_ratio,tau,eta,sigma_ratio,sigma,gain,crossfit,mask,norm_clip,pq_p10,pq_median,delta_norm_median,ess_pos_median,ess_neg_median,field_norm_median,self_leverage_mean
normalized-only,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,4,0.019392720752677173,0.1026014015445379,nan,nan,0.8916015625,0.10848799802541757,1,0,0,0,2150400,2155776,0,0.1944977000093786,1.0211915804000349,1.5109892694379385,0.35,0.0525,0.0,0.0,constant,0,1,2.0,0.1279391522177784,0.6006099805731596,0.05117267636454616,31.97917133577384,23.890394626165005,0.05117267636454616,nan
normalized-only,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,5,0.015871942027229857,0.08876364461725875,nan,nan,0.9052734375,0.13993556125911952,1,0,0,0,2150400,2155776,0,0.19362200000614394,1.0095215110471725,1.4674998017669207,0.35,0.0525,0.0,0.0,constant,0,1,2.0,0.09291979927750298,0.575178892129836,0.055544701764931065,35.183834492305664,24.356146007138143,0.055544701764931065,nan
abc,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,0,0.015654299307613195,0.09077899398932623,nan,nan,0.9267578125,0.0983189341723626,1,0,0,0,2150400,2155776,0,0.20492089999606833,0.9766975213259931,1.4278431323315715,0.35,0.0525,0.0,0.0,abc,0,1,2.0,0.14539514401669934,0.5772251811908035,0.06917052179897087,32.014864375715376,24.51222012089484,0.06959419757740702,nan
abc,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,1,0.01577861045939921,0.08496851403391209,nan,nan,0.89453125,0.12346862327443917,1,0,0,0,2150400,2155776,0,0.22393549999105744,1.009933016654539,1.4463628129235173,0.35,0.0525,0.0,0.0,abc,0,1,2.0,0.11492044651440024,0.5973616174009313,0.08057543651797297,30.720782247173513,24.123035226841214,0.07908917118752003,nan
abc,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,2,0.012412954342974292,0.07297491148709034,nan,nan,0.880859375,0.2305868759197149,1,0,0,0,2150400,2155776,0,0.20467760000610724,0.9393087204138909,1.3356830096025725,0.35,0.0525,0.0,0.0,abc,0,1,2.0,0.14861732695855553,0.5702090429288278,0.0728295286480227,34.04217063131704,25.04136425276114,0.07407656418638336,nan
abc,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,3,0.014566475909161936,0.08530481293136624,nan,nan,0.9033203125,0.1266979230799222,1,0,0,0,2150400,2155776,0,0.20553099999960978,1.010235813883548,1.4531984369249873,0.35,0.0525,0.0,0.0,abc,0,1,2.0,0.1868200972242317,0.5844574580984014,0.10249833205365894,30.62504982624924,23.96084045037646,0.09803923044803925,nan
abc,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,4,0.018896495390617885,0.10020556490357986,nan,nan,0.8935546875,0.11064378809414512,1,0,0,0,2150400,2155776,0,0.20585170001140796,1.0092127388121852,1.4932649741666757,0.35,0.0525,0.0,0.0,abc,0,1,2.0,0.15091664074442324,0.6015395619622383,0.05179350251481749,31.93148576702766,23.883652420251146,0.050163939274593075,nan
abc,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,5,0.015277808538393223,0.08669361971962117,nan,nan,0.90234375,0.14419046989589548,1,0,0,0,2150400,2155776,0,0.2063170000037644,0.9931019332691405,1.4436313384695274,0.35,0.0525,0.0,0.0,abc,0,1,2.0,0.08694799188896778,0.5792156931071688,0.05422966281416798,35.24486071989208,24.435268702411868,0.05527746782940908,nan
normalized-crossfit,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,0,0.0023479630451448408,0.029191805453957678,nan,nan,0.9404296875,0.13044570627050756,1,0,0,0,2150400,2155776,0,0.19548520000535063,0.6677501955979794,0.9761901817905886,0.35,0.0525,0.0,0.0,constant,1,0,2.0,0.37221354887116603,0.5604993002805074,0.11355594773982254,33.40453313293199,26.61485289146839,0.11355594773982254,nan
normalized-crossfit,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,1,0.003718935519647859,0.042490262304525094,nan,nan,0.9169921875,0.19223871025024294,1,0,0,0,2150400,2155776,0,0.19628930000180844,0.6491423770481272,0.9296610557057857,0.35,0.0525,0.0,0.0,constant,1,0,2.0,0.37131323110238407,0.5594196215713425,0.1851245553296254,33.775149868786656,24.012812672091044,0.1851245553296254,nan
normalized-crossfit,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,2,0.003973466033841189,0.04627847868438958,nan,nan,0.912109375,0.07627056224345005,1,0,0,0,2150400,2155776,0,0.19486529999994673,0.6509363491122604,0.9256217928636586,0.35,0.0525,0.0,0.0,constant,1,0,2.0,0.3861525312849259,0.5613828929916611,0.057012435160607416,35.38755947349509,25.302189274417213,0.057012435160607416,nan
normalized-crossfit,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,3,0.0035000488527425766,0.03829411111765931,nan,nan,0.9130859375,0.17188712753097218,1,0,0,0,2150400,2155776,0,0.19658560000243597,0.6708511784511133,0.9650022999945039,0.35,0.0525,0.0,0.0,constant,1,0,2.0,0.4098062153759702,0.576347822988296,0.14625442462656624,31.712617887956313,25.496265216781595,0.14625442462656624,nan
normalized-crossfit,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,4,0.0027610273606566427,0.02868231734524856,nan,nan,0.916015625,0.08536649057940032,1,0,0,0,2150400,2155776,0,0.19703929999377578,0.6767354060308489,1.0013203755173696,0.35,0.0525,0.0,0.0,constant,1,0,2.0,0.41378288575790206,0.5641387571177099,0.07065576775803148,33.21115921634579,24.539899303619514,0.07065576775803148,nan
normalized-crossfit,NCJT-gaussian-2d-aniso,gaussian,2,covered,NCJT-gaussian-2d-aniso/covered,5,0.0026244075302702674,0.0324059677963644,nan,nan,0.9169921875,0.13089494198984186,1,0,0,0,2150400,2155776,0,0.1930181000061566,0.6828533026275531,0.9926356945107198,0.35,0.0525,0.0,0.0,constant,1,0,2.0,0.3712227197703682,0.558845718704389,0.08871088527660029,37.97484865998628,24.918587024043433,0.08871088527660029,nan
paper,NCJT-gaussian-2d-aniso,gaussian,2,missing,NCJT-gaussian-2d-aniso/missing,0,0.006592259711387549,0.04614055064265695,nan,nan,0.9130859375,0.03029308098605013,1,0,0,0,2150400,2155776,0,0.1950566000014078,0.8085012686538016,1.1503838997777844,0.35,0.0525,0.0,0.0,paper,0,1,,0.18860690179406553,0.6222263240807449,0.04782068651753148,29.264406169374134,25.38374154872189,0.023621011238388716,nan
paper,NCJT-gaussian-2d-aniso,gaussian,2,missing,NCJT-gaussian-2d-aniso/missing,1,0.005293835371349087,0.04019818427837858,nan,nan,0.9013671875,0.03172771361403306,1,0,0,0,2150400,2155776,0,0.19385149999288842,0.8214401297285837,1.1612806002978653,0.35,0.0525,0.0,0.0,paper,0,1,,0.20796793568614627,0.5895271688652641,0.0537701250712672,32.52473878060681,25.007124688675308,0.028669511355889257,nan
paper,NCJT-gaussian-2d-aniso,gaussian,2,missing,NCJT-gaussian-2d-aniso/missing,2,0.0043631590213739635,0.03503970082795964,nan,nan,0.9033203125,0.02341582592055053,1,0,0,0,2150400,2155776,0,0.19528050000371877,0.7798987659147082,1.0876331987858097,0.35,0.0525,0.0,0.0,paper,0,1,,0.2622501577722893,0.5974309747025144,0.0345800499706425,33.576689221709586,25.57913339032759,0.02104784107151208,nan
paper,NCJT-gaussian-2d-aniso,gaussian,2,missing,NCJT-gaussian-2d-aniso/missing,3,0.0049140404199990995,0.03695778922188598,nan,nan,0.916015625,0.04553431408058028,1,0,0,0,2150400,2155776,0,0.19987330000731163,0.7920747963879301,1.1063105483162068,0.35,0.0525,0.0,0.0,paper,0,1,,0.2527911982233504,0.5848351489700473,0.07617953711491343,32.606979792990145,25.030175542183684,0.04279713234306501,nan
