arm,lr_multiplier,learning_rate,target,family,dimension,replication,initialization,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,model_parameters
exact-atlas-rsr,1.0,0.001,NPR-d8-correlated-t,correlated-t,8,0,concentrated,1.0523245989570862,0.6173437848421647,0.8586370932199453,0.09729070961475372,3.5400504414631753,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.025292199999967124,5256
exact-atlas-rsr,2.0,0.002,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.7835913859043329,0.5435205555692354,0.770529239521306,0.19381557404994965,3.1545888683725445,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.04061409999849275,5256
exact-atlas-rsr,4.0,0.004,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.3249716855471032,0.3505417387013689,0.5491221689374908,0.4525238573551178,2.7544359816580783,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.024876899995433632,5256
exact-atlas-rsr,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.2097722439500096,0.2806248859488097,0.3696214816393376,1.082073450088501,2.6016035013306094,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.024493199998687487,5256
exact-atlas-rsr,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.20410080394574415,0.28506056624368586,0.3572831838963355,1.142380952835083,3.5919582501193505,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.026066599995829165,5256
exact-atlas-rsr,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.121496865643544,0.21036781143992328,0.32162767437252393,0.7957207560539246,3.580753466716753,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.025619299995014444,5256
exact-atlas-rsr,64.0,0.064,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.10876010830642002,0.21386880621933926,0.2808320568033237,0.8845549821853638,5.21698336136002,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.025234699998691212,5256
kll-small-rsr,1.0,0.001,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.30624909185392735,0.3403199502405203,0.5254299170211552,0.48356011509895325,2.216336138932506,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.04570809999859193,5256
kll-small-rsr,2.0,0.002,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.17758691881591027,0.25989956298815303,0.3174960691841697,1.006628394126892,2.410598486435135,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.04410130000178469,5256
kll-small-rsr,4.0,0.004,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.09795491991895755,0.18851909892739852,0.28220168190429745,0.8280045986175537,3.171483984889904,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.0511698999980581,5256
kll-small-rsr,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.0897822476443908,0.17931537924670773,0.2521304492381378,0.8952542543411255,3.3354757129695876,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.04489850000391016,5256
kll-small-rsr,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.07331525624562651,0.16557330890761718,0.24462138903638297,0.913529098033905,2.967288004799336,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.05572509999910835,5256
kll-small-rsr,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.09692046228005236,0.18693853082454792,0.29682656955485404,0.8754109144210815,3.7054027050058767,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.044594599996344186,5256
exact-atlas-rsr,1.0,0.001,NPR-d16-nonlinear,nonlinear,16,0,concentrated,1.7200505261831314,0.661849946948356,0.873456708904786,0.09389151632785797,4.190589606844325,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.024879099997633602,6288
exact-atlas-rsr,2.0,0.002,NPR-d16-nonlinear,nonlinear,16,0,concentrated,1.3423498541070389,0.5942907523486317,0.7902105978507669,0.1846161037683487,3.303929662186643,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.024276399999507703,6288
exact-atlas-rsr,4.0,0.004,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.6248974173086657,0.4086710962058076,0.5730490538612405,0.43890783190727234,2.4993954478135065,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.025341299995488953,6288
exact-atlas-rsr,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.2983245781624193,0.2933564143901791,0.3785825732631926,1.07861328125,2.2512583007229057,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.024768800001766067,6288
exact-atlas-rsr,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.2600039365582605,0.27382290027117595,0.3391997366815065,1.1544525623321533,3.7883021185156176,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.025931399999535643,6288
exact-atlas-rsr,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.18362095107363618,0.21074095268227877,0.29891687396683325,0.8236777186393738,5.418584263035976,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.02616919999854872,6288
exact-atlas-rsr,64.0,0.064,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.16105457929480682,0.21981972007540015,0.2694188480858789,1.0651543140411377,5.510945903320522,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,41472,0,0,0.02523050000309013,6288
kll-small-rsr,1.0,0.001,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.6606724671667061,0.412582837155354,0.5758185624957961,0.44029247760772705,1.9839282568884906,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.043142900001839735,6288
kll-small-rsr,2.0,0.002,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.30402042056610146,0.2818343524720664,0.32766718923620125,0.9829087257385254,2.0290302840537504,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.04433390000485815,6288
kll-small-rsr,4.0,0.004,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.18014511316490012,0.2104036319210351,0.26122846437967756,0.8538934588432312,3.2881242509824586,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.04567759999918053,6288
kll-small-rsr,8.0,0.008,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.14248355912172794,0.19589367548230321,0.22580879506160562,0.9711170792579651,4.5827778490358355,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.04389690000243718,6288
kll-small-rsr,16.0,0.016,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.1150585818406542,0.17512193233540113,0.21284461150847275,0.8939239382743835,5.893506030824177,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.04351219999807654,6288
kll-small-rsr,32.0,0.032,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.16979806572861822,0.21128720066633472,0.25846986853818765,0.9185128211975098,4.658054919572978,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,41472,72960,0,0.04891649999626679,6288
