arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,16,1,64,64,3,3,3.8960485534231983,1.45194654838736,0.22873376529798595,0.37530300756195173,0.5617527936513724,0.5534881949424744,1.3496792658660013,0.75,0.5390625,nan,16,1024,2048,32,2048,2048,147456,131072,16384,1589248.0,1441792.0,147456.0,64,16,16,16.0,0,1,89617038,32,8,0,1,0,34304,0,0.014514399998006411,0.0,0.0,0.0,0.0,0.5431516170501709
cta-kll-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,16,1,64,64,3,3,3.8960485534231983,1.45194654838736,0.22943328408764652,0.37541874667313624,0.560875186759769,0.5529426336288452,1.3655779197418345,0.75,0.5234375,nan,16,1024,2048,32,2048,2048,147456,131072,16384,147456.0,0.0,147456.0,64,16,16,16.0,0,1,89617038,32,8,0,1,0,34304,72960,0.014672199999040458,0.0,0.0,0.0,0.0,0.5468651801347733
cta-exact-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,16,1,64,64,3,3,3.8960485534231983,1.45194654838736,0.1869877678810643,0.3420784900397224,0.54887651659022,0.6034902930259705,1.3291289888752797,0.75,0.52734375,nan,16,1024,2048,32,2048,2560,147456,131072,16384,1589248.0,1441792.0,147456.0,64,16,16,16.0,0,1,89617038,32,8,1,1,524288,34304,0,0.019710799999302253,0.125,0.0,0.25,2.4512228610534823,0.5759047269821167
cta-kll-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,16,1,64,64,3,3,3.8960485534231983,1.45194654838736,0.18620962795032936,0.34005599960601596,0.5470546327498487,0.603814959526062,1.344714773424709,0.75,0.51953125,nan,16,1024,2048,32,2048,2560,147456,131072,16384,147456.0,0.0,147456.0,64,16,16,16.0,0,1,89617038,32,8,1,1,524288,34304,72960,0.017740700001013465,0.125,0.0,0.25,2.426923842233104,0.5799463987350464
cta-kll-guarded,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,16,1,64,64,3,3,3.8960485534231983,1.45194654838736,0.18620962795032936,0.34005599960601596,0.5470546327498487,0.603814959526062,1.344714773424709,0.75,0.51953125,nan,16,1024,2048,32,2048,2560,245760,131072,114688,294912.0,0.0,294912.0,64,16,16,16.0,0,1,89617038,32,8,1,1,524288,34304,72960,0.019405099999858066,0.125,0.0,0.25,2.426923842233104,0.5799463987350464
