arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,0,0.014763031732342835,0.07652935226730788,0.09732739016074225,1.0,0.0,0,0.07633899999200366,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.00889936303682938
historical-online-psqt,historical,PS2-GMM4-equal,gauss,concentrated,0,0.0035667797450694705,0.03809084892894483,0.05524758750758746,1.0,0.0625,0,0.10868619999382645,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.01552892912903482,0.041187736968904765,nan,nan,nan,nan,0,0.00889936303682938
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,concentrated,0,0.0035492961808065715,0.03759616349862483,0.054744593993370165,1.0,0.0,0,0.05504869998549111,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.015781018829696205,0.041187736968904765,nan,nan,nan,nan,0,0.00889936303682938
batch-median-table,batch-median,PS2-GMM4-equal,gauss,concentrated,0,0.0016574504778341659,0.025937485799376006,0.044273672869871106,1.0,0.0,0,0.0667198000010103,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.013697364217949176,0.013224415590980901,nan,nan,nan,nan,0,0.00889936303682938
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,concentrated,0,0.0034793460877249327,0.034071128823373605,0.06189331998704128,1.0,0.03125,0,0.028509299998404458,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.020402727347053694,0.03178905306992352,nan,nan,nan,nan,0,0.00889936303682938
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,concentrated,0,0.0019871466210765742,0.025251814056454925,0.04220797383692488,1.0,0.03125,0,0.027552900020964444,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.017230378476711352,0.03112008875446906,nan,nan,nan,nan,0,0.00889936303682938
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,concentrated,0,0.003500229949128353,0.03539145541077939,0.06043197030258792,1.0,0.03125,0,0.028053000016370788,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.020442496097954708,0.03161767189523612,nan,nan,nan,nan,0,0.00889936303682938
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,concentrated,0,0.001750477472760359,0.023514685914106496,0.03789969683769485,1.0,0.0625,0,0.19423039999674074,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.027300178846666443,0.022535861761446067,nan,nan,nan,nan,0,0.00889936303682938
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,concentrated,0,0.0015602081108923027,0.022401163955352587,0.04114246599226085,1.0,0.0,0,0.18003280000993982,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.019281234973838816,0.010574737016657522,nan,nan,nan,nan,0,0.00889936303682938
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,concentrated,0,0.0017463718722390276,0.02365471397022304,0.042077013042876366,1.0,0.0,0,0.027217900002142414,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.018313770746848906,0.0,nan,nan,nan,nan,0,0.00889936303682938
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,1,0.014238458126893505,0.07539670319267158,0.09478550917189824,1.0,0.0625,0,0.07750690000830218,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.010973517178087656
historical-online-psqt,historical,PS2-GMM4-equal,gauss,concentrated,1,0.0034276595175442015,0.03811692899381701,0.053816277454020275,1.0,0.03125,0,0.10972180002136156,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.015418055597690073,0.04104420168739617,nan,nan,nan,nan,0,0.010973517178087656
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,concentrated,1,0.0034892407106111856,0.03759796086250727,0.05361936192979407,1.0,0.03125,0,0.056690099998377264,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.0167072916451157,0.04104420168739617,nan,nan,nan,nan,0,0.010973517178087656
batch-median-table,batch-median,PS2-GMM4-equal,gauss,concentrated,1,0.001905246524670945,0.0277863946145807,0.0454807707339391,1.0,0.0,0,0.06500609999056906,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.01368356823191126,0.012752303114227492,nan,nan,nan,nan,0,0.010973517178087656
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,concentrated,1,0.005512508830633145,0.04446297202319239,0.07423779216312375,1.0,0.0625,0,0.027670100011164322,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.021619818870853385,0.04785176056508972,nan,nan,nan,nan,0,0.010973517178087656
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,concentrated,1,0.0017003244924408412,0.024383441222267814,0.037514968111123564,1.0,0.09375,0,0.027660399995511398,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.0163984019325442,0.03421352198072351,nan,nan,nan,nan,0,0.010973517178087656
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,concentrated,1,0.0011670673176238378,0.018959509771945167,0.028187643073653516,1.0,0.03125,0,0.02867060000426136,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.015879843159331986,0.0243674143458471,nan,nan,nan,nan,0,0.010973517178087656
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,concentrated,1,0.0016489910622027315,0.023439150677797317,0.03742030763110411,1.0,0.03125,0,0.1892144000157714,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.024807328392675722,0.020336957751120276,nan,nan,nan,nan,0,0.010973517178087656
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,concentrated,1,0.0016902663358411285,0.02382976132779068,0.037993389579350285,1.0,0.03125,0,0.18287210000562482,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02095142372872199,0.011463370607237709,nan,nan,nan,nan,0,0.010973517178087656
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,concentrated,1,0.001760652245293537,0.024399626246164326,0.03982794164279405,1.0,0.0,0,0.027161899983184412,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.019207540150684498,0.0,nan,nan,nan,nan,0,0.010973517178087656
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,2,0.012442495528951603,0.0705442957276705,0.09004890370894628,1.0,0.03125,0,0.07486940000671893,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.024826637444606645
historical-online-psqt,historical,PS2-GMM4-equal,gauss,concentrated,2,0.0032854124846503074,0.038498704359123996,0.05320031630769143,1.0,0.03125,0,0.10794039999018423,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.015243098084750549,0.04182845042746073,nan,nan,nan,nan,0,0.024826637444606645
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,concentrated,2,0.0033760505650058947,0.038909061021703543,0.05318341302238842,1.0,0.03125,0,0.05474510000203736,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.016663672484154162,0.04182845042746073,nan,nan,nan,nan,0,0.024826637444606645
batch-median-table,batch-median,PS2-GMM4-equal,gauss,concentrated,2,0.0014044316884512797,0.02508879514320621,0.0363616073674547,1.0,0.0625,0,0.06425679998937994,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.019133199642434873,0.01445692977151868,nan,nan,nan,nan,0,0.024826637444606645
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,concentrated,2,0.0012101094497997122,0.020914856005549105,0.031129146982505518,1.0,0.03125,0,0.027146800013724715,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.01634509914103281,0.03982014265110368,nan,nan,nan,nan,0,0.024826637444606645
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,concentrated,2,0.0014950551298166248,0.022592737588320873,0.03455073418672119,1.0,0.03125,0,0.027770299988333136,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.01657119108157656,0.02738508369021801,nan,nan,nan,nan,0,0.024826637444606645
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,concentrated,2,0.001063594364491327,0.019694317645205146,0.0291118785007247,1.0,0.03125,0,0.027927699993597344,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.015409138213611622,0.035260820639253156,nan,nan,nan,nan,0,0.024826637444606645
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,concentrated,2,0.0012565795652349498,0.020675701018847192,0.03248329852547316,1.0,0.0625,0,0.19031629999517463,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.027552568485250742,0.018036846469861638,nan,nan,nan,nan,0,0.024826637444606645
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,concentrated,2,0.0010880628852358853,0.01914596119510703,0.02996006524180071,1.0,0.03125,0,0.18301559999235906,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.024776999792342283,0.008116380627250997,nan,nan,nan,nan,0,0.024826637444606645
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,concentrated,2,0.001112362393374533,0.019563993081086424,0.030936618861494822,1.0,0.0625,0,0.026851600006921217,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02321864320657674,0.0,nan,nan,nan,nan,0,0.024826637444606645
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,3,0.015393508621198038,0.08016294033811705,0.10114701007858494,1.0,0.0625,0,0.08648379999794997,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.024860360544032938
historical-online-psqt,historical,PS2-GMM4-equal,gauss,concentrated,3,0.004257049021141546,0.042510061631021334,0.05841922989556547,1.0,0.03125,0,0.10457729999325238,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.016892836184565118,0.04127640146410701,nan,nan,nan,nan,0,0.024860360544032938
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,concentrated,3,0.0043660876369012724,0.04256212826254091,0.05962358932775383,1.0,0.03125,0,0.05372179998084903,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.017498007109011456,0.04127640146410701,nan,nan,nan,nan,0,0.024860360544032938
batch-median-table,batch-median,PS2-GMM4-equal,gauss,concentrated,3,0.002128687552739761,0.030726407915214225,0.05027950770719075,1.0,0.03125,0,0.0662671999889426,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.015660734914039597,0.018827050296499143,nan,nan,nan,nan,0,0.024860360544032938
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,concentrated,3,0.0024122570323101833,0.028455214316628154,0.04907021100495983,1.0,0.03125,0,0.027178899996215478,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02011776376674083,0.02196100329637663,nan,nan,nan,nan,0,0.024860360544032938
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,concentrated,3,0.001961675363609805,0.027313819323893294,0.04795151565765618,1.0,0.03125,0,0.028304799983743578,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.02059663504927655,0.01100731786087168,nan,nan,nan,nan,0,0.024860360544032938
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,concentrated,3,0.0028486311233376638,0.03148650631754697,0.05520758635901996,1.0,0.09375,0,0.028506799979368225,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.021189518680303793,0.02755925887008026,nan,nan,nan,nan,0,0.024860360544032938
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,concentrated,3,0.001663133945485784,0.024931515296656912,0.04387362619349238,1.0,0.03125,0,0.20066300002508797,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.023608417998620044,0.018164457820330125,nan,nan,nan,nan,0,0.024860360544032938
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,concentrated,3,0.0018325810978584434,0.026003135893067825,0.04489364557936983,1.0,0.03125,0,0.1811613000172656,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.021377306727804843,0.011089233377416729,nan,nan,nan,nan,0,0.024860360544032938
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,concentrated,3,0.001775192440699458,0.025646449744874004,0.044493275465729225,1.0,0.03125,0,0.02862469997489825,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.0194464538183022,0.0,nan,nan,nan,nan,0,0.024860360544032938
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,4,0.013065219929209393,0.07247395119590831,0.0903708392374882,1.0,0.0,0,0.07574930001283064,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.026482829722697852
historical-online-psqt,historical,PS2-GMM4-equal,gauss,concentrated,4,0.0032187229282572005,0.03635894872235728,0.05316670936261054,1.0,0.0,0,0.10941350000211969,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.015401175337807676,0.04071298872237921,nan,nan,nan,nan,0,0.026482829722697852
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,concentrated,4,0.0032272034356910506,0.03652710435426211,0.052860791624515346,1.0,0.0,0,0.05315140000311658,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.01684355815933316,0.04071298872237921,nan,nan,nan,nan,0,0.026482829722697852
batch-median-table,batch-median,PS2-GMM4-equal,gauss,concentrated,4,0.0014049939487722485,0.023999040692144785,0.03604591031360935,1.0,0.0,0,0.06806329998653382,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.013631389701117023,0.012460252625379599,nan,nan,nan,nan,0,0.026482829722697852
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,concentrated,4,0.006265358109349473,0.04825433194051469,0.08164271993782521,1.0,0.09375,0,0.02793710000696592,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.022740431276062834,0.06270838875948341,nan,nan,nan,nan,0,0.026482829722697852
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,concentrated,4,0.0016340018682455826,0.024369167583030735,0.041822077123036046,1.0,0.0625,0,0.02862729999469593,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.016226736890370973,0.046556850090740245,nan,nan,nan,nan,0,0.026482829722697852
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,concentrated,4,0.0011243224774449834,0.01901409069071081,0.03149222102789213,1.0,0.03125,0,0.02883029999793507,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.019180807607348402,0.03963234370652892,nan,nan,nan,nan,0,0.026482829722697852
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,concentrated,4,0.0014347924886499719,0.02160915244273701,0.035183005347351685,1.0,0.03125,0,0.19745749997673556,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.027813631166841327,0.022796231273857052,nan,nan,nan,nan,0,0.026482829722697852
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,concentrated,4,0.0013985629370023567,0.02143668936503893,0.03530930458403914,1.0,0.03125,0,0.1880691999976989,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02237942347332359,0.013741217921732064,nan,nan,nan,nan,0,0.026482829722697852
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,concentrated,4,0.0013568393004852464,0.02101088913699944,0.03387408312962904,1.0,0.03125,0,0.02756839999346994,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02097327715793594,0.0,nan,nan,nan,nan,0,0.026482829722697852
paper-tau1,paper,PS2-GMM4-equal,gauss,far,0,0.012086302432351648,0.06925378768596845,0.08805177816452277,1.0,0.03125,0,0.07521989999804646,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.017840823549529566
historical-online-psqt,historical,PS2-GMM4-equal,gauss,far,0,0.003468781703774626,0.03872851245072922,0.05409086538727915,1.0,0.03125,0,0.10755149999749847,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.015236944121825333,0.04337789686600358,nan,nan,nan,nan,0,0.017840823549529566
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,far,0,0.003633609285841999,0.03916429944195316,0.053932701460130045,1.0,0.0,0,0.05365030001848936,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.018804840700011,0.043377896866003574,nan,nan,nan,nan,0,0.017840823549529566
batch-median-table,batch-median,PS2-GMM4-equal,gauss,far,0,0.001442992998959003,0.02424422804471245,0.03692389854135302,1.0,0.0,0,0.06954160000896081,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.013967992962480634,0.014096788870406642,nan,nan,nan,nan,0,0.017840823549529566
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,far,0,0.0037806895076765157,0.03576641592955409,0.05694721936511863,1.0,0.09375,0,0.028669899998931214,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02511518483543789,0.03637284906850466,nan,nan,nan,nan,0,0.017840823549529566
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,far,0,0.004706719002553372,0.04154333489110424,0.06956114916349204,1.0,0.125,0,0.029795899987220764,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.01985533652426843,0.05303709299074123,nan,nan,nan,nan,0,0.017840823549529566
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,far,0,0.002681799235461413,0.029467752644110758,0.05031201042482686,1.0,0.03125,0,0.028807399998186156,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.020164971302237756,0.03355907121348809,nan,nan,nan,nan,0,0.017840823549529566
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,far,0,0.001529948155599259,0.02218595561233319,0.035126660711736896,1.0,0.03125,0,0.20565950000309385,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.026650548848927803,0.02056816992180309,nan,nan,nan,nan,0,0.017840823549529566
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,far,0,0.0013439176953462528,0.02086544470899147,0.03317731735711659,1.0,0.0,0,0.1867521999811288,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.018674031635470784,0.010079552637213563,nan,nan,nan,nan,0,0.017840823549529566
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,far,0,0.0012577400122967264,0.02040176653262614,0.03261194872261539,1.0,0.0,0,0.02815500000724569,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.015560204073922404,0.0,nan,nan,nan,nan,0,0.017840823549529566
paper-tau1,paper,PS2-GMM4-equal,gauss,far,1,0.013926020217694735,0.07533668074399104,0.0948785792822327,1.0,0.125,0,0.08444810000946745,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.012523000323958363
historical-online-psqt,historical,PS2-GMM4-equal,gauss,far,1,0.0031998377825351865,0.034876946017203224,0.052663466208106635,1.0,0.0,0,0.11519720000796951,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.015222512277550474,0.040837015431338365,nan,nan,nan,nan,0,0.012523000323958363
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,far,1,0.003396713145793706,0.03585986138233343,0.054629212726313124,1.0,0.0,0,0.05825420000473969,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.017491916814803343,0.040837015431338365,nan,nan,nan,nan,0,0.012523000323958363
batch-median-table,batch-median,PS2-GMM4-equal,gauss,far,1,0.002969367577630777,0.03164302040406723,0.054105379130061845,1.0,0.125,0,0.06968630000483245,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02760074400187242,0.014573319376879185,nan,nan,nan,nan,0,0.012523000323958363
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,far,1,0.001841546111992387,0.02462380767175887,0.0396658929121379,1.0,0.03125,0,0.028299599973252043,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.020166034394019598,0.027751812979788973,nan,nan,nan,nan,0,0.012523000323958363
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,far,1,0.0042031789854402035,0.03648133498670244,0.06642786402941192,1.0,0.09375,0,0.028280200000153854,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.02409628862604758,0.023390409689300718,nan,nan,nan,nan,0,0.012523000323958363
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,far,1,0.004213355752462733,0.03477540189402543,0.06492946604876657,1.0,0.09375,0,0.030249600007664412,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.025254443867311314,0.02749967658664662,nan,nan,nan,nan,0,0.012523000323958363
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,far,1,0.003124533568603871,0.030676342871926415,0.053616220807271374,1.0,0.09375,0,0.21641799999633804,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.03267153263276817,0.019056609584141772,nan,nan,nan,nan,0,0.012523000323958363
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,far,1,0.0028914682029494987,0.02945683440105383,0.05269743540154616,1.0,0.09375,0,0.1900022999907378,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.029123509468226297,0.009117225766153375,nan,nan,nan,nan,0,0.012523000323958363
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,far,1,0.0024769021875959973,0.027131670281965305,0.05095795707439299,1.0,0.0625,0,0.02695609998772852,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02025001537219494,0.0,nan,nan,nan,nan,0,0.012523000323958363
paper-tau1,paper,PS2-GMM4-equal,gauss,far,2,0.014992091420241715,0.07674031892524624,0.09422386008149941,1.0,0.0625,0,0.0903905000013765,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.018618544081351406
historical-online-psqt,historical,PS2-GMM4-equal,gauss,far,2,0.00328354213989579,0.03551560247150068,0.05289650419526124,1.0,0.0,0,0.11806780000915751,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.01468417214471856,0.041692053538017707,nan,nan,nan,nan,0,0.018618544081351406
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,far,2,0.0032991912704645188,0.03588246848669349,0.0530869718360498,1.0,0.03125,0,0.05523299999185838,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.017007926392388864,0.0416920535380177,nan,nan,nan,nan,0,0.018618544081351406
batch-median-table,batch-median,PS2-GMM4-equal,gauss,far,2,0.0018382407098480602,0.026129980593118253,0.04387070837607874,1.0,0.0625,0,0.06858849999844097,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.018949223517890478,0.013028484212018084,nan,nan,nan,nan,0,0.018618544081351406
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,far,2,0.0022712462221559093,0.028616534101507538,0.04361767849180803,1.0,0.0625,0,0.02849580001202412,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.018644799581654204,0.05707841081210961,nan,nan,nan,nan,0,0.018618544081351406
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,far,2,0.0026328037630012346,0.028415931515871573,0.05139452967257343,1.0,0.03125,0,0.028988800011575222,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.01957224109896596,0.026468465114504156,nan,nan,nan,nan,0,0.018618544081351406
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,far,2,0.0027266184112785252,0.029557797249155443,0.05465881354566291,1.0,0.03125,0,0.028343899990431964,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.021470182837695136,0.033290426238641535,nan,nan,nan,nan,0,0.018618544081351406
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,far,2,0.0019001252197075047,0.02427687242540183,0.0417653078985323,1.0,0.0625,0,0.19344509998336434,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.027143256598544593,0.0192045236079744,nan,nan,nan,nan,0,0.018618544081351406
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,far,2,0.0018926306092593714,0.023977251061300008,0.043651112947786404,1.0,0.09375,0,0.18149619997711852,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02515182725839464,0.013223169917845772,nan,nan,nan,nan,0,0.018618544081351406
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,far,2,0.0017638809699002111,0.023319684557717928,0.041413422007261294,1.0,0.0625,0,0.02781700002378784,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.01993392721761767,0.0,nan,nan,nan,nan,0,0.018618544081351406
paper-tau1,paper,PS2-GMM4-equal,gauss,far,3,0.011238287059334051,0.06523226647790822,0.08346355416266761,1.0,0.0625,0,0.0895547000109218,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.015133554635416754
historical-online-psqt,historical,PS2-GMM4-equal,gauss,far,3,0.003803201427491465,0.03957700523984662,0.057782272290972124,1.0,0.0,0,0.11730130002251826,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.014957137714148116,0.04161521483273574,nan,nan,nan,nan,0,0.015133554635416754
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,far,3,0.00373094114479422,0.03930573542351794,0.056749018166253794,1.0,0.03125,0,0.05491889998666011,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.016678072788088256,0.04161521483273574,nan,nan,nan,nan,0,0.015133554635416754
batch-median-table,batch-median,PS2-GMM4-equal,gauss,far,3,0.00212760111315069,0.02986667931459662,0.05133715572461542,1.0,0.03125,0,0.06475449999561533,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.015680041158412778,0.016989757099476876,nan,nan,nan,nan,0,0.015133554635416754
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,far,3,0.0020740090180284554,0.026257421151849872,0.052603477741111244,1.0,0.03125,0,0.02973750000819564,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.015246192556942385,0.028571096514753636,nan,nan,nan,nan,0,0.015133554635416754
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,far,3,0.004426944671481414,0.04084565702186294,0.07134410875351292,1.0,0.0625,0,0.027548099984414876,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.014578615286815769,0.04389425591154922,nan,nan,nan,nan,0,0.015133554635416754
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,far,3,0.0014803998114766292,0.022150614859051673,0.03948257010357168,1.0,0.0625,0,0.028734899999108166,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.016948308861186975,0.01733297085188592,nan,nan,nan,nan,0,0.015133554635416754
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,far,3,0.00183654080459561,0.02489389194971296,0.04572280142892265,1.0,0.03125,0,0.19487199999275617,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.026353608419019355,0.021145798471635176,nan,nan,nan,nan,0,0.015133554635416754
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,far,3,0.0017329884723468192,0.024566518426303186,0.04426153290753831,1.0,0.03125,0,0.18092240000260063,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.0212494165041007,0.011988615243439377,nan,nan,nan,nan,0,0.015133554635416754
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,far,3,0.001740443467852515,0.024696399672944274,0.04293726289488156,1.0,0.0,0,0.02758470000117086,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.020027570222888636,0.0,nan,nan,nan,nan,0,0.015133554635416754
paper-tau1,paper,PS2-GMM4-equal,gauss,far,4,0.015000396943559702,0.07765947673896922,0.09503128952188078,1.0,0.03125,0,0.07708160000038333,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.004689439235759187
historical-online-psqt,historical,PS2-GMM4-equal,gauss,far,4,0.0032219327304700007,0.036057171831369014,0.05246083545455623,1.0,0.03125,0,0.10496980001335032,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.014991440897076016,0.04497304496534166,nan,nan,nan,nan,0,0.004689439235759187
