arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
batch-mean-table,batch-mean,PS2-GMM4-equal,gauss,far,4,0.00322494096354653,0.03637605837557488,0.051963880170694234,1.0,0.03125,0,0.053938500001095235,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.016575099920149713,0.04497304496534166,nan,nan,nan,nan,0,0.004689439235759187
batch-median-table,batch-median,PS2-GMM4-equal,gauss,far,4,0.00152903915116398,0.02404103304000057,0.03961087296712798,1.0,0.0625,0,0.06835960000171326,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.01942562926823286,0.01390290340998679,nan,nan,nan,nan,0,0.004689439235759187
reservoir-R512,reservoir,PS2-GMM4-equal,gauss,far,4,0.002722245830781178,0.02931386117250443,0.04567193394401918,1.0,0.09375,0,0.026978000008966774,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.016134555686998352,0.039353220836919986,nan,nan,nan,nan,0,0.004689439235759187
reservoir-R1024,reservoir,PS2-GMM4-equal,gauss,far,4,0.002150353404674843,0.026397955394721707,0.045522307978447855,1.0,0.03125,0,0.027871500002220273,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.021396172839914566,0.028540809157874658,nan,nan,nan,nan,0,0.004689439235759187
reservoir-R2048,reservoir,PS2-GMM4-equal,gauss,far,4,0.00156911952132055,0.021551207934488694,0.035112509262530865,1.0,0.0625,0,0.028499100008048117,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.018461913402962913,0.009778477577016888,nan,nan,nan,nan,0,0.004689439235759187
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,far,4,0.0015883057950121238,0.021983897495798512,0.04014124050292467,1.0,0.03125,0,0.1921245999983512,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.020589810528121325,0.018395824092319286,nan,nan,nan,nan,0,0.004689439235759187
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,far,4,0.0015993486137426682,0.022113858807843518,0.03782762145173051,1.0,0.03125,0,0.1808995000028517,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02155525055719343,0.008996152525520912,nan,nan,nan,nan,0,0.004689439235759187
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,far,4,0.0012395132972377043,0.019505261867966348,0.03351611746643497,1.0,0.0,0,0.02756070002214983,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.014993268085686805,0.0,nan,nan,nan,nan,0,0.004689439235759187
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.015790787194219114,0.08420966560473135,0.10956179733766311,1.0,0.043750000000000025,0,0.0774649000086356,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.03553283149539413
historical-online-psqt,historical,PS2-GMM5-unequal,gauss,concentrated,0,0.004179792708092878,0.04477388383209624,0.06897466966786372,1.0,0.03749999999999999,0,0.11073029998806305,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.01815722884925999,0.05333115101195777,nan,nan,nan,nan,0,0.03553283149539413
batch-mean-table,batch-mean,PS2-GMM5-unequal,gauss,concentrated,0,0.004346098434639067,0.04550195357672232,0.06949588330927764,1.0,0.03749999999999999,0,0.05536660001962446,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.0207035830786433,0.05333115101195777,nan,nan,nan,nan,0,0.03553283149539413
batch-median-table,batch-median,PS2-GMM5-unequal,gauss,concentrated,0,0.0018774880820704443,0.03121593454183868,0.060511457092868724,1.0,0.027083333333333334,0,0.06936039999709465,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02035411637584311,0.017017728396389566,nan,nan,nan,nan,0,0.03553283149539413
reservoir-R512,reservoir,PS2-GMM5-unequal,gauss,concentrated,0,0.0033230967161048675,0.03781813639556908,0.06741571726569118,1.0,0.0979166666666667,0,0.030551100004231557,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.03006185200867248,0.06361863258248697,nan,nan,nan,nan,0,0.03553283149539413
reservoir-R1024,reservoir,PS2-GMM5-unequal,gauss,concentrated,0,0.0020107670097830876,0.028361371523104424,0.055131412000339865,1.0,0.06041666666666663,0,0.028578099998412654,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.028630428507739496,0.025832051722175235,nan,nan,nan,nan,0,0.03553283149539413
reservoir-R2048,reservoir,PS2-GMM5-unequal,gauss,concentrated,0,0.002151041656239139,0.029013231482616735,0.05465924313088836,1.0,0.0520833333333333,0,0.028200000000651926,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.027895219596650332,0.04591286813701456,nan,nan,nan,nan,0,0.03553283149539413
kll-style-k64,kll-style,PS2-GMM5-unequal,gauss,concentrated,0,0.0016459059053446357,0.026393850488196154,0.05247786594956942,1.0,0.029166666666666632,0,0.1959662000008393,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.03102860331674229,0.02642840441424971,nan,nan,nan,nan,0,0.03553283149539413
kll-style-k128,kll-style,PS2-GMM5-unequal,gauss,concentrated,0,0.001545281628391848,0.024991156538306816,0.05070514374308893,1.0,0.027083333333333334,0,0.1836669000040274,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.030168608055320102,0.01755075099127237,nan,nan,nan,nan,0,0.03553283149539413
exact-pooled-ceiling,exact-pooled,PS2-GMM5-unequal,gauss,concentrated,0,0.001491153744863638,0.02524869019883884,0.05251194338752958,1.0,0.029166666666666632,0,0.02751359998364933,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02215493746181915,0.0,nan,nan,nan,nan,0,0.03553283149539413
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,1,0.013080010173126766,0.07478986480607687,0.0999154035294749,1.0,0.0666666666666667,0,0.075317000009818,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.04778651966577552
historical-online-psqt,historical,PS2-GMM5-unequal,gauss,concentrated,1,0.00451329432493508,0.044944175254910027,0.06790428768285649,1.0,0.06041666666666663,0,0.10534469998674467,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.01830649432347629,0.053927185977382275,nan,nan,nan,nan,0,0.04778651966577552
batch-mean-table,batch-mean,PS2-GMM5-unequal,gauss,concentrated,1,0.004591252896368303,0.04490016567867782,0.06828038292820801,1.0,0.029166666666666632,0,0.05436589999590069,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02064359077829561,0.053927185977382275,nan,nan,nan,nan,0,0.04778651966577552
batch-median-table,batch-median,PS2-GMM5-unequal,gauss,concentrated,1,0.0019460087786546953,0.028957690285389245,0.05518536238211474,1.0,0.058333333333333334,0,0.06969609999214299,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.024722496248461213,0.025014376015351752,nan,nan,nan,nan,0,0.04778651966577552
reservoir-R512,reservoir,PS2-GMM5-unequal,gauss,concentrated,1,0.0017517512855924622,0.026881357751037956,0.04847338535723966,1.0,0.06458333333333337,0,0.029777899995679036,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02658466826748056,0.038776027658585406,nan,nan,nan,nan,0,0.04778651966577552
reservoir-R1024,reservoir,PS2-GMM5-unequal,gauss,concentrated,1,0.002933968629934114,0.03221776898071241,0.06695383203734773,1.0,0.06458333333333334,0,0.032132300024386495,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.028735708338250118,0.030718023142637958,nan,nan,nan,nan,0,0.04778651966577552
reservoir-R2048,reservoir,PS2-GMM5-unequal,gauss,concentrated,1,0.0027429324387870935,0.03260885942881769,0.06563657308138304,1.0,0.075,0,0.028363399993395433,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.027941891751379472,0.039849436355052635,nan,nan,nan,nan,0,0.04778651966577552
kll-style-k64,kll-style,PS2-GMM5-unequal,gauss,concentrated,1,0.001918419828435658,0.0266528155348885,0.05294582350648733,1.0,0.05000000000000003,0,0.19515670000691898,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.035496043904815595,0.02407872561355908,nan,nan,nan,nan,0,0.04778651966577552
kll-style-k128,kll-style,PS2-GMM5-unequal,gauss,concentrated,1,0.0022381380519180816,0.028456059505034832,0.05990848225932371,1.0,0.0208333333333333,0,0.18981139999232255,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.027996138558327804,0.009607687374620628,nan,nan,nan,nan,0,0.04778651966577552
exact-pooled-ceiling,exact-pooled,PS2-GMM5-unequal,gauss,concentrated,1,0.0021641638961578114,0.02792661659807577,0.058297511857666705,1.0,0.0208333333333333,0,0.02718770000501536,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.027455189813904428,0.0,nan,nan,nan,nan,0,0.04778651966577552
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,2,0.01458004013065839,0.0792471960592679,0.10379131449943087,1.0,0.1520833333333333,0,0.07866850000573322,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.012821413928378309
historical-online-psqt,historical,PS2-GMM5-unequal,gauss,concentrated,2,0.00440202990906835,0.04543514043376991,0.06639125246092129,1.0,0.058333333333333334,0,0.1069582000200171,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019598173819024234,0.05262901016406217,nan,nan,nan,nan,0,0.012821413928378309
batch-mean-table,batch-mean,PS2-GMM5-unequal,gauss,concentrated,2,0.0046366597919347274,0.0459281497281819,0.06781799476676062,1.0,0.0208333333333333,0,0.0568308999936562,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.021285456671779116,0.05262901016406217,nan,nan,nan,nan,0,0.012821413928378309
batch-median-table,batch-median,PS2-GMM5-unequal,gauss,concentrated,2,0.002052929859800434,0.03108015605432802,0.056049353691824816,1.0,0.027083333333333334,0,0.06966849998570979,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.023172432938714474,0.02107555022212955,nan,nan,nan,nan,0,0.012821413928378309
reservoir-R512,reservoir,PS2-GMM5-unequal,gauss,concentrated,2,0.003516918912025435,0.0401560814918782,0.07468236416943405,1.0,0.037499999999999964,0,0.03355349999037571,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.03221709506001773,0.061451680613800054,nan,nan,nan,nan,0,0.012821413928378309
reservoir-R1024,reservoir,PS2-GMM5-unequal,gauss,concentrated,2,0.002216140570129088,0.03113928120432076,0.05971639475970236,1.0,0.03541666666666664,0,0.031406099995365366,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.029336806320965247,0.039590100633022755,nan,nan,nan,nan,0,0.012821413928378309
reservoir-R2048,reservoir,PS2-GMM5-unequal,gauss,concentrated,2,0.002186947980634679,0.02961516564719905,0.056616026095637616,1.0,0.03541666666666664,0,0.028995600005146116,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02842552586419217,0.022131501977003924,nan,nan,nan,nan,0,0.012821413928378309
kll-style-k64,kll-style,PS2-GMM5-unequal,gauss,concentrated,2,0.0025017620426455167,0.029938600903509194,0.05511957348049865,1.0,0.09166666666666663,0,0.19119440001668409,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.03490930299523414,0.022101680999126166,nan,nan,nan,nan,0,0.012821413928378309
kll-style-k128,kll-style,PS2-GMM5-unequal,gauss,concentrated,2,0.0020849426565519025,0.027503937330971038,0.048414774204154125,1.0,0.09166666666666663,0,0.20211439998820424,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.032528346445301885,0.022873283339757994,nan,nan,nan,nan,0,0.012821413928378309
exact-pooled-ceiling,exact-pooled,PS2-GMM5-unequal,gauss,concentrated,2,0.0019872306166428544,0.026937665749708725,0.05223307296761737,1.0,0.06041666666666663,0,0.026478899992071092,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.023073421785214713,0.0,nan,nan,nan,nan,0,0.012821413928378309
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,3,0.01620424302533019,0.08389529097163301,0.11015503575593566,1.0,0.0895833333333333,0,0.08085170001140796,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.011375873436036521
historical-online-psqt,historical,PS2-GMM5-unequal,gauss,concentrated,3,0.0048469770485928265,0.04445468490080864,0.06925191961312911,1.0,0.0666666666666667,0,0.10614089999580756,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.018363098539836156,0.05439582833206531,nan,nan,nan,nan,0,0.011375873436036521
batch-mean-table,batch-mean,PS2-GMM5-unequal,gauss,concentrated,3,0.005150920324670016,0.04551719220156262,0.07081585198317729,1.0,0.037499999999999964,0,0.05489170001237653,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.021032711830925966,0.05439582833206531,nan,nan,nan,nan,0,0.011375873436036521
batch-median-table,batch-median,PS2-GMM5-unequal,gauss,concentrated,3,0.0024923785908537166,0.031467805170883545,0.062054411122091736,1.0,0.04375,0,0.06374839998898096,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.025210149310175265,0.018376087280941145,nan,nan,nan,nan,0,0.011375873436036521
reservoir-R512,reservoir,PS2-GMM5-unequal,gauss,concentrated,3,0.0023668771826153012,0.02925020513472277,0.055126719595052255,1.0,0.0895833333333333,0,0.027395900018746033,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.030108611543844862,0.03956031201775963,nan,nan,nan,nan,0,0.011375873436036521
reservoir-R1024,reservoir,PS2-GMM5-unequal,gauss,concentrated,3,0.0034908145940535373,0.03521875990151641,0.07128666890500447,1.0,0.06666666666666667,0,0.030771799996728078,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.02497455739021035,0.020747824808985328,nan,nan,nan,nan,0,0.011375873436036521
reservoir-R2048,reservoir,PS2-GMM5-unequal,gauss,concentrated,3,0.001979761367962185,0.027582515041071707,0.05103162197306487,1.0,0.05,0,0.03213849998428486,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02874503732197513,0.04387200226760557,nan,nan,nan,nan,0,0.011375873436036521
kll-style-k64,kll-style,PS2-GMM5-unequal,gauss,concentrated,3,0.0026706686584123673,0.030341721011183403,0.059878849238596044,1.0,0.06666666666666667,0,0.2028170000121463,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.038165647139237945,0.02655464455447682,nan,nan,nan,nan,0,0.011375873436036521
kll-style-k128,kll-style,PS2-GMM5-unequal,gauss,concentrated,3,0.0027212469354676028,0.030759860220615498,0.06235931196269577,1.0,0.06041666666666663,0,0.19614690000889823,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.030327965297945524,0.013034662689713278,nan,nan,nan,nan,0,0.011375873436036521
exact-pooled-ceiling,exact-pooled,PS2-GMM5-unequal,gauss,concentrated,3,0.0027448839126793523,0.030988289153179104,0.06289614275883595,1.0,0.06041666666666663,0,0.026764099980937317,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02785711609688793,0.0,nan,nan,nan,nan,0,0.011375873436036521
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,4,0.01653980558891699,0.08572201324591663,0.111556975318701,1.0,0.06666666666666664,0,0.07915810000849888,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.020005762235389014
historical-online-psqt,historical,PS2-GMM5-unequal,gauss,concentrated,4,0.00596437632047353,0.05265458698910082,0.08030499184871027,1.0,0.04166666666666667,0,0.11256730000604875,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.018761419619679347,0.05503759460688263,nan,nan,nan,nan,0,0.020005762235389014
batch-mean-table,batch-mean,PS2-GMM5-unequal,gauss,concentrated,4,0.006215797740100282,0.05345788994193942,0.08111821574162124,1.0,0.043750000000000025,0,0.05519109999295324,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.020218224329867435,0.05503759460688263,nan,nan,nan,nan,0,0.020005762235389014
batch-median-table,batch-median,PS2-GMM5-unequal,gauss,concentrated,4,0.003468860262241691,0.040377833900239274,0.07397156188094486,1.0,0.05208333333333333,0,0.0883791999949608,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.023157262821592868,0.02215027549350016,nan,nan,nan,nan,0,0.020005762235389014
reservoir-R512,reservoir,PS2-GMM5-unequal,gauss,concentrated,4,0.006814443106646362,0.05688847720153764,0.10395679042828351,1.0,0.08333333333333336,0,0.03291949999402277,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02768740530303763,0.06334757968578444,nan,nan,nan,nan,0,0.020005762235389014
reservoir-R1024,reservoir,PS2-GMM5-unequal,gauss,concentrated,4,0.0025871939048400794,0.03372312190971748,0.0604366549435989,1.0,0.0208333333333333,0,0.027386500005377457,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.02318866000870694,0.02749170712656768,nan,nan,nan,nan,0,0.020005762235389014
reservoir-R2048,reservoir,PS2-GMM5-unequal,gauss,concentrated,4,0.0038900698089776586,0.040736085422679875,0.07908770132137073,1.0,0.058333333333333307,0,0.030963099998189136,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.022550301695128894,0.03333911632105473,nan,nan,nan,nan,0,0.020005762235389014
kll-style-k64,kll-style,PS2-GMM5-unequal,gauss,concentrated,4,0.0028200874003072585,0.03415418201881514,0.06227625206802586,1.0,0.029166666666666632,0,0.19665269998949952,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.03637165238524468,0.03069290650296313,nan,nan,nan,nan,0,0.020005762235389014
kll-style-k128,kll-style,PS2-GMM5-unequal,gauss,concentrated,4,0.0028965735436004003,0.03363220793232597,0.0644737002132199,1.0,0.029166666666666632,0,0.19038020001607947,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.025929501575391933,0.015353104572536596,nan,nan,nan,nan,0,0.020005762235389014
exact-pooled-ceiling,exact-pooled,PS2-GMM5-unequal,gauss,concentrated,4,0.0028416586630020113,0.03343772801119698,0.06551581589540209,1.0,0.029166666666666632,0,0.026148199976887554,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.022293607844794016,0.0,nan,nan,nan,nan,0,0.020005762235389014
paper-tau1,paper,PS2-GMM5-unequal,gauss,far,0,0.014285985148900782,0.07722954045995233,0.09726035858103635,1.0,0.075,0,0.07987339998362586,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.01147510991180239
historical-online-psqt,historical,PS2-GMM5-unequal,gauss,far,0,0.0043095248844713385,0.04730437815235372,0.06736200040826888,1.0,0.035416666666666693,0,0.10515089999535121,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.018084974401069046,0.05517443235749546,nan,nan,nan,nan,0,0.01147510991180239
batch-mean-table,batch-mean,PS2-GMM5-unequal,gauss,far,0,0.004359951754092428,0.04732341434858094,0.06803181863532841,1.0,0.058333333333333307,0,0.05414690001634881,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.021271487892698417,0.055174432357495445,nan,nan,nan,nan,0,0.01147510991180239
batch-median-table,batch-median,PS2-GMM5-unequal,gauss,far,0,0.0015249086007256274,0.029434279193442693,0.050245663439562896,1.0,0.035416666666666693,0,0.06662349999533035,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.018983697992192287,0.02967282637949399,nan,nan,nan,nan,0,0.01147510991180239
reservoir-R512,reservoir,PS2-GMM5-unequal,gauss,far,0,0.0017804807717052284,0.024953225204553228,0.04584249037387493,1.0,0.04166666666666667,0,0.028528599999845028,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.029547889055981602,0.05340069600519312,nan,nan,nan,nan,0,0.01147510991180239
reservoir-R1024,reservoir,PS2-GMM5-unequal,gauss,far,0,0.0018485485499488696,0.02793450166073129,0.05007315236164396,1.0,0.12083333333333333,0,0.027915500017115846,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.028810997780551934,0.05808970438779043,nan,nan,nan,nan,0,0.01147510991180239
