arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.1474967000031029,0.0001953999963006936,0.05061269999714568,0.19830479999654926,64,64,3,3,3.716130289633486,1.5222432499938814,0.013951138565793775,0.11230356962629713,0.22299952440592974,1.0080506801605225,1.471432570421677,1.0,0.04062499999999995,0.020312499999999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1187595607,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,0,0.1474967000031029,0.0,0.0,0.0,0.0,0.19707263447344303
cta-kll-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.15465459999541054,0.0001953999963006936,0.04359969999495661,0.19844969998666784,64,64,3,3,3.716130289633486,1.5222432499938814,0.008653362907799389,0.08740438801852664,0.1915410073249202,0.9928258657455444,1.4841696828321282,1.0,0.030859374999999953,0.015429687499999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1187595607,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,98048,0.15465459999541054,0.0,0.0,0.0,0.0,0.19529164656996728
cta-exact-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,0,2026072201,1.0,0.15,0.1465775999968173,0.00018080000154441223,0.048688499999116175,0.19544689999747789,64,64,3,3,3.970187330149545,1.4248330819390589,0.007126477594249225,0.08070687038484724,0.11574230349605365,0.9844228029251099,1.0891468083487765,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,2084644950,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,0,0.1465775999968173,0.0,0.0,0.0,0.0,0.1670842543244362
paper-neural-optimized,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,1,2026072201,1.0,0.15,0.3414660000053118,0.0,0.0,0.3414660000053118,64,64,3,3,3.970187330149545,1.4248330819390589,0.022063769182052217,0.12765382042472886,0.2350362000162326,0.7378913760185242,1.1077235406963597,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3414660000053118,0.0,0.0,0.0,0.0,0.0
cta-kll-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,2,2026072201,1.0,0.15,0.20951120000245282,0.00018080000154441223,0.04164409999793861,0.25133610000193585,64,64,3,3,3.970187330149545,1.4248330819390589,0.011841876569571808,0.10714592208690187,0.15218386622704744,1.0193867683410645,1.0669364135520343,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,2084644950,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.008269638288766146,0.9999851584434509,0.0004306287373765372,0.036287385039031506,0.002117390977218747,28.923049926757812,0.2408033348619938,7.763713836669922,0.12111876572016626,1.1286588907241821,4,4,67584,98048,0.20951120000245282,0.25,0.25,0.25,7.937427875776256,0.19417835399508476
cta-kll-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,3,2026072201,1.0,0.15,0.14591610000206856,0.00018080000154441223,0.04164409999793861,0.18774100000155158,64,64,3,3,3.970187330149545,1.4248330819390589,0.004729036211638116,0.06204740154689879,0.09307292966945102,0.959235429763794,1.0986677733026164,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,2084644950,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,98048,0.14591610000206856,0.0,0.0,0.0,0.0,0.17372583001852035
cta-kll-guarded,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.25673969999479596,0.00018080000154441223,0.04164409999793861,0.298564599994279,64,64,3,3,3.970187330149545,1.4248330819390589,0.0040312948563892,0.05172615350774323,0.07888548168345959,0.9452915787696838,1.110952116279517,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,2084644950,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.009456884814426303,0.9999851584434509,0.00040452717075822875,0.03657782729715109,0.0019413534319028258,28.923049926757812,0.2408033348619938,7.763713836669922,0.12142896729055792,1.1452276706695557,4,4,67584,98048,0.25673969999479596,0.2425,0.1,0.2425,8.217324414534291,0.19368685819208623
cta-exact-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.20567139999911888,0.00018080000154441223,0.048688499999116175,0.25454069999977946,64,64,3,3,3.970187330149545,1.4248330819390589,0.008342962889858141,0.09234986329916851,0.1322514757030233,1.0004328489303589,1.0662663169152762,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,2084644950,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.008333459962159395,0.9999851584434509,0.0004461590651771985,0.03634956758469343,0.0021491986699402332,28.923049926757812,0.2408033348619938,7.763713836669922,0.1177221235120669,1.159366488456726,4,4,67584,0,0.20567139999911888,0.25,0.25,0.25,7.451812926517453,0.18887656219303608
cta-kll-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,0,2026072201,1.0,0.15,0.20546219999960158,0.00018290000298293307,0.04325940000126138,0.2489045000038459,64,64,3,3,3.932631535186106,1.4384399349085415,0.014123014699013448,0.10337669629141465,0.15397796016524867,0.8787044882774353,1.9726677079418584,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,3893130014,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.01838079234585166,0.9998652935028076,0.0010938100458588451,0.03953796997666359,0.0026411262806504965,89.3679428100586,0.2305919535458088,6.380781173706055,0.1879648517817259,2.3766462802886963,4,4,67584,98048,0.20546219999960158,0.25,0.25,0.25,5.490979734053924,0.18387967962771654
cta-exact-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,1,2026072201,1.0,0.15,0.14834680000058142,0.00018290000298293307,0.05448810000234516,0.20301780000590952,64,64,3,3,3.932631535186106,1.4384399349085415,0.010500603595828162,0.10099918658512634,0.15810640979202595,0.888623833656311,1.9832753777683378,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,3893130014,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,0,0.14834680000058142,0.0,0.0,0.0,0.0,0.15432011615484953
cta-kll-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,2,2026072201,1.0,0.15,0.15463440000166884,0.00018290000298293307,0.04325940000126138,0.19807670000591315,64,64,3,3,3.932631535186106,1.4384399349085415,0.006411269771417816,0.07973133313438635,0.12914252294989587,0.8866119980812073,1.9768928332776667,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,3893130014,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,98048,0.15463440000166884,0.0,0.0,0.0,0.0,0.16211702767759562
cta-kll-guarded,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,3,2026072201,1.0,0.15,0.25514619999739807,0.00018290000298293307,0.04325940000126138,0.2985885000016424,64,64,3,3,3.932631535186106,1.4384399349085415,0.006802756968788293,0.0821230830859648,0.1431017518744542,0.8851242065429688,1.987141301268554,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,3893130014,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.017446584533900023,0.9998652935028076,0.001091742393327877,0.039670148864388466,0.0026696876157075167,89.3679428100586,0.2305919535458088,6.380781173706055,0.18693063464015722,2.3111114501953125,4,4,67584,98048,0.25514619999739807,0.2375,0.0,0.2375,5.163192965207757,0.18343826588243245
paper-neural-optimized,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.3494785000002594,0.0,0.0,0.3494785000002594,64,64,3,3,3.932631535186106,1.4384399349085415,0.046007398269818145,0.21317680656938698,0.46944867686271524,0.6399060487747192,1.8439159893322303,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3494785000002594,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.21019430000160355,0.00018290000298293307,0.05448810000234516,0.26486530000693165,64,64,3,3,3.932631535186106,1.4384399349085415,0.011741228330829356,0.10119484785967255,0.16003106390793298,0.8696430921554565,1.9871456257165199,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,3893130014,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.018389191245660186,0.9998652935028076,0.001108284544898197,0.03952121175825596,0.002862198743969202,89.3679428100586,0.2305919535458088,6.380781173706055,0.18354037627577782,2.1691410541534424,4,4,67584,0,0.21019430000160355,0.25,0.25,0.25,5.549187394050334,0.17464828677475452
cta-exact-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,0,2026072201,1.0,0.15,0.21341640000173356,0.00020760000188602135,0.049164900003233925,0.2627889000068535,64,64,10,10,1.657322008175897,2.4135321803893337,0.011094701207069235,0.07011689861665422,0.10664425716059997,1.0004956722259521,2.041515215739766,1.0,0.0634765625,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,2077447543,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,2,1048576,0.0551216546446085,0.9987671971321106,0.01807723380625248,0.07683851942420006,0.04104655981063843,3.1308987140655518,0.4362525373697281,2.905740976333618,0.4366905421949923,2.1106200218200684,4,4,68608,0,0.21341640000173356,0.25,0.25,0.25,3.784397015941704,0.2057098001241684
cta-kll-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,1,2026072201,1.0,0.15,0.14746359999844572,0.00020760000188602135,0.05120909999823198,0.19888029999856371,64,64,10,10,1.657322008175897,2.4135321803893337,0.013204138180233471,0.07586337256644127,0.1137173736549761,0.9877588748931885,2.0544031968886936,1.0,0.0546875,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,2077447543,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,68608,98048,0.14746359999844572,0.0,0.0,0.0,0.0,0.18843613862991332
cta-kll-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,2,2026072201,1.0,0.15,0.2096192000026349,0.00020760000188602135,0.05120909999823198,0.2610359000027529,64,64,10,10,1.657322008175897,2.4135321803893337,0.01108506763466277,0.06989232925652594,0.10723945471592441,0.9996010065078735,2.044604245837941,1.0,0.064453125,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,2077447543,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,2,1048576,0.05515838973224163,0.9987711906433105,0.017964426428079605,0.07652818039059639,0.04066452011466026,3.1308987140655518,0.4362525373697281,2.905740976333618,0.4369479910470545,2.1238925457000732,4,4,68608,98048,0.2096192000026349,0.25,0.25,0.25,3.7946144969266506,0.20552508048713208
paper-neural-optimized,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,3,2026072201,1.0,0.15,0.3416254999974626,0.0,0.0,0.3416254999974626,64,64,10,10,1.657322008175897,2.4135321803893337,0.02687170949355977,0.10552388855169759,0.14487367394795397,0.9110780358314514,1.8877182141836901,1.0,0.1279296875,nan,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3416254999974626,0.0,0.0,0.0,0.0,0.0
cta-exact-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.14234399999986636,0.00020760000188602135,0.049164900003233925,0.1917165000049863,64,64,10,10,1.657322008175897,2.4135321803893337,0.013195304773488736,0.07597797517008915,0.11327319115744129,0.988480269908905,2.0585314498878704,1.0,0.0546875,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,2077447543,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,68608,0,0.14234399999986636,0.0,0.0,0.0,0.0,0.18872842490673064
cta-kll-guarded,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.2555675000039628,0.00020760000188602135,0.05120909999823198,0.3069842000040808,64,64,10,10,1.657322008175897,2.4135321803893337,0.011872982450490177,0.07197282563001349,0.11009622953934822,0.9969163537025452,2.034832094939362,1.0,0.0615234375,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,2077447543,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,2,1048576,0.053404755890369415,0.9989119172096252,0.01801332551985979,0.07560577243566513,0.03996063768863678,3.1308987140655518,0.4362525373697281,2.905740976333618,0.4306476362980902,2.330022096633911,4,4,68608,98048,0.2555675000039628,0.2125,0.0,0.2125,3.7520908967711364,0.20083182118833065
