arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06684160296243213,0.16174329967130832,0.2790539707891212,0.7716968655586243,5.998159401940151,nan,nan,nan,16,1024,2048,32,2048,2048,262144,2031616.0,0,37376,0,0.020809099994949065,0.0,0.0,0.0,0.9808250665664673
cta-kll-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06512173435377377,0.15975037064221806,0.27501974747308733,0.7779043316841125,6.008902024732979,nan,nan,nan,16,1024,2048,32,2048,2048,262144,589824.0,0,37376,72960,0.01945319999504136,0.0,0.0,0.0,0.9848758578300476
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06696696819243364,0.1606845513904744,0.2645576080477483,0.8121954202651978,5.885211339254046,nan,nan,nan,16,1024,2048,32,2048,3072,262144,2031616.0,1048576,37376,0,0.04437989999860292,0.25,0.25,49.66163133008076,1.0820999145507812
cta-kll-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06686090575497872,0.16099422540549665,0.2633497753214174,0.8164375424385071,5.897945782409412,nan,nan,nan,16,1024,2048,32,2048,3072,262144,589824.0,1048576,37376,72960,0.041260300000431016,0.25,0.25,49.83939104423722,1.0874064266681671
cta-kll-guarded,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06686090575497872,0.16099422540549665,0.2633497753214174,0.8164375424385071,5.897945782409412,nan,nan,nan,16,1024,2048,32,2048,3072,655360,1179648.0,1048576,37376,72960,0.05067179999605287,0.25,0.25,49.83939104423722,1.0874064266681671
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.08667352905775427,0.14462796842945247,0.24246582221161583,0.8468848466873169,9.17394706754537,nan,nan,nan,16,1024,2048,32,2048,2048,786432,6094848.0,0,123392,0,0.029180999998061452,0.0,0.0,0.0,1.3683249652385712
cta-kll-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.08615043681420875,0.14448033079347458,0.24309468293394776,0.8466357588768005,9.188051481569866,nan,nan,nan,16,1024,2048,32,2048,2048,786432,1769472.0,0,123392,218880,0.029260799994517583,0.0,0.0,0.0,1.3660407364368439
cta-exact-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.0711980265428922,0.13531353344091368,0.23356184328825771,0.8610621094703674,9.251179809689743,nan,nan,nan,16,1024,2048,32,2048,3072,786432,6094848.0,1048576,123392,0,0.052380799999809824,0.25,0.25,28.386781486796696,1.4639361798763275
cta-kll-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.07207358411945552,0.13627060001525804,0.23506705765113306,0.8609170317649841,9.240649772168473,nan,nan,nan,16,1024,2048,32,2048,3072,786432,1769472.0,1048576,123392,218880,0.05493019999994431,0.25,0.25,28.319988558292593,1.4610922634601593
cta-kll-guarded,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.07207358411945552,0.13627060001525804,0.23506705765113306,0.8609170317649841,9.240649772168473,nan,nan,nan,16,1024,2048,32,2048,3072,1966080,3538944.0,1048576,123392,218880,0.07770619999791961,0.25,0.25,28.319988558292593,1.4610922634601593
