all_reportable_components_reached,arm,cell,denominator_min,descent_step_cosine,ed2,effective_step_norm,family,field_max,field_rms,finisher_qld_gradient_cosine,floor_activations,init,mass_l1,minimum_component_occupancy,negative_terms,output_mean,output_q01,output_q10,output_q50,output_q90,output_q99,output_std,parameter_gradient_norm,phase,quantile_cdf_error,seed,step,sw1,target,wall_seconds,work_backward_examples,work_diagnostic_generator_example_evals,work_diagnostic_generator_forward_calls,work_diagnostic_target_samples,work_generator_example_evals,work_generator_forward_calls,work_kernel_pairs,work_metric_generator_example_evals,work_metric_generator_forward_calls,work_metric_target_samples,work_negative_reference_samples,work_optimizer_updates,work_positive_target_samples,work_sort_work,work_unique_latent_samples
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,nan,nan,1.8694647162962519,nan,separated-unequal-rare,nan,nan,nan,0.0,concentrated,1.6400000000000003,0.0,0.0,-0.00263701064477901,-0.0675860244879421,-0.05409409687478549,-0.005408544726046304,0.05412432429500285,0.06908780709265439,0.03982090354693476,nan,initial,0.30229334677419356,0,0,1.7763710844005636,CF-A03-rare030,0.003708600008394569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,1.0,512.0,0.0,0.0,0.0,0.0,0.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,nan,0.28315224911055514,0.6698089815584702,0.07128983874277242,separated-unequal-rare,2.5680414993191905,1.2085183655168497,1.0,0.0,concentrated,0.86,0.0,0.0,-0.3008617736504064,-1.710195871634291,-1.5427008479823594,-0.4945993448643182,1.2542948705345907,1.522565007441239,1.0420588217763913,1.982390275200968,prefix,0.22360131048387097,0,25,1.1390019299389742,CF-A03-rare030,0.010621099994750693,800.0,0.0,0.0,0.0,800.0,25.0,0.0,1024.0,2.0,1024.0,0.0,25.0,800.0,8000.0,800.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,nan,0.3583050441478369,0.18658408083142985,0.047158764065544194,separated-unequal-rare,2.299989622522518,1.0635553853631798,1.0,0.0,concentrated,0.26,0.0,0.0,-0.6838060053908106,-2.7050870346133564,-2.5401494229488675,-1.2286283526684776,1.9408192743190422,2.369828515822474,1.6819049753947768,1.6693435437814022,prefix,0.14642137096774194,0,42,0.6489227512977742,CF-A03-rare030,0.01672009998583235,1344.0,0.0,0.0,0.0,1344.0,42.0,0.0,1536.0,3.0,1536.0,0.0,42.0,1344.0,13440.0,1344.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,0.17607147763628364,0.4280943371434628,0.1962867831295112,0.08598015411814423,separated-unequal-rare,0.44017652135828456,0.25184169292124814,0.7172865018953628,0.0,concentrated,0.24765625000000005,0.0,32.0,-0.6896011143352534,-2.656558543072265,-2.487554864672692,-1.244157034116558,1.8913107978253683,2.3041285354369054,1.6345378867856266,0.3455534288322253,finisher,0.15120967741935484,0,43,0.6463808249120138,CF-A03-rare030,0.425804500002414,1376.0,64.0,2.0,32.0,1408.0,44.0,2048.0,2048.0,4.0,2048.0,32.0,43.0,1376.0,13440.0,1408.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,0.22362137131326162,0.24172125590111207,0.17331945821790584,0.05640291188648584,separated-unequal-rare,0.42977786496107273,0.3112387056190153,0.616836428602314,0.0,concentrated,0.23984375000000005,0.0,32.0,-0.7178004491499343,-2.7154816749392325,-2.545731297435997,-1.2855048015901371,1.941075436684414,2.354544891941411,1.6709083791226214,1.0131677049445633,finisher,0.1431451612903226,0,44,0.6229361127056106,CF-A03-rare030,0.42887159998645075,1408.0,128.0,4.0,64.0,1472.0,46.0,4096.0,2560.0,5.0,2560.0,64.0,44.0,1408.0,13440.0,1472.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,0.20077793300660418,0.3474902467841626,0.1514615737067153,0.043483583182947316,separated-unequal-rare,0.27225404106985,0.20355594164510485,0.5160429768230305,0.0,concentrated,0.23593750000000005,0.0,32.0,-0.7475326770734836,-2.778638691192208,-2.608896573685963,-1.327145571201413,1.9827066989131743,2.409085863862615,1.7091819044130638,0.5240272061932497,finisher,0.12991431451612903,0,45,0.5971360770835155,CF-A03-rare030,0.4316765000112355,1440.0,192.0,6.0,96.0,1536.0,48.0,6144.0,3072.0,6.0,3072.0,96.0,45.0,1440.0,13440.0,1536.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,0.2445538320037399,0.3829328004883736,0.13508925341987466,0.039845182881299755,separated-unequal-rare,0.23045167201457556,0.14659859637119954,0.6427490963461303,0.0,concentrated,0.22484375000000004,0.0,32.0,-0.7755807393040007,-2.8303948867276185,-2.6610754911832784,-1.3592489256984084,2.0116375597672707,2.45152948773794,1.7374747733281428,0.19131330267077032,finisher,0.1164944556451613,0,46,0.5724637307234557,CF-A03-rare030,0.4344479000137653,1472.0,256.0,8.0,128.0,1600.0,50.0,8192.0,3584.0,7.0,3584.0,128.0,46.0,1472.0,13440.0,1600.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,0.1905417062095826,0.36849058085817094,0.12323448978370077,0.035369763041074045,separated-unequal-rare,0.16492618387787106,0.10590982228454884,0.8066634296998408,0.0,concentrated,0.22484375000000004,0.0,32.0,-0.8014908707632621,-2.8730619342207824,-2.7025526952002275,-1.3991873706368334,2.0263471503145194,2.4820545688527402,1.7580457816400423,0.13309756570031533,finisher,0.10408266129032258,0,47,0.5514920187472241,CF-A03-rare030,0.4370643000002019,1504.0,320.0,10.0,160.0,1664.0,52.0,10240.0,4096.0,8.0,4096.0,160.0,47.0,1504.0,13440.0,1664.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,0.21664822906205605,0.4138599394925594,0.10113098518482921,0.03322996572969594,separated-unequal-rare,0.30733083909599135,0.17387280628643165,0.9763582351476389,0.0,concentrated,0.225625,0.0,32.0,-0.8779328374133228,-2.996144830585073,-2.8246019659297152,-1.5139283425294878,2.0622566862243206,2.567820640662239,1.814499629281318,0.179331877338073,finisher,0.08171622983870967,0,50,0.5119124279479478,CF-A03-rare030,0.4405476000101771,1600.0,384.0,12.0,192.0,1856.0,58.0,16384.0,4608.0,9.0,4608.0,256.0,50.0,1600.0,13440.0,1856.0
0.0,qld-sharp-crossfit-t1,CF-A03-rare030/concentrated,0.21543246106920053,0.33098694875575,0.07579235819255126,0.03451285692410499,separated-unequal-rare,0.3323998453193411,0.1809374911050216,0.9423999477964762,0.0,concentrated,0.194375,0.0,32.0,-1.0086547158361947,-3.0675208572523625,-2.881226992123308,-1.6089884964011594,1.8931350341617958,2.5242709102915657,1.7496395938873246,0.46456722753982455,finisher,0.07390372983870967,0,60,0.42114277958338486,CF-A03-rare030,0.44594959999085404,1920.0,448.0,14.0,224.0,2496.0,78.0,36864.0,5120.0,10.0,5120.0,576.0,60.0,1920.0,13440.0,2496.0
0.0,qld-kgrad-crossfit-t1,CF-A03-rare030/concentrated,nan,nan,1.8694647162962519,nan,separated-unequal-rare,nan,nan,nan,0.0,concentrated,1.6400000000000003,0.0,0.0,-0.00263701064477901,-0.0675860244879421,-0.05409409687478549,-0.005408544726046304,0.05412432429500285,0.06908780709265439,0.03982090354693476,nan,initial,0.30229334677419356,0,0,1.7763710844005636,CF-A03-rare030,0.003708600008394569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,1.0,512.0,0.0,0.0,0.0,0.0,0.0
0.0,qld-kgrad-crossfit-t1,CF-A03-rare030/concentrated,nan,0.28315224911055514,0.6698089815584702,0.07128983874277242,separated-unequal-rare,2.5680414993191905,1.2085183655168497,1.0,0.0,concentrated,0.86,0.0,0.0,-0.3008617736504064,-1.710195871634291,-1.5427008479823594,-0.4945993448643182,1.2542948705345907,1.522565007441239,1.0420588217763913,1.982390275200968,prefix,0.22360131048387097,0,25,1.1390019299389742,CF-A03-rare030,0.010621099994750693,800.0,0.0,0.0,0.0,800.0,25.0,0.0,1024.0,2.0,1024.0,0.0,25.0,800.0,8000.0,800.0
0.0,qld-kgrad-crossfit-t1,CF-A03-rare030/concentrated,nan,0.3583050441478369,0.18658408083142985,0.047158764065544194,separated-unequal-rare,2.299989622522518,1.0635553853631798,1.0,0.0,concentrated,0.26,0.0,0.0,-0.6838060053908106,-2.7050870346133564,-2.5401494229488675,-1.2286283526684776,1.9408192743190422,2.369828515822474,1.6819049753947768,1.6693435437814022,prefix,0.14642137096774194,0,42,0.6489227512977742,CF-A03-rare030,0.01672009998583235,1344.0,0.0,0.0,0.0,1344.0,42.0,0.0,1536.0,3.0,1536.0,0.0,42.0,1344.0,13440.0,1344.0
0.0,qld-kgrad-crossfit-t1,CF-A03-rare030/concentrated,0.06593244732141444,0.3621022631835797,0.1611263152732083,0.086033872201264,separated-unequal-rare,1.4272825703992134,0.7544462323591364,0.9111733135488072,0.0,concentrated,0.24437500000000004,0.0,32.0,-0.7177046302311577,-2.7861001630948286,-2.610169490914588,-1.3035891946956581,2.0007886145373344,2.4307419739131664,1.7226269232141307,1.1452188291187204,finisher,0.13073336693548387,0,43,0.619613360284435,CF-A03-rare030,0.4487596999970265,1376.0,64.0,2.0,32.0,1408.0,44.0,2048.0,2048.0,4.0,2048.0,32.0,43.0,1376.0,13440.0,1408.0
0.0,qld-kgrad-crossfit-t1,CF-A03-rare030/concentrated,0.09526101903705217,0.28435098553173616,0.13965467983343416,0.058711357334733184,separated-unequal-rare,1.7820899909896295,0.937437825612723,0.6611754105234136,0.0,concentrated,0.23656250000000004,0.0,32.0,-0.7499810906805714,-2.867060864855567,-2.692781108234706,-1.3604203100911418,2.0742570315366726,2.5047677747798156,1.7786829335375027,2.8338907385692296,finisher,0.11107610887096774,0,44,0.5942854323560018,CF-A03-rare030,0.4513596000033431,1408.0,128.0,4.0,64.0,1472.0,46.0,4096.0,2560.0,5.0,2560.0,64.0,44.0,1408.0,13440.0,1472.0
