arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.8960485534231983,1.45194654838736,0.0047112574531935625,0.057503484855676225,0.19116115372160347,0.9992895126342773,1.078028214354685,1.0,0.185546875,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,89617038,32,32,0,67584,0,0.18191549999755807,0.0,0.0,0.0,0.16814469862729312
cta-kll-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.8960485534231983,1.45194654838736,0.003819461768281185,0.05024920691097928,0.17472806090242995,0.9907578825950623,1.0756961844280581,1.0,0.1669921875,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,89617038,32,32,0,67584,98048,0.19107999999687308,0.0,0.0,0.0,0.16325213368982078
cta-exact-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.8960485534231983,1.45194654838736,0.006814077912421501,0.06894884215949064,0.2011206798736012,1.011373519897461,1.0738834329077491,1.0,0.1923828125,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,89617038,32,32,10485760,67584,0,0.2636643000005279,0.25,0.25,6.646996718850535,0.18648423552513121
cta-kll-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.8960485534231983,1.45194654838736,0.006779683753156851,0.07001963232454303,0.1957375145405176,1.009379506111145,1.0756547956418523,1.0,0.1962890625,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,89617038,32,32,10485760,67584,98048,0.24465160000545438,0.25,0.25,6.380390703755522,0.1839587651193142
cta-kll-guarded,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.8960485534231983,1.45194654838736,0.006698624929724284,0.0644426531772415,0.1792968558730459,0.9795225858688354,1.0855447287177347,1.0,0.2197265625,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,89617038,32,32,10485760,67584,98048,0.34197970000241185,0.20750000000000002,0.0,6.670098594653076,0.18495050612837077
cta-exact-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.7872162686682413,1.4936707724593687,0.009634511291294334,0.10608662426823177,0.23852272393678614,0.8677858710289001,1.7042878083010622,1.0,0.017968750000000047,0.008984375000000003,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1357488167,32,32,0,67584,0,0.1778589000023203,0.0,0.0,0.0,0.20945865474641323
cta-kll-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.7872162686682413,1.4936707724593687,0.009412071742773698,0.10502233570932083,0.24045049952614378,0.8653830289840698,1.7145723379162592,1.0,0.018945312500000047,0.009472656250000003,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1357488167,32,32,0,67584,98048,0.17834770000627032,0.0,0.0,0.0,0.20620859749615192
cta-exact-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.7872162686682413,1.4936707724593687,0.01461648598054266,0.12597740131057253,0.2886020016637816,0.8358437418937683,1.7583506517290783,1.0,0.027734375000000047,0.013867187500000003,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1357488167,32,32,10485760,67584,0,0.24332119999598945,0.25,0.25,7.016045064256718,0.232138829305768
cta-kll-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.7872162686682413,1.4936707724593687,0.013800217675022264,0.12503526381275384,0.29577562394220686,0.8301416039466858,1.7743395770555435,1.0,0.029687500000000047,0.014843750000000003,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1357488167,32,32,10485760,67584,98048,0.23952339999959804,0.25,0.25,6.773171947448153,0.2286264155060053
cta-kll-guarded,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.7872162686682413,1.4936707724593687,0.007738362495019135,0.09080010755215943,0.21371383834470384,0.8939825892448425,1.6106595483713892,1.0,0.006250000000000047,0.0031250000000000028,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,1357488167,32,32,10485760,67584,98048,0.3302638000022853,0.2,0.0,6.086003726813049,0.22108250446617603
cta-exact-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.5815699660346505,1.5794342434011945,0.009566596367028168,0.08064323853715699,0.11339468903608017,0.9219385981559753,1.1253672678338127,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,0,67584,0,0.1881171999993967,0.0,0.0,0.0,0.16906777992844582
cta-kll-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.5815699660346505,1.5794342434011945,0.009978139678417985,0.08070094759106129,0.11217864562693318,0.9332557916641235,1.1264027468564477,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,0,67584,98048,0.17634750000433996,0.0,0.0,0.0,0.17393428795039653
cta-exact-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.5815699660346505,1.5794342434011945,0.006638579065205263,0.06415383415994569,0.09837536345886413,0.9141272306442261,1.1197037402847736,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,10485760,67584,0,0.2516715999954613,0.25,0.25,8.530396001012587,0.1986031338572502
cta-kll-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.5815699660346505,1.5794342434011945,0.005634181507581992,0.05594310570758743,0.08773116367163755,0.9240882992744446,1.133769577450342,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,10485760,67584,98048,0.2553090000001248,0.25,0.25,8.865774334996575,0.205075241625309
cta-kll-guarded,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.5815699660346505,1.5794342434011945,0.005634181507581992,0.05594310570758743,0.08773116367163755,0.9240882992744446,1.133769577450342,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,1889403943,32,32,10485760,67584,98048,0.3294729000044754,0.25,0.25,8.865774334996575,0.205075241625309
cta-exact-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,64,64,64,3,3,3.9108119718572762,1.4464654118377098,0.0025127612330222426,0.04501414173576717,0.09740467516044077,1.0059893131256104,1.920180524703449,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,3387850064,32,32,0,67584,0,0.1837417999995523,0.0,0.0,0.0,0.15968837719410658
