arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.005552609886508408,0.06269311034163762,0.20473098594421568,0.9964474439620972,1.0764514011692001,1.0,0.205078125,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,89617038,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,0,0.16232080000190763,0.0,0.0,0.0,0.0,0.16945426966995
cta-kll-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.006281858155459785,0.06719195323759175,0.21500606972492126,1.0042321681976318,1.0778562233718596,1.0,0.2080078125,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,89617038,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,98048,0.1540649999951711,0.0,0.0,0.0,0.0,0.16661154460161925
cta-exact-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.006129316132029272,0.06997424422285052,0.20839083996359872,1.0088289976119995,1.070529873123799,1.0,0.18359375,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.13132727071642875,1.987346887588501,0.09979444674681873,1.6343497037887573,67584,0,0.41694229999848176,0.25,0.25,0.25,6.356553590107227,0.18867111392319202
cta-kll-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.006198004792877354,0.07010304785038005,0.2216083201160431,1.0052635669708252,1.0723186309613204,1.0,0.1787109375,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.13132727071642875,1.987346887588501,0.0996596860466525,1.0581214427947998,67584,98048,0.40001889999984996,0.25,0.25,0.25,6.38502899030058,0.18535068817436695
cta-kll-guarded,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.004484159231850748,0.057023272129406506,0.17995782375561423,0.9799981117248535,1.0804348667293628,1.0,0.201171875,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.13132727071642875,1.987346887588501,0.10201632555108517,1.5323683023452759,67584,98048,0.4669378000035067,0.1975,0.0,0.1975,6.267369176584596,0.18363072648644446
cta-exact-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.01094599642414007,0.1085756581420024,0.23277452789355885,0.8862417340278625,1.6956434942040546,1.0,0.016015625000000047,0.008007812500000003,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1357488167,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,0,0.14182129999971949,0.0,0.0,0.0,0.0,0.21411947049200536
cta-kll-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.009918896758176032,0.10065767340701262,0.19300190957865657,0.9303578734397888,1.5328806446693422,1.0,0.005468749999999953,0.0027343749999999972,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1357488167,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,98048,0.14832020000176271,0.0,0.0,0.0,0.0,0.21810809411108495
cta-exact-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.015455716016538279,0.11760996396510529,0.19437140724602422,0.9482362270355225,1.5168422386683704,1.0,0.0005859374999999528,0.0002929687499999972,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.22988930493593215,3.1668126583099365,0.17345976064680144,2.312023162841797,67584,0,0.40053460000490304,0.25,0.25,0.25,6.726696069719499,0.2369820088148117
cta-kll-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.01846651149242806,0.12400221999643439,0.18864285283001947,0.9590047597885132,1.4723621869777204,1.0,0.011328124999999953,0.005664062499999997,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.22988930493593215,3.1668126583099365,0.17186471688328311,2.302457094192505,67584,98048,0.4020347000041511,0.25,0.25,0.25,6.895933841633715,0.24013757966458799
cta-kll-guarded,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.005313736833447713,0.08063538447301619,0.18021576543404083,0.9165776968002319,1.4606503918318519,1.0,0.009374999999999953,0.004687499999999997,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.22988930493593215,3.1668126583099365,0.16539843733189627,1.9167736768722534,67584,98048,0.4486800000013318,0.2125,0.0,0.2125,6.370258234737295,0.2392783969640732
cta-exact-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.009139235522682476,0.07746346288149097,0.11367663067173754,0.9257023334503174,1.1261228590247296,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1889403943,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,0,0.1500771999999415,0.0,0.0,0.0,0.0,0.169986866787076
cta-kll-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.011909527453983326,0.08978981150407182,0.12572315417089147,0.9332490563392639,1.1129089995608163,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1889403943,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,98048,0.14764039999863598,0.0,0.0,0.0,0.0,0.17530810572206973
