all_reportable_components_reached,arm,cap_activated,cell,committed_step_norm,descent_step_cosine,ed2,family,field_max,field_rms,floor_activations,init,learning_rate,mass_l1,minimum_component_occupancy,negative_ess_min,negative_ess_p01,negative_ess_p10,negative_ess_p50,negative_ess_p90,negative_mass_min,negative_mass_p01,negative_mass_p10,negative_mass_p50,negative_mass_p90,negative_max_share_min,negative_max_share_p01,negative_max_share_p10,negative_max_share_p50,negative_max_share_p90,negative_neighbor_count_min,negative_neighbor_count_p01,negative_neighbor_count_p10,negative_neighbor_count_p50,negative_neighbor_count_p90,output_mean,output_q01,output_q10,output_q50,output_q90,output_q99,output_std,paper_calibration_median_step,paper_state_restored,paper_state_saved_step_index,parameter_gradient_norm,phase,positive_ess_min,positive_ess_p01,positive_ess_p10,positive_ess_p50,positive_ess_p90,positive_mass_min,positive_mass_p01,positive_mass_p10,positive_mass_p50,positive_mass_p90,positive_max_share_min,positive_max_share_p01,positive_max_share_p10,positive_max_share_p50,positive_max_share_p90,positive_neighbor_count_min,positive_neighbor_count_p01,positive_neighbor_count_p10,positive_neighbor_count_p50,positive_neighbor_count_p90,positive_target_samples,pre_cap_step_norm,quantile_cdf_error,seed,sharp_paper_gradient_cosine,sharp_qld_gradient_cosine,step,sw1,target,trust_cap,wall_seconds,work_backward_examples,work_calibration_backward_examples,work_calibration_generator_example_evals,work_calibration_generator_forward_calls,work_calibration_kernel_pairs,work_calibration_optimizer_updates,work_calibration_target_samples,work_calibration_unique_latent_samples,work_diagnostic_generator_example_evals,work_diagnostic_generator_forward_calls,work_diagnostic_target_samples,work_generator_example_evals,work_generator_forward_calls,work_kernel_pairs,work_metric_generator_example_evals,work_metric_generator_forward_calls,work_metric_target_samples,work_optimizer_updates,work_positive_target_samples,work_sort_work,work_unique_latent_samples
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.009740311810803995,-0.29531465131782414,0.04803252723664064,separated-unequal-rare,0.1771917018446273,0.09059512151556214,0.0,concentrated,0.0025,0.11546875000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3892596926032823,-2.9662305544947363,-2.644570302324891,-1.587969560915265,0.15022284110469486,1.4425795863922404,1.0760089550396057,0.017905827271507524,0,84,0.11798525871896441,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.009740311810803995,0.07283266129032258,0,0.998097817964009,0.7743130616343468,90,0.23932189983280644,CF-A01-rare005,nan,0.06545480000204407,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,11.0,352.0,2880.0,90.0,12288.0,5632.0,11.0,5632.0,90.0,2880.0,26880.0,2880.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.008433678520625596,0.030764549461855206,0.047880632408533685,separated-unequal-rare,0.18508537128864155,0.06317001815753562,0.0,concentrated,0.0025,0.11546875000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3867770919599167,-2.969797931646144,-2.6507535392769115,-1.5798831447209878,0.16903618708189713,1.4544482558106495,1.0824663861930213,0.017905827271507524,0,84,0.09972476262253542,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.008433678520625596,0.07327368951612903,0,0.9980038323001743,0.7726323062642342,91,0.24028408762445877,CF-A01-rare005,nan,0.06847579998429865,2912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,12.0,384.0,2912.0,91.0,14336.0,6144.0,12.0,6144.0,91.0,2912.0,26880.0,2912.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.0071803541041208585,-0.18297598453672734,0.0477876322030677,separated-unequal-rare,0.19452322463428773,0.06860874507152047,0.0,concentrated,0.0025,0.11546875000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3850517455316207,-2.973388683724317,-2.657120502475993,-1.579959622154751,0.17166326810487684,1.4648014186940355,1.0881461981523464,0.017905827271507524,0,84,0.08515374585651088,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.0071803541041208585,0.0731476814516129,0,0.997912953267741,0.7677932591722183,92,0.24140230845541324,CF-A01-rare005,nan,0.0717401999863796,2944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,13.0,416.0,2944.0,92.0,16384.0,6656.0,13.0,6656.0,92.0,2944.0,26880.0,2944.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.006977844805122446,0.26329024808828483,0.0477195737090903,separated-unequal-rare,0.15536892174214073,0.05686927559658937,0.0,concentrated,0.0025,0.11546875000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3836178457461106,-2.977837175508079,-2.664058297264078,-1.5808385239730196,0.17579274689317853,1.477917237239735,1.0942865076409307,0.017905827271507524,0,84,0.06861299405058295,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.006977844805122446,0.0731476814516129,0,0.997822884647364,0.7629204369817152,93,0.24176451178914338,CF-A01-rare005,nan,0.07519460000912659,2976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,14.0,448.0,2976.0,93.0,18432.0,7168.0,14.0,7168.0,93.0,2976.0,26880.0,2976.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.007635545223901278,0.45138143698899613,0.0476844974992332,separated-unequal-rare,0.203264804674128,0.06666271724412666,0.0,concentrated,0.0025,0.11937500000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3823015487093944,-2.983775577550117,-2.6724659901395524,-1.5818814171370361,0.19367122053314456,1.496001215291526,1.1016845490571718,0.017905827271507524,0,84,0.10201713020508858,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.007635545223901278,0.07358870967741936,0,0.997712161143525,0.7570151122193798,94,0.2429224762473774,CF-A01-rare005,nan,0.07876279999618419,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,15.0,480.0,3008.0,94.0,20480.0,7680.0,15.0,7680.0,94.0,3008.0,26880.0,3008.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.009339131960964146,0.4033441717002929,0.04769866532513567,separated-unequal-rare,0.20205980894706083,0.11417850768775213,0.0,concentrated,0.0025,0.11937500000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.38143821018802,-2.9930946694101785,-2.684200530457712,-1.5811953317249774,0.21625153750182813,1.5192933617178195,1.1118803002628463,0.017905827271507524,0,84,0.2254795851626198,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.009339131960964146,0.07289566532258064,0,0.9975494169972929,0.7487193368486833,95,0.2446970142461592,CF-A01-rare005,nan,0.08269720000680536,3040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,16.0,512.0,3040.0,95.0,22528.0,8192.0,16.0,8192.0,95.0,3040.0,26880.0,3040.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.008395389788650112,-0.12527976422233694,0.047822480427515135,separated-unequal-rare,0.1528005536135719,0.04716331619885544,0.0,concentrated,0.0025,0.11937500000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3807615255024763,-3.0013639210768677,-2.693909062175653,-1.5800668106384035,0.2364906523126902,1.540127104034604,1.1209176022594562,0.017905827271507524,0,84,0.024937944975766745,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.008395389788650112,0.07308467741935484,0,0.9973713592166874,0.741627647087294,96,0.24630569615806222,CF-A01-rare005,nan,0.08601130000897683,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,17.0,544.0,3072.0,96.0,24576.0,8704.0,17.0,8704.0,96.0,3072.0,26880.0,3072.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.0074832393935701695,-0.12571482396250744,0.04800185151692071,separated-unequal-rare,0.15742469679332705,0.054353261472431955,0.0,concentrated,0.0025,0.11546875000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3803066966074478,-3.008370177909947,-2.7023252900034596,-1.581983657951982,0.25440613791663164,1.5564539461546874,1.1286258315064568,0.017905827271507524,0,84,0.04371289008671197,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.0074832393935701695,0.07346270161290322,0,0.9971813480119956,0.736192873759431,97,0.24767974333662485,CF-A01-rare005,nan,0.09016560000600293,3104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,18.0,576.0,3104.0,97.0,26624.0,9216.0,18.0,9216.0,97.0,3104.0,26880.0,3104.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.008996383855972703,0.2708232784713065,0.04830173530439574,separated-unequal-rare,0.24808989581058297,0.1394060347437509,0.0,concentrated,0.0025,0.11546875000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3812708163196359,-3.018820726717345,-2.7142852325112314,-1.5863768933915243,0.2747256331065684,1.5687247752992686,1.138411819263145,0.017905827271507524,0,84,0.34255635015864866,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.008996383855972703,0.07276965725806452,0,0.996875920051216,0.7287092526837989,98,0.24931538801035327,CF-A01-rare005,nan,0.09311389998765662,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,19.0,608.0,3136.0,98.0,28672.0,9728.0,19.0,9728.0,98.0,3136.0,26880.0,3136.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.009297813274315763,0.3676164169349887,0.04872652764329133,separated-unequal-rare,0.14799597453500124,0.08365592905289472,0.0,concentrated,0.0025,0.10765625000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3814540751979227,-3.0292652749621647,-2.726215970921381,-1.5902368400674116,0.28954996470947353,1.58256117818459,1.148878854020696,0.017905827271507524,0,84,0.10839495219058286,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.009297813274315763,0.07232862903225806,0,0.996571691905214,0.7227096043837292,99,0.25099987019498937,CF-A01-rare005,nan,0.09643830001004972,3168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,20.0,640.0,3168.0,99.0,30720.0,10240.0,20.0,10240.0,99.0,3168.0,26880.0,3168.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.005894071641152885,-0.3588123982350056,0.049023332459549485,separated-unequal-rare,0.21890923767050802,0.09853791738598724,0.0,concentrated,0.0025,0.10375000000000002,0.0,,,,,,,,,,,,,,,,,,,,,-1.3815270493303629,-3.034536952517939,-2.7327615783246872,-1.5949102739173395,0.30188434722605806,1.587771683485629,1.1545081476445878,0.017905827271507524,0,84,0.21711463938255002,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.005894071641152885,0.07213961693548387,0,0.9963263795545492,0.720171452170739,100,0.2517592183212308,CF-A01-rare005,nan,0.09938589998637326,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,21.0,672.0,3200.0,100.0,32768.0,10752.0,21.0,10752.0,100.0,3200.0,26880.0,3200.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.005551541372015194,0.07231973838487414,0.0492442326546243,separated-unequal-rare,0.23919756148291688,0.10970751570710184,0.0,concentrated,0.0025,0.09828125,0.0,,,,,,,,,,,,,,,,,,,,,-1.3811039914858978,-3.0370524387537423,-2.7372283003733897,-1.5956422785301405,0.31234168907991267,1.5877801347285925,1.158064659312705,0.017905827271507524,0,84,0.14022676236126097,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.005551541372015194,0.07169858870967742,0,0.9960889173290733,0.7193736690736757,101,0.25239777842594124,CF-A01-rare005,nan,0.10275990000809543,3232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,22.0,704.0,3232.0,101.0,34816.0,11264.0,22.0,11264.0,101.0,3232.0,26880.0,3232.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.006322544578373591,0.4378108372520085,0.049545633252751076,separated-unequal-rare,0.21812283521410894,0.0811177084259675,0.0,concentrated,0.0025,0.10609375,0.0,,,,,,,,,,,,,,,,,,,,,-1.3801554897221515,-3.0406418202847694,-2.7430460677938253,-1.5991588414899496,0.3262048399180208,1.59067465763094,1.1631449720384135,0.017905827271507524,0,84,0.09916964724566432,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.006322544578373591,0.07169858870967742,0,0.9958284474081844,0.7184172693312799,102,0.25346187669558207,CF-A01-rare005,nan,0.1056148000061512,3264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,23.0,736.0,3264.0,102.0,36864.0,11776.0,23.0,11776.0,102.0,3264.0,26880.0,3264.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.005454953804772486,-0.015361086230773991,0.04975671666026171,separated-unequal-rare,0.16617307695667793,0.07595428569490259,0.0,concentrated,0.0025,0.11390625,0.0,,,,,,,,,,,,,,,,,,,,,-1.3785644458659285,-3.042160288432481,-2.746568436442689,-1.6009292120092817,0.32959277701709755,1.5937133323073922,1.1667576781319857,0.017905827271507524,0,84,0.1545957451645238,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.005454953804772486,0.0710055443548387,0,0.9956510325255854,0.7192722061306754,103,0.2544920506359668,CF-A01-rare005,nan,0.10896379998303019,3296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,24.0,768.0,3296.0,103.0,38912.0,12288.0,24.0,12288.0,103.0,3296.0,26880.0,3296.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.004192772863450576,-0.08252617568025152,0.0498304378648462,separated-unequal-rare,0.1256355492778627,0.07296725461309125,0.0,concentrated,0.0025,0.1178125,0.0,,,,,,,,,,,,,,,,,,,,,-1.3769241691464311,-3.04135248954288,-2.747430892285973,-1.6044747396698784,0.33015624075818056,1.5941155765280566,1.168167300959615,0.017905827271507524,0,84,0.13323562099182873,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.004192772863450576,0.0710055443548387,0,0.9955432447034094,0.7206807312265091,104,0.2553185409515548,CF-A01-rare005,nan,0.1120470000023488,3328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,25.0,800.0,3328.0,104.0,40960.0,12800.0,25.0,12800.0,104.0,3328.0,26880.0,3328.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.0040126051362250285,0.06809699653161232,0.049911453451990884,separated-unequal-rare,0.17891403370668757,0.09523654979017922,0.0,concentrated,0.0025,0.1178125,0.0,,,,,,,,,,,,,,,,,,,,,-1.3760350658783564,-3.041195356529654,-2.7487097494163404,-1.6062964007845117,0.32993579923566646,1.5943552608870077,1.1696042268926181,0.017905827271507524,0,84,0.10584959875271198,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.0040126051362250285,0.07081653225806452,0,0.9953632176187478,0.7215588319525476,105,0.25564906040784474,CF-A01-rare005,nan,0.11497850000159815,3360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,26.0,832.0,3360.0,105.0,43008.0,13312.0,26.0,13312.0,105.0,3360.0,26880.0,3360.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.003934748185845231,0.11560402861709064,0.0500688167794463,separated-unequal-rare,0.13029666641189097,0.07452102532534223,0.0,concentrated,0.0025,0.1178125,0.0,,,,,,,,,,,,,,,,,,,,,-1.3759811995025943,-3.042919016613624,-2.751096056793204,-1.602369912035861,0.3306759855953664,1.5963551874422255,1.1720252147509107,0.017905827271507524,0,84,0.16477447422392194,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.003934748185845231,0.07087953629032258,0,0.9951052803027923,0.7216823323504192,106,0.25620645880378823,CF-A01-rare005,nan,0.11849120000260882,3392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,27.0,864.0,3392.0,106.0,45056.0,13824.0,27.0,13824.0,106.0,3392.0,26880.0,3392.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.0033910064662873033,-0.20105063204654777,0.05021753457499889,separated-unequal-rare,0.13284550984056187,0.04268917708702074,0.0,concentrated,0.0025,0.1178125,0.0,,,,,,,,,,,,,,,,,,,,,-1.3760522043480425,-3.044571765078601,-2.7533258592963445,-1.598536419886536,0.33335481567471886,1.598224793669508,1.1741888140484162,0.017905827271507524,0,84,0.017531591461490456,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.0033910064662873033,0.07043850806451613,0,0.9948625168931704,0.7217625842811987,107,0.2568650918708455,CF-A01-rare005,nan,0.12135229998966679,3424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,28.0,896.0,3424.0,107.0,47104.0,14336.0,28.0,14336.0,107.0,3424.0,26880.0,3424.0
0.0,qld-v1,0.0,CF-A01-rare005/concentrated,0.004928151986350632,0.34854689798275984,0.05053986983665437,separated-unequal-rare,0.15315598307998207,0.08492774285170056,0.0,concentrated,0.0025,0.12171875,0.0,,,,,,,,,,,,,,,,,,,,,-1.3766423999133384,-3.0489150559613662,-2.7583388613114006,-1.5970083557211783,0.3408078267862192,1.6035339029812472,1.1785145472056235,0.017905827271507524,0,84,0.19430185957310833,paper_stabilizer,,,,,,,,,,,,,,,,,,,,,32.0,0.004928151986350632,0.07062752016129033,0,0.9944620329528916,0.7216070190306159,108,0.2579667326437772,CF-A01-rare005,nan,0.12454459999571554,3456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,29.0,928.0,3456.0,108.0,49152.0,14848.0,29.0,14848.0,108.0,3456.0,26880.0,3456.0
