arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.009139235522682476,0.07746346288149097,0.11367663067173754,0.9257023334503174,1.1261228590247296,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1889403943,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67584,0,0.17755570000008447,0.0,0.0,0.0,0.0,0.169986866787076
cta-kll-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.008519290913967303,0.08011548746145908,0.10666511793743301,0.9579027891159058,1.1098023233249132,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1889403943,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67584,98048,0.14825790000031702,0.0,0.0,0.0,0.0,0.1811023000627756
cta-exact-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.008685318642305706,0.07264437434278152,0.10861999191044182,0.9118471741676331,1.1101896412970425,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,1889403943,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2430050976574421,7.683732509613037,0.11902528393547981,1.081685185432434,67584,0,0.18720269999903394,0.25,0.25,0.25,8.443339894644966,0.1992291532456875
cta-kll-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.004735327675341239,0.055281967871568895,0.0868196043378227,0.9173179268836975,1.1165591284572318,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,1889403943,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2430050976574421,7.683732509613037,0.12100078694056719,1.0787808895111084,67584,98048,0.19433140000182902,0.25,0.25,0.25,8.934571523765529,0.21030210219323636
cta-kll-guarded,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.004735327675341239,0.055281967871568895,0.0868196043378227,0.9173179268836975,1.1165591284572318,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,1889403943,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2430050976574421,7.683732509613037,0.12100078694056719,1.0787808895111084,67584,98048,0.24065179999888642,0.25,0.25,0.25,8.934571523765529,0.21030210219323636
cta-exact-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.0033142453406127537,0.05187413275565301,0.10062812797943306,1.0166021585464478,1.9328837444950377,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,3387850064,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67584,0,0.15755140000692336,0.0,0.0,0.0,0.0,0.16002833917737008
cta-kll-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.017624354589999225,0.09726393819536831,0.13401873618012433,1.0479134321212769,1.8675422402322874,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,3387850064,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67584,98048,0.1516193999996176,0.0,0.0,0.0,0.0,0.1721182968467474
cta-exact-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.004104428330259591,0.05131822105393143,0.09383080099554356,1.0166345834732056,1.9395156340663204,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,3387850064,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2566555589437485,6.0133056640625,0.18415871061151848,2.4017834663391113,67584,0,0.18975529999443097,0.25,0.25,0.25,5.540812018863953,0.17941983751952648
cta-kll-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.006352440676402615,0.06276360527759758,0.09563583458060682,1.0354814529418945,1.9467127546119034,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,3387850064,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2566555589437485,6.0133056640625,0.19085630740737541,2.622668743133545,67584,98048,0.185874300004798,0.25,0.25,0.25,5.888469489967186,0.18903097175061703
cta-kll-guarded,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.017827939657940828,0.10079210223004409,0.13338015384471424,1.0518640279769897,1.8743503537397856,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,3387850064,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2566555589437485,6.0133056640625,0.18935481760418044,2.2810018062591553,67584,98048,0.23472700000274926,0.2375,0.0,0.2375,5.553361109078071,0.19354870598763227
cta-exact-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.021710571203088946,0.10515159584011391,0.13641650874659997,0.9992228150367737,2.5680256008084026,1.0,0.0224609375,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,189739325,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,0,0.14597949999733828,0.0,0.0,0.0,0.0,0.1938877899199724
cta-kll-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.02204716339913393,0.10604402265110247,0.13770338831802814,1.0007914304733276,2.570024394612062,1.0,0.0283203125,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,189739325,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,98048,0.14559810000355355,0.0,0.0,0.0,0.0,0.19432032741606237
cta-exact-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.01754271664701701,0.09462593017457596,0.12559540005481928,1.0022869110107422,2.5844610502580956,1.0,0.0244140625,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,189739325,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.41954320967197417,2.3957102298736572,0.37061622568871827,2.0630886554718018,68608,0,0.19310939999559196,0.25,0.25,0.25,3.9936298901180294,0.21766933500766755
cta-kll-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.017638477169773736,0.09491854310132963,0.1263388991131551,1.0023926496505737,2.590223399650515,1.0,0.0234375,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,189739325,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.41954320967197417,2.3957102298736572,0.37197534868028015,2.039644956588745,68608,98048,0.1946650000027148,0.25,0.25,0.25,3.9977493438823566,0.218164424598217
cta-kll-guarded,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.01776120364738354,0.09531373118874502,0.1267076873122226,1.0032322406768799,2.591074662065954,1.0,0.0234375,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,189739325,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.41954320967197417,2.3957102298736572,0.37201591262128203,2.039644956588745,68608,98048,0.23689460000605322,0.2425,0.1,0.2425,3.9936938699646767,0.21756137758493424
cta-exact-global,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.004845245625992423,0.05560205779344007,0.10994918485558831,1.0209500789642334,2.8278051551108345,1.0,0.03378906249999995,0.016894531249999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1730137501,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,0,0.14540679999481654,0.0,0.0,0.0,0.0,0.21398065090179444
cta-kll-global,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.005349442691407358,0.05780245485970964,0.10917442792087931,1.036361813545227,2.7889930841819504,1.0,0.03867187499999995,0.019335937499999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1730137501,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,98048,0.14331590000074357,0.0,0.0,0.0,0.0,0.21341307573020457
cta-exact-hybrid,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.011436229911749418,0.07975347007458826,0.12758719522854498,1.0422654151916504,2.775920618020663,1.0,0.03378906249999995,0.016894531249999997,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.6432934015989303,3.850978136062622,0.5897809866350144,3.3439221382141113,68608,0,0.19302479999896605,0.25,0.25,0.25,4.651833617655929,0.24837996140122415
cta-kll-hybrid,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.010459669394263127,0.07657836624374587,0.12697709202974294,1.0400283336639404,2.7822109339450436,1.0,0.03281249999999995,0.016406249999999997,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.6432934015989303,3.850978136062622,0.5911267656367272,2.9563148021698,68608,98048,0.18833019999874523,0.25,0.25,0.25,4.628551186433118,0.24640623517334462
cta-kll-guarded,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.009485421260474691,0.0768771794698145,0.12186139376084915,1.0481607913970947,2.758837269924504,1.0,0.03964843749999995,0.019824218749999997,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.6432934015989303,3.850978136062622,0.5950714509468525,3.364348888397217,68608,98048,0.24365709999983665,0.16499999999999998,0.0,0.16499999999999998,4.594268749659684,0.22988077104091645
cta-exact-global,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.006572419173047628,0.060251941846152075,0.11160344219642054,0.9393256902694702,1.8640608671452417,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,341785966,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,0,0.16534320000209846,0.0,0.0,0.0,0.0,0.20652107410132886
cta-kll-global,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.008691321809227048,0.07166041247881674,0.1206905672670111,0.9456166625022888,1.9272706089210823,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,341785966,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,98048,0.15078820000053383,0.0,0.0,0.0,0.0,0.2187217466533184
cta-exact-hybrid,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.009248823412867146,0.07264816204873299,0.11562423998164406,0.9594566226005554,1.7746394305616688,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.6915844500064849,8.896897315979004,0.42473596120253204,1.8507206439971924,68608,0,0.19161850000091363,0.25,0.25,0.25,9.309117536989083,0.2280000325292349
cta-kll-hybrid,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.009077527847511035,0.07271079657230418,0.11129423154666683,0.9651556015014648,1.8186703522565801,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.6915844500064849,8.896897315979004,0.42015031734481456,1.7561743259429932,68608,98048,0.1946174000040628,0.25,0.25,0.25,9.60629291414457,0.24058625660836697
cta-kll-guarded,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.009509559461755579,0.07543295242424199,0.11412533148427104,0.9743682146072388,1.788994255045854,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.6915844500064849,8.896897315979004,0.42199448654428123,2.195415496826172,68608,98048,0.24659029999747872,0.22999999999999998,0.0,0.22999999999999998,9.577053491873126,0.23900459706783295
cta-exact-global,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.016649773565205805,0.1039619612150716,0.1742052033181928,0.9167745113372803,3.013233590016643,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,7042142,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,0,0.14647559999866644,0.0,0.0,0.0,0.0,0.22505068890750407
cta-kll-global,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.007180336933267917,0.062428633875251764,0.10882913605653895,0.9679070711135864,2.8668715936382405,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,7042142,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68608,98048,0.14747060000081547,0.0,0.0,0.0,0.0,0.22224370911717414
