arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-kll-hybrid,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.007327987251078749,0.06809826497658053,0.12583777582898897,1.013636827468872,2.8959402626202952,1.0,0.024999999999999953,0.012499999999999997,160,10240,20480,320,20480,30720,1761280,1310720,450560,3747840.0,0.0,3747840.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,1310720,10485760,64,6,122880,798720.0,81920,0,0,0.0,1.0,0.800699633359909,4.685269832611084,0.7384117963258177,3.8558905124664307,68608,98048,0.18872480000572978,0.25,0.25,0.25,4.657652279287811,0.24199405796825885
cta-kll-guarded,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.009187839601459746,0.0756464261008648,0.12121685535951056,1.0556519031524658,2.6688029988489936,1.0,0.04843749999999995,0.024218749999999997,160,10240,20480,320,20480,30720,3727360,1310720,2416640,6696960.0,0.0,6696960.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,1310720,10485760,64,6,122880,798720.0,81920,0,0,0.0,1.0,0.800699633359909,4.685269832611084,0.7420882063452154,4.082770824432373,68608,98048,0.239645699999528,0.2,0.0,0.2,4.540947926729314,0.23140305913984777
cta-exact-global,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.006572419173047628,0.060251941846152075,0.11160344219642054,0.9393256902694702,1.8640608671452417,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,341785966,16,8,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,68608,0,0.16935799999919254,0.0,0.0,0.0,0.0,0.20652107410132886
cta-kll-global,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.005933487715704011,0.05745159419305226,0.11192710196421152,0.9263067841529846,2.002320555004575,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,341785966,16,8,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,68608,98048,0.14747780000470812,0.0,0.0,0.0,0.0,0.2113037794828415
cta-exact-hybrid,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.01256018576238116,0.08600491002204999,0.12858500832722683,0.9549686908721924,1.8124449636106479,nan,nan,nan,160,10240,20480,320,20480,30720,1761280,1310720,450560,22519877.592530765,18772037.592530765,3747840.0,64,32,32,32.0,10,10,341785966,16,8,20,20,1310720,10485760,64,6,122880,798720.0,81920,0,0,0.0,1.0,0.8569517701864242,12.068073272705078,0.5422794502694159,2.850374937057495,68608,0,0.18542580000212183,0.25,0.25,0.25,10.750903025175955,0.22505175918340684
cta-kll-hybrid,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.010960122514302562,0.07964712251021835,0.12110424280952124,0.9524240493774414,1.8457407770307706,nan,nan,nan,160,10240,20480,320,20480,30720,1761280,1310720,450560,3747840.0,0.0,3747840.0,64,32,32,32.0,10,10,341785966,16,8,20,20,1310720,10485760,64,6,122880,798720.0,81920,0,0,0.0,1.0,0.8569517701864242,12.068073272705078,0.5544843156356365,2.8851330280303955,68608,98048,0.18244699999922886,0.25,0.25,0.25,10.848022335992805,0.23080283254384995
cta-kll-guarded,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.010960122514302562,0.07964712251021835,0.12110424280952124,0.9524240493774414,1.8457407770307706,nan,nan,nan,160,10240,20480,320,20480,30720,3727360,1310720,2416640,6696960.0,0.0,6696960.0,64,32,32,32.0,10,10,341785966,16,8,20,20,1310720,10485760,64,6,122880,798720.0,81920,0,0,0.0,1.0,0.8569517701864242,12.068073272705078,0.5544843156356365,2.8851330280303955,68608,98048,0.22656689999712398,0.25,0.25,0.25,10.848022335992805,0.23080283254384995
cta-exact-global,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.016649773565205805,0.1039619612150716,0.1742052033181928,0.9167745113372803,3.013233590016643,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,7042142,16,8,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,68608,0,0.14293529999849852,0.0,0.0,0.0,0.0,0.22505068890750407
cta-kll-global,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.017128506322376502,0.10427267290910726,0.18562596447586305,0.889219343662262,3.1935420186710273,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,7042142,16,8,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,68608,98048,0.1413758000053349,0.0,0.0,0.0,0.0,0.23555992022156716
cta-exact-hybrid,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.014452830582077247,0.09882116026370663,0.1745430553850628,0.884941577911377,3.2083382080929206,nan,nan,nan,160,10240,20480,320,20480,30720,1761280,1310720,450560,22519877.592530765,18772037.592530765,3747840.0,64,32,32,32.0,10,10,7042142,16,8,20,20,1310720,10485760,64,6,122880,798720.0,81920,0,0,0.0,1.0,0.785502451658249,9.697136878967285,0.6829803006723523,4.419326305389404,68608,0,0.19027929999720072,0.25,0.25,0.25,3.6919082215697863,0.24370302818715572
cta-kll-hybrid,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,64,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.007104125100554803,0.06072055578270493,0.12065067261540657,0.9777219295501709,2.830257424876795,nan,nan,nan,160,10240,20480,320,20480,30720,1761280,1310720,450560,3747840.0,0.0,3747840.0,64,32,32,32.0,10,10,7042142,16,8,20,20,1310720,10485760,64,6,122880,798720.0,81920,0,0,0.0,1.0,0.785502451658249,9.697136878967285,0.6879811095073819,3.708787679672241,68608,98048,0.19238510000286624,0.25,0.25,0.25,3.7458241709829436,0.2517329826951027
