arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.34290171550029463,8.248506778741264,0.03495675546361765,0.11078171200052261,0.12050839427966202,0.9983110427856445,3.3573335767879198,1.0,0.052734375,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1702271446,8,4,0,5,0,70656,0,0.15893920000235084,0.0,0.0,0.0,0.0,0.25976054966449735
cta-kll-global,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.34290171550029463,8.248506778741264,0.03528337396663117,0.11148022003363652,0.12120735363649796,0.9979951977729797,3.3688174507991304,1.0,0.0625,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1702271446,8,4,0,5,0,70656,98048,0.1454223999971873,0.0,0.0,0.0,0.0,0.26029481254518033
cta-exact-hybrid,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.34290171550029463,8.248506778741264,0.02854503165793476,0.0989669561490345,0.11312296442487554,1.0012311935424805,3.2311143395241015,1.0,0.0556640625,nan,160,10240,20480,320,20480,23040,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1702271446,8,4,5,5,2621440,70656,0,0.16444939999928465,0.0625,0.0,0.25,0.31148769229945955,0.2628358472138643
cta-kll-hybrid,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.34290171550029463,8.248506778741264,0.029001912326014345,0.09960502799054011,0.11375249343407388,1.0005090236663818,3.2378417579300107,1.0,0.064453125,nan,160,10240,20480,320,20480,23040,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1702271446,8,4,5,5,2621440,70656,98048,0.16956499999650987,0.0625,0.0,0.25,0.31109466089047355,0.26315265186131
cta-kll-guarded,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.34290171550029463,8.248506778741264,0.029001912326014345,0.09960502799054011,0.11375249343407388,1.0005090236663818,3.2378417579300107,1.0,0.064453125,nan,160,10240,20480,320,20480,23040,3604480,1310720,2293760,5898240.0,0.0,5898240.0,64,32,32,32.0,10,10,1702271446,8,4,5,5,2621440,70656,98048,0.18146369999885792,0.0625,0.0,0.25,0.31109466089047355,0.26315265186131
cta-exact-global,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.2896196383303909,9.76600599687094,0.02633150125287509,0.10715055552098895,0.12532589810725972,1.0095548629760742,5.171077360379593,1.0,0.04257812499999995,0.021289062499999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,4079959381,8,4,0,5,0,70656,0,0.14810079999733716,0.0,0.0,0.0,0.0,0.26435592472553254
cta-kll-global,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.2896196383303909,9.76600599687094,0.02611028894811307,0.10773323321680758,0.12455647934132875,1.0059022903442383,5.189817466718029,1.0,0.03378906249999995,0.016894531249999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,4079959381,8,4,0,5,0,70656,98048,0.14631259999441681,0.0,0.0,0.0,0.0,0.2664483331143856
cta-exact-hybrid,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.2896196383303909,9.76600599687094,0.022239524213724327,0.09771018066468173,0.12193534160005284,1.0028008222579956,5.274727450995765,1.0,0.04062499999999995,0.020312499999999997,160,10240,20480,320,20480,23040,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,4079959381,8,4,5,5,2621440,70656,0,0.17265710000356194,0.0625,0.0,0.25,0.45012822321336554,0.27223765999078753
cta-kll-hybrid,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.2896196383303909,9.76600599687094,0.022915412241073074,0.09884478565267342,0.12326844612608459,1.002872109413147,5.240736276294719,1.0,0.04062499999999995,0.020312499999999997,160,10240,20480,320,20480,23040,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,4079959381,8,4,5,5,2621440,70656,98048,0.16916700000001583,0.0625,0.0,0.25,0.45383663289565374,0.2745246678590775
cta-kll-guarded,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.2896196383303909,9.76600599687094,0.02513392131652248,0.10502943900941293,0.12425189508792553,1.0083783864974976,5.12670362581666,1.0,0.04550781249999995,0.022753906249999997,160,10240,20480,320,20480,23040,3604480,1310720,2293760,5898240.0,0.0,5898240.0,64,32,32,32.0,10,10,4079959381,8,4,5,5,2621440,70656,98048,0.17968929999915417,0.025,0.0,0.1,0.4492982332740178,0.2695706583559513
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.3208946893756642,8.81419112995982,0.01950311438598673,0.08492969623190104,0.1437030780459982,0.9588205814361572,4.80778180602606,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1586959227,8,4,0,5,0,70656,0,0.1400186999962898,0.0,0.0,0.0,0.0,0.24806306138634682
cta-kll-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.3208946893756642,8.81419112995982,0.022403857108283187,0.08889991246474399,0.14686823621587827,0.9693896174430847,4.828047417308438,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1586959227,8,4,0,5,0,70656,98048,0.1458998000016436,0.0,0.0,0.0,0.0,0.2662884533405304
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.3208946893756642,8.81419112995982,0.016067349528564367,0.07767096749145774,0.14017743986338285,0.9516146779060364,4.717801480373405,nan,nan,nan,160,10240,20480,320,20480,23040,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1586959227,8,4,5,5,2621440,70656,0,0.16441699999995762,0.0625,0.0,0.25,0.5228262771384382,0.2517944976687431
cta-kll-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.3208946893756642,8.81419112995982,0.019550094778830296,0.08376076156617152,0.14159258039614983,0.9682994484901428,4.668111229984225,nan,nan,nan,160,10240,20480,320,20480,23040,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1586959227,8,4,5,5,2621440,70656,98048,0.16059849999874132,0.0625,0.0,0.25,0.5658225011865091,0.27048236653208735
cta-kll-guarded,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.3208946893756642,8.81419112995982,0.02066162759923218,0.08643587911289266,0.14414964994838803,0.9672790169715881,4.750876427615529,nan,nan,nan,160,10240,20480,320,20480,23040,3604480,1310720,2293760,5898240.0,0.0,5898240.0,64,32,32,32.0,10,10,1586959227,8,4,5,5,2621440,70656,98048,0.17941050000081304,0.027500000000000004,0.0,0.11000000000000001,0.5608017504983882,0.26751927882432935
cta-exact-global,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.37069542657332694,7.630056704211055,0.03098858692766271,0.10715002103894747,0.12984459255506792,0.9750279784202576,4.788647451881586,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,2224069426,8,4,0,5,0,70656,0,0.18168650000006892,0.0,0.0,0.0,0.0,0.2739020951092243
cta-kll-global,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.37069542657332694,7.630056704211055,0.02711892578153119,0.10183489995137977,0.12269211256195398,0.9794893264770508,4.827732967498847,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,2224069426,8,4,0,5,0,70656,98048,0.15081100000679726,0.0,0.0,0.0,0.0,0.2821843080222607
cta-exact-hybrid,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.37069542657332694,7.630056704211055,0.02654894670597141,0.09903700607103764,0.12417812902592085,0.9783028364181519,4.745395727561762,nan,nan,nan,160,10240,20480,320,20480,23040,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,2224069426,8,4,5,5,2621440,70656,0,0.16849179999553598,0.0625,0.0,0.25,0.5429509346629076,0.2761545266956091
cta-kll-hybrid,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.37069542657332694,7.630056704211055,0.02555273191059193,0.09687176100651973,0.12113703383541358,0.97518390417099,4.874899316042335,nan,nan,nan,160,10240,20480,320,20480,23040,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,2224069426,8,4,5,5,2621440,70656,98048,0.17938449999928707,0.0625,0.0,0.25,0.5467562784312153,0.28350784778594973
cta-kll-guarded,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,5,64,64,36,36,0.37069542657332694,7.630056704211055,0.02701904124051513,0.09982159074429726,0.12196471836846816,0.9744164943695068,4.868982778886391,nan,nan,nan,160,10240,20480,320,20480,23040,3604480,1310720,2293760,5898240.0,0.0,5898240.0,64,32,32,32.0,10,10,2224069426,8,4,5,5,2621440,70656,98048,0.17400310000084573,0.0375,0.0,0.15,0.5371503886264298,0.2843085892498493
cta-exact-global,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18311236451682866,18.917901171110664,0.083153248381036,0.1427315912827152,0.16339890520432895,0.975559651851654,5.803612750404315,1.0,0.0947265625,nan,160,10240,20480,320,20480,20480,4259840,3932160,327680,59265232.77759229,56316112.77759229,2949120.0,192,32,32,32.0,3,4,3633196661,12,2,0,5,0,222208,0,0.17931819999648724,0.0,0.0,0.0,0.0,0.45386566817760465
cta-kll-global,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18311236451682866,18.917901171110664,0.08437106079132128,0.14349564131098844,0.16432347613081777,0.9753561019897461,5.8516067051105365,1.0,0.1025390625,nan,160,10240,20480,320,20480,20480,4259840,3932160,327680,2949120.0,0.0,2949120.0,192,32,32,32.0,3,4,3633196661,12,2,0,5,0,222208,294144,0.1929487999950652,0.0,0.0,0.0,0.0,0.455779156088829
cta-exact-hybrid,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18311236451682866,18.917901171110664,0.07096785416445073,0.1316275293697537,0.1545591354440216,0.9718621373176575,5.55359563851722,1.0,0.12109375,nan,160,10240,20480,320,20480,23040,4259840,3932160,327680,59265232.77759229,56316112.77759229,2949120.0,192,32,32,32.0,3,4,3633196661,12,2,5,5,2621440,222208,0,0.19357599999784725,0.0625,0.0,0.25,0.31607896275387176,0.45291324630379676
cta-kll-hybrid,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18311236451682866,18.917901171110664,0.0714914729602345,0.13173535483947788,0.1547477120392517,0.9729453325271606,5.584729001323444,1.0,0.1162109375,nan,160,10240,20480,320,20480,23040,4259840,3932160,327680,2949120.0,0.0,2949120.0,192,32,32,32.0,3,4,3633196661,12,2,5,5,2621440,222208,294144,0.18336029999773018,0.0625,0.0,0.25,0.31845620552584525,0.4547746621072292
cta-kll-guarded,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18311236451682866,18.917901171110664,0.0714914729602345,0.13173535483947788,0.1547477120392517,0.9729453325271606,5.584729001323444,1.0,0.1162109375,nan,160,10240,20480,320,20480,23040,6225920,3932160,2293760,5898240.0,0.0,5898240.0,192,32,32,32.0,3,4,3633196661,12,2,5,5,2621440,222208,294144,0.20277750000241213,0.0625,0.0,0.25,0.31845620552584525,0.4547746621072292
cta-exact-global,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.133196393493615,24.900259709467182,0.03902739702196989,0.10188485000328389,0.12528360546474793,0.9778929352760315,8.551119945132859,1.0,0.0005859374999999528,0.0002929687499999972,160,10240,20480,320,20480,20480,3932160,3604480,327680,54572223.3794596,51623103.3794596,2949120.0,176,32,32,32.0,3,4,2266260545,11,2,0,5,0,203776,0,0.1479814000049373,0.0,0.0,0.0,0.0,0.3748977392911911
cta-kll-global,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.133196393493615,24.900259709467182,0.039123281890221406,0.10190354277941291,0.12657827753226544,0.9812707901000977,8.603778917504073,1.0,0.005273437500000047,0.0026367187500000028,160,10240,20480,320,20480,20480,3932160,3604480,327680,2949120.0,0.0,2949120.0,176,32,32,32.0,3,4,2266260545,11,2,0,5,0,203776,269632,0.1480546000020695,0.0,0.0,0.0,0.0,0.38016831427812575
cta-exact-hybrid,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.133196393493615,24.900259709467182,0.034955120048463684,0.09540268529984504,0.12330627071050572,0.9745740294456482,9.013650800750744,1.0,0.005273437500000047,0.0026367187500000028,160,10240,20480,320,20480,23040,3932160,3604480,327680,54572223.3794596,51623103.3794596,2949120.0,176,32,32,32.0,3,4,2266260545,11,2,5,5,2621440,203776,0,0.1648918999999296,0.0625,0.0,0.25,0.40769285832897884,0.37806781753897667
cta-kll-hybrid,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.133196393493615,24.900259709467182,0.03507199778164427,0.09605860835994388,0.12471390442249768,0.9769236445426941,9.123319076475825,1.0,0.011132812500000047,0.005566406250000003,160,10240,20480,320,20480,23040,3932160,3604480,327680,2949120.0,0.0,2949120.0,176,32,32,32.0,3,4,2266260545,11,2,5,5,2621440,203776,269632,0.1718094000025303,0.0625,0.0,0.25,0.41399411762995203,0.383292393386364
cta-kll-guarded,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.133196393493615,24.900259709467182,0.039123281890221406,0.10190354277941291,0.12657827753226544,0.9812707901000977,8.603778917504073,1.0,0.005273437500000047,0.0026367187500000028,160,10240,20480,320,20480,23040,5898240,3604480,2293760,5898240.0,0.0,5898240.0,176,32,32,32.0,3,4,2266260545,11,2,5,5,2621440,203776,269632,0.18092959999921732,0.0,0.0,0.0,0.40541150044783497,0.38016831427812575
cta-exact-global,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.13806065065273568,24.022954945342942,0.03208575127791402,0.09386994530262348,0.13795080103251664,0.9716792106628418,8.599598860761024,nan,nan,nan,160,10240,20480,320,20480,20480,3932160,3604480,327680,54572223.3794596,51623103.3794596,2949120.0,176,32,32,32.0,3,4,2744918090,11,2,0,5,0,203776,0,0.1552601000003051,0.0,0.0,0.0,0.0,0.37414923682808876
cta-kll-global,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.13806065065273568,24.022954945342942,0.03778561926379975,0.09955891814475862,0.14305375112345495,0.9841640591621399,8.580059413613213,nan,nan,nan,160,10240,20480,320,20480,20480,3932160,3604480,327680,2949120.0,0.0,2949120.0,176,32,32,32.0,3,4,2744918090,11,2,0,5,0,203776,269632,0.15701029999763705,0.0,0.0,0.0,0.0,0.440187206864357
cta-exact-hybrid,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.13806065065273568,24.022954945342942,0.02797057283647053,0.08842090833039438,0.13549182844938543,0.9667180776596069,8.514303690950333,nan,nan,nan,160,10240,20480,320,20480,23040,3932160,3604480,327680,54572223.3794596,51623103.3794596,2949120.0,176,32,32,32.0,3,4,2744918090,11,2,5,5,2621440,203776,0,0.17532600000413368,0.0625,0.0,0.25,0.4964999032009219,0.37723570838570597
cta-kll-hybrid,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.13806065065273568,24.022954945342942,0.03121283494088889,0.09235386033014024,0.137936153350754,0.9745529890060425,8.647232245704975,nan,nan,nan,160,10240,20480,320,20480,23040,3932160,3604480,327680,2949120.0,0.0,2949120.0,176,32,32,32.0,3,4,2744918090,11,2,5,5,2621440,203776,269632,0.17450280000048224,0.0625,0.0,0.25,0.702983403446342,0.4429269380867481
cta-kll-guarded,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,5,64,176,136,136,0.13806065065273568,24.022954945342942,0.03778561926379975,0.09955891814475862,0.14305375112345495,0.9841640591621399,8.580059413613213,nan,nan,nan,160,10240,20480,320,20480,23040,5898240,3604480,2293760,5898240.0,0.0,5898240.0,176,32,32,32.0,3,4,2744918090,11,2,5,5,2621440,203776,269632,0.18603879999864148,0.0,0.0,0.0,0.6772759605560694,0.440187206864357
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18133241385215962,19.103598422078235,0.030876891202943568,0.0950916547843078,0.147121347468635,0.9742255210876465,8.72622398900542,nan,nan,nan,160,10240,20480,320,20480,20480,4259840,3932160,327680,59265232.77759229,56316112.77759229,2949120.0,192,32,32,32.0,3,4,680165851,12,2,0,5,0,222208,0,0.14580109999951674,0.0,0.0,0.0,0.0,0.40751913115382193
cta-kll-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18133241385215962,19.103598422078235,0.03277716493476035,0.09889129544798947,0.15230123422973896,0.9711700677871704,8.801681597498055,nan,nan,nan,160,10240,20480,320,20480,20480,4259840,3932160,327680,2949120.0,0.0,2949120.0,192,32,32,32.0,3,4,680165851,12,2,0,5,0,222208,294144,0.15052389999618754,0.0,0.0,0.0,0.0,0.4179715305566788
cta-exact-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18133241385215962,19.103598422078235,0.027560661177895796,0.08977075666698531,0.1454711203032304,0.966243326663971,8.928943436971757,nan,nan,nan,160,10240,20480,320,20480,23040,4259840,3932160,327680,59265232.77759229,56316112.77759229,2949120.0,192,32,32,32.0,3,4,680165851,12,2,5,5,2621440,222208,0,0.16510869999910938,0.0625,0.0,0.25,0.4883737607081601,0.4150270201265812
cta-kll-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18133241385215962,19.103598422078235,0.029735492367017002,0.09398384177536509,0.15231668638254645,0.9648157954216003,8.94395098165821,nan,nan,nan,160,10240,20480,320,20480,23040,4259840,3932160,327680,2949120.0,0.0,2949120.0,192,32,32,32.0,3,4,680165851,12,2,5,5,2621440,222208,294144,0.16751959999965038,0.0625,0.0,0.25,0.4709820440099935,0.425917724519968
cta-kll-guarded,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,5,64,192,136,136,0.18133241385215962,19.103598422078235,0.031192577925160947,0.09642659698186333,0.15184745752921644,0.9644157290458679,8.845404286686637,nan,nan,nan,160,10240,20480,320,20480,23040,6225920,3932160,2293760,5898240.0,0.0,5898240.0,192,32,32,32.0,3,4,680165851,12,2,5,5,2621440,222208,294144,0.1818362000049092,0.017499999999999998,0.0,0.06999999999999999,0.4609193513251381,0.4195132844150066
