all_reportable_components_reached,arm,best_before_handoff_ed2,best_ed2,best_ed2_step,cell,diverged,ed2,family,finisher,five_step_ed2_change,floor_activations,handoff,handoff_ed2,init,label_free_event_censored,label_free_event_time,mass_l1,minimum_component_occupancy,occupancy_event_censored,occupancy_event_time,output_mean,output_q01,output_q10,output_q50,output_q90,output_q99,output_std,quantile_cdf_error,reference_mode,seed,sw1,target,tau,wall_seconds,work_backward_examples,work_diagnostic_generator_example_evals,work_diagnostic_generator_forward_calls,work_diagnostic_target_samples,work_generator_example_evals,work_generator_forward_calls,work_kernel_pairs,work_metric_generator_example_evals,work_metric_generator_forward_calls,work_metric_target_samples,work_negative_reference_samples,work_optimizer_updates,work_positive_target_samples,work_sort_work,work_unique_latent_samples
0.0,qld-sharp-crossfit-t0.5,0.048394839367454034,0.03916861061086108,400,CF-A01-rare005/missing,0,0.03916861061086108,separated-unequal-rare,sharp,0.004519832339806573,0,reset,0.054747090235094165,missing,0,225,0.052968750000000016,0.0,1,400,-1.4323392100142949,-2.7090214513073763,-2.5361953946798512,-1.642933131532137,0.2267914388486685,0.889404756406443,1.0573762135345812,0.055821572580645164,crossfit,1,0.18139626517503246,CF-A01-rare005,0.5,2.306615800014697,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-kgrad-crossfit-t0.5,0.048394839367454034,0.027489237827889035,400,CF-A01-rare005/missing,0,0.027489237827889035,separated-unequal-rare,kgrad,0.009819886340506123,0,reset,0.054747090235094165,missing,0,225,0.11269531250000002,0.0,1,400,-1.549374318679199,-2.6242975100442583,-2.4825612235866474,-1.6820781499284427,-0.21585218398128644,0.4071330250588829,0.901322750736484,0.044654107862903226,crossfit,1,0.17747112465146814,CF-A01-rare005,0.5,2.4821721000189427,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-mean-crossfit-t1,0.048394839367454034,0.041908564521177416,350,CF-A01-rare005/missing,0,0.04559115583653073,separated-unequal-rare,mean,-0.002862011430514233,0,reset,0.054747090235094165,missing,0,225,0.07363281250000002,0.0,1,400,-1.4462970869247356,-2.681607102366357,-2.556081549268195,-1.6469647878926317,0.2170652099556394,0.7437354477748871,1.0245944822923339,0.05834173387096774,crossfit,1,0.1970768395441379,CF-A01-rare005,1.0,2.650786500016693,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-sharp-deleted-t1,0.048394839367454034,0.04570596478281952,350,CF-A01-rare005/missing,0,0.059197349790341525,separated-unequal-rare,sharp,-0.0046054448316388275,0,reset,0.054747090235094165,missing,0,225,0.09105468750000002,0.0,1,400,-1.3520740550145993,-2.8043470701926805,-2.558829232053243,-1.541294475284272,0.35575460117273666,1.0475544758456372,1.105071928738385,0.06434286794354839,reused_deleted,1,0.21954337040433522,CF-A01-rare005,1.0,2.8213991000084206,25600.0,640.0,10.0,640.0,25600.0,400.0,975360.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-sharp-crossfit-t1,0.048394839367454034,0.04511377426794083,350,CF-A01-rare005/missing,0,0.051409114306841364,separated-unequal-rare,sharp,-0.0002446330204781688,0,reset,0.054747090235094165,missing,0,225,0.07484375,0.0,1,400,-1.3854021544465103,-2.7917453859716814,-2.546271088134809,-1.6156644295815408,0.389880089651044,1.0848126817037549,1.104180914041506,0.0635710685483871,crossfit,1,0.20744900864540197,CF-A01-rare005,1.0,3.010957499995129,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-kgrad-crossfit-t1,0.048394839367454034,0.027729131340056945,400,CF-A01-rare005/missing,0,0.027729131340056945,separated-unequal-rare,kgrad,0.007276327976919905,0,reset,0.054747090235094165,missing,0,225,0.10097656250000002,0.0,1,400,-1.4925447319394949,-2.717032113369494,-2.4968951300897966,-1.6562037206030364,-0.00021321827045691234,0.6305223043855351,0.9746335914141884,0.04506363407258065,crossfit,1,0.16266950008297806,CF-A01-rare005,1.0,3.1777250000159256,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,paper-0.5,0.659319919047519,0.028819016552222187,400,CF-A01-rare005/missing,0,0.028819016552222187,separated-unequal-rare,paper,nan,0,continuous,0.659319919047519,missing,0,200,0.10585937500000002,0.0,1,400,-1.5262239989270956,-2.7689487829605146,-2.5746069929424458,-1.7021712341816055,0.042469311896987195,0.6020298200976888,1.0009130767399672,0.07092678931451613,reused_masked,2,0.18826484633915494,CF-A01-rare005,0.5,0.6340896000037901,25600.0,1408.0,22.0,1408.0,25600.0,400.0,3276800.0,47104.0,23.0,47104.0,25600.0,400.0,25600.0,0.0,25600.0
0.0,qld-v1,0.04334159693791406,0.04231114081065379,400,CF-A01-rare005/missing,0,0.04231114081065379,separated-unequal-rare,paper,0.016632022028688853,0,carry,0.0515301343823813,missing,0,225,0.039687499999999994,0.0,1,400,-1.4915882887577356,-2.7644437622494826,-2.637635796527452,-1.766071322653641,0.19024960472995478,1.023892959634536,1.0605136427147188,0.06966670866935484,reused_masked,2,0.21759630656010917,CF-A01-rare005,0.5,0.8122464000189211,25600.0,640.0,10.0,640.0,25600.0,400.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-full,0.04334159693791406,0.04334159693791406,250,CF-A01-rare005/missing,0,0.04962083420709007,separated-unequal-rare,qld,0.021213562840330047,0,carry,0.0515301343823813,missing,0,225,0.0416015625,0.0,1,400,-1.5184010635391898,-2.633971821499594,-2.524535441875893,-1.781792307847211,0.026906327747496663,0.9132622379268391,0.9611102097805994,0.0771484375,,2,0.22293541863933442,CF-A01-rare005,,0.9471983000112232,25600.0,640.0,10.0,640.0,25600.0,400.0,0.0,47104.0,23.0,47104.0,0.0,400.0,25600.0,307200.0,25600.0
0.0,qld-paper-reset,0.04334159693791406,0.03960047079833018,325,CF-A01-rare005/missing,0,0.040014069972485355,separated-unequal-rare,paper,-0.0037393003110837153,0,reset,0.0515301343823813,missing,0,225,0.04921875000000001,0.0,1,400,-1.5309984740839258,-2.8262062197155355,-2.683800089367308,-1.7016962039608465,0.0781056071509163,0.8235902126980994,1.0445013588684304,0.07563634072580645,reused_masked,2,0.22074342963345212,CF-A01-rare005,0.5,1.11540400001104,25600.0,640.0,10.0,640.0,25600.0,400.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-mean-crossfit-t0.2,0.04334159693791406,0.04334159693791406,250,CF-A01-rare005/missing,0,0.07645145422500166,separated-unequal-rare,mean,0.008553832562816277,0,reset,0.0515301343823813,missing,0,225,0.208984375,0.0,1,400,-1.7541770554657616,-2.6289734515005043,-2.5244213953099868,-2.139051853511148,-0.3936219724438391,0.229209419205129,0.8301050090785108,0.07733744959677419,crossfit,2,0.28619179633216457,CF-A01-rare005,0.2,1.279686900001252,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-sharp-deleted-t0.2,0.04334159693791406,0.0252586483209849,375,CF-A01-rare005/missing,0,0.032261430205151154,separated-unequal-rare,sharp,-7.437869846471656e-06,0,reset,0.0515301343823813,missing,0,225,0.13730468750000002,0.0,1,400,-1.631778222034711,-2.8500231196944688,-2.5228019852931807,-1.7603334423152264,-0.3832490434155755,0.060840211005333135,0.8360386810800089,0.06180695564516129,reused_deleted,2,0.22805042697977124,CF-A01-rare005,0.2,1.4487836000043899,25600.0,640.0,10.0,640.0,25600.0,400.0,975360.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-sharp-crossfit-t0.2,0.04334159693791406,0.026160057869429654,400,CF-A01-rare005/missing,0,0.026160057869429654,separated-unequal-rare,sharp,-0.0006312816501194973,0,reset,0.0515301343823813,missing,0,225,0.10312500000000001,0.0,1,400,-1.6151860687913713,-2.859482260948197,-2.557197751936025,-1.7974362150744536,-0.29428984714783524,0.17192793598208955,0.8842443498195699,0.05653036794354839,crossfit,2,0.20918576580223824,CF-A01-rare005,0.2,1.632016100018518,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-kgrad-crossfit-t0.2,0.04334159693791406,0.025869613560631333,350,CF-A01-rare005/missing,0,0.02705450433299217,separated-unequal-rare,kgrad,0.0015005454766314763,0,reset,0.0515301343823813,missing,0,225,0.12363281250000001,0.0,1,400,-1.6148398774271873,-2.814844031208228,-2.522054642415578,-1.7554175648554025,-0.35915266247997324,0.08107016378547652,0.8498037155467892,0.057601436491935484,crossfit,2,0.21339755317307202,CF-A01-rare005,0.2,1.8019710000080522,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-mean-crossfit-t0.5,0.04334159693791406,0.04334159693791406,250,CF-A01-rare005/missing,0,0.05681639178472575,separated-unequal-rare,mean,0.013629024414874236,0,reset,0.0515301343823813,missing,0,225,0.10000000000000002,0.0,1,400,-1.671998497455188,-2.7439800907289835,-2.60195642655249,-1.9048140842324754,-0.2599074553159229,0.2743175625937481,0.9009186082548327,0.09069430443548387,crossfit,2,0.24816969300788677,CF-A01-rare005,0.5,1.9703338000108488,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-sharp-deleted-t0.5,0.04334159693791406,0.036211496815536925,400,CF-A01-rare005/missing,0,0.036211496815536925,separated-unequal-rare,sharp,-0.002444422683029135,0,reset,0.0515301343823813,missing,0,225,0.10585937500000002,0.0,1,400,-1.5747119387319681,-2.8288004448510087,-2.6363259172887514,-1.742391808071491,-0.07436075299583374,0.5554723105338147,0.9777053960603834,0.07603011592741936,reused_deleted,2,0.2188680848001965,CF-A01-rare005,0.5,2.1439795000187587,25600.0,640.0,10.0,640.0,25600.0,400.0,975360.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-sharp-crossfit-t0.5,0.04334159693791406,0.04320755858514236,325,CF-A01-rare005/missing,0,0.04800539639055712,separated-unequal-rare,sharp,0.0008408987347006125,0,reset,0.0515301343823813,missing,0,225,0.10000000000000002,0.0,1,400,-1.6321374879554333,-2.719687059908828,-2.60585921931246,-1.880323795517623,-0.1675604517728365,0.4519372649423268,0.9368832249493724,0.08297631048387097,crossfit,2,0.22562995213220993,CF-A01-rare005,0.5,2.337905699998373,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-kgrad-crossfit-t0.5,0.04334159693791406,0.026747060776584286,400,CF-A01-rare005/missing,0,0.026747060776584286,separated-unequal-rare,kgrad,-0.0025057335541525116,0,reset,0.0515301343823813,missing,0,225,0.10000000000000002,0.0,1,400,-1.5878976169928518,-2.802328116058937,-2.5143025159365973,-1.7956238040732946,-0.2650282617699102,0.20796396651922705,0.8748438658606126,0.05719191028225806,crossfit,2,0.20618312251887747,CF-A01-rare005,0.5,2.515416100010043,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-mean-crossfit-t1,0.04334159693791406,0.04334159693791406,250,CF-A01-rare005/missing,0,0.05110669576793536,separated-unequal-rare,mean,0.016309343262774778,0,reset,0.0515301343823813,missing,0,225,0.0876953125,0.0,1,400,-1.623113562651597,-2.943090276349077,-2.74809603396932,-1.8582110393200508,-0.04977260151309788,0.6193343178452986,0.9940108159677961,0.07787298387096774,crossfit,2,0.24749948332475633,CF-A01-rare005,1.0,2.6853874000080395,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-sharp-deleted-t1,0.04334159693791406,0.04334159693791406,250,CF-A01-rare005/missing,0,0.052055248181587466,separated-unequal-rare,sharp,0.00034844963740443546,0,reset,0.0515301343823813,missing,0,225,0.04765624999999999,0.0,1,400,-1.5639665267562348,-2.881217594220145,-2.741010145065278,-1.8212811633926078,0.08779490395225029,0.9073474921387822,1.0664486999992544,0.07815650201612903,reused_deleted,2,0.2368283081694539,CF-A01-rare005,1.0,2.857723699999042,25600.0,640.0,10.0,640.0,25600.0,400.0,975360.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-sharp-crossfit-t1,0.04334159693791406,0.04334159693791406,250,CF-A01-rare005/missing,0,0.05161578414750512,separated-unequal-rare,sharp,0.0038326162718145262,0,reset,0.0515301343823813,missing,0,225,0.05351562499999999,0.0,1,400,-1.602387083088424,-2.8808211038202103,-2.694393949639545,-1.8659293232580767,-0.012165626171765498,0.7737792573173703,1.0106446807224054,0.07828251008064516,crossfit,2,0.23873207352746784,CF-A01-rare005,1.0,3.0472993000003044,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-kgrad-crossfit-t1,0.04334159693791406,0.03472826437840104,325,CF-A01-rare005/missing,0,0.03806036902076837,separated-unequal-rare,kgrad,-0.004689134310652099,0,reset,0.0515301343823813,missing,0,225,0.10000000000000002,0.0,1,400,-1.6225261182729391,-2.699602343598117,-2.5515767848917115,-1.8498836092557478,-0.18005988605816992,0.29523643484248596,0.904234998589954,0.07292716733870967,crossfit,2,0.21013241242457228,CF-A01-rare005,1.0,3.2238687000062782,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,paper-0.5,0.5559602862373525,0.024330797453356867,350,CF-A01-rare005/missing,0,0.02502941913202683,separated-unequal-rare,paper,nan,0,continuous,0.5559602862373525,missing,0,225,0.08144531250000002,0.0,1,400,-1.4965791621933486,-2.8473140478177252,-2.5460044965207023,-1.6708547574121853,0.1250323213370321,0.686233203334579,1.0218019190483305,0.05768019153225806,reused_masked,0,0.17414072852788243,CF-A01-rare005,0.5,0.6528063000005204,25600.0,1408.0,22.0,1408.0,25600.0,400.0,3276800.0,47104.0,23.0,47104.0,25600.0,400.0,25600.0,0.0,25600.0
0.0,qld-v1,0.048190352704459594,0.04126621775446182,400,CF-A01-rare005/missing,0,0.04126621775446182,separated-unequal-rare,paper,-0.0017427571533108477,0,carry,0.04844434449211321,missing,0,280,0.08031250000000002,0.0,1,400,-1.4493625554343008,-2.818333757965423,-2.599128565841183,-1.5553891452925708,0.27369803184726443,0.9256778894438114,1.0741303920977794,0.07522681451612903,reused_masked,0,0.215414669644431,CF-A01-rare005,0.5,0.8223256999917794,25600.0,640.0,10.0,640.0,25600.0,400.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-full,0.048190352704459594,0.042187327013630815,325,CF-A01-rare005/missing,0,0.04305427075464885,separated-unequal-rare,qld,-0.0016848451789990282,0,carry,0.04844434449211321,missing,0,280,0.059023437500000005,0.0,1,400,-1.4620801560218353,-2.946400771078966,-2.6119965776947502,-1.6658788539136677,0.39527780125182943,1.1686575945199575,1.1267375165602287,0.07779422883064516,,0,0.22317439806726444,CF-A01-rare005,,0.9618787000072189,25600.0,640.0,10.0,640.0,25600.0,400.0,0.0,47104.0,23.0,47104.0,0.0,400.0,25600.0,307200.0,25600.0
0.0,qld-paper-reset,0.048190352704459594,0.027959643565375725,400,CF-A01-rare005/missing,0,0.027959643565375725,separated-unequal-rare,paper,0.0028564466730593985,0,reset,0.04844434449211321,missing,0,280,0.03886718749999999,0.0,1,400,-1.491665079806203,-2.9074149544614403,-2.543205848100708,-1.7115679207111991,0.18636511121876892,0.8473114098425787,1.0498758914653548,0.06212197580645161,reused_masked,0,0.18278402014434048,CF-A01-rare005,0.5,1.1277428999892436,25600.0,640.0,10.0,640.0,25600.0,400.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-mean-crossfit-t0.2,0.048190352704459594,0.038744386837989975,400,CF-A01-rare005/missing,0,0.038744386837989975,separated-unequal-rare,mean,0.025909464585346376,0,reset,0.04844434449211321,missing,0,280,0.13437500000000002,0.0,1,400,-1.6837774962705514,-2.771472116612171,-2.5359176522719338,-2.078313363759293,-0.2935169689444704,0.30231646476648466,0.8809025037654493,0.06720955141129033,crossfit,0,0.22352205872885952,CF-A01-rare005,0.2,1.2934996999974828,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-sharp-deleted-t0.2,0.048190352704459594,0.023454834398092483,375,CF-A01-rare005/missing,0,0.036012431411405865,separated-unequal-rare,sharp,0.015443167965111027,0,reset,0.04844434449211321,missing,0,280,0.10000000000000002,0.0,1,400,-1.647002814080583,-2.8688474213475326,-2.5710401786510184,-1.915350157099156,-0.17696841944865077,0.4116672232443501,0.9308343149965851,0.07557333669354839,reused_deleted,0,0.20598319195146123,CF-A01-rare005,0.2,1.4665771999862045,25600.0,640.0,10.0,640.0,25600.0,400.0,975360.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-sharp-crossfit-t0.2,0.048190352704459594,0.028786748160371634,375,CF-A01-rare005/missing,0,0.029526318080921987,separated-unequal-rare,sharp,0.017396027670395275,0,reset,0.04844434449211321,missing,0,280,0.10000000000000002,0.0,1,400,-1.6226507637819427,-2.766311138843797,-2.528490191888602,-1.896875178875779,-0.1661964733394179,0.32616504625772885,0.9093148799437597,0.054845010080645164,crossfit,0,0.187460085713752,CF-A01-rare005,0.2,1.648123699997086,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-kgrad-crossfit-t0.2,0.048190352704459594,0.03269116716772502,375,CF-A01-rare005/missing,0,0.04227310283724006,separated-unequal-rare,kgrad,0.024585582780703552,0,reset,0.04844434449211321,missing,0,280,0.13925781250000002,0.0,1,400,-1.624859302810096,-2.704584777946997,-2.470631700268663,-1.8247413858339245,-0.3664166956467467,0.2433127699345601,0.835548540600863,0.06920992943548387,crossfit,0,0.21705681348047193,CF-A01-rare005,0.2,1.817380199994659,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-mean-crossfit-t0.5,0.048190352704459594,0.031599422522901044,400,CF-A01-rare005/missing,0,0.031599422522901044,separated-unequal-rare,mean,0.011229619115015632,0,reset,0.04844434449211321,missing,0,280,0.10000000000000002,0.0,1,400,-1.573573190084371,-2.645387058086914,-2.5417507568292743,-1.7907546750705314,-0.08890063355760772,0.2930687798356863,0.928567980751628,0.060641381048387094,crossfit,0,0.1986078418863274,CF-A01-rare005,0.5,1.9957442999875639,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
0.0,qld-sharp-deleted-t0.5,0.048190352704459594,0.027753408519990863,400,CF-A01-rare005/missing,0,0.027753408519990863,separated-unequal-rare,sharp,0.007791742998150442,0,reset,0.04844434449211321,missing,0,280,0.09609375000000002,0.0,1,400,-1.5438201737436323,-2.779263751788777,-2.545007840255839,-1.7873273544933692,0.030596355995913593,0.5793258326167187,0.9871361290390039,0.06183845766129032,reused_deleted,0,0.18175086481163075,CF-A01-rare005,0.5,2.1724878000095487,25600.0,640.0,10.0,640.0,25600.0,400.0,975360.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,25600.0
0.0,qld-sharp-crossfit-t0.5,0.048190352704459594,0.027840186308337733,400,CF-A01-rare005/missing,0,0.027840186308337733,separated-unequal-rare,sharp,0.0015036062476230239,0,reset,0.04844434449211321,missing,0,280,0.10000000000000002,0.0,1,400,-1.5512276000874075,-2.762060004238735,-2.5514778030035594,-1.7961748687763979,0.006944495230777097,0.5328925391002892,0.9792643773237955,0.061539188508064516,crossfit,0,0.1804735870223896,CF-A01-rare005,0.5,2.3611148000054527,25600.0,1280.0,20.0,640.0,33280.0,520.0,983040.0,47104.0,23.0,47104.0,7680.0,400.0,25600.0,215040.0,33280.0
