arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.005552609886508408,0.06269311034163762,0.20473098594421568,0.9964474439620972,1.0764514011692001,1.0,0.205078125,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,89617038,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,0,0.14561269999830984,0.0,0.0,0.0,0.0,0.16945426966995
cta-kll-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.006913602922415718,0.07028388617170844,0.22056237927211914,1.003901720046997,1.0828907720180658,1.0,0.21875,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,89617038,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,98048,0.15448279999691295,0.0,0.0,0.0,0.0,0.16596106868237256
cta-exact-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.006129316132029272,0.06997424422285052,0.20839083996359872,1.0088289976119995,1.070529873123799,1.0,0.18359375,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.13132727071642875,1.987346887588501,0.09979444674681873,1.6343497037887573,67584,0,0.19763329999841517,0.25,0.25,0.25,6.356553590107227,0.18867111392319202
cta-kll-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.006783680284247806,0.07394754166303943,0.22231596818248187,1.0118156671524048,1.0708491544982544,1.0,0.1953125,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.13132727071642875,1.987346887588501,0.09966183330398053,1.1112465858459473,67584,98048,0.19466059999831486,0.25,0.25,0.25,6.334242392068347,0.1877559531480074
cta-kll-guarded,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.8960485534231983,1.45194654838736,0.004226145717230567,0.05379822874534686,0.16976672963278602,0.9731322526931763,1.0834272140228594,1.0,0.203125,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,89617038,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.13132727071642875,1.987346887588501,0.10222386631648987,1.3237226009368896,67584,98048,0.24425179999525426,0.1925,0.0,0.1925,6.744484737704985,0.18616453520953655
cta-exact-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.01094599642414007,0.1085756581420024,0.23277452789355885,0.8862417340278625,1.6956434942040546,1.0,0.016015625000000047,0.008007812500000003,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1357488167,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,0,0.14680679999582935,0.0,0.0,0.0,0.0,0.21411947049200536
cta-kll-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.006249900776421402,0.08290471745794475,0.16560154910238517,0.9593950510025024,1.4342305896509804,1.0,0.013281249999999953,0.006640624999999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1357488167,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,98048,0.1471395999978995,0.0,0.0,0.0,0.0,0.22084079198539258
cta-exact-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.015455716016538279,0.11760996396510529,0.19437140724602422,0.9482362270355225,1.5168422386683704,1.0,0.0005859374999999528,0.0002929687499999972,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.22988930493593215,3.1668126583099365,0.17345976064680144,2.312023162841797,67584,0,0.195052900002338,0.25,0.25,0.25,6.726696069719499,0.2369820088148117
cta-kll-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.01584118205171281,0.11605953810820385,0.1681070322760481,0.9914347529411316,1.4386745592734003,1.0,0.017187499999999953,0.008593749999999997,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.22988930493593215,3.1668126583099365,0.16964705827413126,2.3144969940185547,67584,98048,0.19669960000464926,0.25,0.25,0.25,6.86398634408399,0.23887687511742114
cta-kll-guarded,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.7872162686682413,1.4936707724593687,0.003303900837312579,0.06344509424420745,0.15128578216976735,0.9470807909965515,1.4581167987799095,1.0,0.015234374999999953,0.007617187499999997,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,1357488167,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.22988930493593215,3.1668126583099365,0.1642904637265019,1.744202971458435,67584,98048,0.24146900000050664,0.205,0.0,0.205,6.493913177458732,0.24391046203672886
cta-exact-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.009139235522682476,0.07746346288149097,0.11367663067173754,0.9257023334503174,1.1261228590247296,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1889403943,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,0,0.16253649999998743,0.0,0.0,0.0,0.0,0.169986866787076
cta-kll-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.015047695174178255,0.10160318753480203,0.13739801571105467,0.9482508897781372,1.1177693639705795,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1889403943,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,98048,0.16899239999474958,0.0,0.0,0.0,0.0,0.17482316866517067
cta-exact-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.006104279454413941,0.06317878719258896,0.10179152352668663,0.9135943651199341,1.1084812365689516,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,1889403943,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.2430050976574421,7.683732509613037,0.11502779487054796,1.2115503549575806,67584,0,0.2006628999952227,0.25,0.25,0.25,7.217024735794704,0.19566359668970107
cta-kll-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.0081730675680034,0.07643782805483,0.1106228922989179,0.9296503067016602,1.1000898430099892,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,1889403943,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.2430050976574421,7.683732509613037,0.11787937867920846,1.1115500926971436,67584,98048,0.2109106999996584,0.25,0.25,0.25,7.253182058833308,0.20075285546481608
cta-kll-guarded,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.0081730675680034,0.07643782805483,0.1106228922989179,0.9296503067016602,1.1000898430099892,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,1889403943,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,0,0,0.0,1.0,0.2430050976574421,7.683732509613037,0.11787937867920846,1.1115500926971436,67584,98048,0.23996329999499721,0.25,0.25,0.25,7.253182058833308,0.20075285546481608
cta-exact-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.0033142453406127537,0.05187413275565301,0.10062812797943306,1.0166021585464478,1.9328837444950377,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,3387850064,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,0,0.14624539999931585,0.0,0.0,0.0,0.0,0.16002833917737008
cta-kll-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.004425523178464896,0.05976722475118774,0.10334039847629119,1.0335925817489624,1.9145390469405128,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,3387850064,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,67584,98048,0.14585710000392282,0.0,0.0,0.0,0.0,0.16092906575649976
