arm,kind,target,family,dimension,replication,initialization,learning_rate_multiplier,learning_rate,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,atlas_build_seconds,evaluation_generator_examples,model_parameters
kll-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,0,broad,32.0,0.032,0.04545491430435611,0.2278980420238415,0.44151991278229685,0.8054855465888977,1.536249706064643,0.5,0.07167968750000005,0.03583984375,20,10240,20480,320,20480,20480,2621440,5898240.0,0,67584,98048,0,0.32458620000397786,0.06019450000167126,2048,4610
kll-small-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,0,broad,16.0,0.016,0.026102471896433332,0.1580601870366046,0.25353959695970124,0.9503366351127625,1.596907686977777,1.0,0.012304687499999953,0.006152343749999997,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.4340423000030569,0.06019450000167126,2048,4610
kll-paper-hybrid,neural,NPR-d2-rare-gmm,rare-gmm,2,0,broad,32.0,0.032,0.03695775866194673,0.1921980660414502,0.4103966365570182,0.8750132918357849,1.6476724206462092,0.5,0.05410156250000005,0.027050781250000003,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.5934364999993704,0.06019450000167126,2048,4610
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d2-rare-gmm,rare-gmm,2,0,broad,nan,nan,0.0012276226491225728,0.03570432395093148,0.11176962349809094,0.9884207645470522,1.5349356768606712,1.0,0.0015624999999999528,0.0007812499999999972,100,512,512,1,20480,20480,7864320,48263237.592530765,0,67584,0,0,0.2049602999977651,0.07964150000043446,0,0
paper-neural,neural,NPR-d2-rare-gmm,rare-gmm,2,1,concentrated,16.0,0.016,0.0723030538955185,0.2564751693089709,0.6604444884621555,0.5945225358009338,1.2006816008007841,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.5763755000007222,0.0,2048,4610
minibatch-sw,neural,NPR-d2-rare-gmm,rare-gmm,2,1,concentrated,16.0,0.016,0.029327155762704393,0.15853370931193433,0.2828125463718263,0.9780816435813904,1.5266961419881502,1.0,0.029882812499999953,0.014941406249999997,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.7968140999946627,0.0,2048,4610
exact-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,1,concentrated,32.0,0.032,0.03105467201125789,0.18772090487174498,0.34890368063458127,0.9276345372200012,1.5061876990568688,1.0,0.014062500000000047,0.007031250000000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,67584,0,0,0.2144893999939086,0.08245280000119237,2048,4610
kll-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,1,concentrated,32.0,0.032,0.030012220543540025,0.18133361236443485,0.338338068241602,0.9222670793533325,1.5266216697627366,1.0,0.0015624999999999528,0.0007812499999999972,20,10240,20480,320,20480,20480,2621440,5898240.0,0,67584,98048,0,0.2564358999952674,0.060478400002466515,2048,4610
kll-small-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,1,concentrated,16.0,0.016,0.05377084140796207,0.2145659721391358,0.298969849003608,0.9576018452644348,1.563387532467197,1.0,0.006445312499999953,0.0032226562499999972,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.47445280000101775,0.060478400002466515,2048,4610
kll-paper-hybrid,neural,NPR-d2-rare-gmm,rare-gmm,2,1,concentrated,32.0,0.032,0.045010732743707926,0.20980445536553832,0.40513139498073925,0.8891851305961609,1.858708591976295,0.5,0.05507812500000005,0.027539062500000003,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.6510259999995469,0.060478400002466515,2048,4610
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d2-rare-gmm,rare-gmm,2,1,concentrated,nan,nan,0.00045629513798894905,0.018707777993423467,0.039042804791443085,0.9939793410249167,1.539062739754818,1.0,0.002343750000000047,0.0011718750000000028,100,512,512,1,20480,20480,7864320,48263237.592530765,0,67584,0,0,0.20410480000282405,0.08245280000119237,0,0
paper-neural,neural,NPR-d2-rare-gmm,rare-gmm,2,1,broad,16.0,0.016,0.03028150100863103,0.18255378038264494,0.577950331695656,0.5966564416885376,1.8922398651386945,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6558564999941154,0.0,2048,4610
minibatch-sw,neural,NPR-d2-rare-gmm,rare-gmm,2,1,broad,16.0,0.016,0.04322294316552977,0.19622885801231782,0.264598251298237,0.9118439555168152,1.7312941995828142,1.0,0.014257812499999953,0.007128906249999997,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.8200017999988631,0.0,2048,4610
exact-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,1,broad,32.0,0.032,0.05709152643508686,0.21563919026164458,0.38666041782855226,0.9617428183555603,1.7438103214290799,1.0,0.002343750000000047,0.0011718750000000028,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,67584,0,0,0.2719945999997435,0.08245280000119237,2048,4610
kll-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,1,broad,32.0,0.032,0.05310809669373562,0.2108263843024145,0.38388693234008486,0.9376639723777771,1.6885970019767826,1.0,0.006445312499999953,0.0032226562499999972,20,10240,20480,320,20480,20480,2621440,5898240.0,0,67584,98048,0,0.2341498000023421,0.060478400002466515,2048,4610
kll-small-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,1,broad,16.0,0.016,0.016468327174099073,0.12697154332651966,0.2196673687096215,0.9264237880706787,1.4063183469706917,1.0,0.020117187499999953,0.010058593749999997,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.4481288999959361,0.060478400002466515,2048,4610
kll-paper-hybrid,neural,NPR-d2-rare-gmm,rare-gmm,2,1,broad,32.0,0.032,0.029878800106380776,0.18480935317089084,0.4059369621811896,0.8076888918876648,1.4355313140165677,0.5,0.05800781250000005,0.029003906250000003,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.685318299998471,0.060478400002466515,2048,4610
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d2-rare-gmm,rare-gmm,2,1,broad,nan,nan,0.00045622824325275424,0.018637584743103855,0.03699164753884525,0.993981113913362,1.5390266194127964,1.0,0.002343750000000047,0.0011718750000000028,100,512,512,1,20480,20480,7864320,48263237.592530765,0,67584,0,0,0.19340359999478096,0.08245280000119237,0,0
paper-neural,neural,NPR-d2-rare-gmm,rare-gmm,2,2,concentrated,16.0,0.016,0.06624843029186911,0.26074943095165654,0.5810756907854994,0.6147452592849731,1.4371411580950797,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6956476000050316,0.0,2048,4610
minibatch-sw,neural,NPR-d2-rare-gmm,rare-gmm,2,2,concentrated,16.0,0.016,0.02107587983303949,0.14018443688468768,0.24624091165875786,0.9457386136054993,1.4707614973932779,1.0,0.04550781249999995,0.022753906249999997,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.9976782000012463,0.0,2048,4610
exact-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,2,concentrated,32.0,0.032,0.02212755116774945,0.15883149178713962,0.31838411238420034,0.8699750900268555,1.6326512897749907,1.0,0.03261718750000005,0.016308593750000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,67584,0,0,0.2706650999971316,0.08044449999579228,2048,4610
kll-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,2,concentrated,32.0,0.032,0.03929918284721978,0.19797850665040256,0.3404530245836251,0.8849788904190063,1.6207386952239364,1.0,0.03359375000000005,0.016796875000000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,67584,98048,0,0.275154000002658,0.0730896999957622,2048,4610
kll-small-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,2,concentrated,16.0,0.016,0.019906063216996728,0.12826527650853076,0.20412655245507827,0.9336205720901489,1.3808378478106722,1.0,0.025976562499999953,0.012988281249999997,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.5072901000021375,0.0730896999957622,2048,4610
kll-paper-hybrid,neural,NPR-d2-rare-gmm,rare-gmm,2,2,concentrated,32.0,0.032,0.02232203247938358,0.14438178720121644,0.28618654673449423,0.8942363262176514,1.6027619261071837,1.0,0.027929687499999953,0.013964843749999997,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.8074606000009226,0.0730896999957622,2048,4610
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d2-rare-gmm,rare-gmm,2,2,concentrated,nan,nan,0.001239067589709375,0.036849723354368494,0.12386499954990757,1.000833494606872,1.499600641952887,1.0,0.013281249999999953,0.006640624999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,67584,0,0,0.24453160000120988,0.08044449999579228,0,0
paper-neural,neural,NPR-d2-rare-gmm,rare-gmm,2,2,broad,16.0,0.016,0.039383866518087896,0.21094773473596962,0.5439005320275793,0.6395463943481445,1.8065389371484333,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.7399269999950775,0.0,2048,4610
minibatch-sw,neural,NPR-d2-rare-gmm,rare-gmm,2,2,broad,16.0,0.016,0.03294156569965656,0.1743375493907333,0.27617746451194514,0.8747431635856628,1.3304273949107182,1.0,0.018164062499999953,0.009082031249999997,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.009363699995447,0.0,2048,4610
exact-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,2,broad,32.0,0.032,0.05690930042544551,0.2338119936502802,0.32962536079363713,0.9360873103141785,1.4833057293902874,1.0,0.025976562499999953,0.012988281249999997,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,67584,0,0,0.2625164999990375,0.08044449999579228,2048,4610
kll-atlas-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,2,broad,32.0,0.032,0.03149147104479866,0.17922136036576186,0.3346952914055852,0.9260082244873047,1.5509924287202266,1.0,0.005468749999999953,0.0027343749999999972,20,10240,20480,320,20480,20480,2621440,5898240.0,0,67584,98048,0,0.3075736000027973,0.0730896999957622,2048,4610
kll-small-rsr,neural,NPR-d2-rare-gmm,rare-gmm,2,2,broad,16.0,0.016,0.018687778183073434,0.14253914892781666,0.24272398730684358,0.8233248591423035,1.5483460960586368,1.0,0.025976562499999953,0.012988281249999997,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.40343189999839524,0.0730896999957622,2048,4610
kll-paper-hybrid,neural,NPR-d2-rare-gmm,rare-gmm,2,2,broad,32.0,0.032,0.05423391359987351,0.22241641225799114,0.37224238685985594,0.8970384001731873,1.3349702680554802,1.0,0.020117187499999953,0.010058593749999997,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.7064246000009007,0.0730896999957622,2048,4610
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d2-rare-gmm,rare-gmm,2,2,broad,nan,nan,0.0012553714727043808,0.03678863758097092,0.1238506994039277,1.000835302522635,1.4999816297138762,1.0,0.013281249999999953,0.006640624999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,67584,0,0,0.2306170000010752,0.08044449999579228,0,0
paper-neural,neural,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,16.0,0.016,0.09177631201974235,0.20786196243955454,0.3705555298877661,0.6996551752090454,6.137314275299233,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.7503723999980139,0.0,2048,5256
minibatch-sw,neural,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,16.0,0.016,0.08540708062442315,0.1815403180273275,0.22341849355980262,1.046115517616272,3.7509005649669436,1.0,0.09628906249999995,0.04814453125,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.0269134999980452,0.0,2048,5256
exact-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,32.0,0.032,0.07751756659514308,0.1745157637520909,0.22879059672394436,0.9635509848594666,4.273133360831994,0.5,0.06093750000000005,0.030468750000000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,70656,0,0,0.33220190000429284,0.08755289999680826,2048,5256
kll-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,32.0,0.032,0.07643283439487858,0.17549351906530172,0.2249526057672716,0.9643765091896057,4.220970298869016,0.5,0.05996093750000005,0.029980468750000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,70656,98048,0,0.3296427000022959,0.0811630000025616,2048,5256
kll-small-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,16.0,0.016,0.045056883204817044,0.14603369413624367,0.1895966973903772,1.0233747959136963,5.367944900506557,1.0,0.022851562500000047,0.011425781250000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,70656,98048,0,0.4239774999950896,0.0811630000025616,2048,5256
kll-paper-hybrid,neural,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,32.0,0.032,0.07457103324555314,0.1713044086921822,0.24550190186997994,0.9101271033287048,3.914334802562934,0.5,0.08144531250000005,0.04072265625,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0,0.943818799998553,0.0811630000025616,2048,5256
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,nan,nan,0.012151734252728641,0.07502729335867737,0.05027856539964497,0.9953883198677275,5.402389508724228,1.0,0.04062499999999995,0.020312499999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,70656,0,0,0.26396609999937937,0.08755289999680826,0,0
paper-neural,neural,NPR-d8-rare-gmm,rare-gmm,8,0,broad,16.0,0.016,0.05376038718204024,0.14937055569422025,0.31704174524759854,0.7677982449531555,6.289574818668226,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.8121350999936112,0.0,2048,5256
minibatch-sw,neural,NPR-d8-rare-gmm,rare-gmm,8,0,broad,16.0,0.016,0.048111756911879855,0.13621523323111076,0.1682437273873712,0.9959595203399658,3.6361102661762223,1.0,0.05039062499999995,0.025195312499999997,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.1194531000001007,0.0,2048,5256
exact-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,0,broad,32.0,0.032,0.04891409803294833,0.14027639630366162,0.20551246616857943,0.9587849974632263,4.718145089368721,1.0,0.012109375000000047,0.006054687500000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,70656,0,0,0.3041259000019636,0.08755289999680826,2048,5256
kll-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,0,broad,32.0,0.032,0.049872738484227686,0.14343163330881276,0.20765121826766106,0.956361711025238,4.732353066631786,1.0,0.021875000000000047,0.010937500000000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,70656,98048,0,0.3349181999947177,0.0811630000025616,2048,5256
kll-small-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,0,broad,16.0,0.016,0.03801689406719122,0.13570104929560026,0.1782688268005933,0.9713361859321594,4.853327464034221,1.0,0.030664062500000047,0.015332031250000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,70656,98048,0,0.561429199995473,0.0811630000025616,2048,5256
kll-paper-hybrid,neural,NPR-d8-rare-gmm,rare-gmm,8,0,broad,32.0,0.032,0.040170288349591576,0.13269596534642988,0.21858767246981614,0.9264134764671326,5.507987878907748,0.5,0.07167968750000005,0.03583984375,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0,0.8479168999983813,0.0811630000025616,2048,5256
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d8-rare-gmm,rare-gmm,8,0,broad,nan,nan,0.00919498353249848,0.06328435660551306,0.04646117269803102,0.9956136849206579,5.598731393706286,1.0,0.04062499999999995,0.020312499999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,70656,0,0,0.2634332000016002,0.08755289999680826,0,0
paper-neural,neural,NPR-d8-rare-gmm,rare-gmm,8,1,concentrated,16.0,0.016,0.058917135405270216,0.16147892689038193,0.3240719448248032,0.7935753464698792,6.560010595418031,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.9020394000035594,0.0,2048,5256
minibatch-sw,neural,NPR-d8-rare-gmm,rare-gmm,8,1,concentrated,16.0,0.016,0.043899962064489095,0.12767810042211955,0.18652867160209471,0.9486992359161377,4.396923007974156,1.0,0.0015624999999999528,0.0007812499999999972,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.1823455000048853,0.0,2048,5256
exact-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,1,concentrated,32.0,0.032,0.08423080086918855,0.19138286160898169,0.2361090424264968,0.9933969974517822,4.077787101941281,1.0,0.028710937500000047,0.014355468750000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,70656,0,0,0.314779099993757,0.08555509999860078,2048,5256
kll-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,1,concentrated,32.0,0.032,0.08222612070223434,0.18917906718275598,0.23507900512177818,0.9932981133460999,4.19526632693942,1.0,0.03945312500000005,0.019726562500000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,70656,98048,0,0.3017152000029455,0.08040739999705693,2048,5256
kll-small-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,1,concentrated,16.0,0.016,0.04716337159286965,0.1364956554026303,0.16494753645655774,0.9881575107574463,4.161636327432281,1.0,0.04648437499999995,0.023242187499999997,160,10240,20480,320,20480,20480,2621440,3932160.0,0,70656,98048,0,0.619780000000901,0.08040739999705693,2048,5256
kll-paper-hybrid,neural,NPR-d8-rare-gmm,rare-gmm,8,1,concentrated,32.0,0.032,0.05124407010492771,0.14167161486229535,0.23637384037412396,0.9236847758293152,4.96439473821571,0.5,0.08925781250000005,0.04462890625,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0,0.9067716000063228,0.08040739999705693,2048,5256
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d8-rare-gmm,rare-gmm,8,1,concentrated,nan,nan,0.009637674918366201,0.06603953612308834,0.05379207409942956,0.9945281863271616,5.692865431786319,1.0,0.024999999999999953,0.012499999999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,70656,0,0,0.25213620000431547,0.08555509999860078,0,0
paper-neural,neural,NPR-d8-rare-gmm,rare-gmm,8,1,broad,16.0,0.016,0.0762989697149532,0.18108902806821262,0.3521047104851906,0.7389016151428223,6.084376839113477,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.7627951999966172,0.0,2048,5256
minibatch-sw,neural,NPR-d8-rare-gmm,rare-gmm,8,1,broad,16.0,0.016,0.061021000118580915,0.16568761117071013,0.2220697009095431,0.9217570424079895,4.343828748575118,1.0,0.027734375000000047,0.013867187500000003,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.018099600005371,0.0,2048,5256
exact-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,1,broad,32.0,0.032,0.04204815385175387,0.13577883481002764,0.20294403987407722,0.9755225777626038,4.169713306124244,1.0,0.019921875000000047,0.009960937500000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,70656,0,0,0.2597368999995524,0.08555509999860078,2048,5256
kll-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,1,broad,32.0,0.032,0.04111205069701107,0.13313765463074465,0.20020267039383857,0.968002438545227,4.350066900115642,1.0,0.024804687500000047,0.012402343750000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,70656,98048,0,0.3181914999950095,0.08040739999705693,2048,5256
kll-small-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,1,broad,16.0,0.016,0.04171675843815148,0.12988175854318074,0.1858158928598727,0.9683207273483276,5.261202295801174,1.0,0.016015625000000047,0.008007812500000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,70656,98048,0,0.5326284000038868,0.08040739999705693,2048,5256
kll-paper-hybrid,neural,NPR-d8-rare-gmm,rare-gmm,8,1,broad,32.0,0.032,0.04486176485864046,0.14344157166482743,0.21623453625773223,0.9667956233024597,4.987541656637573,0.5,0.05605468750000005,0.028027343750000003,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0,0.9422529999937979,0.08040739999705693,2048,5256
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d8-rare-gmm,rare-gmm,8,1,broad,nan,nan,0.007920284376720321,0.06138696602600596,0.049348770782170544,0.9946567868983268,5.610794843787109,1.0,0.04453124999999995,0.022265624999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,70656,0,0,0.23275740000099177,0.08555509999860078,0,0
paper-neural,neural,NPR-d8-rare-gmm,rare-gmm,8,2,concentrated,16.0,0.016,0.07717707626188686,0.18448184312736254,0.3496858344812458,0.7685094475746155,6.7635688308478015,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.7093094000010751,0.0,2048,5256
minibatch-sw,neural,NPR-d8-rare-gmm,rare-gmm,8,2,concentrated,16.0,0.016,0.07285838217790497,0.16432108325771236,0.21921342654001696,0.9571038484573364,4.240209006200237,1.0,0.010351562499999953,0.005175781249999997,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.0474185999992187,0.0,2048,5256
exact-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,2,concentrated,32.0,0.032,0.06067102650466838,0.17102006681459767,0.23579081582366412,0.9615435600280762,4.468352129174017,0.5,0.05117187500000005,0.025585937500000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,70656,0,0,0.27108810000208905,0.09202670000377111,2048,5256
kll-atlas-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,2,concentrated,32.0,0.032,0.05682551001844738,0.16935115351720043,0.22951728912328284,0.9642147421836853,4.583400235577045,1.0,0.04335937500000005,0.021679687500000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,70656,98048,0,0.3191145999953733,0.08214840000437107,2048,5256
kll-small-rsr,neural,NPR-d8-rare-gmm,rare-gmm,8,2,concentrated,16.0,0.016,0.04699471774879305,0.1460088313820395,0.20470811356670218,0.9621827602386475,4.784862189025124,1.0,0.025781250000000047,0.012890625000000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,70656,98048,0,0.4390761999966344,0.08214840000437107,2048,5256
kll-paper-hybrid,neural,NPR-d8-rare-gmm,rare-gmm,8,2,concentrated,32.0,0.032,0.060678417606228496,0.15609991418858526,0.2541163369784735,0.9325715899467468,4.133470237415554,1.0,0.03457031250000005,0.017285156250000003,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0,0.798181600002863,0.08214840000437107,2048,5256
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d8-rare-gmm,rare-gmm,8,2,concentrated,nan,nan,0.011692560724655632,0.07399533712794804,0.05900639226660587,0.9945558986497388,5.761717238305967,1.0,0.017187499999999953,0.008593749999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,70656,0,0,0.22241260000009788,0.09202670000377111,0,0
