arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,component_core_coverage,rare_core_mass,rare_bridge_mass,outside_component_core_mass,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,registered_global_rollout_steps,registered_global_rollout_step_size,rollout_local_after_global,per_particle_local_safety,tail_balanced_amortization,tail_balance_fraction,mean_global_rollout_displacement_rms,mean_local_positive_weight_fraction,maximum_teacher_rare_core_count,steps_with_teacher_rare_core,final_teacher_rare_core_count,maximum_run_rare_core_count,maximum_teacher_rare_nearest_count,final_teacher_rare_nearest_count,maximum_run_rare_nearest_count,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-fixed-control,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,1,fixed-level,0.0,0,2026072201,1.0,0.15,0.03496360000281129,0.0002917000019806437,0.004887800001597498,0.0,0.04014310000638943,64,64,3,3,3.8960485534231983,1.45194654838736,0.1835612652373011,0.3382710855301695,0.5596801055877444,0.6029744148254395,1.2814661523412163,0.75,0.51953125,nan,0.25,0.0,0.130859375,0.498046875,16,1024,2048,32,2048,3072,178176,131072,0,47104,1822720.0,1441792.0,380928.0,0,0,0,0,0.0,64,32,32,32.0,1,1,89617038,32,16,2,2,262144,1048576,128,fixed-level,0.0,7,14336,86016.0,4096,1,524288,0.014867683872580528,0.9999961853027344,0.0004148309235461056,0.03691382333636284,0.0006146212690509856,3.9257969856262207,0.15585214644670486,1.8193203210830688,0.023915138794109225,0.1552790105342865,4,4,7.0,0,34304,0,0.03496360000281129,0.25,0.25,0.25,8.1296067753319,0.5909262597560883,1,0.5,0,0,0,0.0,0.5480405390262604,1.0,20,1,20,0,97,97,1,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,1,dense,0.0,1,2026072201,1.0,0.15,0.0319621999951778,0.0,0.0,0.0,0.0319621999951778,64,64,3,3,3.8960485534231983,1.45194654838736,0.08424465930138147,0.2292989368110679,0.356485704120285,1.000925898551941,1.0570234376285568,1.0,0.19921875,nan,0.25,0.203125,0.111328125,0.4609375,32,2048,2048,32,2048,2048,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,262144,262144,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0319621999951778,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,1,fixed-level,0.0,2,2026072201,1.0,0.15,0.03224240000417922,0.0002917000019806437,0.004887800001597498,0.0,0.03742190000775736,64,64,3,3,3.8960485534231983,1.45194654838736,0.1835612652373011,0.3382710855301695,0.5596801055877444,0.6029744148254395,1.2814661523412163,0.75,0.51953125,nan,0.25,0.0,0.130859375,0.498046875,16,1024,2048,32,2048,3072,178176,131072,0,47104,1822720.0,1441792.0,380928.0,0,0,0,0,0.0,64,32,32,32.0,1,1,89617038,32,16,2,2,262144,1048576,128,fixed-level,0.0,7,14336,86016.0,4096,1,524288,0.014867683872580528,0.9999961853027344,0.0004148309235461056,0.03691382333636284,0.0006146212690509856,3.9257969856262207,0.15585214644670486,1.8193203210830688,0.023915138794109225,0.1552790105342865,4,4,7.0,0,34304,0,0.03224240000417922,0.25,0.25,0.25,8.1296067753319,0.5909262597560883,1,0.5,0,0,0,0.0,0.5480405390262604,1.0,20,1,20,0,97,97,1,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,1,fixed-level,0.0,0,2026072201,1.0,0.15,0.032966899998427834,0.00021859999833395705,0.0052687999996123835,0.0,0.038454299996374175,64,64,10,10,1.7834038959718805,2.2429019074336867,0.055747855743311536,0.19138516341674283,0.461579104370234,0.8015684485435486,3.1362429089003547,0.5,0.10000000000000005,0.05,0.5,0.0,0.0,0.00390625,16,1024,2048,32,2048,3072,178176,131072,0,47104,1822720.0,1441792.0,380928.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1730137501,16,8,2,2,262144,1048576,128,fixed-level,0.0,7,14336,86016.0,8192,1,524288,0.04226432740688324,0.9991512894630432,0.00464695505797863,0.07938965409994125,0.004800168331712484,26.62895393371582,0.6408268511295319,3.570643186569214,0.12365214107558131,0.5128332376480103,4,4,7.0,0,35328,0,0.032966899998427834,0.25,0.25,0.25,19.61842124958582,0.8522603809833527,1,0.5,0,0,0,0.0,0.7699030935764313,1.0,0,0,0,0,3,3,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,1,fixed-level,0.0,1,2026072201,1.0,0.15,0.032886300003156066,0.00021859999833395705,0.0052687999996123835,0.0,0.03837370000110241,64,64,10,10,1.7834038959718805,2.2429019074336867,0.055747855743311536,0.19138516341674283,0.461579104370234,0.8015684485435486,3.1362429089003547,0.5,0.10000000000000005,0.05,0.5,0.0,0.0,0.00390625,16,1024,2048,32,2048,3072,178176,131072,0,47104,1822720.0,1441792.0,380928.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1730137501,16,8,2,2,262144,1048576,128,fixed-level,0.0,7,14336,86016.0,8192,1,524288,0.04226432740688324,0.9991512894630432,0.00464695505797863,0.07938965409994125,0.004800168331712484,26.62895393371582,0.6408268511295319,3.570643186569214,0.12365214107558131,0.5128332376480103,4,4,7.0,0,35328,0,0.032886300003156066,0.25,0.25,0.25,19.61842124958582,0.8522603809833527,1,0.5,0,0,0,0.0,0.7699030935764313,1.0,0,0,0,0,3,3,0,0.0,0.0,0.0
paper-neural-optimized,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,1,dense,0.0,2,2026072201,1.0,0.15,0.03236379999725614,0.0,0.0,0.0,0.03236379999725614,64,64,10,10,1.7834038959718805,2.2429019074336867,0.1655279550006914,0.3444067851556674,0.6384210041263431,0.6665589213371277,2.597606034094851,0.5,0.10000000000000005,0.05,0.5,0.0,0.0,0.0,32,2048,2048,32,2048,2048,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,262144,262144,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.03236379999725614,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,0,2026072201,1.0,0.15,0.0781016000037198,0.0003355000008014031,0.004960699996445328,0.0,0.08339780000096653,64,64,36,36,0.3208946893756642,8.81419112995982,0.06534270973652223,0.16135081288215988,0.21749565166241108,0.9423954486846924,5.165321467309132,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,2048,3072,262144,131072,0,131072,2121728.0,1441792.0,679936.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,16384,1,524288,0.09568671137094498,0.9966593980789185,0.06888191401958466,0.18942371010780334,0.0844268724322319,5.398090839385986,0.9501815438270569,4.183297157287598,0.7672028541564941,1.5253682136535645,2,2,30.75,0,37376,0,0.0781016000037198,0.25,0.25,0.25,8.33805085913577,1.2185400277376175,2,0.5,1,0,0,0.0,1.178132802248001,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,1,fixed-level,0.0,1,2026072201,1.0,0.15,0.03467410000303062,0.0003355000008014031,0.004960699996445328,0.0,0.03997030000027735,64,64,36,36,0.3208946893756642,8.81419112995982,0.06594321304826334,0.15926667037267403,0.26259712121256834,0.8148306608200073,5.8814457885947835,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,2048,3072,178176,131072,0,47104,1822720.0,1441792.0,380928.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,262144,1048576,128,fixed-level,0.0,7,14336,86016.0,16384,1,524288,0.32532206177711487,0.9666253924369812,0.01328019704669714,0.0888182669878006,0.014273821376264095,1059.28759765625,1.4847866892814636,7.888912677764893,0.3391071818768978,1.2314242124557495,4,4,7.0,0,37376,0,0.03467410000303062,0.25,0.25,0.25,43.228749392244936,1.0908148288726807,1,0.5,0,0,0,0.0,0.9841833412647247,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,1,dense,0.0,2,2026072201,1.0,0.15,0.03236699999979464,0.0,0.0,0.0,0.03236699999979464,64,64,36,36,0.3208946893756642,8.81419112995982,0.0849510027729039,0.1909985789057657,0.3205669220531501,0.7121342420578003,3.4618487804765863,nan,nan,nan,nan,nan,nan,nan,32,2048,2048,32,2048,2048,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,262144,262144,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.03236699999979464,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,1,fixed-level,0.0,0,2026072201,1.0,0.15,0.034541599998192396,0.015951399996993132,0.013740700000198558,0.0,0.06423369999538409,64,192,136,136,0.18133241385215962,19.103598422078235,0.07443706027073116,0.1433762080559148,0.23969227652435482,0.8525863289833069,8.91095312145428,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,2048,3072,440320,393216,0,47104,4706304.0,4325376.0,380928.0,0,0,0,0,0.0,192,32,32,32.0,0,1,680165851,12,2,2,2,262144,1048576,128,fixed-level,0.0,7,14336,86016.0,32768,1,524288,0.3234652876853943,0.9751834869384766,0.06713784486055374,0.07057980448007584,0.0714513286948204,763.0905151367188,2.6614779233932495,7.185192584991455,0.7181809954345226,2.198303699493408,4,4,7.0,0,123392,0,0.034541599998192396,0.25,0.25,0.25,23.792831217563,1.4913300275802612,1,0.5,0,0,0,0.0,1.407749205827713,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
