arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.8960485534231983,1.45194654838736,0.0047112574531935625,0.057503484855676225,0.19116115372160347,0.9992895126342773,1.078028214354685,1.0,0.185546875,nan,160,10240,20480,320,20480,20480,2621440,24670277.592530765,0,67584,0,0.17740190000040457,0.0,0.0,0.0,0.16814469862729312
cta-kll-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.8960485534231983,1.45194654838736,0.003933729907151795,0.051238248988661673,0.1730534559303551,0.9852566123008728,1.0767804660042233,1.0,0.1826171875,nan,160,10240,20480,320,20480,20480,2621440,5898240.0,0,67584,98048,0.1978512999994564,0.0,0.0,0.0,0.1650361454114318
cta-exact-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.8960485534231983,1.45194654838736,0.006814913025200431,0.06895145410124606,0.20112381324884193,1.0113742351531982,1.0738849532312797,1.0,0.1923828125,nan,160,10240,20480,320,20480,30720,2621440,24670277.592530765,10485760,67584,0,0.47711140000319574,0.25,0.25,6.647240188113798,0.18648366928100585
cta-kll-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.8960485534231983,1.45194654838736,0.0061129370099413105,0.06398170497176182,0.18804989208584574,1.0063709020614624,1.0746970058826246,1.0,0.19921875,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0.4344229000053019,0.25,0.25,6.390343288203981,0.18433499187231064
cta-kll-guarded,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.8960485534231983,1.45194654838736,0.0061129370099413105,0.06398170497176182,0.18804989208584574,1.0063709020614624,1.0746970058826246,1.0,0.19921875,nan,160,10240,20480,320,20480,30720,6553600,11796480.0,10485760,67584,98048,0.5263818999956129,0.25,0.25,6.390343288203981,0.18433499187231064
cta-exact-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.7872162686682413,1.4936707724593687,0.009634511291294334,0.10608662426823177,0.23852272393678614,0.8677858710289001,1.7042878083010622,1.0,0.017968750000000047,0.008984375000000003,160,10240,20480,320,20480,20480,2621440,24670277.592530765,0,67584,0,0.16870969999581575,0.0,0.0,0.0,0.20945865474641323
cta-kll-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.7872162686682413,1.4936707724593687,0.014390083129739661,0.11707067115410362,0.19954431259263683,0.9335950613021851,1.6000512470743096,1.0,0.0015624999999999528,0.0007812499999999972,160,10240,20480,320,20480,20480,2621440,5898240.0,0,67584,98048,0.1718585999988136,0.0,0.0,0.0,0.2113043624907732
cta-exact-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.7872162686682413,1.4936707724593687,0.014622445625167568,0.1259983811531813,0.28862417871032264,0.8357577919960022,1.7585393405966336,1.0,0.027734375000000047,0.013867187500000003,160,10240,20480,320,20480,30720,2621440,24670277.592530765,10485760,67584,0,0.4105333000043174,0.25,0.25,7.017149393607383,0.23215462490916253
cta-kll-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.7872162686682413,1.4936707724593687,0.010911268784405515,0.1107026710305425,0.2703643663511524,0.846934974193573,1.7345074505352809,1.0,0.023828125000000047,0.011914062500000003,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0.42554419999942183,0.25,0.25,6.788412545040252,0.22797743193805217
cta-kll-guarded,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,64,64,3,3,3.7872162686682413,1.4936707724593687,0.010911268784405515,0.1107026710305425,0.2703643663511524,0.846934974193573,1.7345074505352809,1.0,0.023828125000000047,0.011914062500000003,160,10240,20480,320,20480,30720,6553600,11796480.0,10485760,67584,98048,0.49715670000296086,0.25,0.25,6.788412545040252,0.22797743193805217
