arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-hybrid,NPR-d2-balanced-gmm-v00,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.38013910000154283,0.00042860000394284725,0.05264460000034887,0.0,0.43321230000583455,64,64,3,3,3.5070757057973183,1.612983215657821,0.02043071190395418,0.12088200305400597,0.18272896191852778,1.0082279443740845,1.8627096066467725,1.0,0.05078125,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2532206964,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.009943355340510607,0.9999493360519409,0.0020400620996952057,0.03838552162051201,0.006457069888710976,1.190775752067566,0.1097186740487814,1.5611586570739746,0.10439305435866117,0.6201844215393066,4,4,29.55,0,67584,0,0.38013910000154283,0.25,0.25,0.25,3.449618599722451,0.1585933819413185,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-balanced-gmm-v00,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.2950598999959766,0.0,0.0,0.0,0.2950598999959766,64,64,3,3,3.5070757057973183,1.612983215657821,0.03471150070305429,0.16227162818615815,0.23213194355414066,1.0990211963653564,1.914140398724705,1.0,0.0419921875,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2950598999959766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-balanced-gmm-v00,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2996943000034662,0.00042860000394284725,0.05264460000034887,0.0,0.3527675000077579,64,64,3,3,3.5070757057973183,1.612983215657821,0.02048935903150806,0.12107704952358342,0.18288216611725977,1.008212685585022,1.8615332255079877,1.0,0.052734375,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2532206964,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.01735437987372279,0.9998701214790344,0.004394564428366721,0.049584273248910904,0.00931801088154316,1.1091222763061523,0.14485402926802635,1.5352458953857422,0.13102160394191742,0.9887778162956238,4,4,7.0,0,67584,0,0.2996943000034662,0.25,0.25,0.25,3.471147931568133,0.15846742913126946,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-balanced-gmm-v01,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.36460689999512397,0.00020260000019334257,0.050200799996673595,0.0,0.4150102999919909,64,64,3,3,3.659841836854284,1.545655386669544,0.01873729027470028,0.10938558276214369,0.15890704883217463,1.0299813747406006,1.4565227312983782,1.0,0.0849609375,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3024143275,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.008703084196895361,0.9999587535858154,0.00279183650854975,0.03563694469630718,0.007430062163621187,1.9658701419830322,0.101027138158679,1.6316418647766113,0.09781233370304107,0.5905863046646118,4,4,28.375,0,67584,0,0.36460689999512397,0.25,0.25,0.25,4.512559161085522,0.17974634431302547,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-balanced-gmm-v01,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.26675120000436436,0.00020260000019334257,0.050200799996673595,0.0,0.3171546000012313,64,64,3,3,3.659841836854284,1.545655386669544,0.019251154588302954,0.11057592350164727,0.16001289622598747,1.0317192077636719,1.4569970877947211,1.0,0.0869140625,nan,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3024143275,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.01032826746813953,0.999978244304657,0.0034163942327722907,0.04092002846300602,0.006641215644776821,0.7547904849052429,0.11628686226904392,1.6895511150360107,0.12067284202203155,1.071891188621521,4,4,7.0,0,67584,0,0.26675120000436436,0.25,0.25,0.25,4.527433312314938,0.17976206801831723,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-balanced-gmm-v01,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.2973663000011584,0.0,0.0,0.0,0.2973663000011584,64,64,3,3,3.659841836854284,1.545655386669544,0.016678519260816094,0.11007086268936751,0.19090793012523796,1.010317325592041,1.5394750625184417,1.0,0.068359375,nan,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2973663000011584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-fixed-control,NPR-d2-rare-gmm-v00,rare-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.26221979999536416,0.00017349999689031392,0.049629900000581983,0.0,0.31202319999283645,64,64,3,3,3.575331894521869,1.5821899662405676,0.0030686926620093757,0.06077680428448553,0.12626332977643112,1.0104377269744873,1.4647312903422653,1.0,0.013281249999999953,0.006640624999999997,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,702493856,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.016303198179230094,0.9996762871742249,0.0006374067452270538,0.04907296225428581,0.004414504859596491,6.247368335723877,0.22988100722432137,3.1103224754333496,0.17697726152837276,2.2046561241149902,4,4,7.0,0,67584,0,0.26221979999536416,0.25,0.25,0.25,7.960562693835942,0.25046921111643317,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-rare-gmm-v00,rare-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.3565762999933213,0.00017349999689031392,0.049629900000581983,0.0,0.4063796999907936,64,64,3,3,3.575331894521869,1.5821899662405676,0.005200230326881883,0.07483732754792338,0.1378097513394454,1.0155353546142578,1.4553384803656755,1.0,0.011328124999999953,0.005664062499999997,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,702493856,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.01491253124549985,0.9998213052749634,0.0006640819628955796,0.03877145051956177,0.0025952819269150496,3.93589448928833,0.16620826348662376,2.247530460357666,0.13786145681515335,1.1147898435592651,4,4,29.075,0,67584,0,0.3565762999933213,0.25,0.25,0.25,8.009397130804254,0.2524978518486023,0.0,0.0,0.0
paper-neural-optimized,NPR-d2-rare-gmm-v00,rare-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.286520699999528,0.0,0.0,0.0,0.286520699999528,64,64,3,3,3.575331894521869,1.5821899662405676,0.045967029953834615,0.2344817458475395,0.6060373230582766,0.5680835247039795,1.9430217704182156,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.286520699999528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-rare-gmm-v01,rare-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.3692386999973678,0.000182100004167296,0.048454099996888544,0.0,0.41787489999842364,64,64,3,3,3.88734634838955,1.4551968727550866,0.0036907728264070627,0.06303892251235829,0.13554196807510763,0.9553844332695007,1.5176684342788518,1.0,0.017187499999999953,0.008593749999999997,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2771985835,32,16,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,40960,2,1048576,0.00491774664260447,0.9999784827232361,0.0008900567627279088,0.03680034168064594,0.0040148720145225525,2.275546073913574,0.1718882590532303,2.2464041709899902,0.13417481109499932,1.0061811208724976,4,4,26.8,0,67584,0,0.3692386999973678,0.25,0.25,0.25,6.972298418442807,0.24895715937018395,0.0,0.0,0.0
