arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-exact-hybrid,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.2896196383303909,9.76600599687094,0.017947064808625957,0.08660610019850033,0.12181125153956979,0.9912599325180054,5.910586535959466,1.0,0.029882812499999953,0.014941406249999997,160,10240,20480,320,20480,30720,2621440,24670277.592530765,10485760,70656,0,0.4827940999966813,0.25,0.25,4.002414765533836,0.2703648656606674
cta-kll-hybrid,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.2896196383303909,9.76600599687094,0.018417597399872587,0.0882882130516328,0.12307840930750101,0.9922813773155212,5.935890878928195,1.0,0.03183593749999995,0.015917968749999997,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0.4699356999990414,0.25,0.25,4.01343982264382,0.2714864328503609
cta-kll-guarded,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.2896196383303909,9.76600599687094,0.018417597399872587,0.0882882130516328,0.12307840930750101,0.9922813773155212,5.935890878928195,1.0,0.03183593749999995,0.015917968749999997,160,10240,20480,320,20480,30720,6553600,11796480.0,10485760,70656,98048,0.5896847999974852,0.25,0.25,4.01343982264382,0.2714864328503609
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.019045847812596772,0.08051397808918383,0.1390417611468032,0.9702561497688293,4.879467121302279,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,24670277.592530765,0,70656,0,0.17710169999918435,0.0,0.0,0.0,0.22750348187983035
cta-kll-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.019615121819463344,0.082224766760174,0.13845102699618242,0.9692948460578918,4.838663813129035,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,5898240.0,0,70656,98048,0.17706320000434062,0.0,0.0,0.0,0.2622843272984028
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.01024753960348912,0.06191593867274295,0.12109497650282729,0.9634532332420349,4.591230154423079,nan,nan,nan,160,10240,20480,320,20480,30720,2621440,24670277.592530765,10485760,70656,0,0.48655499999586027,0.25,0.25,7.50068190337368,0.25139952450990677
cta-kll-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.012976753770836513,0.07202867712049822,0.1250745231702537,0.9526962637901306,4.638124565176027,nan,nan,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0.4699382000035257,0.25,0.25,8.025853030141693,0.2868671536445618
cta-kll-guarded,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.012976753770836513,0.07202867712049822,0.1250745231702537,0.9526962637901306,4.638124565176027,nan,nan,nan,160,10240,20480,320,20480,30720,6553600,11796480.0,10485760,70656,98048,0.5362626999994973,0.25,0.25,8.025853030141693,0.2868671536445618
cta-exact-global,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.37069542657332694,7.630056704211055,0.026418636083164415,0.10214488756228915,0.11717023149519573,0.9815702438354492,4.997343289003238,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,24670277.592530765,0,70656,0,0.17814019999786979,0.0,0.0,0.0,0.25593571849167346
cta-kll-global,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.37069542657332694,7.630056704211055,0.028201488778401895,0.1120199595519265,0.14465059169917627,1.0239070653915405,4.631693226860788,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,5898240.0,0,70656,98048,0.17635589999554213,0.0,0.0,0.0,0.27163231037557123
cta-exact-hybrid,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.37069542657332694,7.630056704211055,0.0171730001164887,0.07940743610576848,0.10144508580472587,0.9629760384559631,4.938408473182497,nan,nan,nan,160,10240,20480,320,20480,30720,2621440,24670277.592530765,10485760,70656,0,0.42537950000405544,0.25,0.25,3.7273969447679427,0.2828707914799452
cta-kll-hybrid,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.37069542657332694,7.630056704211055,0.02585102255657823,0.10000086074025719,0.13215725656111105,0.9969853162765503,4.625263518635821,nan,nan,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,70656,98048,0.4299918000033358,0.25,0.25,3.915544344394614,0.30096485316753385
cta-kll-guarded,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.37069542657332694,7.630056704211055,0.02585102255657823,0.10000086074025719,0.13215725656111105,0.9969853162765503,4.625263518635821,nan,nan,nan,160,10240,20480,320,20480,30720,6553600,11796480.0,10485760,70656,98048,0.5438747000007425,0.25,0.25,3.915544344394614,0.30096485316753385
cta-exact-global,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18311236451682866,18.917901171110664,0.06811713679137199,0.13167682398330438,0.15047408179399344,0.9852188229560852,5.402263753827208,1.0,0.0888671875,nan,160,10240,20480,320,20480,20480,7864320,74010832.77759229,0,222208,0,0.29765279999992345,0.0,0.0,0.0,0.3099750764667988
cta-kll-global,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18311236451682866,18.917901171110664,0.0691605892895133,0.13242737383094302,0.151181048935232,0.9850171208381653,5.450391943923163,1.0,0.0810546875,nan,160,10240,20480,320,20480,20480,7864320,17694720.0,0,222208,294144,0.29551509999873815,0.0,0.0,0.0,0.3105048187077045
cta-exact-hybrid,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18311236451682866,18.917901171110664,0.04078314416397788,0.10201240865039964,0.11926428559802463,0.9799103736877441,4.7505586670896225,1.0,0.099609375,nan,160,10240,20480,320,20480,30720,7864320,74010832.77759229,10485760,222208,0,0.508160899997165,0.25,0.25,3.9246280632028494,0.34061875492334365
