arm,kind,rho,local_kind,metric,quantile_weight,endpoint_ed2,endpoint_sw1,endpoint_coverage,endpoint_mass_l1,selected_ed2,selected_sw1,selected_coverage,selected_mass_l1,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,median_correction_metric_norm,p90_correction_metric_norm,median_gradient_cosine,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.04484763839765016,0.35059775262677956,1.0,0.2787642045454546,0.04584150107714091,0.35834255321719716,1.0,0.2787642045454546,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,2.1875,10,179.2304245744904,0.337900400016224
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.040777834160637294,0.3391548976098755,1.0,0.2553267045454546,0.03681341245131087,0.31927988739118246,0.8181818181818182,0.40589488636363635,47,0,0.8333333333333334,0.0,0.05555555555555555,0.0,0,0.010210292406089816,0.028393025872074797,0.7780070428965469,-0.0005142137526223866,-0.00013050652427293782,"{""local"": 4, ""none"": 3, ""quantile"": 10, ""quantile+local"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,2.1875,10,179.2304245744904,0.5448495000018738
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.03986670344375787,0.3352685334721828,1.0,0.2553267045454546,0.03656969152168932,0.3181471767778635,0.8181818181818182,0.40980113636363635,47,0,0.8888888888888888,0.0,0.05555555555555555,0.0,0,0.012575478898939185,0.0293461388387349,0.7685301857497164,-0.0008057224762070313,-0.00014514915031328554,"{""local"": 3, ""none"": 2, ""quantile"": 12, ""quantile+local"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,2.1875,10,179.2304245744904,0.6427553000103217
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.03790031640532199,0.3266197582428181,1.0,0.2631392045454546,0.03875819284148374,0.3307087728856085,0.8181818181818182,0.30042613636363635,52,0,0.8888888888888888,0.0,0.05555555555555555,0.0,0,0.01645735388422153,0.03153158627264398,0.7422473358143107,-0.0015508299956023932,-0.00017349107115221743,"{""local"": 2, ""none"": 2, ""quantile"": 13, ""quantile+local"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,2.1875,10,179.2304245744904,0.749642800015863
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.030913774188914722,0.2949155969287462,1.0,0.23579545454545456,0.03580614943250371,0.3167467215348493,0.8181818181818182,0.30823863636363635,52,0,0.4444444444444444,0.0,0.05555555555555555,0.0,0,0.0,0.0121364002102099,0.7206762645082029,-0.002034530492521114,-0.0013519710503516445,"{""local"": 1, ""none"": 10, ""quantile"": 6, ""quantile+local"": 1}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,2.1875,10,179.2304245744904,0.8779542999982368
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.5579964966433195,1.4786053553605818,0.7272727272727273,0.6473721590909092,0.5579964966433195,1.4786053553605818,0.7272727272727273,0.6473721590909092,60,0,0.0,0.0,0.0,0.0,0,0.002519605814189657,0.003056787829479546,0.904680357432678,nan,nan,"{""fixed-mix"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.457733500021277
lbqcd,paper,0.0,paper,adam,0.0,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,60,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.2663887000235263
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.4787081599476206,1.3265908854580681,0.7272727272727273,0.6473721590909092,0.4787081599476206,1.3265908854580681,0.7272727272727273,0.6473721590909092,60,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.3590179000166245
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9049338012309255,-0.04959629459729843,-0.0030927954778382175,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.5614664000167977
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9049338012309255,-0.04959629459729843,-0.0030927954778382175,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.6659313999989536
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,0.5571435834491667,1.4789871861646078,0.7272727272727273,0.6434659090909092,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9049338012309255,-0.04959629459729843,-0.0030927954778382175,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.7600680000032298
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.8273666883155366,1.4738257868651867,0.5454545454545455,0.8934659090909092,0.8274816780968015,1.547799671632084,0.5454545454545455,0.8583096590909092,57,0,0.16666666666666663,0.0,0.0,0.0,0,0.0,0.01154394588448372,0.7369483636344945,-0.03410306485350179,-0.022574836419427965,"{""local"": 1, ""none"": 15, ""quantile"": 2}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D03-equal-K11,equal-high-mode-count,missing,QGD-D03-equal-K11/missing,0,1,2.5,10,156.40848972144698,0.8601539000228513
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.055602255319108895,0.28873186518984023,0.875,0.5,0.07687713079699843,0.33840197386082294,0.9375,0.51953125,47,0,0.0,0.0,0.0,0.0,0,0.0013358866054244054,0.0018082690537397725,0.9552885096775972,nan,nan,"{""fixed-mix"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.38200919999508187
lbqcd,paper,0.0,paper,adam,0.0,0.0559306399612538,0.2896789349085986,0.875,0.50390625,0.07694033611138051,0.33878076935148255,0.9375,0.51953125,47,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.22203129998524673
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.047220006960141614,0.2686690173619674,0.875,0.5,0.0752756358769675,0.33306498655904204,0.9375,0.52734375,47,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.29838769999332726
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.0567944350217755,0.2913829867363136,0.875,0.5078125,0.07694033611138051,0.33878076935148255,0.9375,0.51953125,47,0,0.2222222222222222,0.0,0.16666666666666666,0.0,0,0.0,0.008268849050123518,0.9558937448251872,-0.0034275776540315444,-0.000393700561753563,"{""local"": 3, ""none"": 14, ""quantile"": 1}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.4762495000031777
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.05702257583196957,0.2919167190771727,0.875,0.5,0.07694033611138051,0.33878076935148255,0.9375,0.51953125,47,0,0.2777777777777778,0.0,0.16666666666666666,0.0,0,0.0,0.00828764890819199,0.9558937448251872,-0.0034312411450068527,-0.0003935628195206658,"{""local"": 3, ""none"": 13, ""quantile"": 2}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.559839199995622
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.057494454888378455,0.2930180344288473,0.875,0.49609375,0.07694033611138051,0.33878076935148255,0.9375,0.51953125,47,0,0.2777777777777778,0.0,0.16666666666666666,0.0,0,0.0,0.008330855860866522,0.9558937448251872,-0.0034403382807462754,-0.000446961120892096,"{""local"": 1, ""none"": 13, ""quantile"": 2, ""quantile+local"": 2}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.6411244999908376
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.04475602904340059,0.2761836942330486,0.875,0.41796875,0.07264293895176754,0.32614655086184635,0.9375,0.515625,47,0,0.2777777777777778,0.0,0.16666666666666666,0.0,0,0.0,0.02936713123260005,0.9522542006776686,-0.005520085011991659,-0.0022026781116886987,"{""local"": 2, ""none"": 13, ""quantile"": 3}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,concentrated,QGD-D04-hetero-K8/concentrated,0,1,1.9375,6,153.0093283372553,0.7375016000005417
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.42233200161019013,1.2106919755980994,0.8125,0.65234375,0.47887717184942336,1.275257097058658,0.8125,0.70703125,57,0,0.0,0.0,0.0,0.0,0,0.003656019536549168,0.004242799331485422,0.8754157003677089,nan,nan,"{""fixed-mix"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.43833590002031997
lbqcd,paper,0.0,paper,adam,0.0,0.4160931926632081,1.2072073107116148,0.8125,0.6640625,0.4728805316699427,1.271725909800842,0.8125,0.7109375,57,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.24619950001942925
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.3426728761414308,1.0924357538142695,0.8125,0.61328125,0.3426728761414308,1.0924357538142695,0.8125,0.61328125,60,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.33799709999584593
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.4160931926632081,1.2072073107116148,0.8125,0.6640625,0.47288053166994315,1.2717259098008422,0.8125,0.7109375,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8738816409088414,-0.04140876919658411,-0.0039105389794011625,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.5426227000134531
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.4160931926632081,1.2072073107116148,0.8125,0.6640625,0.47288053166994315,1.2717259098008422,0.8125,0.7109375,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8738816409088414,-0.04140876919658411,-0.0039105389794011625,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.6365197999984957
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.4160931926632081,1.2072073107116148,0.8125,0.6640625,0.47288053166994315,1.2717259098008422,0.8125,0.7109375,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8738816409088414,-0.04140876919658411,-0.0039105389794011625,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.7403127000143286
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.4838095582087627,1.1402371203726205,0.5625,0.8671875,0.4838095582087627,1.1402371203726205,0.5625,0.8671875,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9641862919801213,-0.04585887246725365,-0.014672831632580737,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,0,1,2.1875,5,173.6075207662028,0.8680800000147428
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.0063858646283025955,0.04954281246833576,1.0,0.3348214285714285,0.0053516808285763995,0.05421256673163219,1.0,0.3504464285714285,52,0,0.0,0.0,0.0,0.0,0,0.0005729362316864981,0.0008573523986450919,0.9753508677858227,nan,nan,"{""fixed-mix"": 18}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.34462009998969734
lbqcd,paper,0.0,paper,adam,0.0,0.006706152816286948,0.05037395999516975,1.0,0.3426339285714285,0.005514490446915654,0.054128217024240345,1.0,0.3543526785714285,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.1278591000009328
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.004653470507356872,0.05498131991803255,1.0,0.2801339285714285,0.004653470507356872,0.05498131991803255,1.0,0.2801339285714285,60,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,30720.0,14400.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.23984359999303706
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.005207559993681277,0.05113455719266946,1.0,0.3270089285714285,0.004618778446744187,0.05915315465525163,1.0,0.2857142857142857,52,0,0.5,0.0,0.3888888888888889,0.0,0,0.0015046945333072185,0.009728988338232408,0.971100410340274,-0.00018032336684465483,-5.957863109049924e-05,"{""local"": 1, ""none"": 9, ""quantile"": 5, ""quantile+local"": 3}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.44812349998392165
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.004988972018052484,0.052026768141459796,1.0,0.2918526785714285,0.004575714184524626,0.060082770108410906,1.0,0.3013392857142857,52,0,0.5,0.0,0.3333333333333333,0.0,0,0.0012278351012237594,0.012965561476387397,0.9716327477047559,-0.00027385651718520477,-8.341837860078463e-05,"{""local"": 1, ""none"": 9, ""quantile"": 6, ""quantile+local"": 2}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.5565644999733195
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.00470820521123172,0.05424412270227063,1.0,0.2918526785714285,0.004598245496008069,0.054570759293750756,1.0,0.2762276785714285,57,0,0.5,0.0,0.3333333333333333,0.0,0,0.0008051979511832599,0.019768978474381967,0.9744212663584192,-0.00040120419880986555,-0.00010629637368800553,"{""local"": 2, ""none"": 9, ""quantile"": 6, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.6659677999850828
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.006810798107564797,0.054573276968920385,1.0,0.3113839285714285,0.00424082957839933,0.05770748187690703,1.0,0.2466517857142857,52,0,0.5,0.0,0.3333333333333333,0.0,0,0.0006551181641632401,0.014162511806146333,0.9785059246812524,-0.00028208928955676237,-0.0002904244393078337,"{""local"": 1, ""none"": 9, ""quantile"": 7, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36288.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,32.0,0,0.0,0.7742457999847829
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.007736841531479466,0.10550119082372628,1.0,0.3387276785714286,0.010534074338694466,0.060856562170081174,1.0,0.2315848214285714,47,0,0.0,0.0,0.0,0.0,0,0.0006885461937308377,0.0014485815918498263,0.9814201880117084,nan,nan,"{""fixed-mix"": 18}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.30214129999512807
lbqcd,paper,0.0,paper,adam,0.0,0.008214798769290765,0.10908238311146819,1.0,0.3465401785714286,0.010545770708747293,0.060883802373481136,1.0,0.2276785714285714,47,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,14.0,4608.0,4608.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.09552410000469536
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.006962325842820194,0.09134752204760274,1.0,0.2672991071428572,0.003210279498876756,0.07454298605581762,1.0,0.2645089285714286,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,30720.0,14400.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.2130804000189528
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.0033997087614052734,0.08192047135360396,1.0,0.3035714285714286,0.004833848787385686,0.06047000709702796,1.0,0.2472098214285714,52,0,0.5,0.0,0.3333333333333333,0.0,0,0.00353496075619506,0.027522997274620695,0.9815013269007722,-0.0003801052888647782,-8.95464587809495e-05,"{""local"": 5, ""none"": 9, ""quantile"": 2, ""quantile+local"": 2}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.4076426000101492
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.0031336355349372846,0.07805839328482932,1.0,0.2957589285714286,0.005307749650036775,0.05910458442821601,1.0,0.2472098214285714,52,0,0.5,0.0,0.3888888888888889,0.0,0,0.0038058718604626705,0.0339239674828059,0.9798432272312809,-0.0004171957792493192,-0.00011176289568807691,"{""local"": 4, ""none"": 9, ""quantile"": 3, ""quantile+local"": 2}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.5065003000199795
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.0027910859806233868,0.06510776768038264,1.0,0.2472098214285714,0.0028885951983745883,0.07138501040521507,1.0,0.2840401785714286,57,0,0.6111111111111112,0.0,0.4444444444444444,0.0,0,0.0048815545332413675,0.04536314662272409,0.9687442643627735,-0.0005486818103366193,-0.00018537817840432824,"{""local"": 2, ""none"": 7, ""quantile"": 6, ""quantile+local"": 3}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.6128273000067566
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.003441902269270769,0.060701942379550435,1.0,0.2120535714285714,0.003441902269270769,0.060701942379550435,1.0,0.2120535714285714,60,0,0.4444444444444444,0.0,0.3888888888888889,0.0,0,0.0,0.03221776086873388,0.9744463968247409,-0.0009576246040832071,-0.0008469724652597039,"{""local"": 2, ""none"": 10, ""quantile"": 4, ""quantile+local"": 2}",60.0,60.0,1920.0,1920.0,36288.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,32.0,0,0.0,0.7166967999946792
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.07753223513347507,0.33497661928161576,0.9624999999999999,0.24296875000000004,0.08220892818302117,0.3528797833571109,0.9624999999999999,0.26250000000000007,57,0,0.0,0.0,0.0,0.0,0,0.001268907585393797,0.0017712958535909544,0.9059531208493138,nan,nan,"{""fixed-mix"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.4600964999990538
lbqcd,paper,0.0,paper,adam,0.0,0.07754542195714009,0.33486620859471455,0.9624999999999999,0.24296875000000004,0.08250163599132421,0.3533187559722133,0.9624999999999999,0.25859375000000007,57,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.263768800010439
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.08443310265751336,0.3360160599934062,0.9624999999999999,0.22968750000000002,0.08334260751211353,0.33906683597237297,0.9624999999999999,0.23906250000000004,57,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.35358960001030937
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.08110779039804106,0.344837685975573,0.9624999999999999,0.24687500000000004,0.08497800282947754,0.3595071370335839,0.9624999999999999,0.27421875000000007,57,0,0.2222222222222222,0.0,0.1111111111111111,0.0,0,0.0,0.007517687425192668,0.9027866300291096,-0.0036374615968762665,-0.000736301229002867,"{""local"": 1, ""none"": 14, ""quantile"": 3}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.5671629999997094
