arm,kind,rho,local_kind,metric,quantile_weight,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,median_correction_metric_norm,p90_correction_metric_norm,median_gradient_cosine,median_proposal_cosine,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.0454294488334388,0.28743014101613595,0.39729119742515995,0.9930000000000002,0.0769765625,0.03148828125000008,0.044031471599323524,0.28574805212369436,0.39439561357438674,0.9930000000000002,0.04767968749999999,0.016839843750000083,0.04557332703687478,0.291683754645989,0.39745048548381406,0.9930000000000002,0.05744531249999999,0.021722656250000083,-0.0015418554375512539,-0.005935702522294639,-0.00014387820343597646,-0.004253613629853048,280,0,290,0,0.0,0.0,0.0,0.0,0,0.000644612327547471,0.0013881321941042967,0.7738607652104601,0.6048062878041485,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,0,1,6.875,3,4015.324172895193,15.962418900016928
lbqcd,paper,0.0,paper,adam,0.0,0.04542047993098164,0.28705526576508306,0.39722037999616355,0.9930000000000002,0.077953125,0.03197656250000008,0.043995483606230845,0.28603874896583936,0.39456298379675364,0.9930000000000002,0.04865624999999999,0.017328125000000083,0.04557332703687478,0.291683754645989,0.39745048548381406,0.9930000000000002,0.05744531249999999,0.021722656250000083,-0.0015778434306439326,-0.0056450056801496395,-0.0001528471058931391,-0.0046284888809059455,280,0,290,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,0,1,6.875,3,4015.324172895193,6.0843942000065
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.04643558713107776,0.2976391555798465,0.4133264013267685,0.9930000000000002,0.08016406250000012,0.026093749999999985,0.04303183160104185,0.2827972184318116,0.3938849609875601,0.9930000000000002,0.05939843749999999,0.022699218750000083,0.04557332703687478,0.291683754645989,0.39745048548381406,0.9930000000000002,0.05744531249999999,0.021722656250000083,-0.00254149543583293,-0.008886536214177398,0.0008622600942029823,0.005955400933857491,280,0,310,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,0,1,6.875,3,4015.324172895193,11.066524599998957
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.045568858249252164,0.28678609005425865,0.3972112445277666,0.9930000000000002,0.07990625,0.03295312500000008,0.04405113135372929,0.2867032543724661,0.39485962934377555,0.9930000000000002,0.04865624999999999,0.017328125000000083,0.04557332703687478,0.291683754645989,0.39745048548381406,0.9930000000000002,0.05744531249999999,0.021722656250000083,-0.0015221956831454886,-0.004980500273522925,-4.46878762261349e-06,-0.004897664591730355,280,0,290,0,0.5,0.0,0.21666666666666667,0.0,0,3.458521618304747e-05,0.008913035582894841,0.777281931112952,0.5355029526806295,-0.0006700913104211961,-8.548987843082711e-05,"{""local"": 2, ""none"": 60, ""quantile"": 54, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,0,1,6.875,3,4015.324172895193,20.95414780001738
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.044911326991038614,0.28635639135250746,0.3976743643194329,0.9930000000000002,0.081859375,0.03392968750000008,0.04297702659201619,0.28512841951044915,0.3952225494053978,0.9930000000000002,0.06428125,0.025140625000000083,0.04557332703687478,0.291683754645989,0.39745048548381406,0.9930000000000002,0.05744531249999999,0.021722656250000083,-0.0025963004448585902,-0.006555335135539853,-0.0006620000458361641,-0.005327363293481546,280,0,370,0,0.7416666666666667,0.0,0.25,0.0,0,0.002111678111043774,0.01714115044093361,0.7778668569484184,0.559744524626019,-0.001007732116916253,-0.00012735413999817325,"{""local"": 4, ""none"": 31, ""quantile"": 83, ""quantile+local"": 2}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,0,1,6.875,3,4015.324172895193,25.981350100017153
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.0446943026404556,0.28960714253570763,0.4048157733289129,0.9930000000000002,0.0867421875,0.03637109375000008,0.044197479852515986,0.28790927539865036,0.39637498121090037,0.9930000000000002,0.05060937499999999,0.018304687500000083,0.04557332703687478,0.291683754645989,0.39745048548381406,0.9930000000000002,0.05744531249999999,0.021722656250000083,-0.0013758471843587916,-0.003774479247338647,-0.0008790243964191813,-0.002076612110281373,280,0,290,0,0.875,0.0,0.3,0.0,0,0.007570440509541669,0.03860548887242066,0.7963344778913439,0.5367594517915534,-0.002053299868273737,-0.0002312282310556073,"{""local"": 1, ""none"": 15, ""quantile"": 101, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,0,1,6.875,3,4015.324172895193,30.97235450000153
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.038426162422477095,0.26914842342224954,0.3989235477861134,0.9930000000000002,0.08826562500000003,0.03588281250000008,0.038426162422477095,0.26914842342224954,0.3989235477861134,0.9930000000000002,0.08826562500000003,0.03588281250000008,0.04557332703687478,0.291683754645989,0.39745048548381406,0.9930000000000002,0.05744531249999999,0.021722656250000083,-0.007147164614397683,-0.022535331223739463,-0.007147164614397683,-0.022535331223739463,280,0,400,0,0.4666666666666667,0.0,0.25833333333333336,0.0,0,0.0,0.01841852659837828,0.7771528661284782,0.45244369020538533,-0.0018381612628784573,-0.0009492423516167791,"{""local"": 4, ""none"": 64, ""quantile"": 47, ""quantile+local"": 5}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,0,1,6.875,3,4015.324172895193,36.25907610001741
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.06287619438149061,0.3131249843150076,0.4348532124909754,0.9930000000000002,0.0715312499999999,0.024664062499999917,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,0.0,0.0,0.0009578330283466219,0.012207445570877995,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0007389229971587689,0.001201414486722356,0.8723569261416533,0.5981365467516755,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,1,1,6.8125,3,3544.689030489384,16.12515930001973
lbqcd,paper,0.0,paper,adam,0.0,0.0628238548254787,0.3136057461919543,0.4348109875135387,0.9930000000000002,0.0705546874999999,0.024175781249999917,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,0.0,0.0,0.0009054934723347063,0.012688207447824673,280,0,280,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,1,1,6.8125,3,3544.689030489384,6.118216800008668
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.07549758079605828,0.33913399077613354,0.4799223293863712,0.9930000000000002,0.1115703124999999,0.03746874999999994,0.061501125466470796,0.29908585906954727,0.40397664269641936,0.9930000000000002,0.04559374999999986,0.015796875000000016,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,-0.0004172358866731951,-0.001831679674582365,0.013579219442914292,0.03821645203200391,280,0,360,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,1,1,6.8125,3,3544.689030489384,11.123544100002619
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.06258001048222717,0.31226008360278,0.4323872194729802,0.9930000000000002,0.0686015624999999,0.023199218749999917,0.059664687990115484,0.3033636839207074,0.41334901318061473,0.9930000000000002,0.05199999999999989,0.017750000000000016,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,-0.0022536733630285077,0.002446145176577763,0.000661649129083175,0.011342544858650383,280,0,360,0,0.525,0.0,0.2833333333333333,0.0,0,0.0007491542559357346,0.009130240249334199,0.8754173449459706,0.5007922622372523,-0.0008623119819083224,-0.00010459701065256894,"{""local"": 3, ""none"": 57, ""quantile"": 54, ""quantile+local"": 6}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,1,1,6.8125,3,3544.689030489384,21.150914300000295
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.059858387302232696,0.30608462786773766,0.42224646345910244,0.9930000000000002,0.05785937499999989,0.021734374999999917,0.05801356983652406,0.2997746965594984,0.40536840827944715,0.9930000000000002,0.04949999999999986,0.017750000000000016,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,-0.003904791516619932,-0.001142842184631232,-0.002059974050911295,0.005167089123608026,280,0,360,0,0.6583333333333333,0.0,0.3,0.0,0,0.0019645046480569325,0.020625715666421893,0.8786391438741683,0.5847710785444855,-0.001260518044868538,-0.00015255025021306088,"{""local"": 6, ""none"": 41, ""quantile"": 69, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,1,1,6.8125,3,3544.689030489384,26.18747090001125
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.05818062267049684,0.302850920614545,0.41455558576106427,0.9930000000000002,0.04418749999999989,0.017339843749999917,0.05675435915282101,0.29743182875763446,0.4002808925999489,0.9930000000000002,0.04071093749999986,0.013355468750000016,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,-0.005164002200322981,-0.003485709986495167,-0.0037377386826471515,0.0019333818704153627,280,0,360,0,0.9,0.0,0.2833333333333333,0.0,0,0.006245239394250889,0.0381293924715479,0.884536702854798,0.6824326431016068,-0.00237475116583577,-0.00022450132400517393,"{""local"": 2, ""none"": 12, ""quantile"": 100, ""quantile+local"": 6}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,1,1,6.8125,3,3544.689030489384,31.275792000000365
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.07494933469624598,0.3213277222466148,0.44129639057212827,0.9930000000000002,0.07689062500000006,0.03844531249999994,0.05587619362578877,0.2912116940986974,0.40881603277210954,0.9930000000000002,0.03637499999999989,0.01110156249999994,0.06191836135314399,0.30091753874412963,0.40981146756317377,0.9930000000000002,0.05340624999999986,0.019703125000000016,-0.006042167727355219,-0.009705844645432227,0.013030973343101993,0.02041018350248519,280,0,360,0,0.5083333333333333,0.0,0.2916666666666667,0.0,0,0.00037818896084592366,0.020470716821016924,0.8479031256529133,0.4984620414949162,-0.0023498051374768987,-0.0010790214846352073,"{""local"": 2, ""none"": 59, ""quantile"": 51, ""quantile+local"": 8}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,1,1,6.8125,3,3544.689030489384,36.83896240001195
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.06738593497835499,0.28112081216446666,0.4063566564481001,0.9930000000000002,0.04194531249999998,0.019746093749999985,0.06711016589560637,0.2793007020981332,0.4082998610267462,0.9930000000000002,0.04682812499999998,0.014410156249999917,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,0.00014228737432775418,0.0008770843823311947,0.00041805645707637673,0.002697194448664675,280,0,330,0,0.0,0.0,0.0,0.0,0,0.0008888288663179687,0.0012637972491777475,0.8113104253650439,0.620058342808545,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,2,1,6.59375,3,3824.923256631003,15.99002900000778
lbqcd,paper,0.0,paper,adam,0.0,0.06664298509405642,0.2813429588907855,0.40604463012597625,0.9930000000000002,0.04292187499999998,0.019257812499999985,0.06610466419891559,0.2797788890900116,0.4081605098669072,0.9930000000000002,0.04682812499999998,0.014410156249999917,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,-0.0008632143223630262,0.001355271374209599,-0.00032489342722219483,0.002919341174983492,280,0,330,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,2,1,6.59375,3,3824.923256631003,5.981880400009686
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.09565811931428048,0.3072174822159281,0.4468031085717664,0.9930000000000002,0.09921874999999995,0.04260937500000006,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,0.0,0.0,0.028690240793001864,0.02879386450012611,280,0,280,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,2,1,6.59375,3,3824.923256631003,11.024885299993912
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.06723974482235606,0.28025719589595766,0.4064149548913845,0.9930000000000002,0.04878124999999998,0.018769531249999985,0.07154383128615138,0.2805587540748302,0.41475428338066433,0.9930000000000002,0.05854687499999998,0.023687499999999917,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,0.0045759527648727705,0.0021351363590282335,0.00027186630107745025,0.0018335781801556705,280,0,320,0,0.5666666666666667,0.0,0.25,0.0,0,0.0010358097184843473,0.012257552438364117,0.808533874713273,0.4748217100847851,-0.0007342169920675553,-0.0001124206714312131,"{""local"": 3, ""none"": 52, ""quantile"": 61, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,2,1,6.59375,3,3824.923256631003,21.08255769999232
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.06583908623109092,0.2793286506054503,0.4057490807766679,0.9930000000000002,0.04194531249999998,0.016816406249999985,0.06797313505037272,0.2792620803382209,0.4091416315289558,0.9930000000000002,0.04682812499999998,0.01624218750000006,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,0.0010052565290941118,0.000838462622418934,-0.0011287922901876968,0.0009050328896483273,280,0,330,0,0.7,0.0,0.23333333333333334,0.0,0,0.002817589533193822,0.0221402300177698,0.8109613988301501,0.48756345643835564,-0.0011055993402332852,-0.00014032180765557778,"{""local"": 2, ""none"": 36, ""quantile"": 78, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,2,1,6.59375,3,3824.923256631003,26.16265470001963
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.062412809561516625,0.2778646664088152,0.4038060454723459,0.9930000000000002,0.03315624999999998,0.014374999999999985,0.06937700674457004,0.27952870190072643,0.4092528200156973,0.9930000000000002,0.05659374999999998,0.01819531250000006,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,0.0024091282232914235,0.001105084184924443,-0.0045550689597619876,-0.0005589513069867991,280,0,340,0,0.875,0.0,0.225,0.0,0,0.006432665817769978,0.035718053936150615,0.8253861263905604,0.48169984577710845,-0.0017676969146427793,-0.0001910128660458674,"{""local"": 1, ""none"": 15, ""quantile"": 101, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,2,1,6.59375,3,3824.923256631003,31.250331599992933
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.05948955261294997,0.2716662595724432,0.40431154719601425,0.9930000000000002,0.04989062500000011,0.016328124999999985,0.056657893552989336,0.26719499851792755,0.40103126337965533,0.9930000000000002,0.05485937500000002,0.026093749999999985,0.06696787852127861,0.278423617715802,0.4037864144386017,0.9930000000000002,0.05757031249999998,0.020722656249999985,-0.010309984968289276,-0.011228619197874434,-0.007478325908328642,-0.00675735814335876,280,0,370,0,0.44999999999999996,0.0,0.24166666666666667,0.0,0,0.0,0.026305225877322085,0.8212443297631358,0.5581078305201261,-0.002229149678567917,-0.0012069220564871262,"{""local"": 5, ""none"": 66, ""quantile"": 43, ""quantile+local"": 6}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,concentrated,QGD-D01-rare007/concentrated,2,1,6.59375,3,3824.923256631003,36.66658940000343
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.0325690517917383,0.24179207750172657,0.4043709803837635,0.9930000000000002,0.06635937499999998,0.024585937500000016,0.033000851947915466,0.24469542996803342,0.40524426221859344,0.9930000000000002,0.06903124999999986,0.027515625000000016,0.043594645163582246,0.27876036919894476,0.41932666783860145,0.9930000000000002,0.07489062499999986,0.030445312500000016,-0.01059379321566678,-0.034064939230911334,-0.011025593371843945,-0.036968291697218186,280,0,360,0,0.0,0.0,0.0,0.0,0,0.0010832834361915898,0.0019795113094666587,0.8124010630474401,0.4829609175353416,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,6.9375,3,3855.782811153726,16.17057859999477
lbqcd,paper,0.0,paper,adam,0.0,0.032274183477851714,0.24034474941579212,0.40338039596454806,0.9930000000000002,0.06440624999999998,0.024097656250000016,0.03242233875898459,0.24368464690097677,0.404561109939613,0.9930000000000002,0.07196093749999986,0.028980468750000016,0.043594645163582246,0.27876036919894476,0.41932666783860145,0.9930000000000002,0.07489062499999986,0.030445312500000016,-0.011172306404597654,-0.03507572229796799,-0.011320461685730532,-0.03841561978315264,280,0,360,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,6.9375,3,3855.782811153726,6.152046000002883
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.03470607772977763,0.2463475017404342,0.41309237530926296,0.9930000000000002,0.04878124999999998,0.023199218749999917,0.03295210769832435,0.24828321250668908,0.40751734474887685,0.9930000000000002,0.06733593749999998,0.028046874999999985,0.043594645163582246,0.27876036919894476,0.41932666783860145,0.9930000000000002,0.07489062499999986,0.030445312500000016,-0.010642537465257895,-0.030477156692255675,-0.008888567433804617,-0.03241286745851055,280,0,380,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,6.9375,3,3855.782811153726,11.186936800018884
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.03181674755580177,0.23800256205127618,0.4028102844441777,0.9930000000000002,0.06538281249999998,0.024097656250000016,0.03313011680140887,0.24574193087645993,0.40501995306374944,0.9930000000000002,0.06707812499999986,0.026539062500000016,0.043594645163582246,0.27876036919894476,0.41932666783860145,0.9930000000000002,0.07489062499999986,0.030445312500000016,-0.010464528362173375,-0.03301843832248483,-0.011777897607780474,-0.04075780714766858,280,0,360,0,0.45833333333333337,0.0,0.2,0.0,0,0.0,0.010447779315367544,0.8078800491393815,0.42496516507585785,-0.0010984302188827802,-0.000165425091088016,"{""local"": 2, ""none"": 65, ""quantile"": 47, ""quantile+local"": 6}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,6.9375,3,3855.782811153726,21.1939811000193
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.03141172745324905,0.23616122396819128,0.4020971154957247,0.9930000000000002,0.06831249999999998,0.024585937500000016,0.03408807939281511,0.24705259756720904,0.4053679010280592,0.9930000000000002,0.06147656249999998,0.023121093750000016,0.043594645163582246,0.27876036919894476,0.41932666783860145,0.9930000000000002,0.07489062499999986,0.030445312500000016,-0.00950656577076714,-0.031707771631735715,-0.012182917710333196,-0.04259914523075348,280,0,360,0,0.6333333333333333,0.0,0.225,0.0,0,0.0014872454367690791,0.02082731332411753,0.8052750588116291,0.4412113483677754,-0.0014938839092703412,-0.000197903384205827,"{""local"": 1, ""none"": 44, ""quantile"": 71, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,6.9375,3,3855.782811153726,26.166438500018558
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.030423577189626183,0.23357931445861893,0.4013180014977963,0.9930000000000002,0.06733593749999998,0.024175781249999917,0.030423577189626183,0.23357931445861893,0.4013180014977963,0.9930000000000002,0.06733593749999998,0.024175781249999917,0.043594645163582246,0.27876036919894476,0.41932666783860145,0.9930000000000002,0.07489062499999986,0.030445312500000016,-0.013171067973956063,-0.04518105474032583,-0.013171067973956063,-0.04518105474032583,280,0,400,0,0.8666666666666667,0.0,0.225,0.0,0,0.009149980656984809,0.0406214352311106,0.7998978775767498,0.44928181993104466,-0.003125038578110302,-0.0002920952150644397,"{""local"": 2, ""none"": 16, ""quantile"": 97, ""quantile+local"": 5}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,6.9375,3,3855.782811153726,31.239516300003743
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.030948012306895478,0.22906156363734576,0.39749467786392295,0.9930000000000002,0.06903124999999986,0.027515625000000016,0.025077417046365014,0.21465028556312737,0.3866029157186504,0.9930000000000002,0.06707812499999986,0.026539062500000016,0.043594645163582246,0.27876036919894476,0.41932666783860145,0.9930000000000002,0.07489062499999986,0.030445312500000016,-0.018517228117217233,-0.06411008363581738,-0.012646632856686768,-0.049698805561599,280,0,390,0,0.43333333333333335,0.0,0.23333333333333334,0.0,0,0.0,0.03395317981017045,0.8066802424233666,0.42847756393481284,-0.003193226172159608,-0.0021048336344527104,"{""local"": 8, ""none"": 68, ""quantile"": 39, ""quantile+local"": 5}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D01-rare007,separated-unequal-rare,missing,QGD-D01-rare007/missing,0,1,6.9375,3,3855.782811153726,36.67836780002108
