arm,kind,rho,local_kind,metric,quantile_weight,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,median_correction_metric_norm,p90_correction_metric_norm,median_gradient_cosine,median_proposal_cosine,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.028235033392175257,0.15976547887087228,0.193415402654312,0.9750000000000001,0.05898437500000005,0.010175781249999995,0.03693664756329973,0.1606446637151208,0.19404879824907886,1.0,0.07695312500000002,0.01683593749999998,0.04469131139863913,0.16237264169395005,0.19388589106570212,1.0,0.08953125000000005,0.02367187499999998,-0.007754663835339404,-0.0017279779788292593,-0.016456278006463876,-0.002607162823077769,280,0,350,0,0.7666666666666666,0.0,0.25,0.0,0,0.0024097903517947532,0.01469882741238979,0.9012696897694208,0.6005532895667629,-0.0008816919905236278,-9.105433230064235e-05,"{""local"": 5, ""none"": 28, ""quantile"": 82, ""quantile+local"": 5}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,2,1,1.4375,8,1088.8404607228676,27.377163800003473
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.02740702233863601,0.16002784090080815,0.19488585186725366,0.9750000000000001,0.06093750000000005,0.010800781249999995,0.033298121613397846,0.15901379745860464,0.19383928906613032,0.9750000000000001,0.07597656250000002,0.016210937500000022,0.04469131139863913,0.16237264169395005,0.19388589106570212,1.0,0.08953125000000005,0.02367187499999998,-0.011393189785241287,-0.0033588442353454095,-0.017284289060003122,-0.0023448007931418935,280,0,350,0,0.95,0.0,0.25,0.0,0,0.006307653773128297,0.029112760722233726,0.8841533824664415,0.5878758334227587,-0.001481054894329642,-0.00014728916753189853,"{""local"": 3, ""none"": 6, ""quantile"": 107, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,2,1,1.4375,8,1088.8404607228676,32.6428159000061
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.020605149780204002,0.17072200015481592,0.21042908981590655,0.9750000000000001,0.096875,0.02027343750000002,0.04083545925378518,0.15462349510894938,0.18574976131824528,0.9750000000000001,0.0723046875,0.013769531250000005,0.04469131139863913,0.16237264169395005,0.19388589106570212,1.0,0.08953125000000005,0.02367187499999998,-0.003855852144853955,-0.007749146585000671,-0.02408616161843513,0.008349358460865874,280,0,290,0,0.3833333333333333,0.0,0.25,0.0,0,0.0,0.01972839018814114,0.8644006068707162,0.5833376380373925,-0.001562161349952969,-0.0006539695632741046,"{""local"": 7, ""none"": 74, ""quantile"": 36, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,concentrated,QGD-D02-unequal-K9/concentrated,2,1,1.4375,8,1088.8404607228676,37.8131820000126
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.029695790310567904,0.19678353028617215,0.25125953835238524,0.9750000000000001,0.12609375,0.026757812499999978,0.026929871856998133,0.18800075514989947,0.23661012728617734,0.9750000000000001,0.11730468750000002,0.02019531249999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.002320088240621132,0.003518678888990351,0.005086006694190903,0.012301454025263031,280,0,310,0,0.0,0.0,0.0,0.0,0,0.0006562876112084014,0.0012984638352865276,0.8052471784329649,0.5672163740061935,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,16.070180900016567
lbqcd,paper,0.0,paper,adam,0.0,0.02978935004199057,0.19671794236750142,0.25065095850206387,0.9750000000000001,0.12218750000000002,0.026269531249999978,0.027614953991143665,0.1898779642660266,0.23901145210901756,0.9750000000000001,0.11535156250000002,0.01921874999999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0030051703747666636,0.005395888005117477,0.005179566425613569,0.012235866106592302,280,0,310,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,5.8652393000083975
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.038469549057510655,0.22866143142699213,0.3001015187680971,0.9750000000000001,0.13406250000000003,0.03749999999999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0,0.0,0.013859765441133653,0.04417935516608301,280,0,280,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,10.956596200005151
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.024530635343866347,0.18290379672175477,0.2294952835705878,0.9750000000000001,0.12023437500000002,0.024804687499999978,0.026625429876425244,0.18740064612667065,0.2354246362570381,0.9750000000000001,0.11925781250000002,0.02019531249999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0020156462600482428,0.0029185698657615278,-7.914827251065404e-05,-0.001578279539154348,280,0,310,0,0.575,0.0,0.24166666666666667,0.0,0,0.0009687831647794496,0.013156373076942928,0.8170133512313118,0.3772107808284002,-0.0009396448428497367,-9.51127519759674e-05,"{""local"": 6, ""none"": 51, ""quantile"": 61, ""quantile+local"": 2}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,21.46038880001288
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.021750242549150034,0.17774270525296385,0.2196129485815551,0.9750000000000001,0.11925781250000002,0.02417968750000002,0.024648900640746874,0.1825573164916883,0.2283579529974422,0.9750000000000001,0.11730468750000002,0.018164062500000005,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,3.911702436987241e-05,-0.001924759769220824,-0.002859541067226967,-0.006739371007945277,280,0,310,0,0.825,0.0,0.24166666666666667,0.0,0,0.0036248757397862566,0.02490752403888715,0.8364763562688668,0.3397143403828553,-0.0013792227095799497,-0.00013740054113226512,"{""local"": 4, ""none"": 21, ""quantile"": 91, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,27.1275896000152
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.019988364097924816,0.17588097526782653,0.2161515655078782,0.9750000000000001,0.12238281249999998,0.02857421875000002,0.02695366887914652,0.1886503284279157,0.23711754187013212,0.9750000000000001,0.11925781250000002,0.020410156249999978,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0023438852627695184,0.004168252167006586,-0.004621419518452186,-0.008601100993082589,280,0,290,0,0.95,0.0,0.25833333333333336,0.0,0,0.010574790838576126,0.04691304299130074,0.8351027763693725,0.2840533565780484,-0.003177439255056743,-0.00023539811929315795,"{""local"": 1, ""none"": 6, ""quantile"": 110, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,32.30542520000017
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.04079146497686725,0.24039874374382036,0.3176469333557015,0.9750000000000001,0.11589843749999998,0.03457031249999998,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.024609783616377,0.18448207626090912,0.2296053207350274,0.9750000000000001,0.11925781250000002,0.023339843749999978,0.0,0.0,0.016181681360490252,0.05591666748291124,280,0,280,0,0.44166666666666665,0.0,0.2833333333333333,0.0,0,0.0,0.03711491116623696,0.8465228326982042,0.48828960669581,-0.002531752477101611,-0.0010758399043068123,"{""local"": 5, ""none"": 67, ""quantile"": 44, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,0,1,2.09375,8,958.0515030397733,37.5128173000121
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.03024687774443402,0.2027728212249423,0.25336134974562685,1.0,0.08585937500000003,0.027753906249999995,0.02787699583113712,0.19725932209091598,0.2458250316498189,1.0,0.09402343749999999,0.023847656249999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.004224011850258336,0.02321555862260513,0.006593893763555236,0.028729057756631454,280,0,340,0,0.0,0.0,0.0,0.0,0,0.000737353216198676,0.0012512341227605389,0.8402502444811588,0.5130220953150543,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,16.32690049998928
lbqcd,paper,0.0,paper,adam,0.0,0.03035164841330129,0.20406344547532446,0.25521400957304563,1.0,0.07824218750000002,0.026777343749999995,0.029718303720867034,0.19687148010690828,0.2456671356242548,0.9750000000000001,0.10964843749999999,0.025800781249999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.006065319739988251,0.022827716638597423,0.0066986644324225075,0.030019682007013604,280,0,350,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,6.127911499992479
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.02015361725596465,0.16635225932353154,0.212845249981676,0.9750000000000001,0.09890624999999999,0.023046875000000005,0.026567888332948097,0.18670776937791125,0.23735098825147743,1.0,0.09695312499999999,0.025800781249999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.002914904352069314,0.012664005909600401,-0.0034993667249141325,-0.007691504144779315,280,0,380,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,11.222570199985057
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.02946655190354397,0.20091383515790523,0.2512997039183214,1.0,0.08230468749999999,0.025800781249999995,0.026790797175796577,0.18627154176943958,0.23414585425617312,0.9750000000000001,0.10964843749999999,0.023359374999999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.0031378131949177934,0.012227778301128728,0.005813567922665186,0.026870071689594377,280,0,350,0,0.5416666666666667,0.0,0.26666666666666666,0.0,0,0.0009795670187242136,0.010780094491590418,0.8249438136821925,0.43613827886411305,-0.0009316329439332137,-0.00010734070424475459,"{""local"": 3, ""none"": 55, ""quantile"": 59, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,21.896413199981907
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.029053668598016724,0.1990111486588958,0.2488636374985958,1.0,0.08230468749999999,0.025312499999999995,0.02587056487158046,0.18251471088358315,0.22987006767810916,0.9750000000000001,0.10867187499999999,0.023339843749999978,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.002217580890701676,0.008470947415272295,0.005400684617137941,0.024967385190584945,280,0,350,0,0.775,0.0,0.2916666666666667,0.0,0,0.0036498617619912218,0.019920358302769135,0.8365269396026022,0.4491882535649736,-0.0014827242373096389,-0.00015418866632407077,"{""local"": 5, ""none"": 27, ""quantile"": 84, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,27.545354599977145
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.03148457073290656,0.20587170506743185,0.2559150376656113,1.0,0.09367187500000003,0.028242187499999995,0.026013697440661954,0.18433424285551706,0.23161052029190535,0.9750000000000001,0.10183593749999999,0.023359374999999995,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.0023607134597831703,0.010290479387206203,0.007831586752027775,0.031827941599121,280,0,340,0,0.9,0.0,0.225,0.0,0,0.00879915276845114,0.03606334253072572,0.8345246711571892,0.49094838031325827,-0.0021917905563144453,-0.00022574992160299002,"{""local"": 2, ""none"": 12, ""quantile"": 103, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,32.81401000000187
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.026566474868964907,0.20002745476780248,0.253334569129022,1.0,0.07382812500000004,0.024335937499999995,0.030432725884949274,0.19685307326480958,0.2504264526030538,0.9750000000000001,0.12039062499999999,0.03052734375000002,0.023652983980878783,0.17404376346831085,0.22494478753345754,0.9750000000000001,0.159296875,0.03736328125000002,0.006779741904070491,0.022809309796498728,0.0029134908880861232,0.02598369129949163,280,0,320,0,0.42500000000000004,0.0,0.275,0.0,0,0.0,0.024777864663297407,0.8294770273687482,0.49507686571291454,-0.002600890562311574,-0.0012061156123142867,"{""local"": 4, ""none"": 69, ""quantile"": 43, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,1,1,1.71875,8,1146.9843835811714,37.980428599985316
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.02289993298587012,0.16188252848598458,0.20112357421402713,1.0,0.10082031250000002,0.017011718749999995,0.024138042052038955,0.15811000007361772,0.19797043174440682,0.9750000000000001,0.11730468750000002,0.019941406249999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.000869387510906261,0.00152206747369657,-0.00036872155526257444,0.00529459588606343,280,0,340,0,0.0,0.0,0.0,0.0,0,0.0007400781558324332,0.0015018267252242226,0.7976082500217183,0.11770111728298266,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,16.279048800002784
lbqcd,paper,0.0,paper,adam,0.0,0.022656947560875107,0.16217713954313379,0.20136408206301407,1.0,0.10082031250000002,0.017988281249999995,0.02365304276622915,0.1571880458551774,0.19701261089567004,0.9750000000000001,0.11339843750000002,0.018964843749999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.00038438822509645476,0.000600113255256246,-0.000611706980257587,0.005589206943212632,280,0,340,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,6.078333899989957
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.02582023471701378,0.1843453279470588,0.23410886825288132,1.0,0.109140625,0.02955078125000002,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.0,0.0,0.002551580175881085,0.027757395347137642,280,0,280,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,11.244399799994426
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.021967302907269115,0.15894468693539987,0.19751329314556682,1.0,0.09156250000000006,0.017988281249999995,0.021969098582709012,0.15528497579845477,0.19329723589589767,0.9750000000000001,0.10132812500000006,0.018964843749999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,-0.0012995559584236815,-0.0013029568014663873,-0.0013013516338635789,0.002356754335478717,280,0,340,0,0.7666666666666666,0.0,0.275,0.0,0,0.0023717582369294117,0.012350625959999133,0.8069123094410919,0.2981247479753656,-0.0009327961925247178,-0.00010151789860540224,"{""local"": 1, ""none"": 28, ""quantile"": 85, ""quantile+local"": 6}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,21.80512400000589
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.022344584296248637,0.15997998268185856,0.19811722221407777,1.0,0.09937500000000006,0.018964843749999995,0.023722807150198033,0.15360634637332246,0.19509321045551767,0.9750000000000001,0.1270703125,0.021406249999999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.00045415260906533916,-0.0029815862265986925,-0.0009240702448840565,0.003392050081937409,280,0,330,0,0.925,0.0,0.2916666666666667,0.0,0,0.007002604942429581,0.02158038226094384,0.7998551564092501,0.28398899439168335,-0.0017685002783962307,-0.00016141227752775833,"{""none"": 9, ""quantile"": 105, ""quantile+local"": 6}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,27.469869099993957
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.025031434401509234,0.17002922902074794,0.211419189489965,1.0,0.11207031250000006,0.020898437499999978,0.022846885422559193,0.1574033194623414,0.1970167369251066,0.9750000000000001,0.12281250000000006,0.023359374999999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,-0.00042176911857350063,0.0008153868624202476,0.0017627798603765399,0.013441296420826782,280,0,290,0,0.9666666666666667,0.0,0.2916666666666667,0.0,0,0.015952558310102574,0.051558253766268505,0.7719252979457363,0.2167400134775921,-0.003773750279202386,-0.000284937122104383,"{""none"": 4, ""quantile"": 111, ""quantile+local"": 5}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,32.698813700000755
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.023833131403182772,0.17394264469719664,0.22817757813501754,1.0,0.0781640625,0.01878906249999998,0.02491701984963024,0.1587254791877752,0.20072516104029905,0.9750000000000001,0.10230468750000006,0.017988281249999995,0.023268654541132694,0.15658793259992115,0.19803591625240116,0.9750000000000001,0.135859375,0.026777343749999995,0.0016483653084975458,0.0021375465878540334,0.0005644768620500784,0.017354712097275488,280,0,320,0,0.475,0.0,0.18333333333333332,0.0,0,0.0,0.021234329534631512,0.8061431240851982,0.2922875021255006,-0.002226821143364416,-0.0010425381917188157,"{""local"": 7, ""none"": 63, ""quantile"": 45, ""quantile+local"": 5}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D02-unequal-K9,unequal,missing,QGD-D02-unequal-K9/missing,2,1,1.4375,8,1035.685887353336,37.89665239999886
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.009733359233235817,0.1299695182437525,0.15158370393132994,1.0,0.06436434659090909,0.010165127840909088,0.010117432156290462,0.12985040868464717,0.15095032098002875,1.0,0.06764914772727273,0.011141690340909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.0018833592317091252,-0.0021132731872856025,-0.002267432154763771,-0.001994163628180279,280,0,360,0,0.0,0.0,0.0,0.0,0,0.0005916338416100009,0.0010313949987246459,0.8390797122334166,0.5343403626151744,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,16.369007900008
lbqcd,paper,0.0,paper,adam,0.0,0.009718107434068202,0.1300347435588583,0.1516301402888174,1.0,0.05575284090909091,0.009366122159090912,0.01026859848635997,0.1298326724047271,0.1514183928892957,1.0,0.07155539772727273,0.011141690340909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.0017321929016396176,-0.00213100946720568,-0.002282683953931386,-0.0019289383130744742,280,0,360,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,6.087332199997036
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.011091876234198494,0.1625025827011438,0.19688373272081203,1.0,0.07199928977272727,0.014737215909090912,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,0.0,0.0,-0.0009089151538010931,0.030538900829211013,280,0,280,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,11.157822400011355
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.009792325836542659,0.1302903195459934,0.15193051326120277,1.0,0.05672940340909091,0.009188565340909088,0.010361694803402877,0.13015794990707805,0.15181132968789013,1.0,0.07155539772727273,0.010653409090909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.001639096584596711,-0.0018057319648547288,-0.0022084655514569285,-0.0016733623259393704,280,0,360,0,0.6333333333333333,0.0,0.26666666666666666,0.0,0,0.0010867065355328765,0.007400591038578023,0.8381894227690321,0.452755511929795,-0.00042430744842673456,-5.114617230417188e-05,"{""local"": 7, ""none"": 44, ""quantile"": 62, ""quantile+local"": 7}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,21.863658700021915
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.009968094525271365,0.12999965057633853,0.15246810630636337,1.0,0.05379971590909091,0.009366122159090912,0.01086403168173522,0.13114806957438732,0.15407086728627425,1.0,0.07137784090909091,0.011141690340909088,0.012000791387999588,0.13196368187193278,0.15799448222054077,1.0,0.04696377840909091,0.008700284090909088,-0.0011367597062643675,-0.0008156122975454538,-0.0020326968627282227,-0.0019640312955942485,280,0,360,0,0.8333333333333334,0.0,0.275,0.0,0,0.0027156203278889002,0.01624286077593667,0.8527519352545494,0.5238066718129704,-0.0008083731721702954,-8.213366534275724e-05,"{""local"": 3, ""none"": 20, ""quantile"": 93, ""quantile+local"": 4}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D03-equal-K11,equal-high-mode-count,concentrated,QGD-D03-equal-K11/concentrated,0,1,5.15625,10,587.9837074890261,27.294331200013403
