arm,target,family,dimension,instance,initialization,learning_rate,conditioned_direction_count,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,model_parameters,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
paper-neural,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,concentrated,0.016,64,1.5569517230652792,0.031155914602754464,0.13464497470207262,0.16944613965841826,0.9913082122802734,1.4758701676722539,0.8333333333333334,0.353515625,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3551819999993313,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,concentrated,0.016,64,1.5569517230652792,0.04696451692652426,0.1723573576061972,0.22879563569216227,0.8516759276390076,1.6224909747544534,1.0,0.396484375,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5286960000012186,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,concentrated,0.016,64,1.5569517230652792,0.021481449739589653,0.12548439970602965,0.16190722654038525,0.978300929069519,1.6174501718281793,1.0,0.2548828125,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.26158449999638833,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,concentrated,0.016,64,1.5569517230652792,0.0067320493281304294,0.06783270379641018,0.10621388042981059,0.9822761416435242,1.6749214335821336,1.0,0.0634765625,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4733762000032584,4610,0.25,0.25,4.966558494723036,0.16666749641299247
cta-kll-hybrid,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,concentrated,0.016,64,1.5569517230652792,0.006572956266855279,0.06719795945745967,0.10534902868673834,0.9816255569458008,1.6705636202877048,1.0,0.0732421875,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.4455919000029098,4610,0.25,0.25,4.933326647278452,0.16598388515412807
paper-neural,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,64,1.5569517230652792,0.023840289639703638,0.13165959852822606,0.19964227082169797,0.9416398406028748,1.7449438274445837,1.0,0.1044921875,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3606819000051473,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,64,1.5569517230652792,0.031068014385509546,0.14017391490949455,0.2003172408722042,0.8951045870780945,1.7392788375237904,1.0,0.1240234375,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5196233000024222,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,64,1.5569517230652792,0.03094488046774968,0.14966928699850823,0.19555518877490854,0.9839655756950378,1.6090083410478166,1.0,0.2587890625,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.2582317999986117,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,64,1.5569517230652792,0.010173261825620283,0.0824818950100851,0.1380742226040683,0.9762711524963379,1.7332682493782972,1.0,0.08072916666666669,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.42064189999655355,4610,0.25,0.25,3.694070425622461,0.1479234028607607
cta-kll-hybrid,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,64,1.5569517230652792,0.010515637422655377,0.08419268648683507,0.13936610743394343,0.9753619432449341,1.7355124735939258,1.0,0.08170572916666669,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.43003390000376385,4610,0.25,0.25,3.6446091305140507,0.1470411155372858
paper-neural,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,concentrated,0.016,64,1.4718631268313742,0.039342672877150875,0.17797752860775048,0.29350256805603736,1.0900704860687256,1.546312354257644,1.0,0.2431640625,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.35610129999986384,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,concentrated,0.016,64,1.4718631268313742,0.036075892553711686,0.16414259313832305,0.20985679520252207,1.0201542377471924,1.8569804794009073,1.0,0.115234375,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5713934000013978,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,concentrated,0.016,64,1.4718631268313742,0.01672160695090552,0.09899879397288067,0.1584456177167856,0.9458363056182861,1.7901226363835212,1.0,0.0546875,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.2756156000032206,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,concentrated,0.016,64,1.4718631268313742,0.007049525666163792,0.06877197836335229,0.11021496887204399,1.0007790327072144,1.638740527116675,1.0,0.037109375,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.5139622000060626,4610,0.25,0.25,4.37039281753073,0.16496586985886097
cta-kll-hybrid,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,concentrated,0.016,64,1.4718631268313742,0.0066877884940281795,0.0670412511216534,0.10902038884128679,0.9996376633644104,1.6404310334000456,1.0,0.0302734375,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.4999714000005042,4610,0.25,0.25,4.329760915776726,0.16436602044850587
paper-neural,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,broad,0.016,64,1.4718631268313742,0.03704068079592249,0.1638520249643772,0.2543066765503671,0.9639493227005005,1.492311582616922,1.0,0.205078125,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.36709780000091996,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,broad,0.016,64,1.4718631268313742,0.03630758098216891,0.1527793687712552,0.21418478679407288,0.9473063945770264,1.8616844510271449,1.0,0.1083984375,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5299765999952797,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,broad,0.016,64,1.4718631268313742,0.018186988727014963,0.11363193760089214,0.16130970875549638,0.9596413969993591,1.6769357140548073,1.0,0.09375,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.26109790000191424,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,broad,0.016,64,1.4718631268313742,0.009986750437706693,0.08408376652044468,0.1462374099413247,1.0174708366394043,1.5624789634100578,1.0,0.1337890625,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.48234129999764264,4610,0.25,0.25,3.780588785650189,0.16379067711532116
cta-kll-hybrid,NCT-d2-balanced-gmm-i1,balanced-gmm,2,1,broad,0.016,64,1.4718631268313742,0.009452223542128824,0.08164042963346918,0.14266536183754033,1.0155729055404663,1.5637325826552193,1.0,0.1396484375,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.496009900001809,4610,0.25,0.25,3.749718469780737,0.16299916990101337
paper-neural,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,concentrated,0.016,64,1.5292761761919056,0.028736371034777886,0.12790597583025656,0.16212759417047085,0.8973950147628784,1.8521821006418404,1.0,0.0537109375,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3762401000058162,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,concentrated,0.016,64,1.5292761761919056,0.017574313008621,0.10898234880713875,0.14072114254135668,0.9866323471069336,1.8786375336052645,1.0,0.1005859375,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5160974999962491,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,concentrated,0.016,64,1.5292761761919056,0.015008015400133967,0.09601606503505275,0.1336392666314376,0.9855924844741821,1.8698554311587727,1.0,0.02734375,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25110220000351546,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,concentrated,0.016,64,1.5292761761919056,0.008363096806462966,0.07413547136997815,0.11431816071344501,0.9830601811408997,1.8582216041849182,1.0,0.0390625,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4301952999958303,4610,0.25,0.25,5.280436175619796,0.14315603580325842
cta-kll-hybrid,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,concentrated,0.016,64,1.5292761761919056,0.008389875506088273,0.07396018445752042,0.11330103876793352,0.985516369342804,1.85843710930658,1.0,0.037109375,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.43249130000185687,4610,0.25,0.25,5.278424837722137,0.14320262372493744
paper-neural,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,broad,0.016,64,1.5292761761919056,0.0244016953450501,0.12912860143984797,0.159820711515247,0.9883968234062195,1.800467797844935,1.0,0.1142578125,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.35986749999574386,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,broad,0.016,64,1.5292761761919056,0.031672258862927016,0.14535695098764406,0.1790265204868031,0.9886102080345154,1.6152326408469222,1.0,0.203125,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5183685999945737,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,broad,0.016,64,1.5292761761919056,0.01854237125876912,0.11276332695696398,0.14294319240955258,0.9530922174453735,1.9532286720170418,1.0,0.0615234375,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25407860000268556,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,broad,0.016,64,1.5292761761919056,0.010362779745345385,0.08088409622679228,0.11149874040404706,1.016830563545227,1.8306047845329594,1.0,0.0390625,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.43231789999845205,4610,0.25,0.25,3.818471936231603,0.14536817260086538
cta-kll-hybrid,NCT-d2-balanced-gmm-i2,balanced-gmm,2,2,broad,0.016,64,1.5292761761919056,0.010233112583675652,0.08035206152008505,0.11061567339134074,1.0172139406204224,1.8273821549215674,1.0,0.0390625,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.4949944999971194,4610,0.25,0.25,3.817731275185303,0.1454100761562586
paper-neural,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,concentrated,0.016,64,1.6050602323066494,0.05830447812508943,0.17523049973371757,0.25328798417102044,0.9881010055541992,1.0597240489174626,1.0,0.07747395833333331,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.36955940000189,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,concentrated,0.016,64,1.6050602323066494,0.04297579531666473,0.16321938152813156,0.2719494464620601,0.9043205976486206,1.1580260753206812,1.0,0.13118489583333331,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5245575000008103,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,concentrated,0.016,64,1.6050602323066494,0.0449317445396864,0.16539958713635183,0.21192751525376907,0.8686735033988953,1.4352992483165048,1.0,0.07747395833333331,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25346600000193575,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,concentrated,0.016,64,1.6050602323066494,0.005408771085967157,0.05636034714102729,0.0989645119681619,0.9929970502853394,1.2009235151258175,1.0,0.051432291666666685,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.49686300000030315,4610,0.25,0.25,5.845557573623743,0.17956801895052193
cta-kll-hybrid,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,concentrated,0.016,64,1.6050602323066494,0.005909580393370195,0.058720856288160886,0.10262299147343784,0.9958971738815308,1.2023146375046643,1.0,0.061197916666666685,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.46653299999888986,4610,0.25,0.25,5.708988087866802,0.17913462240248917
paper-neural,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,broad,0.016,64,1.6050602323066494,0.022812566287964575,0.11396716266474247,0.17791111670137708,0.9940640926361084,1.199131668981791,1.0,0.059244791666666685,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3622222000049078,4610,,,,
minibatch-sw,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,broad,0.016,64,1.6050602323066494,0.04304363060682048,0.16822633093678505,0.2704381190036712,0.9485359191894531,1.3462705011567149,1.0,0.11490885416666669,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5348876999996719,4610,,,,
kll-small-rsr,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,broad,0.016,64,1.6050602323066494,0.035969645626371616,0.1521473610530177,0.19648275152990038,0.8721762895584106,1.1516570834825526,1.0,0.056966145833333315,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.26456080000207294,4610,,,,
cta-exact-hybrid,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,broad,0.016,64,1.6050602323066494,0.006225356466443177,0.06173764210461916,0.09907147561771788,1.0296072959899902,1.1763634238743668,1.0,0.08430989583333331,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4428533999962383,4610,0.25,0.25,5.2903747690936,0.16711273938417434
cta-kll-hybrid,NCT-d2-balanced-gmm-i3,balanced-gmm,2,3,broad,0.016,64,1.6050602323066494,0.005681796726914268,0.061054095132199934,0.10105829656405908,1.0238032341003418,1.1800983145397475,1.0,0.09016927083333331,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.45820610000373563,4610,0.25,0.25,5.205163949205313,0.16612795721739532
paper-neural,NCT-d2-rare-gmm-i0,rare-gmm,2,0,concentrated,0.016,64,1.5606046081253115,0.03772429466168026,0.19200085463247998,0.35870515604838554,0.9081353545188904,1.1767669576362025,1.0,0.04765624999999998,0.023828125000000006,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.35336009999446105,4610,,,,
minibatch-sw,NCT-d2-rare-gmm-i0,rare-gmm,2,0,concentrated,0.016,64,1.5606046081253115,0.07550437970231538,0.2507197543216387,0.37447320228850145,0.7069928646087646,1.371792298699283,1.0,0.029101562499999983,0.014550781250000006,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5175952000063262,4610,,,,
kll-small-rsr,NCT-d2-rare-gmm-i0,rare-gmm,2,0,concentrated,0.016,64,1.5606046081253115,0.14067490944027705,0.3283757357444154,0.40186598633793824,0.8428171873092651,1.936550963424214,1.0,0.017773437500000017,0.008886718749999994,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25133089999872027,4610,,,,
cta-exact-hybrid,NCT-d2-rare-gmm-i0,rare-gmm,2,0,concentrated,0.016,64,1.5606046081253115,0.008297543768630788,0.08352584898778523,0.19922226702617676,0.9525856971740723,1.3742089767605519,1.0,0.00019531250000001665,9.765624999999445e-05,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.44797079999989364,4610,0.25,0.25,6.281741678207952,0.19776647500693798
cta-kll-hybrid,NCT-d2-rare-gmm-i0,rare-gmm,2,0,concentrated,0.016,64,1.5606046081253115,0.004783211469897353,0.06392937017401212,0.15797731978618515,0.9713227152824402,1.3350734802955662,1.0,0.012890625000000017,0.0064453124999999944,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.4722729999994044,4610,0.25,0.25,6.2282778857610595,0.19851804859936237
paper-neural,NCT-d2-rare-gmm-i0,rare-gmm,2,0,broad,0.016,64,1.5606046081253115,0.0667864391123083,0.2372276702159072,0.6213065590216824,0.6258541941642761,1.896303271127613,0.5,0.19999999999999998,0.1,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.36148859999957494,4610,,,,
minibatch-sw,NCT-d2-rare-gmm-i0,rare-gmm,2,0,broad,0.016,64,1.5606046081253115,0.04024980156195479,0.17129154162259325,0.26128790199638363,0.8825364708900452,1.3620079272252892,1.0,0.06855468750000002,0.034277343749999994,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5210550000047078,4610,,,,
kll-small-rsr,NCT-d2-rare-gmm-i0,rare-gmm,2,0,broad,0.016,64,1.5606046081253115,0.11296271940211922,0.2851392840059835,0.3531782810883418,0.9134493470191956,1.1591659508944587,1.0,0.07343750000000002,0.036718749999999994,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.2646766000034404,4610,,,,
cta-exact-hybrid,NCT-d2-rare-gmm-i0,rare-gmm,2,0,broad,0.016,64,1.5606046081253115,0.012675847410505536,0.08895037730418819,0.13150716218108563,1.0050421953201294,1.4004795532651717,1.0,0.030468750000000017,0.015234374999999994,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4958593999981531,4610,0.25,0.25,5.7146710094530295,0.1985694829374552
cta-kll-hybrid,NCT-d2-rare-gmm-i0,rare-gmm,2,0,broad,0.016,64,1.5606046081253115,0.013437938446406505,0.08979132463933007,0.13308381719360451,1.0066393613815308,1.388546667124278,1.0,0.03437500000000002,0.017187499999999994,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.5288004999965779,4610,0.25,0.25,5.718114762204459,0.19830304495990275
paper-neural,NCT-d2-rare-gmm-i1,rare-gmm,2,1,concentrated,0.016,64,1.4486386224071144,0.018449953352078996,0.1455980021811059,0.4070794304877832,0.8066519498825073,1.67247902025892,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3776025999977719,4610,,,,
minibatch-sw,NCT-d2-rare-gmm-i1,rare-gmm,2,1,concentrated,0.016,64,1.4486386224071144,0.013179994945668572,0.12064688396604634,0.33499253507484483,0.8142179846763611,1.973526126064055,0.5,0.029257812500000018,0.01462890625,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.549438399997598,4610,,,,
kll-small-rsr,NCT-d2-rare-gmm-i1,rare-gmm,2,1,concentrated,0.016,64,1.4486386224071144,0.006302518602297358,0.09170271471536079,0.2572431470736075,0.9266765713691711,1.9033618378306727,1.0,0.004843750000000018,0.0024218750000000004,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.26544960000319406,4610,,,,
cta-exact-hybrid,NCT-d2-rare-gmm-i1,rare-gmm,2,1,concentrated,0.016,64,1.4486386224071144,0.0037728927436933013,0.07052669930914875,0.21449353700185253,0.9758617281913757,1.8721054676935083,1.0,0.005898437499999982,0.0029492187499999996,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4406133999946178,4610,0.25,0.25,7.500318465946778,0.22578959465026854
cta-kll-hybrid,NCT-d2-rare-gmm-i1,rare-gmm,2,1,concentrated,0.016,64,1.4486386224071144,0.006233377181241284,0.09025870645774922,0.20198043991922301,0.9977213144302368,1.821383908933939,1.0,0.015664062499999982,0.00783203125,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.43331860000034794,4610,0.25,0.25,7.670349328379912,0.23287539556622505
paper-neural,NCT-d2-rare-gmm-i1,rare-gmm,2,1,broad,0.016,64,1.4486386224071144,0.02543643861492173,0.16079640816964202,0.4378355539416087,0.8799183368682861,1.763336503475611,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.35940710000431864,4610,,,,
minibatch-sw,NCT-d2-rare-gmm-i1,rare-gmm,2,1,broad,0.016,64,1.4486386224071144,0.059826401338906265,0.24327854651121442,0.41223807372192495,0.89169842004776,1.4342587837727914,0.5,0.03218750000000002,0.01609375,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5237304000038421,4610,,,,
kll-small-rsr,NCT-d2-rare-gmm-i1,rare-gmm,2,1,broad,0.016,64,1.4486386224071144,0.018419457610404866,0.1470618870355725,0.3079865281113981,0.9598910808563232,1.9312228609856656,1.0,0.016562500000000018,0.00828125,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25113170000258833,4610,,,,
cta-exact-hybrid,NCT-d2-rare-gmm-i1,rare-gmm,2,1,broad,0.016,64,1.4486386224071144,0.011330453762854908,0.11858599367518528,0.23621033298013533,0.953334391117096,1.9048598248098265,1.0,0.006874999999999982,0.0034374999999999996,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4375983999998425,4610,0.25,0.25,7.53029112827861,0.21261283271014692
cta-kll-hybrid,NCT-d2-rare-gmm-i1,rare-gmm,2,1,broad,0.016,64,1.4486386224071144,0.010162831013218021,0.10895595989426246,0.2059554494742173,0.9781829118728638,1.8635594754325704,1.0,0.008828124999999982,0.0044140625,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.5043074000059278,4610,0.25,0.25,7.385538908559562,0.2201080035418272
paper-neural,NCT-d2-rare-gmm-i2,rare-gmm,2,2,concentrated,0.016,64,1.5192701842974055,0.018541749467932744,0.1545041087881312,0.4939383658157244,0.7319351434707642,1.8899850750830076,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.39490289999957895,4610,,,,
minibatch-sw,NCT-d2-rare-gmm-i2,rare-gmm,2,2,concentrated,0.016,64,1.5192701842974055,0.016259748221756132,0.13320944867713516,0.26576717547726475,0.9759112596511841,1.633689068336066,1.0,0.03617187499999998,0.0180859375,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5519771999970544,4610,,,,
kll-small-rsr,NCT-d2-rare-gmm-i2,rare-gmm,2,2,concentrated,0.016,64,1.5192701842974055,0.014925543202521263,0.1291812415543993,0.27281913930254653,0.9224591255187988,1.5821335064006925,1.0,0.018593749999999982,0.009296875,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25841529999888735,4610,,,,
cta-exact-hybrid,NCT-d2-rare-gmm-i2,rare-gmm,2,2,concentrated,0.016,64,1.5192701842974055,0.007327305061083811,0.08861935275547372,0.2176948039876502,0.9573941826820374,1.708954621099878,1.0,0.026406249999999982,0.013203125,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4869189000019105,4610,0.25,0.25,14.158739871417097,0.2649254709482193
cta-kll-hybrid,NCT-d2-rare-gmm-i2,rare-gmm,2,2,concentrated,0.016,64,1.5192701842974055,0.005096481522312901,0.07951083747815874,0.22198487064861547,0.9412633180618286,1.721422889632689,1.0,0.020546874999999982,0.0102734375,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.4963994999998249,4610,0.25,0.25,13.660821578911197,0.24980449825525283
paper-neural,NCT-d2-rare-gmm-i2,rare-gmm,2,2,broad,0.016,64,1.5192701842974055,0.022039638265613837,0.16806127085749697,0.5289179102532536,0.6975241899490356,1.8026439022131484,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3727820999993128,4610,,,,
minibatch-sw,NCT-d2-rare-gmm-i2,rare-gmm,2,2,broad,0.016,64,1.5192701842974055,0.021121444272527823,0.14067837277197767,0.34538047157130664,0.8945056200027466,1.939392104890192,0.5,0.020468750000000018,0.010234375,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5284557999984827,4610,,,,
kll-small-rsr,NCT-d2-rare-gmm-i2,rare-gmm,2,2,broad,0.016,64,1.5192701842974055,0.021067984532841644,0.15417427555785274,0.31231378367565593,0.9265162944793701,1.782667737292808,1.0,0.0010156249999999818,0.0005078124999999996,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25892880000174046,4610,,,,
cta-exact-hybrid,NCT-d2-rare-gmm-i2,rare-gmm,2,2,broad,0.016,64,1.5192701842974055,0.008882140437849406,0.1100915068890575,0.2609055425659096,0.9977111220359802,1.822072368058413,1.0,0.011757812499999982,0.00587890625,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.49892649999674177,4610,0.25,0.25,8.310922773312404,0.2526329144835472
cta-kll-hybrid,NCT-d2-rare-gmm-i2,rare-gmm,2,2,broad,0.016,64,1.5192701842974055,0.007882022252621246,0.10430803350031001,0.2682671918291053,0.9794452786445618,1.860387490706836,1.0,0.006874999999999982,0.0034374999999999996,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.4939569999987725,4610,0.25,0.25,8.176218580625463,0.23918597996234894
paper-neural,NCT-d2-rare-gmm-i3,rare-gmm,2,3,concentrated,0.016,64,1.5368988112776016,0.05193584159834863,0.24187887843338846,0.6239410405640657,0.6447204947471619,1.577376673100503,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3742013999944902,4610,,,,
minibatch-sw,NCT-d2-rare-gmm-i3,rare-gmm,2,3,concentrated,0.016,64,1.5368988112776016,0.010449100612459183,0.10672114875169347,0.26065886666137994,0.8777412176132202,1.6198041723062893,1.0,0.0015624999999999528,0.0007812499999999972,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5281457000019145,4610,,,,
kll-small-rsr,NCT-d2-rare-gmm-i3,rare-gmm,2,3,concentrated,0.016,64,1.5368988112776016,0.014436457195942332,0.12538620489225238,0.3183164387551729,0.8745749592781067,1.780272929162145,1.0,0.015039062500000047,0.007519531250000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.2509396999957971,4610,,,,
cta-exact-hybrid,NCT-d2-rare-gmm-i3,rare-gmm,2,3,concentrated,0.016,64,1.5368988112776016,0.01697834683766919,0.1265358449039106,0.20174329946616748,1.0025711059570312,1.5260049233899613,1.0,0.023046874999999953,0.011523437499999997,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.4328345000030822,4610,0.25,0.25,7.936638015920157,0.2329191491007805
cta-kll-hybrid,NCT-d2-rare-gmm-i3,rare-gmm,2,3,concentrated,0.016,64,1.5368988112776016,0.009264316433823971,0.09920506844369129,0.1964628781163841,0.9729987978935242,1.5542057615587435,1.0,0.013281249999999953,0.006640624999999997,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.4337413999965065,4610,0.25,0.25,7.858324652726282,0.23014231063425541
paper-neural,NCT-d2-rare-gmm-i3,rare-gmm,2,3,broad,0.016,64,1.5368988112776016,0.03619156707223414,0.20374661187963616,0.599015455942066,0.6804311871528625,1.8582877754013258,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3830260000031558,4610,,,,
