arm,target,family,dimension,instance,initialization,learning_rate,conditioned_direction_count,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,model_parameters,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-kll-hybrid,NCT-d2-nonlinear-i3,nonlinear,2,3,concentrated,0.016,64,1.5728987243217558,0.0029558858392824128,0.047047509262410935,0.07474567359312155,0.9885342717170715,1.9874000777873748,nan,nan,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.5096765999987838,4610,0.25,0.25,5.841161843087527,0.17110433019697666
paper-neural,NCT-d2-nonlinear-i3,nonlinear,2,3,broad,0.016,64,1.5728987243217558,0.038749443208396794,0.2030088277512693,0.40666630389779174,0.8077797293663025,1.9743888209392517,nan,nan,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3894722000040929,4610,,,,
minibatch-sw,NCT-d2-nonlinear-i3,nonlinear,2,3,broad,0.016,64,1.5728987243217558,0.007303841809166656,0.0851327016447183,0.1623016540165433,0.9397003054618835,1.9713149293929562,nan,nan,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.538217600005737,4610,,,,
kll-small-rsr,NCT-d2-nonlinear-i3,nonlinear,2,3,broad,0.016,64,1.5728987243217558,0.016532671188570713,0.12492272379777261,0.1979233170786836,0.9054353833198547,1.977562752495328,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,67584,98048,0,0.25928990000102203,4610,,,,
cta-exact-hybrid,NCT-d2-nonlinear-i3,nonlinear,2,3,broad,0.016,64,1.5728987243217558,0.006591456359610337,0.07974132537810061,0.13176781835348816,0.9079491496086121,1.9754761191502637,nan,nan,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,0,0,0.5317022999952314,4610,0.25,0.25,5.082915320588059,0.17697876486927272
cta-kll-hybrid,NCT-d2-nonlinear-i3,nonlinear,2,3,broad,0.016,64,1.5728987243217558,0.00709091428254327,0.08235861220730696,0.1323205090246401,0.9011428952217102,1.977742645868347,nan,nan,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,67584,98048,0,0.5094385999982478,4610,0.25,0.25,5.0767065088415055,0.178126429207623
paper-neural,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,64,2.3763680776221405,0.03674493513168686,0.1320360939753117,0.16532147107169315,0.9706923961639404,2.726565639593864,1.0,0.07584635416666669,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3657582000014372,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,64,2.3763680776221405,0.03526266372899434,0.13807367616536534,0.17528610222591864,0.9699576497077942,2.870027124376345,1.0,0.11490885416666669,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5289887000035378,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,64,2.3763680776221405,0.0368827989746765,0.13459147917558698,0.17714706152032805,0.9804665446281433,2.4716745276706007,1.0,0.27799479166666674,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.25431140000000596,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,64,2.3763680776221405,0.013988540938695504,0.08384197960439735,0.10672171177372446,1.0014129877090454,3.0188429268290147,1.0,0.02734375,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.4704598999960581,4740,0.25,0.25,4.110789565881094,0.19121006838977336
cta-kll-hybrid,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,concentrated,0.016,64,2.3763680776221405,0.01397634045624363,0.08370219359195633,0.10660627363038157,1.002390742301941,3.0202167088086815,1.0,0.02734375,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.46895210000366205,4740,0.25,0.25,4.112202902235276,0.1912714049220085
paper-neural,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,broad,0.016,64,2.3763680776221405,0.04162844938824373,0.14266414284000925,0.18403426725198335,0.9913356900215149,2.9177412640676956,1.0,0.1201171875,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.371198100001493,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,broad,0.016,64,2.3763680776221405,0.04071302636916707,0.1450509414268975,0.1837355765524399,0.9474768042564392,2.883470911629732,1.0,0.1796875,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5153415000022505,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,broad,0.016,64,2.3763680776221405,0.03915395867466698,0.14209369443228667,0.1863689035179417,0.977762758731842,2.5683486557454254,1.0,0.21875,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2641416999977082,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,broad,0.016,64,2.3763680776221405,0.016869525707766453,0.09518715361402763,0.11772413290936112,0.9878036975860596,3.028652329689817,1.0,0.0703125,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5349886000039987,4740,0.25,0.25,2.952754755507568,0.1892655871808529
cta-kll-hybrid,NCT-d4-balanced-gmm-i0,balanced-gmm,4,0,broad,0.016,64,2.3763680776221405,0.016669836864715126,0.09458374601137856,0.11695057153478045,0.9888719320297241,3.025393546666493,1.0,0.0703125,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.5232331000006525,4740,0.25,0.25,2.9559307014844522,0.18941596820950507
paper-neural,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,concentrated,0.016,64,2.7338919262717543,0.01972357319189877,0.09477175368815245,0.13156257836756258,1.0194064378738403,1.6724224803665568,1.0,0.08365885416666669,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.37414360000548186,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,concentrated,0.016,64,2.7338919262717543,0.03183315619542393,0.12458419853018557,0.16458854712709772,0.9960649013519287,1.6640419960576571,1.0,0.06412760416666669,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5321028999969712,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,concentrated,0.016,64,2.7338919262717543,0.050911016339432624,0.1555452521496742,0.20886781330991552,1.0134419202804565,1.8911262144442762,1.0,0.15201822916666669,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2645016000024043,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,concentrated,0.016,64,2.7338919262717543,0.005795971933547417,0.05170818303141478,0.08355463188435576,0.987958550453186,1.8099333955231294,1.0,0.035807291666666685,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5485509999998612,4740,0.25,0.25,3.3881829772439267,0.20256486907601357
cta-kll-hybrid,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,concentrated,0.016,64,2.7338919262717543,0.005938341840035388,0.05252231156553601,0.08420935515444272,0.9876611828804016,1.8151379599179365,1.0,0.037760416666666685,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.5257435999956215,4740,0.25,0.25,3.3854733015473775,0.20262558273971082
paper-neural,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,broad,0.016,64,2.7338919262717543,0.019724575130603217,0.08957330345240862,0.13470885922305184,1.003452181816101,1.6330727071645281,1.0,0.021158854166666685,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3661634000018239,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,broad,0.016,64,2.7338919262717543,0.035910218875133015,0.13273142837511764,0.17891549454388742,0.9836317300796509,1.7334983185470465,1.0,0.19205729166666669,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5160833999980241,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,broad,0.016,64,2.7338919262717543,0.019504828460077395,0.10249901554945459,0.13166446792764067,1.0173912048339844,1.6612893365536956,1.0,0.032552083333333315,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.26239779999741586,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,broad,0.016,64,2.7338919262717543,0.007587943594844493,0.05996929389666849,0.10265811391907419,0.9913912415504456,1.7745337829001322,1.0,0.021809895833333315,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.48429269999905955,4740,0.25,0.25,3.165508467976713,0.20455485656857492
cta-kll-hybrid,NCT-d4-balanced-gmm-i1,balanced-gmm,4,1,broad,0.016,64,2.7338919262717543,0.007547957126867733,0.05996474120315209,0.10257240602923984,0.9917939305305481,1.7776298328412978,1.0,0.018880208333333315,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.46685789999901317,4740,0.25,0.25,3.1524669281427236,0.20433334521949292
paper-neural,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,concentrated,0.016,64,2.402351758489497,0.03584302109164472,0.13786488331848865,0.17956793756363867,0.9822183847427368,2.7400881534562647,1.0,0.11848958333333331,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.35672129999875324,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,concentrated,0.016,64,2.402351758489497,0.04434535723454669,0.14648228304977998,0.1841174955249179,0.9428035020828247,2.945834149145479,1.0,0.1484375,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.515575199999148,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,concentrated,0.016,64,2.402351758489497,0.033680908479266414,0.127012318452345,0.16174751893333683,0.9493220448493958,2.8739599210637277,1.0,0.072265625,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2606216999993194,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,concentrated,0.016,64,2.402351758489497,0.01962631434763118,0.10015015769439287,0.1197727275857822,0.9971243143081665,3.0879281810234995,1.0,0.049479166666666685,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5232101000001421,4740,0.25,0.25,4.407367588968211,0.18802241794764996
cta-kll-hybrid,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,concentrated,0.016,64,2.402351758489497,0.01980776317895927,0.10052149324224395,0.1203562475241981,0.9967737197875977,3.0874342846125633,1.0,0.048502604166666685,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.5325565000021015,4740,0.25,0.25,4.40046513642783,0.18768614232540132
paper-neural,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,broad,0.016,64,2.402351758489497,0.029077705319429548,0.12728033803981306,0.16389237750434865,0.9941833019256592,2.7394169221975115,1.0,0.099609375,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.38188340000488097,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,broad,0.016,64,2.402351758489497,0.04267060752036933,0.1531039815286058,0.18761594035060217,0.9679619073867798,2.646516826294089,1.0,0.1435546875,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5233226999989711,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,broad,0.016,64,2.402351758489497,0.039463765022713204,0.14035587184994822,0.17740241519561403,0.9361416697502136,2.8819324373661264,1.0,0.197265625,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.24578760000440525,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,broad,0.016,64,2.402351758489497,0.026144064606376638,0.1130442200620935,0.13617286878330412,0.9973306655883789,2.9215636841937234,1.0,0.126953125,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5236236999990069,4740,0.25,0.25,2.8318317391413155,0.1947258424013853
cta-kll-hybrid,NCT-d4-balanced-gmm-i2,balanced-gmm,4,2,broad,0.016,64,2.402351758489497,0.02642885990919641,0.1136503143952851,0.13718691616366635,0.9958495497703552,2.9214646304655063,1.0,0.12890625,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.47202999999717576,4740,0.25,0.25,2.832914193599266,0.19451132789254189
paper-neural,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,concentrated,0.016,64,3.0259920061501804,0.03294597960079715,0.12512958360358215,0.17233445272152603,0.9696967005729675,2.2910201275282187,1.0,0.2490234375,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3793752999990829,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,concentrated,0.016,64,3.0259920061501804,0.04205291624534668,0.14153893744106116,0.17060458990829125,0.9710008502006531,2.5289147347528664,1.0,0.17545572916666669,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5220958999998402,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,concentrated,0.016,64,3.0259920061501804,0.0400519613364243,0.13770753381592477,0.16027084629934915,0.9152117371559143,2.6230130348839444,1.0,0.13899739583333331,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2533722000007401,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,concentrated,0.016,64,3.0259920061501804,0.01720288827667593,0.09036016753981063,0.1117712248243106,0.9874882698059082,2.50289872122833,1.0,0.06868489583333331,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.47426959999575047,4740,0.25,0.25,5.168599232412688,0.19784306455403566
cta-kll-hybrid,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,concentrated,0.016,64,3.0259920061501804,0.01714683987436283,0.09029434101406178,0.11096561653831895,0.9862360954284668,2.5105426402562996,1.0,0.0634765625,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.48166879999917,4740,0.25,0.25,5.164793878403002,0.19762779474258424
paper-neural,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,broad,0.016,64,3.0259920061501804,0.03242419895732196,0.12492319212699927,0.1730941764181553,1.0204333066940308,2.3527532099745065,1.0,0.11555989583333331,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.36685990000114543,4740,,,,
minibatch-sw,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,broad,0.016,64,3.0259920061501804,0.0530149437484817,0.1575330320722579,0.1950585198451035,0.997802197933197,2.4606442716376717,1.0,0.189453125,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.534581399995659,4740,,,,
kll-small-rsr,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,broad,0.016,64,3.0259920061501804,0.06099916772591962,0.1677693614873529,0.21513706912873698,0.8928472399711609,2.183430278956888,1.0,0.248046875,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2685727000061888,4740,,,,
cta-exact-hybrid,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,broad,0.016,64,3.0259920061501804,0.015686763784323876,0.0882891508333771,0.11224101156634923,1.003233551979065,2.6027705293246766,1.0,0.08268229166666669,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5261074000009103,4740,0.25,0.25,2.9210134127985588,0.18648598417639733
cta-kll-hybrid,NCT-d4-balanced-gmm-i3,balanced-gmm,4,3,broad,0.016,64,3.0259920061501804,0.01575773394501434,0.08863064361329943,0.11270732926567129,1.004113793373108,2.60852183738221,1.0,0.08268229166666669,nan,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.5681777999998303,4740,0.25,0.25,2.9215190421527004,0.18663466311991214
paper-neural,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,64,2.4382051800234636,0.07562769635535194,0.20334799861026873,0.3212239583338524,0.8909459114074707,1.405328006252893,1.0,0.020703125000000017,0.010351562499999994,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3796874000036041,4740,,,,
minibatch-sw,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,64,2.4382051800234636,0.0812963999245877,0.20804814736030056,0.2731736840298521,1.0253506898880005,1.9888098129134435,1.0,0.06464843750000002,0.032324218749999994,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5245570999977645,4740,,,,
kll-small-rsr,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,64,2.4382051800234636,0.07934264265719104,0.21198137324287863,0.2821141361517232,0.9550706744194031,2.1516552210801176,1.0,0.12910156250000002,0.06455078125,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2657909999979893,4740,,,,
cta-exact-hybrid,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,64,2.4382051800234636,0.008036537845987901,0.06798099482039037,0.11337784354087546,0.9556368589401245,2.4419907927928244,1.0,0.017773437500000017,0.008886718749999994,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5437571000002208,4740,0.25,0.25,4.5877261669600795,0.22928795367479324
cta-kll-hybrid,NCT-d4-rare-gmm-i0,rare-gmm,4,0,concentrated,0.016,64,2.4382051800234636,0.007861960826194725,0.06591488107454176,0.11230048598627348,0.9621664881706238,2.4581237798978246,1.0,0.017773437500000017,0.008886718749999994,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.46855950000463054,4740,0.25,0.25,4.541864919928835,0.22749980948865414
paper-neural,NCT-d4-rare-gmm-i0,rare-gmm,4,0,broad,0.016,64,2.4382051800234636,0.0480846439716327,0.16371852332046233,0.37574818285661954,0.7906953692436218,3.017397666123473,0.5,0.16191406249999998,0.08095703125,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.36365560000558617,4740,,,,
minibatch-sw,NCT-d4-rare-gmm-i0,rare-gmm,4,0,broad,0.016,64,2.4382051800234636,0.04457237170390904,0.160250653492339,0.212152746968831,1.0405765771865845,2.18101217700643,1.0,0.06367187500000002,0.031835937499999994,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5175396999984514,4740,,,,
kll-small-rsr,NCT-d4-rare-gmm-i0,rare-gmm,4,0,broad,0.016,64,2.4382051800234636,0.03423000902796858,0.14114956485044317,0.23412440735378276,0.8665612936019897,3.0814961626814084,1.0,0.016406249999999983,0.008203125000000006,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2505260000034468,4740,,,,
cta-exact-hybrid,NCT-d4-rare-gmm-i0,rare-gmm,4,0,broad,0.016,64,2.4382051800234636,0.008552910975522465,0.07457124168259632,0.1298023322896937,0.9347648620605469,2.5245057816147707,1.0,0.011523437499999983,0.0057617187500000056,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.45846829999936745,4740,0.25,0.25,3.665191505661814,0.23153653256595136
cta-kll-hybrid,NCT-d4-rare-gmm-i0,rare-gmm,4,0,broad,0.016,64,2.4382051800234636,0.008537719287802226,0.07422789208964371,0.13592115133802068,0.929449737071991,2.565762267143253,1.0,0.013476562499999983,0.0067382812500000056,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.4772344999946654,4740,0.25,0.25,3.6505640203158998,0.23049289733171463
paper-neural,NCT-d4-rare-gmm-i1,rare-gmm,4,1,concentrated,0.016,64,2.468286290242428,0.027220599481560193,0.14735466976315578,0.4387972435034957,0.8426154851913452,3.471806987354742,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3600548999966122,4740,,,,
minibatch-sw,NCT-d4-rare-gmm-i1,rare-gmm,4,1,concentrated,0.016,64,2.468286290242428,0.039116262675110036,0.16208652885988123,0.3274615309677515,0.9526905417442322,2.9370233368752308,1.0,0.016562500000000018,0.00828125,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5200403999988339,4740,,,,
kll-small-rsr,NCT-d4-rare-gmm-i1,rare-gmm,4,1,concentrated,0.016,64,2.468286290242428,0.04299916482591026,0.16805442346490168,0.2974031054313337,0.9819176197052002,2.8008543896238445,1.0,0.008828124999999982,0.0044140625,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.2520801999999094,4740,,,,
cta-exact-hybrid,NCT-d4-rare-gmm-i1,rare-gmm,4,1,concentrated,0.016,64,2.468286290242428,0.018077727730765325,0.11623313996587854,0.24774588537423434,0.9798738360404968,3.225796935325254,1.0,0.019570312499999982,0.00978515625,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.4905241999949794,4740,0.25,0.25,5.954591950781767,0.27190533503890035
cta-kll-hybrid,NCT-d4-rare-gmm-i1,rare-gmm,4,1,concentrated,0.016,64,2.468286290242428,0.016931123725390407,0.11316058056725299,0.2413573603418763,0.9804948568344116,3.2342757178680026,1.0,0.019570312499999982,0.00978515625,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.5438225000034436,4740,0.25,0.25,5.989530614441341,0.27174306884407995
paper-neural,NCT-d4-rare-gmm-i1,rare-gmm,4,1,broad,0.016,64,2.468286290242428,0.02908296053643067,0.15204512273681922,0.4557896642364346,0.7798476219177246,3.5278432839065923,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.4406721999985166,4740,,,,
minibatch-sw,NCT-d4-rare-gmm-i1,rare-gmm,4,1,broad,0.016,64,2.468286290242428,0.029662771554989753,0.149834690368853,0.340079699654933,0.9469150304794312,3.1946925334846634,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5348740999979782,4740,,,,
kll-small-rsr,NCT-d4-rare-gmm-i1,rare-gmm,4,1,broad,0.016,64,2.468286290242428,0.030614518613185204,0.14873153219155721,0.32490072860872604,0.9709197878837585,2.9577534885823344,0.5,0.027304687500000018,0.01365234375,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.26442169999791076,4740,,,,
cta-exact-hybrid,NCT-d4-rare-gmm-i1,rare-gmm,4,1,broad,0.016,64,2.468286290242428,0.01320812087579526,0.10268456461555389,0.28760608770049134,0.9036949276924133,3.895111275578753,0.5,0.022421875000000018,0.0112109375,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5264182000028086,4740,0.25,0.25,5.253999758691613,0.256371957808733
cta-kll-hybrid,NCT-d4-rare-gmm-i1,rare-gmm,4,1,broad,0.016,64,2.468286290242428,0.011311132678444302,0.09231043217021845,0.26413690702647685,0.9080901741981506,3.8786014897314174,1.0,0.012656250000000018,0.006328125,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.4543095999979414,4740,0.25,0.25,5.275803539053094,0.25818185433745383
paper-neural,NCT-d4-rare-gmm-i2,rare-gmm,4,2,concentrated,0.016,64,2.428648174339404,0.052194178134158165,0.18266709061563316,0.43890700093193974,0.6895459890365601,3.354362765458178,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3613463000001502,4740,,,,
minibatch-sw,NCT-d4-rare-gmm-i2,rare-gmm,4,2,concentrated,0.016,64,2.428648174339404,0.040491607431718535,0.1562375676689091,0.28675752318482906,0.8616474270820618,3.2723914547872366,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5169395000048098,4740,,,,
kll-small-rsr,NCT-d4-rare-gmm-i2,rare-gmm,4,2,concentrated,0.016,64,2.428648174339404,0.027181414395963444,0.12418149562266707,0.22886695212703914,0.9269896149635315,3.0260734290306073,1.0,0.013632812500000018,0.00681640625,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.25303659999917727,4740,,,,
cta-exact-hybrid,NCT-d4-rare-gmm-i2,rare-gmm,4,2,concentrated,0.016,64,2.428648174339404,0.022523149952391464,0.11965855367028522,0.17430910899461155,0.9773317575454712,3.6405215739323453,1.0,0.001992187499999982,0.0009960937499999996,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.48306769999908283,4740,0.25,0.25,6.365806696977397,0.26888433247804644
cta-kll-hybrid,NCT-d4-rare-gmm-i2,rare-gmm,4,2,concentrated,0.016,64,2.428648174339404,0.017793853961128647,0.110363038612998,0.17176868962744452,0.9555084705352783,3.7504203717347364,1.0,0.0009375000000000182,0.0004687500000000004,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.46535600000061095,4740,0.25,0.25,6.357065807979231,0.26785681694746016
paper-neural,NCT-d4-rare-gmm-i2,rare-gmm,4,2,broad,0.016,64,2.428648174339404,0.041301401204557386,0.1685529552148447,0.40699992580996547,0.726657509803772,3.578267037975653,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.35659230000601383,4740,,,,
minibatch-sw,NCT-d4-rare-gmm-i2,rare-gmm,4,2,broad,0.016,64,2.428648174339404,0.05076392919571315,0.17992829461612775,0.30098952693120556,0.9560135006904602,2.523776013449878,0.5,0.021445312500000018,0.01072265625,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.5225749999954132,4740,,,,
kll-small-rsr,NCT-d4-rare-gmm-i2,rare-gmm,4,2,broad,0.016,64,2.428648174339404,0.037273863580318256,0.15606511645866322,0.28493591995601436,0.9818251132965088,2.9252440430566695,0.5,0.028281250000000018,0.014140625,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.26731659999495605,4740,,,,
cta-exact-hybrid,NCT-d4-rare-gmm-i2,rare-gmm,4,2,broad,0.016,64,2.428648174339404,0.02159976201454228,0.10584430755625564,0.18724066201219763,0.9945166110992432,2.6716237396769245,1.0,0.018593749999999982,0.009296875,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,0,0,0.5236834999959683,4740,0.25,0.25,4.583475159326376,0.2518190786242485
cta-kll-hybrid,NCT-d4-rare-gmm-i2,rare-gmm,4,2,broad,0.016,64,2.428648174339404,0.020724867910670852,0.10192474181412614,0.18169278196898941,0.9867883920669556,2.7039090767616387,1.0,0.015664062499999982,0.00783203125,160,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.5429131999990204,4740,0.25,0.25,4.559053486019218,0.24916670620441436
paper-neural,NCT-d4-rare-gmm-i3,rare-gmm,4,3,concentrated,0.016,64,2.5963668899331673,0.021350834603353075,0.11721638415403204,0.3053704925099862,0.8031188249588013,3.585424245240704,0.5,0.04000000000000002,0.02,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.3673514999973122,4740,,,,
