arm,cell,seed,ed2,family,init
paper,NCJG-gmix-2d-K5-uneq/broad,5,0.0077137469101165035,gauss_mixture,broad
pow-g0.0,NCJG-gmix-2d-K5-uneq/broad,0,0.010044180578759665,gauss_mixture,broad
pow-g0.0,NCJG-gmix-2d-K5-uneq/broad,1,0.010589170263347158,gauss_mixture,broad
pow-g0.0,NCJG-gmix-2d-K5-uneq/broad,2,0.010419652728523854,gauss_mixture,broad
pow-g0.0,NCJG-gmix-2d-K5-uneq/broad,3,0.0148155801991805,gauss_mixture,broad
pow-g0.0,NCJG-gmix-2d-K5-uneq/broad,4,0.014455275253914657,gauss_mixture,broad
pow-g0.0,NCJG-gmix-2d-K5-uneq/broad,5,0.009390701430898485,gauss_mixture,broad
pow-g0.5,NCJG-gmix-2d-K5-uneq/broad,0,0.009981636926511772,gauss_mixture,broad
pow-g0.5,NCJG-gmix-2d-K5-uneq/broad,1,0.009992886549601954,gauss_mixture,broad
pow-g0.5,NCJG-gmix-2d-K5-uneq/broad,2,0.010195685998119819,gauss_mixture,broad
pow-g0.5,NCJG-gmix-2d-K5-uneq/broad,3,0.014435468127559359,gauss_mixture,broad
pow-g0.5,NCJG-gmix-2d-K5-uneq/broad,4,0.013867131969639068,gauss_mixture,broad
pow-g0.5,NCJG-gmix-2d-K5-uneq/broad,5,0.008370346406098017,gauss_mixture,broad
pow-g1.0,NCJG-gmix-2d-K5-uneq/broad,0,0.009876238155800632,gauss_mixture,broad
pow-g1.0,NCJG-gmix-2d-K5-uneq/broad,1,0.009473815877700353,gauss_mixture,broad
pow-g1.0,NCJG-gmix-2d-K5-uneq/broad,2,0.01005964836915596,gauss_mixture,broad
pow-g1.0,NCJG-gmix-2d-K5-uneq/broad,3,0.014149413217733553,gauss_mixture,broad
pow-g1.0,NCJG-gmix-2d-K5-uneq/broad,4,0.012538042912053848,gauss_mixture,broad
pow-g1.0,NCJG-gmix-2d-K5-uneq/broad,5,0.0077137469101165035,gauss_mixture,broad
pow-g1.5,NCJG-gmix-2d-K5-uneq/broad,0,0.009780800762329456,gauss_mixture,broad
pow-g1.5,NCJG-gmix-2d-K5-uneq/broad,1,0.009080964368908706,gauss_mixture,broad
pow-g1.5,NCJG-gmix-2d-K5-uneq/broad,2,0.0100382496447875,gauss_mixture,broad
pow-g1.5,NCJG-gmix-2d-K5-uneq/broad,3,0.014004415206204879,gauss_mixture,broad
pow-g1.5,NCJG-gmix-2d-K5-uneq/broad,4,0.011389896232114838,gauss_mixture,broad
pow-g1.5,NCJG-gmix-2d-K5-uneq/broad,5,0.0074567273114016785,gauss_mixture,broad
pow-g2.0,NCJG-gmix-2d-K5-uneq/broad,0,0.009811748405043286,gauss_mixture,broad
pow-g2.0,NCJG-gmix-2d-K5-uneq/broad,1,0.008903964964883215,gauss_mixture,broad
pow-g2.0,NCJG-gmix-2d-K5-uneq/broad,2,0.010066531902144016,gauss_mixture,broad
pow-g2.0,NCJG-gmix-2d-K5-uneq/broad,3,0.01404489603656267,gauss_mixture,broad
pow-g2.0,NCJG-gmix-2d-K5-uneq/broad,4,0.010585703658473555,gauss_mixture,broad
pow-g2.0,NCJG-gmix-2d-K5-uneq/broad,5,0.00719413249720624,gauss_mixture,broad
paper,NCJG-gmix-2d-K5-uneq/missing,0,0.019083729306956787,gauss_mixture,missing
paper,NCJG-gmix-2d-K5-uneq/missing,1,0.015359191196304023,gauss_mixture,missing
paper,NCJG-gmix-2d-K5-uneq/missing,2,0.01540506900957106,gauss_mixture,missing
paper,NCJG-gmix-2d-K5-uneq/missing,3,0.012488187975639775,gauss_mixture,missing
paper,NCJG-gmix-2d-K5-uneq/missing,4,0.013551063787861528,gauss_mixture,missing
paper,NCJG-gmix-2d-K5-uneq/missing,5,0.006139114788980438,gauss_mixture,missing
pow-g0.0,NCJG-gmix-2d-K5-uneq/missing,0,0.020434743767407948,gauss_mixture,missing
pow-g0.0,NCJG-gmix-2d-K5-uneq/missing,1,0.010946877449183212,gauss_mixture,missing
pow-g0.0,NCJG-gmix-2d-K5-uneq/missing,2,0.009781496691469993,gauss_mixture,missing
pow-g0.0,NCJG-gmix-2d-K5-uneq/missing,3,0.016356505579409708,gauss_mixture,missing
pow-g0.0,NCJG-gmix-2d-K5-uneq/missing,4,0.01385795903146625,gauss_mixture,missing
pow-g0.0,NCJG-gmix-2d-K5-uneq/missing,5,0.005369662741515402,gauss_mixture,missing
pow-g0.5,NCJG-gmix-2d-K5-uneq/missing,0,0.02092122196325441,gauss_mixture,missing
pow-g0.5,NCJG-gmix-2d-K5-uneq/missing,1,0.012150304514442434,gauss_mixture,missing
pow-g0.5,NCJG-gmix-2d-K5-uneq/missing,2,0.009153831022004955,gauss_mixture,missing
pow-g0.5,NCJG-gmix-2d-K5-uneq/missing,3,0.013167892575678852,gauss_mixture,missing
pow-g0.5,NCJG-gmix-2d-K5-uneq/missing,4,0.01359711878432912,gauss_mixture,missing
pow-g0.5,NCJG-gmix-2d-K5-uneq/missing,5,0.006425701501640013,gauss_mixture,missing
pow-g1.0,NCJG-gmix-2d-K5-uneq/missing,0,0.01908372930695723,gauss_mixture,missing
pow-g1.0,NCJG-gmix-2d-K5-uneq/missing,1,0.015359191196304023,gauss_mixture,missing
pow-g1.0,NCJG-gmix-2d-K5-uneq/missing,2,0.015405069009571504,gauss_mixture,missing
pow-g1.0,NCJG-gmix-2d-K5-uneq/missing,3,0.012488187975639775,gauss_mixture,missing
pow-g1.0,NCJG-gmix-2d-K5-uneq/missing,4,0.013551063787861528,gauss_mixture,missing
pow-g1.0,NCJG-gmix-2d-K5-uneq/missing,5,0.006139114788980882,gauss_mixture,missing
pow-g1.5,NCJG-gmix-2d-K5-uneq/missing,0,0.016281751502444042,gauss_mixture,missing
pow-g1.5,NCJG-gmix-2d-K5-uneq/missing,1,0.015397087228375295,gauss_mixture,missing
pow-g1.5,NCJG-gmix-2d-K5-uneq/missing,2,0.014227817114462304,gauss_mixture,missing
pow-g1.5,NCJG-gmix-2d-K5-uneq/missing,3,0.010660575602592592,gauss_mixture,missing
pow-g1.5,NCJG-gmix-2d-K5-uneq/missing,4,0.01328097897127356,gauss_mixture,missing
pow-g1.5,NCJG-gmix-2d-K5-uneq/missing,5,0.006301629932018882,gauss_mixture,missing
pow-g2.0,NCJG-gmix-2d-K5-uneq/missing,0,0.014433126747775527,gauss_mixture,missing
pow-g2.0,NCJG-gmix-2d-K5-uneq/missing,1,0.01662966717388059,gauss_mixture,missing
pow-g2.0,NCJG-gmix-2d-K5-uneq/missing,2,0.014159802828800583,gauss_mixture,missing
pow-g2.0,NCJG-gmix-2d-K5-uneq/missing,3,0.009374886625738599,gauss_mixture,missing
pow-g2.0,NCJG-gmix-2d-K5-uneq/missing,4,0.013995889559439423,gauss_mixture,missing
pow-g2.0,NCJG-gmix-2d-K5-uneq/missing,5,0.006141790081158227,gauss_mixture,missing
paper,NCJG-gmix-2d-K5-uneq/far,0,0.007567270168771012,gauss_mixture,far
paper,NCJG-gmix-2d-K5-uneq/far,1,0.008153052448389486,gauss_mixture,far
paper,NCJG-gmix-2d-K5-uneq/far,2,0.01102206038133291,gauss_mixture,far
paper,NCJG-gmix-2d-K5-uneq/far,3,0.00923100595490256,gauss_mixture,far
paper,NCJG-gmix-2d-K5-uneq/far,4,0.006338584621529586,gauss_mixture,far
paper,NCJG-gmix-2d-K5-uneq/far,5,0.007402675840788575,gauss_mixture,far
pow-g0.0,NCJG-gmix-2d-K5-uneq/far,0,0.017807129945331512,gauss_mixture,far
pow-g0.0,NCJG-gmix-2d-K5-uneq/far,1,0.01375877503786227,gauss_mixture,far
pow-g0.0,NCJG-gmix-2d-K5-uneq/far,2,0.018666045316517277,gauss_mixture,far
pow-g0.0,NCJG-gmix-2d-K5-uneq/far,3,0.010347722971517648,gauss_mixture,far
pow-g0.0,NCJG-gmix-2d-K5-uneq/far,4,0.010465757915170126,gauss_mixture,far
pow-g0.0,NCJG-gmix-2d-K5-uneq/far,5,0.015111574119822446,gauss_mixture,far
pow-g0.5,NCJG-gmix-2d-K5-uneq/far,0,0.009940621726640675,gauss_mixture,far
pow-g0.5,NCJG-gmix-2d-K5-uneq/far,1,0.0062812574286401635,gauss_mixture,far
pow-g0.5,NCJG-gmix-2d-K5-uneq/far,2,0.011555890189406393,gauss_mixture,far
pow-g0.5,NCJG-gmix-2d-K5-uneq/far,3,0.011370906147735393,gauss_mixture,far
pow-g0.5,NCJG-gmix-2d-K5-uneq/far,4,0.00673156986469281,gauss_mixture,far
pow-g0.5,NCJG-gmix-2d-K5-uneq/far,5,0.007677610704059479,gauss_mixture,far
pow-g1.0,NCJG-gmix-2d-K5-uneq/far,0,0.007567270168771234,gauss_mixture,far
pow-g1.0,NCJG-gmix-2d-K5-uneq/far,1,0.008153052448389264,gauss_mixture,far
pow-g1.0,NCJG-gmix-2d-K5-uneq/far,2,0.011022060381333354,gauss_mixture,far
pow-g1.0,NCJG-gmix-2d-K5-uneq/far,3,0.009231005954902338,gauss_mixture,far
pow-g1.0,NCJG-gmix-2d-K5-uneq/far,4,0.006338584621529808,gauss_mixture,far
pow-g1.0,NCJG-gmix-2d-K5-uneq/far,5,0.007402675840788353,gauss_mixture,far
pow-g1.5,NCJG-gmix-2d-K5-uneq/far,0,0.006268121373525393,gauss_mixture,far
pow-g1.5,NCJG-gmix-2d-K5-uneq/far,1,0.006343558524398718,gauss_mixture,far
pow-g1.5,NCJG-gmix-2d-K5-uneq/far,2,0.010955358645366342,gauss_mixture,far
pow-g1.5,NCJG-gmix-2d-K5-uneq/far,3,0.008157633692680744,gauss_mixture,far
pow-g1.5,NCJG-gmix-2d-K5-uneq/far,4,0.007866642204119145,gauss_mixture,far
pow-g1.5,NCJG-gmix-2d-K5-uneq/far,5,0.006648146398755106,gauss_mixture,far
pow-g2.0,NCJG-gmix-2d-K5-uneq/far,0,0.006920737648231645,gauss_mixture,far
pow-g2.0,NCJG-gmix-2d-K5-uneq/far,1,0.005920379880127502,gauss_mixture,far
pow-g2.0,NCJG-gmix-2d-K5-uneq/far,2,0.010040773373095835,gauss_mixture,far
pow-g2.0,NCJG-gmix-2d-K5-uneq/far,3,0.009668308104238132,gauss_mixture,far
pow-g2.0,NCJG-gmix-2d-K5-uneq/far,4,0.007499901649409946,gauss_mixture,far
pow-g2.0,NCJG-gmix-2d-K5-uneq/far,5,0.007696063548123799,gauss_mixture,far
paper,NCJG-gmix-2d-K5-uneq/concentrated,0,0.006264067621564617,gauss_mixture,concentrated
paper,NCJG-gmix-2d-K5-uneq/concentrated,1,0.010480271501144722,gauss_mixture,concentrated
paper,NCJG-gmix-2d-K5-uneq/concentrated,2,0.011170283367044398,gauss_mixture,concentrated
paper,NCJG-gmix-2d-K5-uneq/concentrated,3,0.007584297556909814,gauss_mixture,concentrated
paper,NCJG-gmix-2d-K5-uneq/concentrated,4,0.005353377081968924,gauss_mixture,concentrated
paper,NCJG-gmix-2d-K5-uneq/concentrated,5,0.007720059979125393,gauss_mixture,concentrated
pow-g0.0,NCJG-gmix-2d-K5-uneq/concentrated,0,0.006009497749711823,gauss_mixture,concentrated
pow-g0.0,NCJG-gmix-2d-K5-uneq/concentrated,1,0.011060040978556618,gauss_mixture,concentrated
pow-g0.0,NCJG-gmix-2d-K5-uneq/concentrated,2,0.009864708835236602,gauss_mixture,concentrated
pow-g0.0,NCJG-gmix-2d-K5-uneq/concentrated,3,0.008070692972575788,gauss_mixture,concentrated
pow-g0.0,NCJG-gmix-2d-K5-uneq/concentrated,4,0.0054241620892701015,gauss_mixture,concentrated
pow-g0.0,NCJG-gmix-2d-K5-uneq/concentrated,5,0.007761469909097984,gauss_mixture,concentrated
pow-g0.5,NCJG-gmix-2d-K5-uneq/concentrated,0,0.006111383730051045,gauss_mixture,concentrated
pow-g0.5,NCJG-gmix-2d-K5-uneq/concentrated,1,0.010788019063487031,gauss_mixture,concentrated
pow-g0.5,NCJG-gmix-2d-K5-uneq/concentrated,2,0.010301593421131017,gauss_mixture,concentrated
pow-g0.5,NCJG-gmix-2d-K5-uneq/concentrated,3,0.007853149772787393,gauss_mixture,concentrated
pow-g0.5,NCJG-gmix-2d-K5-uneq/concentrated,4,0.005381924975001118,gauss_mixture,concentrated
pow-g0.5,NCJG-gmix-2d-K5-uneq/concentrated,5,0.007718232799362124,gauss_mixture,concentrated
pow-g1.0,NCJG-gmix-2d-K5-uneq/concentrated,0,0.006264067621564617,gauss_mixture,concentrated
pow-g1.0,NCJG-gmix-2d-K5-uneq/concentrated,1,0.010480271501144722,gauss_mixture,concentrated
pow-g1.0,NCJG-gmix-2d-K5-uneq/concentrated,2,0.011170283367044398,gauss_mixture,concentrated
pow-g1.0,NCJG-gmix-2d-K5-uneq/concentrated,3,0.007584297556909814,gauss_mixture,concentrated
pow-g1.0,NCJG-gmix-2d-K5-uneq/concentrated,4,0.005353377081968924,gauss_mixture,concentrated
pow-g1.0,NCJG-gmix-2d-K5-uneq/concentrated,5,0.007720059979125393,gauss_mixture,concentrated
pow-g1.5,NCJG-gmix-2d-K5-uneq/concentrated,0,0.006283108933002435,gauss_mixture,concentrated
pow-g1.5,NCJG-gmix-2d-K5-uneq/concentrated,1,0.010257489951269516,gauss_mixture,concentrated
pow-g1.5,NCJG-gmix-2d-K5-uneq/concentrated,2,0.012295802751561169,gauss_mixture,concentrated
pow-g1.5,NCJG-gmix-2d-K5-uneq/concentrated,3,0.007290754675909117,gauss_mixture,concentrated
pow-g1.5,NCJG-gmix-2d-K5-uneq/concentrated,4,0.005391964851460429,gauss_mixture,concentrated
pow-g1.5,NCJG-gmix-2d-K5-uneq/concentrated,5,0.007746944235295539,gauss_mixture,concentrated
pow-g2.0,NCJG-gmix-2d-K5-uneq/concentrated,0,0.006491045854567057,gauss_mixture,concentrated
pow-g2.0,NCJG-gmix-2d-K5-uneq/concentrated,1,0.010030253356877461,gauss_mixture,concentrated
pow-g2.0,NCJG-gmix-2d-K5-uneq/concentrated,2,0.013644721560485573,gauss_mixture,concentrated
pow-g2.0,NCJG-gmix-2d-K5-uneq/concentrated,3,0.007020964919578931,gauss_mixture,concentrated
pow-g2.0,NCJG-gmix-2d-K5-uneq/concentrated,4,0.005538130850726963,gauss_mixture,concentrated
pow-g2.0,NCJG-gmix-2d-K5-uneq/concentrated,5,0.007792079937491314,gauss_mixture,concentrated
paper,NCJG-ring-118/broad,0,0.0030074701763451728,ring,broad
paper,NCJG-ring-118/broad,1,0.0072222823923489,ring,broad
paper,NCJG-ring-118/broad,2,0.00613345658596387,ring,broad
paper,NCJG-ring-118/broad,3,0.003865465347212327,ring,broad
paper,NCJG-ring-118/broad,4,0.008460051934284119,ring,broad
paper,NCJG-ring-118/broad,5,0.005372052063821853,ring,broad
pow-g0.0,NCJG-ring-118/broad,0,0.0027987406093752387,ring,broad
pow-g0.0,NCJG-ring-118/broad,1,0.006324349935497242,ring,broad
pow-g0.0,NCJG-ring-118/broad,2,0.0061733349049344355,ring,broad
pow-g0.0,NCJG-ring-118/broad,3,0.004340205210738635,ring,broad
pow-g0.0,NCJG-ring-118/broad,4,0.008508957801985906,ring,broad
pow-g0.0,NCJG-ring-118/broad,5,0.005017072162503355,ring,broad
pow-g0.5,NCJG-ring-118/broad,0,0.0028833326654902347,ring,broad
pow-g0.5,NCJG-ring-118/broad,1,0.0067526578902992185,ring,broad
pow-g0.5,NCJG-ring-118/broad,2,0.0061347693622568755,ring,broad
pow-g0.5,NCJG-ring-118/broad,3,0.004100747745134248,ring,broad
pow-g0.5,NCJG-ring-118/broad,4,0.008463741445033257,ring,broad
pow-g0.5,NCJG-ring-118/broad,5,0.005213130539938549,ring,broad
pow-g1.0,NCJG-ring-118/broad,0,0.0030074701763451728,ring,broad
pow-g1.0,NCJG-ring-118/broad,1,0.007222282392348678,ring,broad
pow-g1.0,NCJG-ring-118/broad,2,0.00613345658596387,ring,broad
pow-g1.0,NCJG-ring-118/broad,3,0.003865465347212327,ring,broad
pow-g1.0,NCJG-ring-118/broad,4,0.008460051934284119,ring,broad
pow-g1.0,NCJG-ring-118/broad,5,0.005372052063821853,ring,broad
pow-g1.5,NCJG-ring-118/broad,0,0.0031849906289111996,ring,broad
pow-g1.5,NCJG-ring-118/broad,1,0.007754604150672861,ring,broad
pow-g1.5,NCJG-ring-118/broad,2,0.006166645066676857,ring,broad
pow-g1.5,NCJG-ring-118/broad,3,0.003632778874030018,ring,broad
pow-g1.5,NCJG-ring-118/broad,4,0.008513195024444142,ring,broad
pow-g1.5,NCJG-ring-118/broad,5,0.005524599587715118,ring,broad
pow-g2.0,NCJG-ring-118/broad,0,0.003537655327144451,ring,broad
pow-g2.0,NCJG-ring-118/broad,1,0.00833520731016213,ring,broad
pow-g2.0,NCJG-ring-118/broad,2,0.006207208841038092,ring,broad
pow-g2.0,NCJG-ring-118/broad,3,0.0034156232924913432,ring,broad
pow-g2.0,NCJG-ring-118/broad,4,0.008519063429375695,ring,broad
pow-g2.0,NCJG-ring-118/broad,5,0.005644905488509044,ring,broad
paper,NCJG-ring-118/missing,0,0.002658185702582694,ring,missing
paper,NCJG-ring-118/missing,1,0.008977214191867144,ring,missing
paper,NCJG-ring-118/missing,2,0.007402287468773583,ring,missing
paper,NCJG-ring-118/missing,3,0.002472283291276467,ring,missing
paper,NCJG-ring-118/missing,4,0.003620230166520022,ring,missing
paper,NCJG-ring-118/missing,5,0.005479931456614517,ring,missing
pow-g0.0,NCJG-ring-118/missing,0,0.002779603938665387,ring,missing
pow-g0.0,NCJG-ring-118/missing,1,0.008661757130464576,ring,missing
pow-g0.0,NCJG-ring-118/missing,2,0.008028007240584722,ring,missing
pow-g0.0,NCJG-ring-118/missing,3,0.00272793666516713,ring,missing
pow-g0.0,NCJG-ring-118/missing,4,0.0030190107535055244,ring,missing
pow-g0.0,NCJG-ring-118/missing,5,0.005994476734603182,ring,missing
pow-g0.5,NCJG-ring-118/missing,0,0.002696192506515205,ring,missing
pow-g0.5,NCJG-ring-118/missing,1,0.00883220384997263,ring,missing
pow-g0.5,NCJG-ring-118/missing,2,0.007709334686636593,ring,missing
pow-g0.5,NCJG-ring-118/missing,3,0.0025674034925353695,ring,missing
pow-g0.5,NCJG-ring-118/missing,4,0.003314436595408754,ring,missing
pow-g0.5,NCJG-ring-118/missing,5,0.005714951475835006,ring,missing
pow-g1.0,NCJG-ring-118/missing,0,0.002658185702582694,ring,missing
pow-g1.0,NCJG-ring-118/missing,1,0.008977214191867144,ring,missing
pow-g1.0,NCJG-ring-118/missing,2,0.007402287468773583,ring,missing
pow-g1.0,NCJG-ring-118/missing,3,0.002472283291276245,ring,missing
pow-g1.0,NCJG-ring-118/missing,4,0.003620230166520022,ring,missing
pow-g1.0,NCJG-ring-118/missing,5,0.005479931456614517,ring,missing
pow-g1.5,NCJG-ring-118/missing,0,0.002657806811115604,ring,missing
pow-g1.5,NCJG-ring-118/missing,1,0.009088000247211347,ring,missing
pow-g1.5,NCJG-ring-118/missing,2,0.007173181092458236,ring,missing
pow-g1.5,NCJG-ring-118/missing,3,0.0024394924528836626,ring,missing
pow-g1.5,NCJG-ring-118/missing,4,0.00390836792977467,ring,missing
pow-g1.5,NCJG-ring-118/missing,5,0.005285187615582609,ring,missing
pow-g2.0,NCJG-ring-118/missing,0,0.0026873667257014677,ring,missing
pow-g2.0,NCJG-ring-118/missing,1,0.009160079388349285,ring,missing
pow-g2.0,NCJG-ring-118/missing,2,0.006973519203588907,ring,missing
pow-g2.0,NCJG-ring-118/missing,3,0.002466564453666331,ring,missing
pow-g2.0,NCJG-ring-118/missing,4,0.004178838840509069,ring,missing
pow-g2.0,NCJG-ring-118/missing,5,0.005107271071356889,ring,missing
paper,NCJG-ring-118/far,0,0.005890330371546959,ring,far
paper,NCJG-ring-118/far,1,0.011625940964095083,ring,far
paper,NCJG-ring-118/far,2,0.0032918894757425488,ring,far
paper,NCJG-ring-118/far,3,0.003999343466390526,ring,far
paper,NCJG-ring-118/far,4,0.009046366418931306,ring,far
paper,NCJG-ring-118/far,5,0.012963557565116801,ring,far
pow-g0.0,NCJG-ring-118/far,0,0.005514339814992608,ring,far
pow-g0.0,NCJG-ring-118/far,1,0.016193896020704868,ring,far
pow-g0.0,NCJG-ring-118/far,2,0.01013757125439696,ring,far
pow-g0.0,NCJG-ring-118/far,3,0.009021829330116304,ring,far
pow-g0.0,NCJG-ring-118/far,4,0.010172826080873332,ring,far
pow-g0.0,NCJG-ring-118/far,5,0.012765696244477986,ring,far
pow-g0.5,NCJG-ring-118/far,0,0.004868763340384996,ring,far
pow-g0.5,NCJG-ring-118/far,1,0.01773081691067868,ring,far
pow-g0.5,NCJG-ring-118/far,2,0.0032908316385007463,ring,far
pow-g0.5,NCJG-ring-118/far,3,0.004448135464220515,ring,far
pow-g0.5,NCJG-ring-118/far,4,0.006762534430805767,ring,far
pow-g0.5,NCJG-ring-118/far,5,0.008989680992831817,ring,far
pow-g1.0,NCJG-ring-118/far,0,0.005890330371546515,ring,far
pow-g1.0,NCJG-ring-118/far,1,0.011625940964095083,ring,far
pow-g1.0,NCJG-ring-118/far,2,0.0032918894757425488,ring,far
pow-g1.0,NCJG-ring-118/far,3,0.003999343466390526,ring,far
pow-g1.0,NCJG-ring-118/far,4,0.009046366418931306,ring,far
pow-g1.0,NCJG-ring-118/far,5,0.012963557565116801,ring,far
pow-g1.5,NCJG-ring-118/far,0,0.006736205415879937,ring,far
pow-g1.5,NCJG-ring-118/far,1,0.010228132007135349,ring,far
pow-g1.5,NCJG-ring-118/far,2,0.003100285124594926,ring,far
pow-g1.5,NCJG-ring-118/far,3,0.0033665298713878578,ring,far
pow-g1.5,NCJG-ring-118/far,4,0.004475973839356495,ring,far
pow-g1.5,NCJG-ring-118/far,5,0.00837830557694108,ring,far
pow-g2.0,NCJG-ring-118/far,0,0.007575118276948345,ring,far
pow-g2.0,NCJG-ring-118/far,1,0.011967434353717055,ring,far
pow-g2.0,NCJG-ring-118/far,2,0.004306029488841734,ring,far
pow-g2.0,NCJG-ring-118/far,3,0.004324993398021171,ring,far
pow-g2.0,NCJG-ring-118/far,4,0.004845041751108337,ring,far
pow-g2.0,NCJG-ring-118/far,5,0.004424659288569721,ring,far
paper,NCJG-ring-118/concentrated,0,0.004950641999583949,ring,concentrated
paper,NCJG-ring-118/concentrated,1,0.004077590961745203,ring,concentrated
paper,NCJG-ring-118/concentrated,2,0.007333656105400044,ring,concentrated
paper,NCJG-ring-118/concentrated,3,0.00484971499164244,ring,concentrated
paper,NCJG-ring-118/concentrated,4,0.0031574307235504584,ring,concentrated
paper,NCJG-ring-118/concentrated,5,0.0024950923710811423,ring,concentrated
pow-g0.0,NCJG-ring-118/concentrated,0,0.005255096409576332,ring,concentrated
pow-g0.0,NCJG-ring-118/concentrated,1,0.004322254504555145,ring,concentrated
pow-g0.0,NCJG-ring-118/concentrated,2,0.008200617797343934,ring,concentrated
pow-g0.0,NCJG-ring-118/concentrated,3,0.004971139223705734,ring,concentrated
pow-g0.0,NCJG-ring-118/concentrated,4,0.0031114980855573293,ring,concentrated
pow-g0.0,NCJG-ring-118/concentrated,5,0.0024001344080031295,ring,concentrated
pow-g0.5,NCJG-ring-118/concentrated,0,0.00510832645421333,ring,concentrated
pow-g0.5,NCJG-ring-118/concentrated,1,0.004173131474422664,ring,concentrated
pow-g0.5,NCJG-ring-118/concentrated,2,0.007809839722911827,ring,concentrated
pow-g0.5,NCJG-ring-118/concentrated,3,0.004886571035912279,ring,concentrated
pow-g0.5,NCJG-ring-118/concentrated,4,0.0031056562215026062,ring,concentrated
pow-g0.5,NCJG-ring-118/concentrated,5,0.002426958573251925,ring,concentrated
pow-g1.0,NCJG-ring-118/concentrated,0,0.004950641999583949,ring,concentrated
pow-g1.0,NCJG-ring-118/concentrated,1,0.004077590961745203,ring,concentrated
pow-g1.0,NCJG-ring-118/concentrated,2,0.007333656105400044,ring,concentrated
pow-g1.0,NCJG-ring-118/concentrated,3,0.00484971499164244,ring,concentrated
pow-g1.0,NCJG-ring-118/concentrated,4,0.0031574307235504584,ring,concentrated
pow-g1.0,NCJG-ring-118/concentrated,5,0.0024950923710815864,ring,concentrated
pow-g1.5,NCJG-ring-118/concentrated,0,0.004793988823864392,ring,concentrated
pow-g1.5,NCJG-ring-118/concentrated,1,0.004012762601717013,ring,concentrated
pow-g1.5,NCJG-ring-118/concentrated,2,0.006774038886621092,ring,concentrated
pow-g1.5,NCJG-ring-118/concentrated,3,0.004854535383799874,ring,concentrated
pow-g1.5,NCJG-ring-118/concentrated,4,0.0032096601752547027,ring,concentrated
pow-g1.5,NCJG-ring-118/concentrated,5,0.0026006551224142527,ring,concentrated
pow-g2.0,NCJG-ring-118/concentrated,0,0.004647679996780063,ring,concentrated
pow-g2.0,NCJG-ring-118/concentrated,1,0.003968881950106029,ring,concentrated
pow-g2.0,NCJG-ring-118/concentrated,2,0.00616500996828484,ring,concentrated
pow-g2.0,NCJG-ring-118/concentrated,3,0.004899509415497771,ring,concentrated
pow-g2.0,NCJG-ring-118/concentrated,4,0.0031519971505793443,ring,concentrated
pow-g2.0,NCJG-ring-118/concentrated,5,0.002745788077956224,ring,concentrated
paper,NCJG-moons-127/broad,0,0.012193696807453858,moons,broad
paper,NCJG-moons-127/broad,1,0.005334056179877145,moons,broad
paper,NCJG-moons-127/broad,2,0.005438024570594724,moons,broad
paper,NCJG-moons-127/broad,3,0.006484522245557178,moons,broad
paper,NCJG-moons-127/broad,4,0.004581719913545612,moons,broad
paper,NCJG-moons-127/broad,5,0.012055473259545257,moons,broad
pow-g0.0,NCJG-moons-127/broad,0,0.014141465036680012,moons,broad
pow-g0.0,NCJG-moons-127/broad,1,0.0122197832775508,moons,broad
pow-g0.0,NCJG-moons-127/broad,2,0.005146452632307508,moons,broad
pow-g0.0,NCJG-moons-127/broad,3,0.004057641771876286,moons,broad
pow-g0.0,NCJG-moons-127/broad,4,0.006461636904930623,moons,broad
pow-g0.0,NCJG-moons-127/broad,5,0.010607137749002016,moons,broad
pow-g0.5,NCJG-moons-127/broad,0,0.012509273343298766,moons,broad
pow-g0.5,NCJG-moons-127/broad,1,0.005194696900515439,moons,broad
pow-g0.5,NCJG-moons-127/broad,2,0.0039018784552888874,moons,broad
pow-g0.5,NCJG-moons-127/broad,3,0.00623747344200809,moons,broad
pow-g0.5,NCJG-moons-127/broad,4,0.0052107153351863555,moons,broad
pow-g0.5,NCJG-moons-127/broad,5,0.011184797504256938,moons,broad
pow-g1.0,NCJG-moons-127/broad,0,0.012193696807453858,moons,broad
pow-g1.0,NCJG-moons-127/broad,1,0.0053340561798764785,moons,broad
pow-g1.0,NCJG-moons-127/broad,2,0.005438024570594946,moons,broad
pow-g1.0,NCJG-moons-127/broad,3,0.006484522245556734,moons,broad
pow-g1.0,NCJG-moons-127/broad,4,0.004581719913545834,moons,broad
pow-g1.0,NCJG-moons-127/broad,5,0.012055473259544813,moons,broad
pow-g1.5,NCJG-moons-127/broad,0,0.012107026240298024,moons,broad
pow-g1.5,NCJG-moons-127/broad,1,0.0059038741548085305,moons,broad
pow-g1.5,NCJG-moons-127/broad,2,0.005198031365040601,moons,broad
pow-g1.5,NCJG-moons-127/broad,3,0.0071174566335565626,moons,broad
pow-g1.5,NCJG-moons-127/broad,4,0.00414665124461755,moons,broad
pow-g1.5,NCJG-moons-127/broad,5,0.012409925987390436,moons,broad
pow-g2.0,NCJG-moons-127/broad,0,0.012270531466899381,moons,broad
pow-g2.0,NCJG-moons-127/broad,1,0.007090200673426139,moons,broad
pow-g2.0,NCJG-moons-127/broad,2,0.005419852849956941,moons,broad
pow-g2.0,NCJG-moons-127/broad,3,0.007617319396980848,moons,broad
pow-g2.0,NCJG-moons-127/broad,4,0.0039817853709283035,moons,broad
