arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.14074269999400713,0.0001779000012902543,0.048173699993640184,0.18909429998893756,64,64,3,3,3.716130289633486,1.5222432499938814,0.013951138565793775,0.11230356962629713,0.22299952440592974,1.0080506801605225,1.471432570421677,1.0,0.04062499999999995,0.020312499999999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,1187595607,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,0,0.14074269999400713,0.0,0.0,0.0,0.0,0.19707263447344303
cta-kll-global,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.14965140000276733,0.0001779000012902543,0.04005450000113342,0.189883800005191,64,64,3,3,3.716130289633486,1.5222432499938814,0.009083699230472808,0.08908359122285173,0.20842432594080762,1.0019936561584473,1.4821132883695685,1.0,0.03183593749999995,0.015917968749999997,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,1187595607,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,98048,0.14965140000276733,0.0,0.0,0.0,0.0,0.1934292834252119
cta-exact-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,0,2026072201,1.0,0.15,0.14736669999547303,0.00018339999951422215,0.051753799998550676,0.19930389999353793,64,64,3,3,3.970187330149545,1.4248330819390589,0.007126477594249225,0.08070687038484724,0.11574230349605365,0.9844228029251099,1.0891468083487765,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,2084644950,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,0,0.14736669999547303,0.0,0.0,0.0,0.0,0.1670842543244362
paper-neural-optimized,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,1,2026072201,1.0,0.15,0.3474687999987509,0.0,0.0,0.3474687999987509,64,64,3,3,3.970187330149545,1.4248330819390589,0.022063769182052217,0.12765382042472886,0.2350362000162326,0.7378913760185242,1.1077235406963597,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3474687999987509,0.0,0.0,0.0,0.0,0.0
cta-kll-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,2,2026072201,1.0,0.15,0.20909959998971317,0.00018339999951422215,0.042488600010983646,0.25177160000021104,64,64,3,3,3.970187330149545,1.4248330819390589,0.010392071921597301,0.09795655075990307,0.1396689475153329,1.0020705461502075,1.0825413746727393,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,2084644950,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.008568496210500598,0.9999851584434509,0.00045044815487926826,0.03627860825508833,0.002240436617285013,28.923049926757812,0.2408033348619938,7.763713836669922,0.12387787534389645,1.1076549291610718,4,4,67584,98048,0.20909959998971317,0.25,0.25,0.25,7.582339405711243,0.19557397849857808
cta-kll-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,3,2026072201,1.0,0.15,0.14301060000434518,0.00018339999951422215,0.042488600010983646,0.18568260001484305,64,64,3,3,3.970187330149545,1.4248330819390589,0.005762301682828985,0.0680698813240038,0.1094717770729818,0.9716448187828064,1.1167830198657607,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,2084644950,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,98048,0.14301060000434518,0.0,0.0,0.0,0.0,0.17177595756947994
cta-kll-guarded,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.25218900000618305,0.00018339999951422215,0.042488600010983646,0.2948610000166809,64,64,3,3,3.970187330149545,1.4248330819390589,0.005409926849238689,0.06547325388099562,0.09756534541519052,0.9679924845695496,1.1019580514373,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,2084644950,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.00950304395519197,0.9999851584434509,0.00044679504208033904,0.037027779035270214,0.002906240988522768,28.923049926757812,0.2408033348619938,7.763713836669922,0.1275655988836661,1.2323843240737915,4,4,67584,98048,0.25218900000618305,0.2425,0.1,0.2425,8.19035955558059,0.1925532553344965
cta-exact-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.22229080001125112,0.00018339999951422215,0.051753799998550676,0.274228000009316,64,64,3,3,3.970187330149545,1.4248330819390589,0.008342962889858141,0.09234986329916851,0.1322514757030233,1.0004328489303589,1.0662663169152762,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,2084644950,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.008333459962159395,0.9999851584434509,0.0004461590651771985,0.03634956758469343,0.0021491986699402332,28.923049926757812,0.2408033348619938,7.763713836669922,0.1177221235120669,1.159366488456726,4,4,67584,0,0.22229080001125112,0.25,0.25,0.25,7.451812926517453,0.18887656219303608
cta-kll-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,0,2026072201,1.0,0.15,0.21520589999272488,0.00017389999993611127,0.040963299994473346,0.25634309998713434,64,64,3,3,3.932631535186106,1.4384399349085415,0.007652935538069228,0.081772428226863,0.1279672360705825,0.8858203291893005,1.9989419612254,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,3893130014,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.018376480555161834,0.9998652935028076,0.001099585642805323,0.03953488916158676,0.002876763232052326,89.3679428100586,0.2305919535458088,6.380781173706055,0.18960690218955278,2.3582355976104736,4,4,67584,98048,0.21520589999272488,0.25,0.25,0.25,5.679084587594346,0.18229886814951896
cta-exact-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,1,2026072201,1.0,0.15,0.14388350000081118,0.00017389999993611127,0.048847600002773106,0.1929050000035204,64,64,3,3,3.932631535186106,1.4384399349085415,0.010500603595828162,0.10099918658512634,0.15810640979202595,0.888623833656311,1.9832753777683378,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,3893130014,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,0,0.14388350000081118,0.0,0.0,0.0,0.0,0.15432011615484953
cta-kll-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,2,2026072201,1.0,0.15,0.15186159999575466,0.00017389999993611127,0.040963299994473346,0.19299879999016412,64,64,3,3,3.932631535186106,1.4384399349085415,0.0060799476938802055,0.07999596133993643,0.1347667700889401,0.885621190071106,1.9979086383835416,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,3893130014,32,16,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,98048,0.15186159999575466,0.0,0.0,0.0,0.0,0.1594233762472868
cta-kll-guarded,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,3,2026072201,1.0,0.15,0.25665890000527725,0.00017389999993611127,0.040963299994473346,0.2977960999996867,64,64,3,3,3.932631535186106,1.4384399349085415,0.008606175816636474,0.08983084676439719,0.14110470982476486,0.9045292735099792,1.9956525074829066,nan,nan,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,3893130014,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.01738839119207114,0.9998652935028076,0.0010731180373113602,0.03962530195713043,0.00247211754322052,89.3679428100586,0.2305919535458088,6.380781173706055,0.1896230073645711,2.5181779861450195,4,4,67584,98048,0.25665890000527725,0.2375,0.0,0.2375,5.1387989640074805,0.18240288384258746
paper-neural-optimized,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.3423880000045756,0.0,0.0,0.3423880000045756,64,64,3,3,3.932631535186106,1.4384399349085415,0.046007398269818145,0.21317680656938698,0.46944867686271524,0.6399060487747192,1.8439159893322303,nan,nan,nan,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3423880000045756,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.2081736000109231,0.00017389999993611127,0.048847600002773106,0.2571951000136323,64,64,3,3,3.932631535186106,1.4384399349085415,0.011741228330829356,0.10119484785967255,0.16003106390793298,0.8696430921554565,1.9871456257165199,nan,nan,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,3893130014,32,16,20,20,2621440,10485760,128,7,143360,860160.0,40960,2,1048576,0.018389191245660186,0.9998652935028076,0.001108284544898197,0.03952121175825596,0.002862198743969202,89.3679428100586,0.2305919535458088,6.380781173706055,0.18354037627577782,2.1691410541534424,4,4,67584,0,0.2081736000109231,0.25,0.25,0.25,5.549187394050334,0.17464828677475452
cta-exact-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,0,2026072201,1.0,0.15,0.20918879999953788,0.00021479999122675508,0.04999560001306236,0.259399200003827,64,64,10,10,1.657322008175897,2.4135321803893337,0.011094701207069235,0.07011689861665422,0.10664425716059997,1.0004956722259521,2.041515215739766,1.0,0.0634765625,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,22581317.592530765,18772037.592530765,3809280.0,64,32,32,32.0,10,10,2077447543,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,2,1048576,0.0551216546446085,0.9987671971321106,0.01807723380625248,0.07683851942420006,0.04104655981063843,3.1308987140655518,0.4362525373697281,2.905740976333618,0.4366905421949923,2.1106200218200684,4,4,68608,0,0.20918879999953788,0.25,0.25,0.25,3.784397015941704,0.2057098001241684
cta-kll-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,1,2026072201,1.0,0.15,0.14476870000362396,0.00021479999122675508,0.04089490001206286,0.18587840000691358,64,64,10,10,1.657322008175897,2.4135321803893337,0.013321922421048349,0.07646518390568241,0.11410511382054832,0.9921239614486694,2.0515745004340546,1.0,0.0595703125,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,2077447543,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,68608,98048,0.14476870000362396,0.0,0.0,0.0,0.0,0.18900829553604126
cta-kll-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,2,2026072201,1.0,0.15,0.206251900002826,0.00021479999122675508,0.04089490001206286,0.24736160000611562,64,64,10,10,1.657322008175897,2.4135321803893337,0.011119526939343594,0.07036216938133952,0.10707906893150282,1.0013082027435303,2.0433991955424236,1.0,0.068359375,nan,160,10240,20480,320,20480,30720,1781760,1310720,471040,3809280.0,0.0,3809280.0,64,32,32,32.0,10,10,2077447543,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,2,1048576,0.05519486218690872,0.9987581372261047,0.01815168932080269,0.07726456969976425,0.0412411168217659,3.1308987140655518,0.4362525373697281,2.905740976333618,0.4377737925387919,2.108170986175537,4,4,68608,98048,0.206251900002826,0.25,0.25,0.25,3.789383339445064,0.20593923442065715
paper-neural-optimized,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,3,2026072201,1.0,0.15,0.33550889999605715,0.0,0.0,0.33550889999605715,64,64,10,10,1.657322008175897,2.4135321803893337,0.02687170949355977,0.10552388855169759,0.14487367394795397,0.9110780358314514,1.8877182141836901,1.0,0.1279296875,nan,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.33550889999605715,0.0,0.0,0.0,0.0,0.0
cta-exact-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,4,2026072201,1.0,0.15,0.14683670000522397,0.00021479999122675508,0.04999560001306236,0.1970471000095131,64,64,10,10,1.657322008175897,2.4135321803893337,0.013195304773488736,0.07597797517008915,0.11327319115744129,0.988480269908905,2.0585314498878704,1.0,0.0546875,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,2077447543,16,8,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,68608,0,0.14683670000522397,0.0,0.0,0.0,0.0,0.18872842490673064
cta-kll-guarded,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,5,2026072201,1.0,0.15,0.2580197999923257,0.00021479999122675508,0.04089490001206286,0.29912949999561533,64,64,10,10,1.657322008175897,2.4135321803893337,0.011616102818722496,0.07160789007165942,0.10836777080337137,0.9990534782409668,2.027980188771564,1.0,0.0625,nan,160,10240,20480,320,20480,30720,3747840,1310720,2437120,6758400.0,0.0,6758400.0,64,32,32,32.0,10,10,2077447543,16,8,20,20,2621440,10485760,128,7,143360,860160.0,81920,2,1048576,0.05371660180389881,0.9988852143287659,0.01784919947385788,0.07536671683192253,0.03953399881720543,3.1308987140655518,0.4362525373697281,2.905740976333618,0.43120976397767663,2.2492268085479736,4,4,68608,98048,0.2580197999923257,0.20750000000000002,0.0,0.20750000000000002,3.75673666209448,0.20132353976368905
