arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,3,3,3.8960485534231983,1.45194654838736,0.24072969894866647,0.3854853651054545,0.5726820818715046,0.5369474291801453,1.3483296029760143,0.75,0.55078125,nan,16,1024,2048,32,2048,2048,163840,131072,32768,1736704.0,1441792.0,294912.0,64,32,32,32.0,1,1,89617038,32,16,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34304,0,0.015041099999507423,0.0,0.0,0.0,0.0,0.5381669253110886
cta-kll-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,3,3,3.8960485534231983,1.45194654838736,0.24200890075389347,0.3859732699031121,0.5685157764191936,0.5415732264518738,1.3476961835636354,0.75,0.53125,nan,16,1024,2048,32,2048,2048,163840,131072,32768,294912.0,0.0,294912.0,64,32,32,32.0,1,1,89617038,32,16,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34304,72960,0.014333500002976507,0.0,0.0,0.0,0.0,0.5406845211982727
cta-exact-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,3,3,3.8960485534231983,1.45194654838736,0.1834714400246482,0.33834977939750605,0.5585991320620654,0.6039378643035889,1.2802144571761647,0.75,0.515625,nan,16,1024,2048,32,2048,3072,176128,131072,45056,1816576.0,1441792.0,374784.0,64,32,32,32.0,1,1,89617038,32,16,2,2,131072,1048576,64,6,12288,79872.0,4096,2,1048576,0.03955185227096081,0.9988910555839539,0.004947487032040954,0.062456341460347176,0.026109879836440086,4.797115802764893,0.21107887476682663,2.0319502353668213,0.03326315514277667,0.23728184401988983,34304,0,0.036422399993170984,0.25,0.25,0.25,8.228433046220323,0.5916947722434998
cta-kll-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,3,3,3.8960485534231983,1.45194654838736,0.18291812979402478,0.3380642536493415,0.5539171350048989,0.6076380014419556,1.2791027948906055,0.75,0.51171875,nan,16,1024,2048,32,2048,3072,176128,131072,45056,374784.0,0.0,374784.0,64,32,32,32.0,1,1,89617038,32,16,2,2,131072,1048576,64,6,12288,79872.0,4096,2,1048576,0.039310650900006294,0.9989253878593445,0.004976037656888366,0.06253395043313503,0.025962552055716515,4.797115802764893,0.21107887476682663,2.0319502353668213,0.03372559032868594,0.23006173968315125,34304,72960,0.030530500000168104,0.25,0.25,0.25,8.253687151653775,0.5946434140205383
cta-kll-guarded,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,3,3,3.8960485534231983,1.45194654838736,0.19416433171710068,0.3462078204188091,0.5508524864362135,0.5900712609291077,1.317877198998176,0.75,0.51953125,nan,16,1024,2048,32,2048,3072,372736,131072,241664,669696.0,0.0,669696.0,64,32,32,32.0,1,1,89617038,32,16,2,2,131072,1048576,64,6,12288,79872.0,4096,2,1048576,0.03044440783560276,0.9996950626373291,0.00629810499958694,0.06304611451923847,0.028745314106345177,4.797115802764893,0.21107887476682663,2.0319502353668213,0.037504934589378536,0.24657109379768372,34304,72960,0.03645959999994375,0.125,0.0,0.125,7.10942093258976,0.5736032128334045
cta-exact-global,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,10,10,1.7834038959718805,2.2429019074336867,0.06435981513856026,0.21073600167074422,0.5023586763972602,0.7057849168777466,3.3840383188853687,0.5,0.10000000000000005,0.05,16,1024,2048,32,2048,2048,163840,131072,32768,1736704.0,1441792.0,294912.0,64,32,32,32.0,1,1,1730137501,16,8,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35328,0,0.015202000002318528,0.0,0.0,0.0,0.0,0.7585066854953766
cta-kll-global,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,10,10,1.7834038959718805,2.2429019074336867,0.06396556333755621,0.20831417274110378,0.5014459799226667,0.710818350315094,3.3430739598351575,0.5,0.10000000000000005,0.05,16,1024,2048,32,2048,2048,163840,131072,32768,294912.0,0.0,294912.0,64,32,32,32.0,1,1,1730137501,16,8,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35328,72960,0.015691200002038386,0.0,0.0,0.0,0.0,0.7597100138664246
cta-exact-hybrid,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,10,10,1.7834038959718805,2.2429019074336867,0.055066586953755436,0.1898724109387463,0.4608243518120678,0.8010038733482361,3.119964046802897,0.5,0.10000000000000005,0.05,16,1024,2048,32,2048,3072,176128,131072,45056,1816576.0,1441792.0,374784.0,64,32,32,32.0,1,1,1730137501,16,8,2,2,131072,1048576,64,6,12288,79872.0,8192,2,1048576,0.08819777145981789,0.9947025179862976,0.027249544858932495,0.14157122746109962,0.06256034970283508,46.97153854370117,0.7892727553844452,4.215043067932129,0.15666175121441483,0.7735068202018738,35328,0,0.03226889999496052,0.25,0.25,0.25,19.44009930829756,0.8533124327659607
cta-kll-hybrid,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,10,10,1.7834038959718805,2.2429019074336867,0.05486860939450411,0.18944694779061688,0.4605795087996776,0.8004245162010193,3.130115648954447,0.5,0.10000000000000005,0.05,16,1024,2048,32,2048,3072,176128,131072,45056,374784.0,0.0,374784.0,64,32,32,32.0,1,1,1730137501,16,8,2,2,131072,1048576,64,6,12288,79872.0,8192,2,1048576,0.08579293265938759,0.9950761198997498,0.02727290615439415,0.1416337974369526,0.0629805475473404,46.97153854370117,0.7892727553844452,4.215043067932129,0.15652534598484635,0.7019694447517395,35328,72960,0.03340380000008736,0.25,0.25,0.25,19.235452817729723,0.8553695678710938
cta-kll-guarded,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,10,10,1.7834038959718805,2.2429019074336867,0.05577554815409913,0.19007861284977776,0.4836988220333569,0.7727864980697632,3.3634572608325595,0.5,0.10000000000000005,0.05,16,1024,2048,32,2048,3072,372736,131072,241664,669696.0,0.0,669696.0,64,32,32,32.0,1,1,1730137501,16,8,2,2,131072,1048576,64,6,12288,79872.0,8192,2,1048576,0.08903060108423233,0.9953369498252869,0.026887351647019386,0.14065160229802132,0.059698436409235,46.97153854370117,0.7892727553844452,4.215043067932129,0.15397475892677903,0.7053086161613464,35328,72960,0.04031550000217976,0.125,0.0,0.125,18.313554577352527,0.8037274181842804
