arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06683639087655457,0.16145863734203897,0.2762299344713453,0.7781354188919067,5.976924615400342,nan,nan,nan,16,1024,2048,32,2048,2048,163840,131072,32768,1736704.0,1441792.0,294912.0,64,32,32,32.0,1,1,1586959227,8,4,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37376,0,0.014885700002196245,0.0,0.0,0.0,0.0,0.987597644329071
cta-kll-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06655622913993309,0.16037624534279887,0.27363508063135894,0.785159707069397,5.955811523354208,nan,nan,nan,16,1024,2048,32,2048,2048,163840,131072,32768,294912.0,0.0,294912.0,64,32,32,32.0,1,1,1586959227,8,4,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37376,72960,0.01599069999792846,0.0,0.0,0.0,0.0,0.993688553571701
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06481298481396713,0.15776201608956597,0.2611835123463475,0.8158606290817261,5.861595701528575,nan,nan,nan,16,1024,2048,32,2048,3072,176128,131072,45056,1816576.0,1441792.0,374784.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,131072,1048576,64,6,12288,79872.0,16384,2,1048576,0.3462982177734375,0.9453251361846924,0.10064963437616825,0.20192864164710045,0.232540100812912,13078.544921875,1.7162572145462036,9.944417953491211,0.4111577309668064,1.3517465591430664,37376,0,0.035258299998531584,0.25,0.25,0.25,39.28695306831763,1.0900676548480988
cta-kll-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06721494644002046,0.1602384677624918,0.26169848672774376,0.8231410980224609,5.855896589559382,nan,nan,nan,16,1024,2048,32,2048,3072,176128,131072,45056,374784.0,0.0,374784.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,131072,1048576,64,6,12288,79872.0,16384,2,1048576,0.3483141139149666,0.9453251361846924,0.10090080089867115,0.2026067040860653,0.23445741832256317,13026.0419921875,1.7162572145462036,9.944417953491211,0.41510433331131935,1.3690654039382935,37376,72960,0.03409760000067763,0.25,0.25,0.25,39.63606849579003,1.0927006900310516
cta-kll-guarded,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06721494644002046,0.1602384677624918,0.26169848672774376,0.8231410980224609,5.855896589559382,nan,nan,nan,16,1024,2048,32,2048,3072,372736,131072,241664,669696.0,0.0,669696.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,131072,1048576,64,6,12288,79872.0,16384,2,1048576,0.3483141139149666,0.9453251361846924,0.10090080089867115,0.2026067040860653,0.23445741832256317,13026.0419921875,1.7162572145462036,9.944417953491211,0.41510433331131935,1.3690654039382935,37376,72960,0.03798159999860218,0.25,0.25,0.25,39.63606849579003,1.0927006900310516
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.08887023304067565,0.15110729830074524,0.24832470133268997,0.8422200083732605,9.032258281322868,nan,nan,nan,16,1024,2048,32,2048,2048,425984,393216,32768,4620288.0,4325376.0,294912.0,192,32,32,32.0,0,1,680165851,12,2,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123392,0,0.015747500001452863,0.0,0.0,0.0,0.0,1.3960473239421844
cta-kll-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.08833036249684323,0.15117576306698735,0.24634636963457787,0.8458725214004517,9.060243170493752,nan,nan,nan,16,1024,2048,32,2048,2048,425984,393216,32768,294912.0,0.0,294912.0,192,32,32,32.0,0,1,680165851,12,2,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123392,218880,0.017215100000612438,0.0,0.0,0.0,0.0,1.400890290737152
cta-exact-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.0756839941289913,0.14390089760589303,0.23955867415288706,0.8506089448928833,8.891194683340363,nan,nan,nan,16,1024,2048,32,2048,3072,438272,393216,45056,4700160.0,4325376.0,374784.0,192,32,32,32.0,0,1,680165851,12,2,2,2,131072,1048576,64,6,12288,79872.0,32768,2,1048576,0.4675629585981369,0.9006571769714355,0.41371607035398483,0.40366318449378014,1.0058919191360474,4387.78076171875,3.0110669136047363,9.303011894226074,0.8238349072635174,2.4820871353149414,123392,0,0.038386100000934675,0.25,0.25,0.25,22.69076601750087,1.4925282001495361
cta-kll-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.07588250748407521,0.14468905176267485,0.23928844357037748,0.8522229194641113,8.917707812214845,nan,nan,nan,16,1024,2048,32,2048,3072,438272,393216,45056,374784.0,0.0,374784.0,192,32,32,32.0,0,1,680165851,12,2,2,2,131072,1048576,64,6,12288,79872.0,32768,2,1048576,0.4688110649585724,0.9002372026443481,0.4122653231024742,0.4022206924855709,1.0160421133041382,4409.2119140625,3.0110669136047363,9.303011894226074,0.8189222924411297,2.4509737491607666,123392,218880,0.03361449999647448,0.25,0.25,0.25,22.76685269478743,1.4989635348320007
cta-kll-guarded,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,64,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.07294360934418354,0.13960716520333635,0.2390325710660575,0.8581969141960144,9.052432860585094,nan,nan,nan,16,1024,2048,32,2048,3072,634880,393216,241664,669696.0,0.0,669696.0,192,32,32,32.0,0,1,680165851,12,2,2,2,131072,1048576,64,6,12288,79872.0,32768,2,1048576,0.38664981722831726,0.9433181285858154,0.40874745696783066,0.39374521002173424,0.9504958987236023,3786.02978515625,3.0110669136047363,9.303011894226074,0.808243703097105,2.600677251815796,123392,218880,0.03786459999537328,0.125,0.0,0.125,22.179290900308075,1.4332533776760101
