K,d,tau_regime,arm,seed,eta,eta_over_tau,eta_star,final_ED2,coverage,mass_error,event_time,censored,diverged,kernel_pairs,wall_seconds
4,1,sigma,0.25-eta-star,7,0.5544963739365115,3.696642492910077,2.217985495746046,0.08136006280403096,0.75,0.4166666666666667,400,1,0,844800,0.24834394454956055
4,1,sigma,0.5-eta-star,0,1.108992747873023,7.393284985820154,2.217985495746046,0.049710133644659704,1.0,0.33333333333333337,109,0,0,844800,0.2382640838623047
4,1,sigma,0.5-eta-star,1,1.108992747873023,7.393284985820154,2.217985495746046,0.04471737978325607,1.0,0.25,400,1,0,844800,0.24706578254699707
4,1,sigma,0.5-eta-star,2,1.108992747873023,7.393284985820154,2.217985495746046,0.05028423010486294,1.0,0.25,150,0,0,844800,0.23479938507080078
4,1,sigma,0.5-eta-star,3,1.108992747873023,7.393284985820154,2.217985495746046,0.03774421135706807,1.0,0.33333333333333337,89,0,0,844800,0.24541425704956055
4,1,sigma,0.5-eta-star,4,1.108992747873023,7.393284985820154,2.217985495746046,0.023403228265486575,1.0,0.25,74,0,0,844800,0.24134540557861328
4,1,sigma,0.5-eta-star,5,1.108992747873023,7.393284985820154,2.217985495746046,0.04683300136456792,1.0,0.25,400,1,0,844800,0.2376422882080078
4,1,sigma,0.5-eta-star,6,1.108992747873023,7.393284985820154,2.217985495746046,0.030835632986889516,1.0,0.33333333333333337,84,0,0,844800,0.23984456062316895
4,1,sigma,0.5-eta-star,7,1.108992747873023,7.393284985820154,2.217985495746046,0.0428841447817947,1.0,0.25,101,0,0,844800,0.24194788932800293
4,1,sigma,eta-star-boundary,0,2.217985495746046,14.786569971640308,2.217985495746046,0.009085838373343647,1.0,0.16666666666666669,41,0,0,844800,0.2519092559814453
4,1,sigma,eta-star-boundary,1,2.217985495746046,14.786569971640308,2.217985495746046,0.020279756337522103,1.0,0.1666666666666667,31,0,0,844800,0.23302173614501953
4,1,sigma,eta-star-boundary,2,2.217985495746046,14.786569971640308,2.217985495746046,0.039742687853820735,1.0,0.1666666666666667,80,0,0,844800,0.23047423362731934
4,1,sigma,eta-star-boundary,3,2.217985495746046,14.786569971640308,2.217985495746046,0.029492907643230426,1.0,0.16666666666666666,77,0,0,844800,0.24055218696594238
4,1,sigma,eta-star-boundary,4,2.217985495746046,14.786569971640308,2.217985495746046,0.029451181501296775,1.0,0.1666666666666667,50,0,0,844800,0.23675322532653809
4,1,sigma,eta-star-boundary,5,2.217985495746046,14.786569971640308,2.217985495746046,0.01919220619100437,1.0,0.1666666666666667,83,0,0,844800,0.23538494110107422
4,1,sigma,eta-star-boundary,6,2.217985495746046,14.786569971640308,2.217985495746046,0.018279771455463223,1.0,0.1666666666666667,47,0,0,844800,0.23801517486572266
4,1,sigma,eta-star-boundary,7,2.217985495746046,14.786569971640308,2.217985495746046,0.016388284812235643,1.0,0.08333333333333334,95,0,0,844800,0.23366022109985352
4,1,L,fixed-0.1tau,0,0.1,0.1,3.502132884624106,0.006437839846034743,1.0,0.08333333333333334,42,0,0,844800,0.23853635787963867
4,1,L,fixed-0.1tau,1,0.1,0.1,3.502132884624106,0.005337764287531188,1.0,0.08333333333333334,41,0,0,844800,0.23735666275024414
4,1,L,fixed-0.1tau,2,0.1,0.1,3.502132884624106,0.005006069184263273,1.0,0.08333333333333334,55,0,0,844800,0.23484158515930176
4,1,L,fixed-0.1tau,3,0.1,0.1,3.502132884624106,0.005341770673855439,1.0,0.0,52,0,0,844800,0.23669791221618652
4,1,L,fixed-0.1tau,4,0.1,0.1,3.502132884624106,0.003869146401946244,1.0,0.0,49,0,0,844800,0.23109865188598633
4,1,L,fixed-0.1tau,5,0.1,0.1,3.502132884624106,0.006340528742804663,1.0,0.08333333333333334,44,0,0,844800,0.23447251319885254
4,1,L,fixed-0.1tau,6,0.1,0.1,3.502132884624106,0.01044448910527529,1.0,0.08333333333333334,37,0,0,844800,0.2333383560180664
4,1,L,fixed-0.1tau,7,0.1,0.1,3.502132884624106,0.006489042325584116,1.0,0.08333333333333334,56,0,0,844800,0.2341909408569336
4,1,L,fixed-0.5tau,0,0.5,0.5,3.502132884624106,0.004116490179774335,1.0,0.0,9,0,0,844800,0.23850154876708984
4,1,L,fixed-0.5tau,1,0.5,0.5,3.502132884624106,0.003228707582367374,1.0,0.0,9,0,0,844800,0.23808884620666504
4,1,L,fixed-0.5tau,2,0.5,0.5,3.502132884624106,0.0029490610562159514,1.0,0.0,12,0,0,844800,0.23362970352172852
4,1,L,fixed-0.5tau,3,0.5,0.5,3.502132884624106,0.00619425574713639,1.0,0.0,10,0,0,844800,0.2418804168701172
4,1,L,fixed-0.5tau,4,0.5,0.5,3.502132884624106,0.005649679399890584,1.0,0.0,11,0,0,844800,0.23648333549499512
4,1,L,fixed-0.5tau,5,0.5,0.5,3.502132884624106,0.003738487577703564,1.0,0.0,9,0,0,844800,0.23479580879211426
4,1,L,fixed-0.5tau,6,0.5,0.5,3.502132884624106,0.011426603533672308,1.0,0.0,8,0,0,844800,0.23429393768310547
4,1,L,fixed-0.5tau,7,0.5,0.5,3.502132884624106,0.01591579489134598,1.0,0.0,12,0,0,844800,0.24222183227539062
4,1,L,fixed-1.0tau,0,1.0,1.0,3.502132884624106,0.00795607771953355,1.0,0.0,5,0,0,844800,0.23268771171569824
4,1,L,fixed-1.0tau,1,1.0,1.0,3.502132884624106,0.004637373296137559,1.0,0.0,4,0,0,844800,0.23514246940612793
4,1,L,fixed-1.0tau,2,1.0,1.0,3.502132884624106,0.00308930002979535,1.0,0.0,9,0,0,844800,0.23872780799865723
4,1,L,fixed-1.0tau,3,1.0,1.0,3.502132884624106,0.005818552752900663,1.0,0.0,6,0,0,844800,0.23427510261535645
4,1,L,fixed-1.0tau,4,1.0,1.0,3.502132884624106,0.01755417563158579,1.0,0.08333333333333334,7,0,0,844800,0.23770594596862793
4,1,L,fixed-1.0tau,5,1.0,1.0,3.502132884624106,0.012332221724468573,1.0,0.0,5,0,0,844800,0.23543858528137207
4,1,L,fixed-1.0tau,6,1.0,1.0,3.502132884624106,0.01563229162828983,1.0,0.0,5,0,0,844800,0.23303461074829102
4,1,L,fixed-1.0tau,7,1.0,1.0,3.502132884624106,0.030675862625736183,1.0,0.16666666666666666,8,0,0,844800,0.23619699478149414
4,1,L,0.1-eta-star,0,0.3502132884624106,0.3502132884624106,3.502132884624106,0.003958086034651753,1.0,0.0,12,0,0,844800,0.238267183303833
4,1,L,0.1-eta-star,1,0.3502132884624106,0.3502132884624106,3.502132884624106,0.0032730200149360122,1.0,0.0,13,0,0,844800,0.23244714736938477
4,1,L,0.1-eta-star,2,0.3502132884624106,0.3502132884624106,3.502132884624106,0.0031254960797997278,1.0,0.0,17,0,0,844800,0.23386931419372559
4,1,L,0.1-eta-star,3,0.3502132884624106,0.3502132884624106,3.502132884624106,0.005664881925454779,1.0,0.0,17,0,0,844800,0.23637151718139648
4,1,L,0.1-eta-star,4,0.3502132884624106,0.3502132884624106,3.502132884624106,0.003920468609308392,1.0,0.0,14,0,0,844800,0.23980331420898438
4,1,L,0.1-eta-star,5,0.3502132884624106,0.3502132884624106,3.502132884624106,0.004632343086714341,1.0,0.0,12,0,0,844800,0.23862218856811523
4,1,L,0.1-eta-star,6,0.3502132884624106,0.3502132884624106,3.502132884624106,0.01086131889152675,1.0,0.0,11,0,0,844800,0.23711943626403809
4,1,L,0.1-eta-star,7,0.3502132884624106,0.3502132884624106,3.502132884624106,0.01033785055089842,1.0,0.0,16,0,0,844800,0.23733758926391602
4,1,L,0.25-eta-star,0,0.8755332211560265,0.8755332211560265,3.502132884624106,0.0069650007869686,1.0,0.0,6,0,0,844800,0.2339341640472412
4,1,L,0.25-eta-star,1,0.8755332211560265,0.8755332211560265,3.502132884624106,0.0038172837136281057,1.0,0.0,5,0,0,844800,0.2360365390777588
4,1,L,0.25-eta-star,2,0.8755332211560265,0.8755332211560265,3.502132884624106,0.0029607382781162705,1.0,0.0,9,0,0,844800,0.2369551658630371
4,1,L,0.25-eta-star,3,0.8755332211560265,0.8755332211560265,3.502132884624106,0.006017114085834718,1.0,0.0,6,0,0,844800,0.23795604705810547
4,1,L,0.25-eta-star,4,0.8755332211560265,0.8755332211560265,3.502132884624106,0.013843231505749065,1.0,0.08333333333333334,7,0,0,844800,0.23798203468322754
4,1,L,0.25-eta-star,5,0.8755332211560265,0.8755332211560265,3.502132884624106,0.009120802852305765,1.0,0.0,6,0,0,844800,0.2437150478363037
4,1,L,0.25-eta-star,6,0.8755332211560265,0.8755332211560265,3.502132884624106,0.014319418448123455,1.0,0.0,5,0,0,844800,0.23542189598083496
4,1,L,0.25-eta-star,7,0.8755332211560265,0.8755332211560265,3.502132884624106,0.028166831789158797,1.0,0.08333333333333334,8,0,0,844800,0.23883938789367676
4,1,L,0.5-eta-star,0,1.751066442312053,1.751066442312053,3.502132884624106,0.012853071108917202,1.0,0.0,3,0,0,844800,0.2389230728149414
4,1,L,0.5-eta-star,1,1.751066442312053,1.751066442312053,3.502132884624106,0.018459074766961958,1.0,0.0,3,0,0,844800,0.2310941219329834
4,1,L,0.5-eta-star,2,1.751066442312053,1.751066442312053,3.502132884624106,0.00438053909797298,1.0,0.0,8,0,0,844800,0.23405075073242188
4,1,L,0.5-eta-star,3,1.751066442312053,1.751066442312053,3.502132884624106,0.007153965968903275,1.0,0.08333333333333334,5,0,0,844800,0.24148201942443848
4,1,L,0.5-eta-star,4,1.751066442312053,1.751066442312053,3.502132884624106,0.047278615855061545,1.0,0.25,5,0,0,844800,0.2372596263885498
4,1,L,0.5-eta-star,5,1.751066442312053,1.751066442312053,3.502132884624106,0.03764474453307276,1.0,0.0,4,0,0,844800,0.23381733894348145
4,1,L,0.5-eta-star,6,1.751066442312053,1.751066442312053,3.502132884624106,0.02533418954142741,1.0,0.08333333333333334,3,0,0,844800,0.234968900680542
4,1,L,0.5-eta-star,7,1.751066442312053,1.751066442312053,3.502132884624106,0.041550690900872045,1.0,0.1666666666666667,5,0,0,844800,0.23108720779418945
4,1,L,eta-star-boundary,0,3.502132884624106,3.502132884624106,3.502132884624106,0.030143569963952732,1.0,0.25,6,0,0,844800,0.2379906177520752
4,1,L,eta-star-boundary,1,3.502132884624106,3.502132884624106,3.502132884624106,0.2243047183728739,0.75,0.5833333333333334,2,0,0,844800,0.23652005195617676
4,1,L,eta-star-boundary,2,3.502132884624106,3.502132884624106,3.502132884624106,0.013345321247860698,1.0,0.08333333333333334,7,0,0,844800,0.23517799377441406
4,1,L,eta-star-boundary,3,3.502132884624106,3.502132884624106,3.502132884624106,0.09602320690880184,0.75,0.41666666666666674,14,0,0,844800,0.24036812782287598
4,1,L,eta-star-boundary,4,3.502132884624106,3.502132884624106,3.502132884624106,0.06664469284970131,1.0,0.33333333333333337,9,0,0,844800,0.23331284523010254
4,1,L,eta-star-boundary,5,3.502132884624106,3.502132884624106,3.502132884624106,0.26431307863106546,0.5,0.9166666666666666,19,0,0,844800,0.23705577850341797
4,1,L,eta-star-boundary,6,3.502132884624106,3.502132884624106,3.502132884624106,0.06002687517170213,1.0,0.3333333333333333,12,0,0,844800,0.23496198654174805
4,1,L,eta-star-boundary,7,3.502132884624106,3.502132884624106,3.502132884624106,0.07926848239769613,0.75,0.3333333333333333,14,0,0,844800,0.24279165267944336
4,2,sigma,fixed-0.1tau,0,0.015,0.1,2.0321040394531176,0.016336001819094226,1.0,0.16666666666666669,139,0,0,844800,0.6370875835418701
4,2,sigma,fixed-0.1tau,1,0.015,0.1,2.0321040394531176,0.009244287087749492,1.0,0.08333333333333334,88,0,0,844800,0.6354789733886719
4,2,sigma,fixed-0.1tau,2,0.015,0.1,2.0321040394531176,0.0070065007411983515,1.0,0.16666666666666669,103,0,0,844800,0.6375529766082764
4,2,sigma,fixed-0.1tau,3,0.015,0.1,2.0321040394531176,0.006420254078222776,1.0,0.08333333333333334,105,0,0,844800,0.6655631065368652
4,2,sigma,fixed-0.1tau,4,0.015,0.1,2.0321040394531176,0.02826844762943681,1.0,0.25,146,0,0,844800,0.633232831954956
4,2,sigma,fixed-0.1tau,5,0.015,0.1,2.0321040394531176,0.005624061448824547,1.0,0.08333333333333334,92,0,0,844800,0.6229760646820068
4,2,sigma,fixed-0.1tau,6,0.015,0.1,2.0321040394531176,0.027717358636902834,1.0,0.25,137,0,0,844800,0.6188113689422607
4,2,sigma,fixed-0.1tau,7,0.015,0.1,2.0321040394531176,0.007391008238019858,1.0,0.16666666666666669,118,0,0,844800,0.6203951835632324
4,2,sigma,fixed-0.5tau,0,0.075,0.5,2.0321040394531176,0.015907802169448315,1.0,0.16666666666666669,28,0,0,844800,0.6234803199768066
4,2,sigma,fixed-0.5tau,1,0.075,0.5,2.0321040394531176,0.009430223360932244,1.0,0.08333333333333334,17,0,0,844800,0.6163163185119629
4,2,sigma,fixed-0.5tau,2,0.075,0.5,2.0321040394531176,0.007885426236269422,1.0,0.08333333333333334,21,0,0,844800,0.618823766708374
4,2,sigma,fixed-0.5tau,3,0.075,0.5,2.0321040394531176,0.005963184295226354,1.0,0.08333333333333334,22,0,0,844800,0.6158955097198486
4,2,sigma,fixed-0.5tau,4,0.075,0.5,2.0321040394531176,0.031490965391687054,1.0,0.25,28,0,0,844800,0.6317567825317383
4,2,sigma,fixed-0.5tau,5,0.075,0.5,2.0321040394531176,0.005890932442537022,1.0,0.08333333333333334,18,0,0,844800,0.630401611328125
4,2,sigma,fixed-0.5tau,6,0.075,0.5,2.0321040394531176,0.028831167311048955,1.0,0.25,26,0,0,844800,0.6496891975402832
4,2,sigma,fixed-0.5tau,7,0.075,0.5,2.0321040394531176,0.00938283290955455,1.0,0.25,24,0,0,844800,0.6301405429840088
4,2,sigma,fixed-1.0tau,0,0.15,1.0,2.0321040394531176,0.01975191115498831,1.0,0.1666666666666667,14,0,0,844800,0.6228365898132324
4,2,sigma,fixed-1.0tau,1,0.15,1.0,2.0321040394531176,0.005212260408693159,1.0,0.08333333333333334,8,0,0,844800,0.6444578170776367
4,2,sigma,fixed-1.0tau,2,0.15,1.0,2.0321040394531176,0.007755500024327455,1.0,0.08333333333333334,11,0,0,844800,0.6352765560150146
4,2,sigma,fixed-1.0tau,3,0.15,1.0,2.0321040394531176,0.0060251148456822445,1.0,0.08333333333333334,11,0,0,844800,0.6261322498321533
4,2,sigma,fixed-1.0tau,4,0.15,1.0,2.0321040394531176,0.02026536000749035,1.0,0.1666666666666667,14,0,0,844800,0.6456799507141113
4,2,sigma,fixed-1.0tau,5,0.15,1.0,2.0321040394531176,0.004510154427440627,1.0,0.0,9,0,0,844800,0.6338038444519043
4,2,sigma,fixed-1.0tau,6,0.15,1.0,2.0321040394531176,0.029808872867790104,1.0,0.25,13,0,0,844800,0.6218678951263428
4,2,sigma,fixed-1.0tau,7,0.15,1.0,2.0321040394531176,0.009329178878732636,1.0,0.25,12,0,0,844800,0.643071174621582
4,2,sigma,0.1-eta-star,0,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.02013565344481061,1.0,0.1666666666666667,11,0,0,844800,0.636378288269043
4,2,sigma,0.1-eta-star,1,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.005240303033628879,1.0,0.08333333333333334,6,0,0,844800,0.644019603729248
4,2,sigma,0.1-eta-star,2,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.007625882711669529,1.0,0.08333333333333334,8,0,0,844800,0.648118257522583
4,2,sigma,0.1-eta-star,3,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.012927060797812806,1.0,0.16666666666666666,8,0,0,844800,0.6304178237915039
4,2,sigma,0.1-eta-star,4,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.033836710788862856,1.0,0.25,10,0,0,844800,0.6407253742218018
4,2,sigma,0.1-eta-star,5,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.004534125002532252,1.0,0.0,7,0,0,844800,0.6449730396270752
4,2,sigma,0.1-eta-star,6,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.030166613644986406,1.0,0.25,10,0,0,844800,0.6519713401794434
4,2,sigma,0.1-eta-star,7,0.20321040394531176,1.3547360263020785,2.0321040394531176,0.007426911207120912,1.0,0.1666666666666667,9,0,0,844800,0.6167953014373779
4,2,sigma,0.25-eta-star,0,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.030008348545045527,1.0,0.25,5,0,0,844800,0.6239995956420898
4,2,sigma,0.25-eta-star,1,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.005535675571726073,1.0,0.08333333333333334,3,0,0,844800,0.6260390281677246
4,2,sigma,0.25-eta-star,2,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.015453408186580364,1.0,0.16666666666666666,3,0,0,844800,0.6187744140625
4,2,sigma,0.25-eta-star,3,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.01311664657141176,1.0,0.16666666666666663,4,0,0,844800,0.6305921077728271
4,2,sigma,0.25-eta-star,4,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.02707987875454554,1.0,0.25,5,0,0,844800,0.6382992267608643
4,2,sigma,0.25-eta-star,5,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.00471502280890046,1.0,0.0,3,0,0,844800,0.6314995288848877
4,2,sigma,0.25-eta-star,6,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.015933385358063323,1.0,0.25,4,0,0,844800,0.6321060657501221
4,2,sigma,0.25-eta-star,7,0.5080260098632794,3.3868400657551962,2.0321040394531176,0.008005999148210763,1.0,0.1666666666666667,4,0,0,844800,0.6381149291992188
4,2,sigma,0.5-eta-star,0,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.03226220113904166,1.0,0.25,2,0,0,844800,0.6286635398864746
4,2,sigma,0.5-eta-star,1,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.006371362139110492,1.0,0.08333333333333334,2,0,0,844800,0.6447262763977051
4,2,sigma,0.5-eta-star,2,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.01701590429596178,1.0,0.16666666666666666,2,0,0,844800,0.6301708221435547
4,2,sigma,0.5-eta-star,3,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.022122269594818555,1.0,0.24999999999999997,2,0,0,844800,0.6381785869598389
4,2,sigma,0.5-eta-star,4,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.02773633935038544,1.0,0.25,3,0,0,844800,0.6303122043609619
4,2,sigma,0.5-eta-star,5,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.005099876942090575,1.0,0.0,2,0,0,844800,0.6370124816894531
4,2,sigma,0.5-eta-star,6,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.01786268164454774,1.0,0.25,2,0,0,844800,0.6259379386901855
4,2,sigma,0.5-eta-star,7,1.0160520197265588,6.7736801315103925,2.0321040394531176,0.00997518327490865,1.0,0.25,2,0,0,844800,0.6286470890045166
4,2,sigma,eta-star-boundary,0,2.0321040394531176,13.547360263020785,2.0321040394531176,0.03059546401310287,1.0,0.16666666666666669,2,0,0,844800,0.626317024230957
4,2,sigma,eta-star-boundary,1,2.0321040394531176,13.547360263020785,2.0321040394531176,0.011177606879240076,1.0,0.08333333333333334,1,0,0,844800,0.6280827522277832
4,2,sigma,eta-star-boundary,2,2.0321040394531176,13.547360263020785,2.0321040394531176,0.015725305704442305,1.0,0.08333333333333334,1,0,0,844800,0.6219625473022461
4,2,sigma,eta-star-boundary,3,2.0321040394531176,13.547360263020785,2.0321040394531176,0.01097691259216349,1.0,0.08333333333333334,1,0,0,844800,0.6354947090148926
4,2,sigma,eta-star-boundary,4,2.0321040394531176,13.547360263020785,2.0321040394531176,0.024703371949494346,1.0,0.1666666666666667,1,0,0,844800,0.6331329345703125
4,2,sigma,eta-star-boundary,5,2.0321040394531176,13.547360263020785,2.0321040394531176,0.015079747502645402,1.0,0.08333333333333334,1,0,0,844800,0.6253063678741455
4,2,sigma,eta-star-boundary,6,2.0321040394531176,13.547360263020785,2.0321040394531176,0.022992042779720223,1.0,0.08333333333333334,1,0,0,844800,0.6283233165740967
4,2,sigma,eta-star-boundary,7,2.0321040394531176,13.547360263020785,2.0321040394531176,0.0090356414943763,1.0,0.08333333333333334,1,0,0,844800,0.6210193634033203
4,2,L,fixed-0.1tau,0,0.1,0.1,2.388145303377444,0.010432209772389789,1.0,0.08333333333333334,59,0,0,844800,0.6196832656860352
4,2,L,fixed-0.1tau,1,0.1,0.1,2.388145303377444,0.006623690330341492,1.0,0.08333333333333334,33,0,0,844800,0.6656088829040527
4,2,L,fixed-0.1tau,2,0.1,0.1,2.388145303377444,0.006613553526091054,1.0,0.08333333333333334,39,0,0,844800,0.652564287185669
4,2,L,fixed-0.1tau,3,0.1,0.1,2.388145303377444,0.005539747811264095,1.0,0.08333333333333334,41,0,0,844800,0.6438999176025391
4,2,L,fixed-0.1tau,4,0.1,0.1,2.388145303377444,0.007999775759590322,1.0,0.08333333333333334,55,0,0,844800,0.6392302513122559
4,2,L,fixed-0.1tau,5,0.1,0.1,2.388145303377444,0.005777244902527401,1.0,0.0,37,0,0,844800,0.645798921585083
4,2,L,fixed-0.1tau,6,0.1,0.1,2.388145303377444,0.009720165894764987,1.0,0.08333333333333334,59,0,0,844800,0.6216163635253906
4,2,L,fixed-0.1tau,7,0.1,0.1,2.388145303377444,0.0074132260002840455,1.0,0.08333333333333334,53,0,0,844800,0.6278784275054932
4,2,L,fixed-0.5tau,0,0.5,0.5,2.388145303377444,0.01234869663047189,1.0,0.0,13,0,0,844800,0.6320986747741699
4,2,L,fixed-0.5tau,1,0.5,0.5,2.388145303377444,0.009732406103752145,1.0,0.0,7,0,0,844800,0.630915641784668
