arm,kind,target,family,dimension,replication,initialization,learning_rate_multiplier,learning_rate,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,atlas_build_seconds,evaluation_generator_examples,model_parameters
paper-neural,neural,NPR-d4-nonlinear,nonlinear,4,0,concentrated,16.0,0.016,0.05148961865948465,0.17756052926853697,0.4146545498795373,0.7509443759918213,2.5565569512230364,nan,nan,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.5846430000019609,0.0,2048,4740
minibatch-sw,neural,NPR-d4-nonlinear,nonlinear,4,0,concentrated,16.0,0.016,0.030964911913279103,0.13722180255929975,0.2267257356147777,0.9137094020843506,2.4330577073400708,nan,nan,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.8394417000017711,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,0,concentrated,32.0,0.032,0.06771867096339257,0.1891206806152834,0.30460098691545634,0.9860246777534485,2.153944901712991,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.3223246999987168,0.07794540000031702,2048,4740
kll-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,0,concentrated,32.0,0.032,0.08390296712750622,0.21787210328401455,0.3296739591871218,0.964868426322937,2.01622594972407,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.21133440000267,0.05912730000272859,2048,4740
kll-small-rsr,neural,NPR-d4-nonlinear,nonlinear,4,0,concentrated,16.0,0.016,0.025249355685581065,0.12638999502226736,0.21969212441541677,0.9165112376213074,2.663871661218353,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.4217703999966034,0.05912730000272859,2048,4740
kll-paper-hybrid,neural,NPR-d4-nonlinear,nonlinear,4,0,concentrated,32.0,0.032,0.06624967028086282,0.1952043186840253,0.35054492693306144,0.8422907590866089,2.278367182505342,nan,nan,nan,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.7074160999982269,0.05912730000272859,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-nonlinear,nonlinear,4,0,concentrated,nan,nan,0.0022641961432414703,0.03696901477365039,0.07487878749826508,0.9805974460985396,2.771303607083368,nan,nan,nan,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.17751610000414075,0.07794540000031702,0,0
paper-neural,neural,NPR-d4-nonlinear,nonlinear,4,0,broad,16.0,0.016,0.04957001745508105,0.1758170777547927,0.4266413903431078,0.7443872690200806,2.3260147967363993,nan,nan,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6299510000026203,0.0,2048,4740
minibatch-sw,neural,NPR-d4-nonlinear,nonlinear,4,0,broad,16.0,0.016,0.039622891306809294,0.16466603151592746,0.2877664493667199,0.8894458413124084,2.7648837874080905,nan,nan,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.8368821000040043,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,0,broad,32.0,0.032,0.03637121036502222,0.15180062745444678,0.28091655660778797,0.9555237293243408,2.510449949695123,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.26033129999996163,0.07794540000031702,2048,4740
kll-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,0,broad,32.0,0.032,0.04087258870450139,0.15434189940758528,0.2693546856496483,0.9455979466438293,2.6236853171343593,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.2675106999959098,0.05912730000272859,2048,4740
kll-small-rsr,neural,NPR-d4-nonlinear,nonlinear,4,0,broad,16.0,0.016,0.059071755770061074,0.18936622616114376,0.2641302995193399,1.0220825672149658,2.1801783593518085,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.43543270000373013,0.05912730000272859,2048,4740
kll-paper-hybrid,neural,NPR-d4-nonlinear,nonlinear,4,0,broad,32.0,0.032,0.04980910829086849,0.17169366330684085,0.28633351434334575,0.9750511646270752,2.6166342955136708,nan,nan,nan,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.6656127000023844,0.05912730000272859,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-nonlinear,nonlinear,4,0,broad,nan,nan,0.0023167686028897627,0.03701028034027891,0.07260018387419137,0.9806724778493,2.751742670816974,nan,nan,nan,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.20597590000397759,0.07794540000031702,0,0
paper-neural,neural,NPR-d4-nonlinear,nonlinear,4,1,concentrated,16.0,0.016,0.05132624839173161,0.1743687815044197,0.3257613484455114,0.7710538506507874,2.3789234905662533,nan,nan,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.5249829000022146,0.0,2048,4740
minibatch-sw,neural,NPR-d4-nonlinear,nonlinear,4,1,concentrated,16.0,0.016,0.04714648872305016,0.1593871294493656,0.21630537184429946,0.9127390384674072,2.3529464713783907,nan,nan,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.7893746999980067,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,1,concentrated,32.0,0.032,0.059677673607328785,0.1785121269774875,0.25202612516104594,0.9102751612663269,2.4711343772532475,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.27338599999347934,0.08070279999810737,2048,4740
kll-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,1,concentrated,32.0,0.032,0.05853269642324044,0.17642984809297615,0.24867748872334144,0.9138733744621277,2.41381178526735,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.24708559999999125,0.05076759999792557,2048,4740
kll-small-rsr,neural,NPR-d4-nonlinear,nonlinear,4,1,concentrated,16.0,0.016,0.059331005933769276,0.1802774030630466,0.22000402852892692,0.9455167055130005,2.405261159434626,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.36829060000309255,0.05076759999792557,2048,4740
kll-paper-hybrid,neural,NPR-d4-nonlinear,nonlinear,4,1,concentrated,32.0,0.032,0.04776542694883812,0.17722120581854123,0.2579910577703492,0.9296691417694092,2.5178587329469084,nan,nan,nan,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.6308288000000175,0.05076759999792557,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-nonlinear,nonlinear,4,1,concentrated,nan,nan,0.0018107266771503205,0.03184598734481064,0.04885923572653449,0.9804207738675264,2.8080926436839904,nan,nan,nan,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.19207349999487633,0.08070279999810737,0,0
paper-neural,neural,NPR-d4-nonlinear,nonlinear,4,1,broad,16.0,0.016,0.059155760525204215,0.19350161235920127,0.3678259105351591,0.6963629126548767,2.557367241958327,nan,nan,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6479189000019687,0.0,2048,4740
minibatch-sw,neural,NPR-d4-nonlinear,nonlinear,4,1,broad,16.0,0.016,0.06328556325077628,0.1944211510412519,0.2665660383713428,1.0456697940826416,2.5939809933642985,nan,nan,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.7979618999961531,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,1,broad,32.0,0.032,0.027576225030014,0.12817158734004694,0.20905407833595582,0.9223973751068115,2.784958323944144,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.2483792999992147,0.08070279999810737,2048,4740
kll-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,1,broad,32.0,0.032,0.04690071869047063,0.16664582735015912,0.2457060884623796,0.9307106137275696,2.6203035364118596,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.23034190000180388,0.05076759999792557,2048,4740
kll-small-rsr,neural,NPR-d4-nonlinear,nonlinear,4,1,broad,16.0,0.016,0.05111003405246439,0.18164045638406057,0.2738233709514733,0.8500300049781799,2.5768495581647706,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.4096897999988869,0.05076759999792557,2048,4740
kll-paper-hybrid,neural,NPR-d4-nonlinear,nonlinear,4,1,broad,32.0,0.032,0.03813834720884923,0.15616753973411435,0.24478143810566924,0.9392370581626892,2.733588774914489,nan,nan,nan,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.694216800002323,0.05076759999792557,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-nonlinear,nonlinear,4,1,broad,nan,nan,0.002167866104031191,0.03410555148182124,0.049304619084835424,0.9803879629688,2.80830095780924,nan,nan,nan,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.202796199999284,0.08070279999810737,0,0
paper-neural,neural,NPR-d4-nonlinear,nonlinear,4,2,concentrated,16.0,0.016,0.04112258907772759,0.15888107738266363,0.3852179675846007,0.7863258719444275,2.0426785129582954,nan,nan,nan,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6480052999977488,0.0,2048,4740
minibatch-sw,neural,NPR-d4-nonlinear,nonlinear,4,2,concentrated,16.0,0.016,0.0731496716722555,0.1892678955557633,0.2701062165644426,0.9003446698188782,2.2413537955699248,nan,nan,nan,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.0519931000017095,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,2,concentrated,32.0,0.032,0.044407484646771245,0.16236261785893877,0.2561934398228509,0.928510308265686,2.417187088387794,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.2876703000001726,0.08068890000140527,2048,4740
kll-atlas-rsr,neural,NPR-d4-nonlinear,nonlinear,4,2,concentrated,32.0,0.032,0.038980932339427454,0.1502766126556926,0.25079672922893453,0.944250226020813,2.479406142048948,nan,nan,nan,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.29251359999761917,0.06135499999800231,2048,4740
kll-small-rsr,neural,NPR-d4-nonlinear,nonlinear,4,2,concentrated,16.0,0.016,0.07055431629772979,0.20714837852165627,0.3033724105316293,0.994316577911377,2.351063770799599,nan,nan,nan,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.48277959999541054,0.06135499999800231,2048,4740
kll-paper-hybrid,neural,NPR-d4-nonlinear,nonlinear,4,2,concentrated,32.0,0.032,0.04309406389644721,0.16475187233458924,0.274926337058592,0.9581732153892517,2.432198524376181,nan,nan,nan,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.7684140999990632,0.06135499999800231,2048,4740
