target_weights,estimator,per_mode,N,batch,mask,seed,total_steps,final_ED2,coverage,mass_error,residual_rms,generator_max_real,perturbation_ratio,stable_wrong_candidate,kernel_pairs,wall_seconds
equal,snis,4,16,16,False,1,400,0.02095082811969473,1.0,0.375,0.02442676352855516,nan,nan,0,204800,0.6399571895599365
equal,snis,4,16,16,False,2,400,0.06823647749517414,1.0,0.375,0.013373212076574818,nan,nan,0,204800,0.634472131729126
equal,snis,4,16,16,False,3,400,0.010514259280597904,1.0,0.25,0.015063833507806592,nan,nan,0,204800,0.6222319602966309
equal,snis,4,16,16,False,4,2000,0.10537037755587952,1.0,0.5,0.018978735883501536,nan,nan,0,1024000,3.0923118591308594
equal,snis,4,16,16,False,5,400,0.03968792500239615,1.0,0.25,0.0159695504547958,nan,nan,0,204800,0.6204714775085449
equal,snis,4,16,16,True,0,400,0.0585251501681604,1.0,0.125,0.06684151443519329,nan,nan,0,204800,0.625558614730835
equal,snis,4,16,16,True,1,400,0.05487231868622133,1.0,0.125,0.06936177215599548,nan,nan,0,204800,0.6319615840911865
equal,snis,4,16,16,True,2,400,0.060913001095709185,1.0,0.125,0.06976266555129662,nan,nan,0,204800,0.6421000957489014
equal,snis,4,16,16,True,3,400,0.0690489449607331,1.0,0.125,0.07125007884299284,nan,nan,0,204800,0.6403536796569824
equal,snis,4,16,16,True,4,400,0.062115992417272836,1.0,0.0,0.07380892364664132,nan,nan,0,204800,0.6473386287689209
equal,snis,4,16,16,True,5,400,0.04838434220692689,1.0,0.125,0.0615224239367231,nan,nan,0,204800,0.6354649066925049
equal,snis,4,16,64,False,0,400,0.007233544144114368,1.0,0.125,0.011838102098834671,nan,nan,0,512000,0.6514074802398682
equal,snis,4,16,64,False,1,400,0.03297667723499764,1.0,0.25,0.012998834608216143,nan,nan,0,512000,0.6429128646850586
equal,snis,4,16,64,False,2,400,0.013898278713749601,1.0,0.125,0.017114792186030632,nan,nan,0,512000,0.6393287181854248
equal,snis,4,16,64,False,3,400,0.011739898343937516,1.0,0.25,0.022395040487839427,nan,nan,0,512000,0.642327070236206
equal,snis,4,16,64,False,4,400,0.037217660644347395,1.0,0.375,0.014712250204366527,nan,nan,0,512000,0.6521246433258057
equal,snis,4,16,64,False,5,400,0.016372287262300556,1.0,0.125,0.014763488089773518,nan,nan,0,512000,0.6483175754547119
equal,snis,4,16,64,True,0,400,0.06336951722154438,1.0,0.125,0.03470885917634051,nan,nan,0,512000,0.6576826572418213
equal,snis,4,16,64,True,1,400,0.06826641062208927,1.0,0.0,0.04361623188611539,nan,nan,0,512000,0.6513247489929199
equal,snis,4,16,64,True,2,400,0.06985314813585075,1.0,0.0,0.04665952364221524,nan,nan,0,512000,0.6545100212097168
equal,snis,4,16,64,True,3,400,0.06660766060214429,1.0,0.0,0.0536588526963516,nan,nan,0,512000,0.6374788284301758
equal,snis,4,16,64,True,4,400,0.05890629529113711,1.0,0.0,0.03780962737328957,nan,nan,0,512000,0.6441340446472168
equal,snis,4,16,64,True,5,400,0.06551958049706197,1.0,0.0,0.04653613732043129,nan,nan,0,512000,0.647813081741333
equal,snis,8,32,16,False,0,400,0.039946118327305546,1.0,0.25,0.0245607694115994,nan,nan,0,614400,0.6700947284698486
equal,snis,8,32,16,False,1,400,0.028445165289667562,1.0,0.3125,0.01821368911983199,nan,nan,0,614400,0.6773500442504883
equal,snis,8,32,16,False,2,400,0.011821104868077748,1.0,0.1875,0.012288915645839936,nan,nan,0,614400,0.6836626529693604
equal,snis,8,32,16,False,3,400,0.04773894215698238,1.0,0.3125,0.018822841259726036,nan,nan,0,614400,0.6998817920684814
equal,snis,8,32,16,False,4,400,0.012712072386977247,1.0,0.125,0.01837963378767036,nan,nan,0,614400,0.6842672824859619
equal,snis,8,32,16,False,5,400,0.03385543642909239,1.0,0.1875,0.021662457310655137,nan,nan,0,614400,0.6799283027648926
equal,snis,8,32,16,True,0,400,0.02746420265817473,1.0,0.1875,0.039335793477299395,nan,nan,0,614400,0.6657485961914062
equal,snis,8,32,16,True,1,400,0.018185590671284335,1.0,0.125,0.03581370317607134,nan,nan,0,614400,0.641855001449585
equal,snis,8,32,16,True,2,400,0.011262052930698485,1.0,0.0625,0.03940913811509468,nan,nan,0,614400,0.6525259017944336
equal,snis,8,32,16,True,3,400,0.023905459212007485,1.0,0.0625,0.03995592331920166,nan,nan,0,614400,0.6426973342895508
equal,snis,8,32,16,True,4,400,0.012108450077673694,1.0,0.0625,0.02960156976295912,nan,nan,0,614400,0.6501860618591309
equal,snis,8,32,16,True,5,400,0.019173159903684733,1.0,0.0625,0.03856572870147367,nan,nan,0,614400,0.6601793766021729
