K,d,arm,comparison,seed,steps,final_ED2,coverage,mass_error,event_time,censored,kernel_pairs,wall_seconds,L_est,sigma_est,best_tau,oracle_tune_kernel_pairs
4,1,coarse-joint,joint policy,2,400,0.004518020578518245,1.0,0.0,80,0,1228800,0.26612329483032227,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,coarse-joint,joint policy,3,400,0.0058008161176186235,1.0,0.0625,56,0,1228800,0.2650759220123291,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,coarse-joint,joint policy,4,400,0.0054886534653486585,1.0,0.0,63,0,1228800,0.26541590690612793,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,coarse-joint,joint policy,5,400,0.007905307387222393,1.0,0.125,59,0,1228800,0.2660331726074219,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,coarse-joint,joint policy,6,400,0.01092463314265446,1.0,0.125,116,0,1228800,0.26713037490844727,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,coarse-joint,joint policy,7,400,0.005276058589196886,1.0,0.125,101,0,1228800,0.2604970932006836,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,0,400,0.004269172317831638,1.0,0.125,81,0,1228800,0.27126646041870117,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,1,400,0.005140495508816567,1.0,0.125,76,0,1228800,0.26437830924987793,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,2,400,0.003624140749427962,1.0,0.0625,100,0,1228800,0.26294565200805664,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,3,400,0.005958961272111374,1.0,0.125,62,0,1228800,0.27372288703918457,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,4,400,0.009422663010828503,1.0,0.125,71,0,1228800,0.2606072425842285,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,5,400,0.00571605445710377,1.0,0.125,67,0,1228800,0.2617151737213135,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,6,400,0.008878458922944699,1.0,0.1875,117,0,1228800,0.26808691024780273,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-oracle-joint,joint policy,7,400,0.007413542615692048,1.0,0.1875,110,0,1228800,0.2605137825012207,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,0,400,0.004266658336116613,1.0,0.125,81,0,1228800,0.26428723335266113,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,1,400,0.005146450774986766,1.0,0.125,76,0,1228800,0.26146459579467773,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,2,400,0.0036223584964845124,1.0,0.0625,100,0,1228800,0.2608051300048828,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,3,400,0.005957373358719487,1.0,0.125,62,0,1228800,0.25963902473449707,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,4,400,0.009428982918053164,1.0,0.125,71,0,1228800,0.26092100143432617,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,5,400,0.005721818798213318,1.0,0.125,67,0,1228800,0.26936888694763184,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,6,400,0.008887077727526727,1.0,0.1875,117,0,1228800,0.26287055015563965,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,1,anneal-estimated-joint,joint policy,7,400,0.007428306686545261,1.0,0.1875,110,0,1228800,0.260486364364624,0.9974251512693397,0.15073090844360845,0.5640904639629589,33177600
4,2,fine-common,bandwidth-only,0,400,0.09268819341740764,1.0,0.4375,400,1,1228800,0.656531810760498,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-common,bandwidth-only,1,400,0.05569742546300538,1.0,0.375,400,1,1228800,0.6611237525939941,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-common,bandwidth-only,2,400,0.055513671079035154,1.0,0.3125,400,1,1228800,0.6696083545684814,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-common,bandwidth-only,3,400,0.02864179717656612,1.0,0.1875,352,0,1228800,0.6700096130371094,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-common,bandwidth-only,4,400,0.01378013326981764,1.0,0.0625,368,0,1228800,0.7138674259185791,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-common,bandwidth-only,5,400,0.034221196075932325,1.0,0.3125,400,1,1228800,0.6546344757080078,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-common,bandwidth-only,6,400,0.029953214616510793,1.0,0.1875,400,1,1228800,0.6671388149261475,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-common,bandwidth-only,7,400,0.03366156663839481,1.0,0.25,400,1,1228800,0.6664924621582031,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,0,400,0.05869085770420579,1.0,0.25,400,1,1228800,0.6549413204193115,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,1,400,0.040595088903322085,1.0,0.0625,400,1,1228800,0.6533610820770264,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,2,400,0.05543416752070984,1.0,0.125,400,1,1228800,0.6507043838500977,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,3,400,0.05064658852777515,1.0,0.1875,400,1,1228800,0.6593620777130127,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,4,400,0.050312567706495614,1.0,0.0625,400,1,1228800,0.6678423881530762,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,5,400,0.05363885105551647,1.0,0.0625,400,1,1228800,0.6610312461853027,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,6,400,0.047864804403033645,1.0,0.1875,400,1,1228800,0.6732563972473145,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-common,bandwidth-only,7,400,0.06395322814304583,1.0,0.125,400,1,1228800,0.6648437976837158,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,0,200,0.08300994355417457,1.0,0.375,200,1,1228800,0.3615133762359619,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,1,200,0.05737592667831859,1.0,0.3125,200,1,1228800,0.3686528205871582,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,2,200,0.0753780544271706,1.0,0.25,200,1,1228800,0.3695523738861084,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,3,200,0.062264529979801364,1.0,0.125,200,1,1228800,0.3707587718963623,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,4,200,0.05791120519984594,1.0,0.0625,200,1,1228800,0.3729565143585205,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,5,200,0.06574903654425657,1.0,0.25,200,1,1228800,0.3708617687225342,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,6,200,0.0661443496899291,1.0,0.1875,200,1,1228800,0.37050890922546387,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,average-common,bandwidth-only/equal-compute,7,200,0.07841333759182978,1.0,0.1875,200,1,1228800,0.37323522567749023,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,0,133,0.11660356352492884,1.0,0.4375,133,1,1225728,0.26774144172668457,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,1,133,0.07547468445276173,1.0,0.375,133,1,1225728,0.2662818431854248,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,2,133,0.09910619162694279,1.0,0.3125,133,1,1225728,0.26877570152282715,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,3,133,0.07722356213846193,1.0,0.1875,133,1,1225728,0.2670581340789795,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,4,133,0.07055833072069351,1.0,0.0625,133,1,1225728,0.2773468494415283,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,5,133,0.08587615223531897,1.0,0.3125,133,1,1225728,0.2676963806152344,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,6,133,0.08371906962604114,1.0,0.1875,133,1,1225728,0.26615214347839355,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,paper-fixed-common,bandwidth-only/equal-compute,7,133,0.09495995478952757,1.0,0.25,133,1,1225728,0.26563596725463867,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,0,400,0.03096765604175411,1.0,0.25,400,1,1228800,0.6487953662872314,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,1,400,0.011583051040265135,1.0,0.0625,400,1,1228800,0.6527283191680908,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,2,400,0.01792746573419135,1.0,0.0625,387,0,1228800,0.6502213478088379,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,3,400,0.0146339763583474,1.0,0.0625,334,0,1228800,0.662731409072876,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,4,400,0.010857737846400206,1.0,0.0625,362,0,1228800,0.6639926433563232,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,5,400,0.011494816583920708,1.0,0.0625,375,0,1228800,0.6635291576385498,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,6,400,0.018828879206795657,1.0,0.1875,400,1,1228800,0.6456298828125,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-oracle-common,bandwidth-only,7,400,0.016738579564668066,1.0,0.125,400,0,1228800,0.6521594524383545,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,0,400,0.030954565608646956,1.0,0.25,400,1,1228800,0.6561985015869141,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,1,400,0.011576087494838183,1.0,0.0625,400,1,1228800,0.6569182872772217,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,2,400,0.017920317566193833,1.0,0.0625,386,0,1228800,0.6505053043365479,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,3,400,0.014626696978096265,1.0,0.0625,334,0,1228800,0.6527705192565918,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,4,400,0.010851059931964557,1.0,0.0625,362,0,1228800,0.6697418689727783,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,5,400,0.011488081581809362,1.0,0.0625,374,0,1228800,0.7037782669067383,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,6,400,0.018819820354106676,1.0,0.1875,400,1,1228800,0.6780209541320801,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,anneal-estimated-common,bandwidth-only,7,400,0.016730459599529457,1.0,0.125,400,0,1228800,0.6717202663421631,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,0,400,0.017504710911185106,1.0,0.125,356,0,1228800,0.6627354621887207,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,1,400,0.009465257728368814,1.0,0.0625,346,0,1228800,0.6577014923095703,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,2,400,0.014868440203957167,1.0,0.0625,369,0,1228800,0.6474177837371826,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,3,400,0.011506078333205605,1.0,0.0625,325,0,1228800,0.6553475856781006,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,4,400,0.009641026804015351,1.0,0.0625,316,0,1228800,0.6667838096618652,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,5,400,0.009513766781907962,1.0,0.0625,345,0,1228800,0.6508626937866211,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,6,400,0.009253663406716517,1.0,0.125,318,0,1228800,0.6510136127471924,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,oracle-grid-common,held-out oracle,7,400,0.011638385442932386,1.0,0.125,311,0,1228800,0.6476142406463623,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,0,400,0.09685816837043981,1.0,0.4375,400,1,1228800,0.6489243507385254,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,1,400,0.058294739150086095,1.0,0.375,400,1,1228800,0.6479740142822266,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,2,400,0.06274529237062143,1.0,0.3125,400,1,1228800,0.6440372467041016,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,3,400,0.036679887738713446,1.0,0.1875,400,1,1228800,0.6474475860595703,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,4,400,0.0238025936757551,1.0,0.0625,400,1,1228800,0.6659500598907471,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,5,400,0.042638510367937865,1.0,0.3125,400,1,1228800,0.6756319999694824,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,6,400,0.038931516271994426,1.0,0.1875,400,1,1228800,0.6787075996398926,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,fine-joint,joint policy,7,400,0.04299993341032937,1.0,0.25,400,1,1228800,0.6648309230804443,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-joint,joint policy,0,400,0.0063352982579975015,1.0,0.125,189,0,1228800,0.6718318462371826,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
4,2,coarse-joint,joint policy,1,400,0.007477152868065051,1.0,0.0625,136,0,1228800,0.6662416458129883,0.9994804883783404,0.1500990749274625,0.34592146172399046,33177600
