arm,kind,tau,target,family,init,cell,seed,budget,virtual_batch,warm_fraction,planned_steps,completed_steps,wall_seconds,generator_forward_calls,generator_example_evals,unique_latent_samples,target_samples,kernel_pairs,sort_work,selector_calls,selector_kernel_pairs,selector_example_evals,tau_counts,ed2,sw1,weighted_reach,mass_l1,event_time,censored,diverged
rsr-M1024-f0.70-e,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,concentrated,LBQCD-D10-contaminated/concentrated,0,examples,1024,0.7,1,1,0.005995600004098378,64,2048,1024,1024,0,20480.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.6999272887258889,1.1390613951393573,0.14,1.7200000000000002,1,1,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,concentrated,LBQCD-D10-contaminated/concentrated,0,update,1024,0.7,30,30,0.13286699999298435,1353,43296,21792,21792,18432,430080.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02139535554548888,0.20693207971917787,0.9800000000000001,0.20421875,30,1,0
rsr-M512-f0.70-e,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,concentrated,LBQCD-D10-contaminated/concentrated,0,examples,512,0.7,1,1,0.0033515999966766685,32,1024,512,512,0,9216.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.7001244968004203,1.139243180074935,0.14,1.7200000000000002,1,1,0
rsr-M512-f0.70-u,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,concentrated,LBQCD-D10-contaminated/concentrated,0,update,512,0.7,30,30,0.046781500001088716,681,21792,11040,11040,18432,193536.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.029285365153631338,0.21421140709459602,0.9800000000000001,0.18859375,30,1,0
paper-0.2,paper,0.2,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,0,0.0,30,30,0.012623599992366508,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.5751312091986847,1.6441616973871152,0.9800000000000001,0.6770312500000001,30,1,0
paper-0.5,paper,0.5,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,0,0.0,30,30,0.01301880000391975,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.49973508824050294,1.5717487642261643,0.9800000000000001,0.5845312500000001,30,1,0
paper-1,paper,1.0,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,0,0.0,30,30,0.009305900006438605,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.493125608698487,1.5496944675370028,0.8400000000000001,0.5884375000000001,30,1,0
paper-2,paper,2.0,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,0,0.0,30,30,0.008606600007624365,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.5088399703944206,1.531420974884746,0.8400000000000001,0.5845312500000001,30,1,0
paper-4,paper,4.0,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,0,0.0,30,30,0.012644600006751716,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.566838104650101,1.5320972538610536,0.7000000000000001,0.65734375,30,1,0
qld-v1,qld,0.5,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,0,0.7,30,30,0.012990300005185418,30,960,960,960,18432,6720.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.5891758447080886,1.6362727297850532,0.8400000000000001,0.6053125,30,1,0
rsr-M1024-f0.70-e,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,examples,1024,0.7,1,1,0.005788000009488314,64,2048,1024,1024,0,20480.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",1.9909144028098182,2.1532649540218576,0.28,1.5520312500000002,1,1,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,1024,0.7,30,30,0.10311809999984689,1353,43296,21792,21792,18432,430080.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.5098558578255952,1.5798291639587738,0.8400000000000001,0.5754687500000001,30,1,0
rsr-M512-f0.70-e,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,examples,512,0.7,1,1,0.0022266000014496967,32,1024,512,512,0,9216.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",1.9904382903709708,2.1530759624341,0.28,1.5481250000000002,1,1,0
rsr-M512-f0.70-u,rsr,0.5,LBQCD-D10-contaminated,control-contaminated,missing,LBQCD-D10-contaminated/missing,0,update,512,0.7,30,30,0.04823240000405349,681,21792,11040,11040,18432,193536.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.5102810980181001,1.5784716211785548,0.8400000000000001,0.5754687500000001,30,1,0
paper-0.2,paper,0.2,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,0,0.0,30,30,0.00884149999183137,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02043421273004653,0.15949315886185364,1.0,0.0,1,0,0
paper-0.5,paper,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,0,0.0,30,30,0.008602200003224425,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.0238147149301291,0.1817179787392373,1.0,0.0,1,0,0
paper-1,paper,1.0,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,0,0.0,30,30,0.010146300002816133,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02325486381061892,0.1898038177431459,1.0,0.0,1,0,0
paper-2,paper,2.0,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,0,0.0,30,30,0.010156399992411025,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02326183318107211,0.20622880151145911,1.0,0.0,1,0,0
paper-4,paper,4.0,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,0,0.0,30,30,0.011405199998989701,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.025497433128750746,0.2009918337893221,1.0,0.0,1,0,0
qld-v1,qld,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,0,0.7,30,30,0.006499399998574518,30,960,960,960,18432,6720.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.043478690462005254,0.26517743434066543,1.0,0.0,1,0,0
rsr-M1024-f0.70-e,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,examples,1024,0.7,1,1,0.0039763999957358465,64,2048,1024,1024,0,20480.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.4335002778898178,0.7373460970080404,1.0,0.0,1,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,1024,0.7,30,30,0.10451319999992847,1353,43296,21792,21792,18432,430080.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.05492452428660988,0.28870137189503053,1.0,0.0,1,0,0
rsr-M512-f0.70-e,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,examples,512,0.7,1,1,0.002369399997405708,32,1024,512,512,0,9216.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.43429533677433163,0.7380045467582507,1.0,0.0,1,0,0
rsr-M512-f0.70-u,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,concentrated,LBQCD-D11-heavy-t5/concentrated,0,update,512,0.7,30,30,0.07502360000216868,681,21792,11040,11040,18432,193536.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.06908172988581152,0.3218076402772657,1.0,0.0,1,0,0
paper-0.2,paper,0.2,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,0,0.0,30,30,0.017213300001458265,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.020178448357601297,0.1346128215579302,1.0,0.0,1,0,0
paper-0.5,paper,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,0,0.0,30,30,0.013099999996484257,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.024628862230918758,0.16290867070033688,1.0,0.0,1,0,0
paper-1,paper,1.0,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,0,0.0,30,30,0.012010999998892657,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.023279667468582232,0.15034199056598138,1.0,0.0,1,0,0
paper-2,paper,2.0,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,0,0.0,30,30,0.011559899998246692,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.022249182476872242,0.15282572520767698,1.0,0.0,1,0,0
paper-4,paper,4.0,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,0,0.0,30,30,0.007975600005011074,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02262715360272205,0.16098198457469076,1.0,0.0,1,0,0
qld-v1,qld,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,0,0.7,30,30,0.007293100003153086,30,960,960,960,18432,6720.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.027381801458778998,0.1863572351822802,1.0,0.0,1,0,0
rsr-M1024-f0.70-e,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,examples,1024,0.7,1,1,0.0038864999951329082,64,2048,1024,1024,0,20480.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.22978988440060522,0.6102847117701836,1.0,0.0,1,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,1024,0.7,30,30,0.0895784000022104,1353,43296,21792,21792,18432,430080.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.06822786476595288,0.28870055479002843,1.0,0.0,1,0,0
rsr-M512-f0.70-e,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,examples,512,0.7,1,1,0.0029387999966274947,32,1024,512,512,0,9216.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.22981800356589588,0.6103017860678923,1.0,0.0,1,0,0
rsr-M512-f0.70-u,rsr,0.5,LBQCD-D11-heavy-t5,control-heavy-tail,missing,LBQCD-D11-heavy-t5/missing,0,update,512,0.7,30,30,0.05604680000396911,681,21792,11040,11040,18432,193536.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.0638131120229597,0.28837470376186336,1.0,0.0,1,0,0
paper-0.2,paper,0.2,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,0,0.0,30,30,0.010596799998893403,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.07868700994934597,0.2853603620366159,1.0,0.0,1,0,0
paper-0.5,paper,0.5,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,0,0.0,30,30,0.012873599989688955,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.055117249052634376,0.22921188995374603,1.0,0.0,1,0,0
paper-1,paper,1.0,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,0,0.0,30,30,0.013048699998762459,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.055487292721296155,0.2321394336039789,1.0,0.0,1,0,0
paper-2,paper,2.0,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,0,0.0,30,30,0.013461399998050183,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.0679042400565959,0.26267781924289,1.0,0.0,1,0,0
paper-4,paper,4.0,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,0,0.0,30,30,0.008825600001728162,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.0679315528354687,0.31955142495461053,1.0,0.0,1,0,0
qld-v1,qld,0.5,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,0,0.7,30,30,0.006879300010041334,30,960,960,960,18432,6720.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.10540562247707941,0.35437176728208436,1.0,0.0,1,0,0
rsr-M1024-f0.70-e,rsr,0.5,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,examples,1024,0.7,1,1,0.00344099999347236,64,2048,1024,1024,0,20480.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.4019960462842975,0.7760205540414498,1.0,0.0,1,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,1024,0.7,30,30,0.07278370000130963,1353,43296,21792,21792,18432,430080.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.11906912255580049,0.37055600879203293,1.0,0.0,1,0,0
rsr-M512-f0.70-e,rsr,0.5,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,examples,512,0.7,1,1,0.0019717999966815114,32,1024,512,512,0,9216.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.4020003261089389,0.7760022283906273,1.0,0.0,1,0,0
rsr-M512-f0.70-u,rsr,0.5,LBQCD-D12-connected-normal,control-connected,concentrated,LBQCD-D12-connected-normal/concentrated,0,update,512,0.7,30,30,0.0423064000060549,681,21792,11040,11040,18432,193536.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.11195630252712352,0.3607435846395235,1.0,0.0,1,0,0
paper-0.2,paper,0.2,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,0,0.0,30,30,0.01308699999935925,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.012237159892484417,0.18720087888816392,1.0,0.0,1,0,0
paper-0.5,paper,0.5,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,0,0.0,30,30,0.00851840000541415,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.00510431693735347,0.11895102006993499,1.0,0.0,1,0,0
paper-1,paper,1.0,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,0,0.0,30,30,0.010830999992322177,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.007631625221010463,0.12296579140774155,1.0,0.0,1,0,0
paper-2,paper,2.0,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,0,0.0,30,30,0.008289199991850182,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.016744501489850405,0.1711255950600793,1.0,0.0,1,0,0
paper-4,paper,4.0,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,0,0.0,30,30,0.01024080000934191,30,960,960,960,61440,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.01794221038017696,0.19545034699384753,1.0,0.0,1,0,0
qld-v1,qld,0.5,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,0,0.7,30,30,0.008156100011547096,30,960,960,960,18432,6720.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.031194255435540663,0.2831457124039663,1.0,0.0,1,0,0
rsr-M1024-f0.70-e,rsr,0.5,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,examples,1024,0.7,1,1,0.005592000001342967,64,2048,1024,1024,0,20480.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.49354732286039527,0.8241374607095593,1.0,0.0,1,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,1024,0.7,30,30,0.0859403999929782,1353,43296,21792,21792,18432,430080.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02456878671738849,0.25558474248111596,1.0,0.0,1,0,0
rsr-M512-f0.70-e,rsr,0.5,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,examples,512,0.7,1,1,0.0030679000046802685,32,1024,512,512,0,9216.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.49362519065051513,0.8239521170243017,1.0,0.0,1,0,0
rsr-M512-f0.70-u,rsr,0.5,LBQCD-D12-connected-normal,control-connected,missing,LBQCD-D12-connected-normal/missing,0,update,512,0.7,30,30,0.06268329999875277,681,21792,11040,11040,18432,193536.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03186845573957564,0.2604006700852523,1.0,0.0,1,0,0
