target,family,arm,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,minority_particle_mass,minority_recovered,bridge_fraction,excess_bridge_fraction,diverged,wall_seconds,persistent_bytes,peak_working_bytes,target_table_rmse,training_projection_rmse
CF-F1-GMM-02,gaussian-mixture,pooled-rank-kll128,0.0009330246371337392,0.01803410270717633,0.028131131691448954,1.0,0.031796182558999964,0.046875,1.0,nan,nan,0.0,0.02716284999041818,48000.0,72576.0,0.016403646082005903,0.02766965184245791
CF-F1-GMM-02,gaussian-mixture,pooled-rank-reservoir1024,0.0017085656246087488,0.027025828798102194,0.044087450708676215,1.0,0.051851328277999986,0.046875,1.0,nan,nan,0.0,0.030782499990891665,18448.0,296976.0,0.036667776257171325,0.02594098469017976
CF-F1-GMM-02,gaussian-mixture,exact-pooled-ceiling,0.0009054971537751921,0.017686131708655378,0.027656244215676775,1.0,0.03533330852700001,0.046875,1.0,nan,nan,0.0,0.02726214998983778,309248.0,5240832.0,0.0,0.024703255635692527
CF-F1-GMM-03,gaussian-mixture,paper-tau1,0.008092839570983279,0.06289361310390855,0.10604008904198087,1.0,0.03547856935799998,0.1796875,1.0,nan,nan,0.0,0.0775469000072917,1024.0,2048.0,nan,nan
CF-F1-GMM-03,gaussian-mixture,historical-online-psqt,0.005935771358365427,0.059826314714167134,0.09624810958003943,1.0,0.007926508434000001,0.171875,1.0,nan,nan,0.0,0.10559824999654666,18440.0,34824.0,0.0864070671695413,0.02347427180199226
CF-F1-GMM-03,gaussian-mixture,pooled-rank-kll128,0.0012543753858165196,0.023891429402472658,0.04305122883117728,1.0,0.019322939076000023,0.171875,1.0,nan,nan,0.0,0.027208200001041405,48000.0,72576.0,0.03416463687756448,0.04253248940598585
CF-F1-GMM-03,gaussian-mixture,pooled-rank-reservoir1024,0.0017132067323122335,0.028459649658463704,0.05720509896052407,1.0,0.03125,0.171875,1.0,nan,nan,0.0,0.03139694999845233,18448.0,296976.0,0.06302082507915169,0.02347582155612396
CF-F1-GMM-03,gaussian-mixture,exact-pooled-ceiling,0.000965689229595057,0.021417065175188432,0.0379544349500693,1.0,0.007926508434000001,0.171875,1.0,nan,nan,0.0,0.027603049980825745,309248.0,5240832.0,0.0,0.022273530967727724
CF-F1-GMM-04,gaussian-mixture,paper-tau1,0.007058773739446245,0.049220595431557344,0.06351932278169922,1.0,0.10365053968900001,0.1640625,1.0,nan,nan,0.0,0.0788198999944143,1024.0,2048.0,nan,nan
CF-F1-GMM-04,gaussian-mixture,historical-online-psqt,0.0015166523241413321,0.02794746515269752,0.037360967062947975,1.0,0.062517021786,0.15625,1.0,nan,nan,0.0,0.1053447499871254,18440.0,34824.0,0.02600091679536461,0.015924548336166258
CF-F1-GMM-04,gaussian-mixture,pooled-rank-kll128,0.0008678491801034083,0.01630412571735016,0.022399428989692875,1.0,0.045786498783999985,0.109375,1.0,nan,nan,0.0,0.028175200015539303,48000.0,72576.0,0.011050740706991042,0.02224115727221452
CF-F1-GMM-04,gaussian-mixture,pooled-rank-reservoir1024,0.0015845483547308747,0.02428757237794458,0.03477758852603724,1.0,0.07398296419399997,0.109375,1.0,nan,nan,0.0,0.03163779999886174,18448.0,296976.0,0.022806237838178346,0.019874209375740026
CF-F1-GMM-04,gaussian-mixture,exact-pooled-ceiling,0.0008605028882004429,0.01620932696263562,0.02256645117534198,1.0,0.045786498783999985,0.1171875,1.0,nan,nan,0.0,0.02755014998547267,309248.0,5240832.0,0.0,0.01994963014078668
CF-F1-GMM-05,gaussian-mixture,paper-tau1,0.013139334513944556,0.08221335271677002,0.10643975293387611,1.0,0.10913557532199997,0.078125,1.0,nan,nan,0.0,0.08023979999416042,1024.0,2048.0,nan,nan
CF-F1-GMM-05,gaussian-mixture,historical-online-psqt,0.00448204841595623,0.05209881587548702,0.07278066514312655,1.0,0.07334465125999999,0.078125,1.0,nan,nan,0.0,0.10534599999664351,18440.0,34824.0,0.06126331131232736,0.022644040015471656
CF-F1-GMM-05,gaussian-mixture,pooled-rank-kll128,0.001313856334563046,0.02498981496614555,0.040462539266428316,1.0,0.073974804877,0.0625,1.0,nan,nan,0.0,0.027319300003000535,48000.0,72576.0,0.020598201278277425,0.03642270440519957
CF-F1-GMM-05,gaussian-mixture,pooled-rank-reservoir1024,0.002015385623812982,0.03389037255079094,0.05769433727604964,1.0,0.10620700288399999,0.0546875,1.0,nan,nan,0.0,0.03089219999674242,18448.0,296976.0,0.054960232643228114,0.029856436221691967
CF-F1-GMM-05,gaussian-mixture,exact-pooled-ceiling,0.0012060922744877578,0.023301226501681677,0.03838115822723907,1.0,0.06807367529700001,0.0625,1.0,nan,nan,0.0,0.02743200000259094,309248.0,5240832.0,0.0,0.029053163083709737
CF-F1-GMM-06,gaussian-mixture,paper-tau1,0.006427757104594201,0.05529082456903696,0.10642571328578737,1.0,0.34904042865,0.078125,1.0,nan,nan,0.0,0.08028395001019817,1024.0,2048.0,nan,nan
CF-F1-GMM-06,gaussian-mixture,historical-online-psqt,0.001975912485227882,0.03733967631774593,0.06345074762585257,1.0,0.263065368518,0.046875,1.0,nan,nan,0.0,0.10595169999578502,18440.0,34824.0,0.042649334899506466,0.022269533739146818
CF-F1-GMM-06,gaussian-mixture,pooled-rank-kll128,0.0014365185313900408,0.026304099385192868,0.042246359409125675,1.0,0.22404042864999998,0.0625,1.0,nan,nan,0.0,0.02754954999545589,48000.0,72576.0,0.016637039657744435,0.03520444488461452
CF-F1-GMM-06,gaussian-mixture,pooled-rank-reservoir1024,0.002023366357891576,0.029244141565683036,0.04639624012146676,1.0,0.25203925079199996,0.0625,1.0,nan,nan,0.0,0.03129389999958221,18448.0,296976.0,0.02843963710519981,0.031428273259705874
CF-F1-GMM-06,gaussian-mixture,exact-pooled-ceiling,0.0013924369769747202,0.025803396765798917,0.04121990264082372,1.0,0.225524790313,0.0625,1.0,nan,nan,0.0,0.02799554998637177,309248.0,5240832.0,0.0,0.03175960784675812
CF-F1-GMM-07,gaussian-mixture,paper-tau1,0.008876681203217496,0.05668520994050741,0.08093200855055076,1.0,0.078795654411,0.078125,1.0,nan,nan,0.0,0.07754394998482894,1024.0,2048.0,nan,nan
CF-F1-GMM-07,gaussian-mixture,historical-online-psqt,0.0035958950110180354,0.04034402025709134,0.0682040451017442,1.0,0.04739736358799998,0.078125,1.0,nan,nan,0.0,0.10460034999414347,18440.0,34824.0,0.06037299085002697,0.013359902065824646
CF-F1-GMM-07,gaussian-mixture,pooled-rank-kll128,0.000941311636121156,0.018465619848970397,0.04217524672098159,1.0,0.032591458643000004,0.0625,1.0,nan,nan,0.0,0.027139750003698282,48000.0,72576.0,0.02044652032494263,0.030084542249177185
CF-F1-GMM-07,gaussian-mixture,pooled-rank-reservoir1024,0.0012606241168735544,0.022712907411713168,0.04941469976812024,1.0,0.046875,0.0703125,1.0,nan,nan,0.0,0.03136895000352524,18448.0,296976.0,0.05219999698441161,0.01707573909122266
CF-F1-GMM-07,gaussian-mixture,exact-pooled-ceiling,0.0010526382673818335,0.020229438321916034,0.04727788980044263,1.0,0.03527452574999998,0.0625,1.0,nan,nan,0.0,0.028184449998661876,309248.0,5240832.0,0.0,0.022261733746237987
CF-F2-ELLIPSES-00,disconnected-nongaussian,paper-tau1,0.017937302871864458,0.08175010423482244,0.12149813009520508,1.0,0.03125,0.1875,1.0,nan,nan,0.0,0.08183515000564512,1024.0,2048.0,nan,nan
CF-F2-ELLIPSES-00,disconnected-nongaussian,historical-online-psqt,0.006612460149218902,0.0497870067758779,0.09411506182448373,1.0,0.02463428932099998,0.1953125,1.0,nan,nan,0.0,0.10420514999714214,18440.0,34824.0,0.08708859584483633,0.017617194269648476
