arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,component_core_coverage,rare_core_mass,rare_bridge_mass,outside_component_core_mass,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,diagnostic_generator_forward_calls,diagnostic_generator_example_evals,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,tail_priority_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,registered_global_rollout_steps,registered_global_rollout_step_size,rollout_local_after_global,per_particle_local_safety,tail_balanced_amortization,tail_balance_fraction,tail_projected_extremeness_weight,mean_tail_balanced_count,mean_student_loss,mean_tail_student_loss,mean_bulk_student_loss,mean_global_rollout_displacement_rms,mean_local_positive_weight_fraction,maximum_teacher_rare_core_count,steps_with_teacher_rare_core,final_teacher_rare_core_count,maximum_run_rare_core_count,maximum_post_student_rare_core_count,final_post_student_rare_core_count,steps_retaining_teacher_rare_core,mean_teacher_to_post_student_rare_core_ratio,maximum_teacher_rare_nearest_count,final_teacher_rare_nearest_count,maximum_run_rare_nearest_count,maximum_post_student_rare_nearest_count,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-adaptive-rollout-safe,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.28216380000230856,0.00022570000146515667,0.049610200003371574,0.0,0.3319997000071453,64,64,10,10,1.5561757015747395,2.5704038406153518,0.01754271664701701,0.09462593017457596,0.12559540005481928,1.0022869110107422,2.5844610502580956,1.0,0.0244140625,nan,1.0,0.185546875,0.0732421875,0.3505859375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,189739325,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.09398118034005165,0.9973978996276855,0.015590727794915438,0.06817863322794437,0.043950315564870834,1.7918894290924072,0.41954320967197417,2.3957102298736572,0.37061622568871827,2.0630886554718018,4,4,7.0,0,68608,0,0.28216380000230856,0.25,0.25,0.25,3.9936298901180294,0.21766933500766755,1,0.5,0,0,0,0.0,0.0,0.0,0.02169145325315185,0.0,0.0,0.18774497471749782,1.0,94,20,87,94,94,83,20,0.8753357446650714,134,122,137,138,0.0,0.0,0.0
cta-exact-adaptive-rollout-rank-balanced,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.28186039999854984,0.00022570000146515667,0.049610200003371574,0.0,0.33169630000338657,64,64,10,10,1.5561757015747395,2.5704038406153518,0.01754271664701701,0.09462593017457596,0.12559540005481928,1.0022869110107422,2.5844610502580956,1.0,0.0244140625,nan,1.0,0.185546875,0.0732421875,0.3505859375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,189739325,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.09398118034005165,0.9973978996276855,0.015590727794915438,0.06817863322794437,0.043950315564870834,1.7918894290924072,0.41954320967197417,2.3957102298736572,0.37061622568871827,2.0630886554718018,4,4,7.0,0,68608,0,0.28186039999854984,0.25,0.25,0.25,3.9936298901180294,0.21766933500766755,1,0.5,0,0,0,0.0,0.0,0.0,0.02169145325315185,0.0,0.0,0.18774497471749782,1.0,94,20,87,94,94,83,20,0.8753357446650714,134,122,137,138,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2749894000007771,0.00022570000146515667,0.049610200003371574,0.0,0.3248253000056138,64,64,10,10,1.5561757015747395,2.5704038406153518,0.01754271664701701,0.09462593017457596,0.12559540005481928,1.0022869110107422,2.5844610502580956,1.0,0.0244140625,nan,1.0,0.185546875,0.0732421875,0.3505859375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,189739325,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.09398118034005165,0.9973978996276855,0.015590727794915438,0.06817863322794437,0.043950315564870834,1.7918894290924072,0.41954320967197417,2.3957102298736572,0.37061622568871827,2.0630886554718018,4,4,7.0,0,68608,0,0.2749894000007771,0.25,0.25,0.25,3.9936298901180294,0.21766933500766755,1,0.5,0,0,0,0.0,0.0,0.0,0.02169145325315185,0.0,0.0,0.18774497471749782,1.0,94,20,87,94,94,83,20,0.8753357446650714,134,122,137,138,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe-rank-balanced,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.2763706999976421,0.00022570000146515667,0.049610200003371574,0.0,0.3262066000024788,64,64,10,10,1.5561757015747395,2.5704038406153518,0.01754271664701701,0.09462593017457596,0.12559540005481928,1.0022869110107422,2.5844610502580956,1.0,0.0244140625,nan,1.0,0.185546875,0.0732421875,0.3505859375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,189739325,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.09398118034005165,0.9973978996276855,0.015590727794915438,0.06817863322794437,0.043950315564870834,1.7918894290924072,0.41954320967197417,2.3957102298736572,0.37061622568871827,2.0630886554718018,4,4,7.0,0,68608,0,0.2763706999976421,0.25,0.25,0.25,3.9936298901180294,0.21766933500766755,1,0.5,0,0,0,0.0,0.0,0.0,0.02169145325315185,0.0,0.0,0.18774497471749782,1.0,94,20,87,94,94,83,20,0.8753357446650714,134,122,137,138,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.28122330000041984,0.00033119999716291204,0.049537799997779075,0.0,0.3310922999953618,64,64,10,10,1.7834038959718805,2.2429019074336867,0.011436229911749418,0.07975347007458826,0.12758719522854498,1.0422654151916504,2.775920618020663,1.0,0.03378906249999995,0.016894531249999997,0.5,0.0146484375,0.05224609375,0.09521484375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.03842212911695242,0.998903751373291,0.017618525307625532,0.1151428259909153,0.0346335843205452,12.838918685913086,0.6432934015989303,3.850978136062622,0.5897809866350144,3.3439221382141113,4,4,7.0,0,68608,0,0.28122330000041984,0.25,0.25,0.25,4.651833617655929,0.24837996140122415,1,0.5,0,0,0,0.0,0.0,0.0,0.03151038039795821,0.0,0.0,0.2200933128595352,1.0,12,10,12,12,10,8,10,0.7945598845598847,41,33,44,41,0.0,0.0,0.0
cta-exact-adaptive-rollout-rank-balanced,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2815422000057879,0.00033119999716291204,0.049537799997779075,0.0,0.3314112000007299,64,64,10,10,1.7834038959718805,2.2429019074336867,0.011436229911749418,0.07975347007458826,0.12758719522854498,1.0422654151916504,2.775920618020663,1.0,0.03378906249999995,0.016894531249999997,0.5,0.0146484375,0.05224609375,0.09521484375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.03842212911695242,0.998903751373291,0.017618525307625532,0.1151428259909153,0.0346335843205452,12.838918685913086,0.6432934015989303,3.850978136062622,0.5897809866350144,3.3439221382141113,4,4,7.0,0,68608,0,0.2815422000057879,0.25,0.25,0.25,4.651833617655929,0.24837996140122415,1,0.5,0,0,0,0.0,0.0,0.0,0.03151038039795821,0.0,0.0,0.2200933128595352,1.0,12,10,12,12,10,8,10,0.7945598845598847,41,33,44,41,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2814779000036651,0.00033119999716291204,0.049537799997779075,0.0,0.3313468999986071,64,64,10,10,1.7834038959718805,2.2429019074336867,0.011436229911749418,0.07975347007458826,0.12758719522854498,1.0422654151916504,2.775920618020663,1.0,0.03378906249999995,0.016894531249999997,0.5,0.0146484375,0.05224609375,0.09521484375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.03842212911695242,0.998903751373291,0.017618525307625532,0.1151428259909153,0.0346335843205452,12.838918685913086,0.6432934015989303,3.850978136062622,0.5897809866350144,3.3439221382141113,4,4,7.0,0,68608,0,0.2814779000036651,0.25,0.25,0.25,4.651833617655929,0.24837996140122415,1,0.5,0,0,0,0.0,0.0,0.0,0.03151038039795821,0.0,0.0,0.2200933128595352,1.0,12,10,12,12,10,8,10,0.7945598845598847,41,33,44,41,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe-rank-balanced,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.282066699997813,0.00033119999716291204,0.049537799997779075,0.0,0.33193569999275496,64,64,10,10,1.7834038959718805,2.2429019074336867,0.011436229911749418,0.07975347007458826,0.12758719522854498,1.0422654151916504,2.775920618020663,1.0,0.03378906249999995,0.016894531249999997,0.5,0.0146484375,0.05224609375,0.09521484375,160,10240,20480,320,160,10240,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1730137501,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.03842212911695242,0.998903751373291,0.017618525307625532,0.1151428259909153,0.0346335843205452,12.838918685913086,0.6432934015989303,3.850978136062622,0.5897809866350144,3.3439221382141113,4,4,7.0,0,68608,0,0.282066699997813,0.25,0.25,0.25,4.651833617655929,0.24837996140122415,1,0.5,0,0,0,0.0,0.0,0.0,0.03151038039795821,0.0,0.0,0.2200933128595352,1.0,12,10,12,12,10,8,10,0.7945598845598847,41,33,44,41,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.2615442000023904,0.00025910000113071874,0.051101099998049904,0.0,0.31290440000157105,64,64,10,10,1.6114097194634855,2.4822985437445357,0.009248823412867146,0.07264816204873299,0.11562423998164406,0.9594566226005554,1.7746394305616688,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.0749683603644371,0.9980953335762024,0.007968460384290665,0.09779682382941246,0.018936466425657272,24.088621139526367,0.6915844500064849,8.896897315979004,0.42473596120253204,1.8507206439971924,4,4,7.0,0,68608,0,0.2615442000023904,0.25,0.25,0.25,9.309117536989083,0.2280000325292349,1,0.5,0,0,0,0.0,0.0,0.0,0.024321381039044354,0.0,0.0,0.19979371167719365,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-rank-balanced,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.26728860000002896,0.00025910000113071874,0.051101099998049904,0.0,0.3186487999992096,64,64,10,10,1.6114097194634855,2.4822985437445357,0.009248823412867146,0.07264816204873299,0.11562423998164406,0.9594566226005554,1.7746394305616688,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.0749683603644371,0.9980953335762024,0.007968460384290665,0.09779682382941246,0.018936466425657272,24.088621139526367,0.6915844500064849,8.896897315979004,0.42473596120253204,1.8507206439971924,4,4,7.0,0,68608,0,0.26728860000002896,0.25,0.25,0.25,9.309117536989083,0.2280000325292349,1,0.5,0,0,0,0.0,0.0,0.0,0.024321381039044354,0.0,0.0,0.19979371167719365,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.26145740000356454,0.00025910000113071874,0.051101099998049904,0.0,0.31281760000274517,64,64,10,10,1.6114097194634855,2.4822985437445357,0.009248823412867146,0.07264816204873299,0.11562423998164406,0.9594566226005554,1.7746394305616688,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.0749683603644371,0.9980953335762024,0.007968460384290665,0.09779682382941246,0.018936466425657272,24.088621139526367,0.6915844500064849,8.896897315979004,0.42473596120253204,1.8507206439971924,4,4,7.0,0,68608,0,0.26145740000356454,0.25,0.25,0.25,9.309117536989083,0.2280000325292349,1,0.5,0,0,0,0.0,0.0,0.0,0.024321381039044354,0.0,0.0,0.19979371167719365,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe-rank-balanced,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.26725769999757176,0.00025910000113071874,0.051101099998049904,0.0,0.3186178999967524,64,64,10,10,1.6114097194634855,2.4822985437445357,0.009248823412867146,0.07264816204873299,0.11562423998164406,0.9594566226005554,1.7746394305616688,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.0749683603644371,0.9980953335762024,0.007968460384290665,0.09779682382941246,0.018936466425657272,24.088621139526367,0.6915844500064849,8.896897315979004,0.42473596120253204,1.8507206439971924,4,4,7.0,0,68608,0,0.26725769999757176,0.25,0.25,0.25,9.309117536989083,0.2280000325292349,1,0.5,0,0,0,0.0,0.0,0.0,0.024321381039044354,0.0,0.0,0.19979371167719365,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe-rank-balanced,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.2744040999969002,0.00027860000409418717,0.050312499995925464,0.0,0.32499519999691984,64,64,10,10,1.624482796269459,2.4623221675143587,0.010333839300666448,0.07150108284830659,0.13704594609568677,0.9386617541313171,3.0008969509928316,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,7042142,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.042171603068709373,0.9988709092140198,0.016530903056263924,0.09667590633034706,0.03357893228530884,12.041947364807129,0.6215096205472946,7.8561530113220215,0.5471036922652275,3.097801446914673,4,4,7.0,0,68608,0,0.2744040999969002,0.25,0.25,0.25,4.477825936135493,0.24960108920931817,1,0.5,0,0,0,0.0,0.0,0.0,0.030322108534164727,0.0,0.0,0.21912467032670974,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2622168000016245,0.00027860000409418717,0.050312499995925464,0.0,0.31280790000164416,64,64,10,10,1.624482796269459,2.4623221675143587,0.010333839300666448,0.07150108284830659,0.13704594609568677,0.9386617541313171,3.0008969509928316,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,7042142,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.042171603068709373,0.9988709092140198,0.016530903056263924,0.09667590633034706,0.03357893228530884,12.041947364807129,0.6215096205472946,7.8561530113220215,0.5471036922652275,3.097801446914673,4,4,7.0,0,68608,0,0.2622168000016245,0.25,0.25,0.25,4.477825936135493,0.24960108920931817,1,0.5,0,0,0,0.0,0.0,0.0,0.030322108534164727,0.0,0.0,0.21912467032670974,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.2522415999992518,0.00027860000409418717,0.050312499995925464,0.0,0.3028326999992714,64,64,10,10,1.624482796269459,2.4623221675143587,0.010333839300666448,0.07150108284830659,0.13704594609568677,0.9386617541313171,3.0008969509928316,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,7042142,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.042171603068709373,0.9988709092140198,0.016530903056263924,0.09667590633034706,0.03357893228530884,12.041947364807129,0.6215096205472946,7.8561530113220215,0.5471036922652275,3.097801446914673,4,4,7.0,0,68608,0,0.2522415999992518,0.25,0.25,0.25,4.477825936135493,0.24960108920931817,1,0.5,0,0,0,0.0,0.0,0.0,0.030322108534164727,0.0,0.0,0.21912467032670974,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-rank-balanced,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,3,2026072201,1.0,0.15,0.25653939999756403,0.00027860000409418717,0.050312499995925464,0.0,0.3071304999975837,64,64,10,10,1.624482796269459,2.4623221675143587,0.010333839300666448,0.07150108284830659,0.13704594609568677,0.9386617541313171,3.0008969509928316,nan,nan,nan,nan,nan,nan,nan,160,10240,20480,320,0,0,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,7042142,16,8,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,81920,2,1048576,0.042171603068709373,0.9988709092140198,0.016530903056263924,0.09667590633034706,0.03357893228530884,12.041947364807129,0.6215096205472946,7.8561530113220215,0.5471036922652275,3.097801446914673,4,4,7.0,0,68608,0,0.25653939999756403,0.25,0.25,0.25,4.477825936135493,0.24960108920931817,1,0.5,0,0,0,0.0,0.0,0.0,0.030322108534164727,0.0,0.0,0.21912467032670974,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,2,variance-per-node,0.0,0,2026072201,1.0,0.15,0.5532281999985571,0.0005006999999750406,0.05369120000250405,0.0,0.6074201000010362,64,64,36,36,0.34290171550029463,8.248506778741264,0.0151190818217386,0.07218007872925103,0.08693675039882387,1.0147507190704346,2.869454587301799,1.0,0.0537109375,nan,1.0,0.1767578125,0.056640625,0.314453125,160,10240,20480,320,160,10240,20480,30720,4587520,1310720,0,3276800,28520517.592530765,18772037.592530765,9748480.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1702271446,8,4,20,20,5242880,10485760,256,variance-per-node,0.0,8,655360,901120.0,163840,2,1048576,0.04076133109629154,0.999143123626709,0.05208668299019337,0.11735092476010323,0.08638323098421097,0.9124820232391357,0.5350500285625458,2.1183996200561523,0.5948708117008209,1.5643550157546997,2,2,30.775,0,70656,0,0.5532281999985571,0.18562011420726776,0.14980468153953552,0.18562011420726776,1.6247035386508,0.38050800263881684,2,0.5,1,1,0,0.0,0.0,0.0,0.08828540876274929,0.0,0.0,0.3384175792336464,0.81533203125,102,20,98,104,103,95,20,0.9225843331539145,141,130,152,149,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,2,variance-per-node,0.0,1,2026072201,1.0,0.15,0.514402799999516,0.0005006999999750406,0.05369120000250405,0.0,0.5685947000019951,64,64,36,36,0.34290171550029463,8.248506778741264,0.014469948665207344,0.06967507240343902,0.08738838678554889,1.0208054780960083,2.8267860047743154,1.0,0.046875,nan,1.0,0.1845703125,0.0498046875,0.283203125,160,10240,20480,320,160,10240,20480,30720,2621440,1310720,0,1310720,25571397.592530765,18772037.592530765,6799360.0,0.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1702271446,8,4,20,20,5242880,10485760,256,variance-per-node,0.0,8,655360,901120.0,163840,2,1048576,0.04215235635638237,0.999002993106842,0.05320213735103607,0.11885693669319153,0.09139034152030945,0.9124820232391357,0.5350500285625458,2.1183996200561523,0.5935690462589264,1.5500059127807617,2,2,30.825,0,70656,0,0.514402799999516,0.25,0.25,0.25,1.6892324870739561,0.3749128349125385,2,0.5,1,0,0,0.0,0.0,0.0,0.08566618098411709,0.0,0.0,0.33409993574023245,1.0,107,20,105,109,108,100,20,0.917606097367164,141,131,151,148,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe-rank-balanced,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,2,variance-per-node,0.0,2,2026072201,1.0,0.15,0.5982194999960484,0.0005006999999750406,0.05369120000250405,0.0,0.6524113999985275,64,64,36,36,0.34290171550029463,8.248506778741264,0.015167366852611774,0.07156551015612642,0.08830169538312642,1.0165696144104004,2.8421514209976073,1.0,0.05859375,nan,1.0,0.17919921875,0.05126953125,0.3095703125,160,10240,20480,320,160,10240,20480,30720,4915200,1310720,0,3604480,31572037.592530765,18772037.592530765,12800000.0,102400.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1702271446,8,4,20,20,5242880,10485760,256,variance-per-node,0.0,8,655360,901120.0,163840,2,1048576,0.0412667840719223,0.9990035891532898,0.05302324518561363,0.11803938820958138,0.08716759830713272,0.9124820232391357,0.5350500285625458,2.1183996200561523,0.5995189934968949,1.5306495428085327,2,2,30.8,0,70656,0,0.5982194999960484,0.1834667906165123,0.13124999403953552,0.1834667906165123,1.6646596679363324,0.3799792416393757,2,0.5,1,1,1,0.1,0.5,52.0,0.08732015439309179,0.12928513959050178,0.08257628762851592,0.33821002319455146,0.8068359375,106,20,99,107,105,97,20,0.9135945553717075,139,130,151,148,0.0,0.0,0.0
