arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-crossfit,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.4994663000034052,0.00020180000137770548,0.050154600001405925,0.02633090000017546,0.5761536000063643,64,64,10,10,1.6114097194634855,2.4822985437445357,0.008978370870811325,0.07180002624053047,0.11566287994587814,0.9598893523216248,1.7636267175301348,nan,nan,nan,160,10240,20480,320,20480,30720,4259840,1966080,655360,2293760,34377797.592530765,18772037.592530765,15605760.0,32,20,4,1310720,11796480.0,64,32,32,32.0,10,10,341785966,16,8,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,81920,2,1048576,0.03637055866420269,0.9993643760681152,0.011008589761331677,0.06958983279764652,0.019195780158042908,16.290000915527344,0.5793282672762871,8.530755996704102,0.3433594827307388,1.4954944849014282,4,4,26.025,0,103424,0,0.4994663000034052,0.25,0.25,0.25,9.073945020005295,0.2280069701373577,1.0,0.09966886762594278,1.0
cta-exact-hybrid,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.3723491999990074,0.0002893999990192242,0.050096400002075825,0.0,0.42273500000010245,64,64,10,10,1.624482796269459,2.4623221675143587,0.006496190047907469,0.057387117023935515,0.12522453028895267,0.9500345587730408,2.9147680986454088,nan,nan,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,7042142,16,8,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,81920,2,1048576,0.032182637602090836,0.9992660880088806,0.012307272292673588,0.07862639985978603,0.023284660652279854,9.835389137268066,0.5197478204965591,6.4737162590026855,0.4602823491441086,2.3545539379119873,4,4,30.3,0,68608,0,0.3723491999990074,0.25,0.25,0.25,4.4498931038335945,0.24443621188402176,0.0,0.0,0.0
cta-exact-crossfit,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.5042422999977134,0.0002893999990192242,0.050096400002075825,0.02641310000035446,0.5810411999991629,64,64,10,10,1.624482796269459,2.4623221675143587,0.014532076769295799,0.0890485060950134,0.14185990088260836,0.9568584561347961,2.9021801918552352,nan,nan,nan,160,10240,20480,320,20480,30720,4259840,1966080,655360,2293760,34377797.592530765,18772037.592530765,15605760.0,32,20,4,1310720,11796480.0,64,32,32,32.0,10,10,7042142,16,8,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,81920,2,1048576,0.02525449451059103,0.9997406601905823,0.012332499958574772,0.07799682952463627,0.021587328985333443,9.835389137268066,0.5197478204965591,6.4737162590026855,0.45347494140733036,2.299107313156128,4,4,30.375,0,103424,0,0.5042422999977134,0.2375,0.0,0.2375,4.074088648279068,0.24200380593538284,0.95,0.09310997672526536,0.975
cta-exact-global,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.13377209999453044,0.0002893999990192242,0.050096400002075825,0.0,0.18415789999562548,64,64,10,10,1.624482796269459,2.4623221675143587,0.016649773565205805,0.1039619612150716,0.1742052033181928,0.9167745113372803,3.013233590016643,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,0,327680,21721157.592530765,18772037.592530765,2949120.0,0,0,0,0,0.0,64,32,32,32.0,10,10,7042142,16,8,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,68608,0,0.13377209999453044,0.0,0.0,0.0,0.0,0.22505068890750407,0.0,0.0,0.0
cta-exact-crossfit,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.5015351999973063,0.0003159000043524429,0.05140709999977844,0.02634599999873899,0.5796042000001762,64,64,36,36,0.34290171550029463,8.248506778741264,0.018477863874551748,0.07755208844621654,0.09625088898010835,1.0074914693832397,2.9704483183101953,1.0,0.0498046875,nan,160,10240,20480,320,20480,30720,4259840,1966080,655360,2293760,34377797.592530765,18772037.592530765,15605760.0,32,20,4,1310720,11796480.0,64,32,32,32.0,10,10,1702271446,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.0770482737571001,0.9959886074066162,0.046330531127750874,0.08404601458460093,0.10746319591999054,1.8885717391967773,0.7305688202381134,3.141268014907837,0.9173268133774399,2.346810817718506,4,4,29.025,0,106496,0,0.5015351999973063,0.2425,0.1,0.2425,4.054846874906128,0.2762170031666756,1.0,0.05857570460018444,1.0
cta-exact-hybrid,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.3715440000014496,0.0003159000043524429,0.05140709999977844,0.0,0.4232670000055805,64,64,36,36,0.34290171550029463,8.248506778741264,0.018753036970076575,0.07850148864382488,0.09653365050472008,1.006750226020813,2.9854170807035123,1.0,0.0478515625,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1702271446,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.0734653677791357,0.9959886074066162,0.046612572856247425,0.08503114525228739,0.10955508053302765,1.8885717391967773,0.7305688202381134,3.141268014907837,0.9171555006876588,2.275522232055664,4,4,28.5,0,70656,0,0.3715440000014496,0.25,0.25,0.25,4.039330050940039,0.2811224266886711,0.0,0.0,0.0
cta-exact-global,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.13218000000051688,0.0003159000043524429,0.05140709999977844,0.0,0.18390300000464777,64,64,36,36,0.34290171550029463,8.248506778741264,0.03495675546361765,0.11078171200052261,0.12050839427966202,0.9983110427856445,3.3573335767879198,1.0,0.052734375,nan,160,10240,20480,320,20480,20480,1638400,1310720,0,327680,21721157.592530765,18772037.592530765,2949120.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1702271446,8,4,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,70656,0,0.13218000000051688,0.0,0.0,0.0,0.0,0.25976054966449735,0.0,0.0,0.0
cta-exact-hybrid,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.3676469999991241,0.0008091000054264441,0.04888010000286158,0.0,0.4173362000074121,64,64,36,36,0.2896196383303909,9.76600599687094,0.018514334615968853,0.08677869712469345,0.11883829797319133,1.0001509189605713,5.335974353174046,1.0,0.05820312499999995,0.029101562499999997,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,4079959381,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.20957233011722565,0.979171633720398,0.09141270816326141,0.15261657908558846,0.17872676253318787,15.73420238494873,1.379775446653366,3.8913066387176514,1.1858566904440522,2.5861728191375732,4,4,29.7,0,70656,0,0.3676469999991241,0.25,0.25,0.25,3.7992754859849343,0.2902863882482052,0.0,0.0,0.0
cta-exact-global,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.12992940000549424,0.0008091000054264441,0.04888010000286158,0.0,0.17961860001378227,64,64,36,36,0.2896196383303909,9.76600599687094,0.02633150125287509,0.10715055552098895,0.12532589810725972,1.0095548629760742,5.171077360379593,1.0,0.04257812499999995,0.021289062499999997,160,10240,20480,320,20480,20480,1638400,1310720,0,327680,21721157.592530765,18772037.592530765,2949120.0,0,0,0,0,0.0,64,32,32,32.0,10,10,4079959381,8,4,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,70656,0,0.12992940000549424,0.0,0.0,0.0,0.0,0.26435592472553254,0.0,0.0,0.0
cta-exact-crossfit,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.5105232999994769,0.0008091000054264441,0.04888010000286158,0.026548399997409433,0.5867609000051743,64,64,36,36,0.2896196383303909,9.76600599687094,0.0175316550983573,0.08541127195157229,0.1175771304779981,1.0026072263717651,5.138923189495458,1.0,0.06308593749999995,0.03154296875,160,10240,20480,320,20480,30720,4259840,1966080,655360,2293760,34377797.592530765,18772037.592530765,15605760.0,32,20,4,1310720,11796480.0,64,32,32,32.0,10,10,4079959381,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.18538454920053482,0.9879765510559082,0.08938539773225784,0.15128275379538536,0.1717095822095871,15.63181209564209,1.379775446653366,3.8913066387176514,1.1844098353758454,2.538156032562256,4,4,29.65,0,106496,0,0.5105232999994769,0.2375,0.0,0.2375,3.6574684482990825,0.2875038631260395,0.95,0.040964334752695744,0.9875
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.37189049999869894,0.00035429999843472615,0.05148650000046473,0.0,0.4237312999975984,64,64,36,36,0.3208946893756642,8.81419112995982,0.009401826344826336,0.06014469166126603,0.11991189902133964,0.9560480117797852,4.635211829265582,nan,nan,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1586959227,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.14118113741278648,0.9808257222175598,0.07305218186229467,0.1436513401567936,0.14784003794193268,8565.2333984375,1.3021166980266572,15.938874244689941,1.1194986887276173,2.5057613849639893,4,4,26.1,0,70656,0,0.37189049999869894,0.25,0.25,0.25,7.812475550671794,0.2637533865869045,0.0,0.0,0.0
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.135022200003732,0.00035429999843472615,0.05148650000046473,0.0,0.18686300000263145,64,64,36,36,0.3208946893756642,8.81419112995982,0.01950311438598673,0.08492969623190104,0.1437030780459982,0.9588205814361572,4.80778180602606,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,0,327680,21721157.592530765,18772037.592530765,2949120.0,0,0,0,0,0.0,64,32,32,32.0,10,10,1586959227,8,4,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,70656,0,0.135022200003732,0.0,0.0,0.0,0.0,0.24806306138634682,0.0,0.0,0.0
cta-exact-crossfit,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.506253999999899,0.00035429999843472615,0.05148650000046473,0.035911699997086544,0.594006499995885,64,64,36,36,0.3208946893756642,8.81419112995982,0.009401826344826336,0.06014469166126603,0.11991189902133964,0.9560480117797852,4.635211829265582,nan,nan,nan,160,10240,20480,320,20480,30720,4259840,1966080,655360,2293760,34377797.592530765,18772037.592530765,15605760.0,32,20,4,1310720,11796480.0,64,32,32,32.0,10,10,1586959227,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.14118113741278648,0.9808257222175598,0.07305218186229467,0.1436513401567936,0.14784003794193268,8565.2333984375,1.3021166980266572,15.938874244689941,1.1194986887276173,2.5057613849639893,4,4,26.1,0,106496,0,0.506253999999899,0.25,0.25,0.25,7.812475550671794,0.2637533865869045,1.0,0.057047617064657455,1.0
cta-exact-global,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.1317399000035948,0.00031970000418368727,0.050595000000612345,0.0,0.18265460000839084,64,64,36,36,0.37069542657332694,7.630056704211055,0.03098858692766271,0.10715002103894747,0.12984459255506792,0.9750279784202576,4.788647451881586,nan,nan,nan,160,10240,20480,320,20480,20480,1638400,1310720,0,327680,21721157.592530765,18772037.592530765,2949120.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2224069426,8,4,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,70656,0,0.1317399000035948,0.0,0.0,0.0,0.0,0.2739020951092243,0.0,0.0,0.0
cta-exact-hybrid,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.3715347000033944,0.00031970000418368727,0.050595000000612345,0.0,0.4224494000081904,64,64,36,36,0.37069542657332694,7.630056704211055,0.015190518925186858,0.07503377862696693,0.09789115307571844,0.9686905145645142,4.760353559415314,nan,nan,nan,160,10240,20480,320,20480,30720,2293760,1310720,0,983040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2224069426,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.16834887862205505,0.9892283082008362,0.07612894475460052,0.12898965924978256,0.15472561120986938,6841.7265625,1.2327833712100982,9.324559211730957,1.0888596639037131,3.020124912261963,4,4,28.425,0,70656,0,0.3715347000033944,0.25,0.25,0.25,3.593090808743026,0.3018827006220818,0.0,0.0,0.0
cta-exact-crossfit,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.5151694000014686,0.00031970000418368727,0.050595000000612345,0.027346000002580695,0.5934301000088453,64,64,36,36,0.37069542657332694,7.630056704211055,0.021346660510965343,0.0900566649321768,0.12051014610037539,0.9850361347198486,4.564409992611879,nan,nan,nan,160,10240,20480,320,20480,30720,4259840,1966080,655360,2293760,34377797.592530765,18772037.592530765,15605760.0,32,20,4,1310720,11796480.0,64,32,32,32.0,10,10,2224069426,8,4,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,163840,2,1048576,0.14245270937681198,0.9923582673072815,0.07467394322156906,0.12746192514896393,0.15038032829761505,6841.7265625,1.2327833712100982,9.324559211730957,1.0900506630539895,3.3367795944213867,4,4,28.225,0,106496,0,0.5151694000014686,0.2375,0.0,0.2375,3.4454991220956486,0.2914952613413334,0.95,0.056873034182801575,0.9875
cta-exact-hybrid,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.37854979999974603,0.018568200001027435,0.15077369999926304,0.0,0.5478917000000365,64,192,136,136,0.18311236451682866,18.917901171110664,0.03941043752751128,0.09865122978186534,0.12280814278681629,0.9789865016937256,4.606170234356275,1.0,0.162109375,nan,160,10240,20480,320,20480,30720,4915200,3932160,0,983040,60125392.77759229,56316112.77759229,3809280.0,0,0,0,0,0.0,192,32,32,32.0,3,4,3633196661,12,2,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,327680,2,1048576,0.18556170910596848,0.9746487736701965,0.15495432540774345,0.17980053648352623,0.3919765055179596,17.087526321411133,1.587208080291748,4.489349365234375,1.792765622958541,3.716691732406616,4,4,27.2,0,222208,0,0.37854979999974603,0.25,0.25,0.25,4.200567424560447,0.4601228192448616,0.0,0.0,0.0
cta-exact-crossfit,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.513380700002017,0.018568200001027435,0.15077369999926304,0.02660440000181552,0.709327000004123,64,192,136,136,0.18311236451682866,18.917901171110664,0.038143813169254415,0.09489892462267666,0.12199311814747858,0.9740967750549316,4.587817601035138,1.0,0.1357421875,nan,160,10240,20480,320,20480,30720,6881280,4587520,655360,2293760,71921872.77759229,56316112.77759229,15605760.0,32,20,4,1310720,11796480.0,192,32,32,32.0,3,4,3633196661,12,2,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,327680,2,1048576,0.1937633752822876,0.9746487736701965,0.15136414393782616,0.17506609484553337,0.39041534066200256,17.087526321411133,1.587208080291748,4.489349365234375,1.8025951202958823,3.915194511413574,4,4,27.575,0,260096,0,0.513380700002017,0.2375,0.0,0.2375,4.215583478191183,0.45028366819024085,0.95,0.06219294089353409,1.0
cta-exact-global,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.13142289999814238,0.018568200001027435,0.15077369999926304,0.0,0.30076479999843286,64,192,136,136,0.18311236451682866,18.917901171110664,0.083153248381036,0.1427315912827152,0.16339890520432895,0.975559651851654,5.803612750404315,1.0,0.0947265625,nan,160,10240,20480,320,20480,20480,4259840,3932160,0,327680,59265232.77759229,56316112.77759229,2949120.0,0,0,0,0,0.0,192,32,32,32.0,3,4,3633196661,12,2,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,222208,0,0.13142289999814238,0.0,0.0,0.0,0.0,0.45386566817760465,0.0,0.0,0.0
cta-exact-crossfit,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.5083089000036125,0.015347799999290146,0.13381870000011986,0.025877399995806627,0.6833527999988291,64,176,136,136,0.133196393493615,24.900259709467182,0.030637854846267132,0.08972572091515933,0.11935136068506168,0.9700131416320801,9.757476751531293,1.0,0.008203125000000047,0.004101562500000003,160,10240,20480,320,20480,30720,6553600,4259840,655360,2293760,67228863.37945959,51623103.3794596,15605760.0,32,20,4,1310720,11796480.0,176,32,32,32.0,3,4,2266260545,11,2,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,327680,2,1048576,0.5439376085996628,0.9554182887077332,0.2503213547170162,0.24818745627999306,0.5460813045501709,13.804862022399902,2.6043792009353637,5.13842248916626,2.1121995098888875,4.071905612945557,4,4,29.2,0,241664,0,0.5083089000036125,0.1925,0.0,0.1925,3.9285112948879126,0.38852967098355295,0.9,0.021613908339080702,0.9875
cta-exact-global,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.13180029999784892,0.015347799999290146,0.13381870000011986,0.0,0.28096679999725893,64,176,136,136,0.133196393493615,24.900259709467182,0.03902739702196989,0.10188485000328389,0.12528360546474793,0.9778929352760315,8.551119945132859,1.0,0.0005859374999999528,0.0002929687499999972,160,10240,20480,320,20480,20480,3932160,3604480,0,327680,54572223.3794596,51623103.3794596,2949120.0,0,0,0,0,0.0,176,32,32,32.0,3,4,2266260545,11,2,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,203776,0,0.13180029999784892,0.0,0.0,0.0,0.0,0.3748977392911911,0.0,0.0,0.0
cta-exact-hybrid,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.389425499997742,0.015347799999290146,0.13381870000011986,0.0,0.538591999997152,64,176,136,136,0.133196393493615,24.900259709467182,0.030071554103280107,0.08843888199951357,0.12979777773179438,0.9669491648674011,10.050428645753138,1.0,0.04042968750000005,0.020214843750000003,160,10240,20480,320,20480,30720,4587520,3604480,0,983040,55432383.3794596,51623103.3794596,3809280.0,0,0,0,0,0.0,176,32,32,32.0,3,4,2266260545,11,2,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,327680,2,1048576,0.4807112365961075,0.9737439155578613,0.25437086448073387,0.25167446210980415,0.5775942802429199,13.804862022399902,2.6043792009353637,5.13842248916626,2.123374701291323,4.043826580047607,4,4,29.325,0,203776,0,0.389425499997742,0.25,0.25,0.25,3.9320656215438716,0.40937856063246725,0.0,0.0,0.0
cta-exact-global,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.13575339999806602,0.015398600000480656,0.13211849999788683,0.0,0.2832704999964335,64,176,136,136,0.13806065065273568,24.022954945342942,0.03208575127791402,0.09386994530262348,0.13795080103251664,0.9716792106628418,8.599598860761024,nan,nan,nan,160,10240,20480,320,20480,20480,3932160,3604480,0,327680,54572223.3794596,51623103.3794596,2949120.0,0,0,0,0,0.0,176,32,32,32.0,3,4,2744918090,11,2,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,203776,0,0.13575339999806602,0.0,0.0,0.0,0.0,0.37414923682808876,0.0,0.0,0.0
cta-exact-hybrid,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.37839079999685055,0.015398600000480656,0.13211849999788683,0.0,0.525907899995218,64,176,136,136,0.13806065065273568,24.022954945342942,0.02251867391582163,0.0789061597617052,0.1267159368181734,0.960946798324585,8.534238190298709,nan,nan,nan,160,10240,20480,320,20480,30720,4587520,3604480,0,983040,55432383.3794596,51623103.3794596,3809280.0,0,0,0,0,0.0,176,32,32,32.0,3,4,2744918090,11,2,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,327680,2,1048576,0.3617124706506729,0.9588684439659119,0.19912596978247166,0.24037911370396614,0.4524487555027008,513.1060791015625,2.410125494003296,21.22819709777832,2.025534356571734,3.9737517833709717,4,4,25.475,0,203776,0,0.37839079999685055,0.25,0.25,0.25,6.703415171058064,0.398367116600275,0.0,0.0,0.0
cta-exact-crossfit,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,2,2026072201,1.0,0.15,0.5238251999981003,0.015398600000480656,0.13211849999788683,0.026756599996588193,0.698098899993056,64,176,136,136,0.13806065065273568,24.022954945342942,0.02257578067959809,0.07851622489888158,0.12781186058999489,0.9662634134292603,8.38661941490061,nan,nan,nan,160,10240,20480,320,20480,30720,6553600,4259840,655360,2293760,67228863.37945959,51623103.3794596,15605760.0,32,20,4,1310720,11796480.0,176,32,32,32.0,3,4,2744918090,11,2,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,327680,2,1048576,0.39702117443084717,0.9588684439659119,0.1990945879369974,0.23876113072037697,0.4507966935634613,513.1060791015625,2.410125494003296,21.22819709777832,2.0370654234662653,3.985828161239624,4,4,25.925,0,241664,0,0.5238251999981003,0.24,0.05,0.24,6.840391293952389,0.3882430322468281,1.0,0.035661995276589704,1.0
cta-exact-crossfit,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,0,2026072201,1.0,0.15,0.5271849000055226,0.018125899994629435,0.15188430000125663,0.026472799996554386,0.7236678999979631,64,192,136,136,0.18133241385215962,19.103598422078235,0.02295246890839664,0.08165658359492212,0.13931291173360563,0.9620574116706848,8.91706934442431,nan,nan,nan,160,10240,20480,320,20480,30720,6881280,4587520,655360,2293760,71921872.77759229,56316112.77759229,15605760.0,32,20,4,1310720,11796480.0,192,32,32,32.0,3,4,680165851,12,2,20,20,2621440,10485760,128,variance-per-node,0.0625,7,655360,860160.0,327680,2,1048576,0.3629273921251297,0.981791615486145,0.23778654634952545,0.24397947266697884,0.5202034115791321,52.1468391418457,2.3848162055015565,10.249659538269043,2.0832050435245035,3.689039468765259,4,4,28.8,0,260096,0,0.5271849000055226,0.2375,0.0,0.2375,3.9407103647296635,0.43408880978822706,0.95,0.04554710776632555,0.9875
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,variance-per-node,0.0625,1,2026072201,1.0,0.15,0.1352508999989368,0.018125899994629435,0.15188430000125663,0.0,0.30526109999482287,64,192,136,136,0.18133241385215962,19.103598422078235,0.030876891202943568,0.0950916547843078,0.147121347468635,0.9742255210876465,8.72622398900542,nan,nan,nan,160,10240,20480,320,20480,20480,4259840,3932160,0,327680,59265232.77759229,56316112.77759229,2949120.0,0,0,0,0,0.0,192,32,32,32.0,3,4,680165851,12,2,0,0,0,0,128,variance-per-node,0.0625,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,222208,0,0.1352508999989368,0.0,0.0,0.0,0.0,0.40751913115382193,0.0,0.0,0.0
