arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,component_core_coverage,rare_core_mass,rare_bridge_mass,outside_component_core_mass,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,registered_global_rollout_steps,registered_global_rollout_step_size,rollout_local_after_global,per_particle_local_safety,tail_balanced_amortization,tail_balance_fraction,mean_global_rollout_displacement_rms,mean_local_positive_weight_fraction,maximum_teacher_rare_core_count,steps_with_teacher_rare_core,final_teacher_rare_core_count,maximum_run_rare_core_count,maximum_teacher_rare_nearest_count,final_teacher_rare_nearest_count,maximum_run_rare_nearest_count,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-adaptive-rollout,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.2793297999960487,0.00027769999724114314,0.04981209999823477,0.0,0.3294195999915246,64,64,3,3,3.7431616318430043,1.5112503294994344,0.00692431753782774,0.06644655227076458,0.1072678767320236,1.0074633359909058,1.6459665882816958,1.0,0.0419921875,nan,1.0,0.27783203125,0.01025390625,0.14599609375,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2894921893,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.019681915175169706,0.9998477697372437,0.003391131875105202,0.047794876620173454,0.008630339056253433,1.5885000228881836,0.1356921173632145,1.5849329233169556,0.1278807371854782,0.825394332408905,4,4,7.0,0,67584,0,0.2793297999960487,0.25,0.25,0.25,3.964950024596784,0.15858729649335146,1,0.5,0,0,0,0.0,0.1347154423594475,1.0,205,20,138,222,211,117,326,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.29035840000142343,0.00027769999724114314,0.04981209999823477,0.0,0.34044819999689935,64,64,3,3,3.7431616318430043,1.5112503294994344,0.00692431753782774,0.06644655227076458,0.1072678767320236,1.0074633359909058,1.6459665882816958,1.0,0.0419921875,nan,1.0,0.27783203125,0.01025390625,0.14599609375,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2894921893,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.019681915175169706,0.9998477697372437,0.003391131875105202,0.047794876620173454,0.008630339056253433,1.5885000228881836,0.1356921173632145,1.5849329233169556,0.1278807371854782,0.825394332408905,4,4,7.0,0,67584,0,0.29035840000142343,0.25,0.25,0.25,3.964950024596784,0.15858729649335146,1,0.5,0,0,0,0.0,0.1347154423594475,1.0,205,20,138,222,211,117,326,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.29700880000018515,0.00027769999724114314,0.04981209999823477,0.0,0.34709859999566106,64,64,3,3,3.7431616318430043,1.5112503294994344,0.00692431753782774,0.06644655227076458,0.1072678767320236,1.0074633359909058,1.6459665882816958,1.0,0.0419921875,nan,1.0,0.27783203125,0.01025390625,0.14599609375,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,2894921893,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.019681915175169706,0.9998477697372437,0.003391131875105202,0.047794876620173454,0.008630339056253433,1.5885000228881836,0.1356921173632145,1.5849329233169556,0.1278807371854782,0.825394332408905,4,4,7.0,0,67584,0,0.29700880000018515,0.25,0.25,0.25,3.964950024596784,0.15858729649335146,1,0.5,0,0,0,0.0,0.1347154423594475,1.0,205,20,138,222,211,117,326,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-balanced-gmm-i0,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,3,2026072201,1.0,0.15,0.3333252000011271,0.0,0.0,0.0,0.3333252000011271,64,64,3,3,3.7431616318430043,1.5112503294994344,0.018487595222950404,0.11221005821057528,0.15749513661265066,0.9275528192520142,1.6998401824333937,1.0,0.0576171875,nan,1.0,0.32421875,0.013671875,0.169921875,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3333252000011271,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NCT-d2-balanced-gmm-i1,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,0,2026072201,1.0,0.15,0.28774399999383604,0.00020370000129332766,0.04951499999879161,0.0,0.337462699993921,64,64,3,3,3.6662744513637326,1.5429434769642567,0.007501020112694157,0.07286509264044791,0.10746089117789422,0.9753451347351074,1.9359580480980785,1.0,0.04902343749999999,nan,1.0,0.11279296875,0.08642578125,0.2509765625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,282737197,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.006031014258041978,0.9999691843986511,0.0019679333199746907,0.0381205789744854,0.00779160438105464,0.5797837376594543,0.13844485618174077,1.6071432828903198,0.12411515302956104,0.741870641708374,4,4,7.0,0,67584,0,0.28774399999383604,0.25,0.25,0.25,3.8759544530999035,0.1505337493494153,1,0.5,0,0,0,0.0,0.12632270324975253,1.0,85,20,78,85,118,110,129,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-balanced-gmm-i1,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.2914537999968161,0.00020370000129332766,0.04951499999879161,0.0,0.341172499996901,64,64,3,3,3.6662744513637326,1.5429434769642567,0.007501020112694157,0.07286509264044791,0.10746089117789422,0.9753451347351074,1.9359580480980785,1.0,0.04902343749999999,nan,1.0,0.11279296875,0.08642578125,0.2509765625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,282737197,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.006031014258041978,0.9999691843986511,0.0019679333199746907,0.0381205789744854,0.00779160438105464,0.5797837376594543,0.13844485618174077,1.6071432828903198,0.12411515302956104,0.741870641708374,4,4,7.0,0,67584,0,0.2914537999968161,0.25,0.25,0.25,3.8759544530999035,0.1505337493494153,1,0.5,0,0,0,0.0,0.12632270324975253,1.0,85,20,78,85,118,110,129,0.0,0.0,0.0
cta-exact-gated-hybrid,NCT-d2-balanced-gmm-i1,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,2,2026072201,1.0,0.15,0.3237936000004993,0.00020370000129332766,0.04951499999879161,0.0,0.3735123000005842,64,64,3,3,3.6662744513637326,1.5429434769642567,0.007501020112694157,0.07286509264044791,0.10746089117789422,0.9753451347351074,1.9359580480980785,1.0,0.04902343749999999,nan,1.0,0.11279296875,0.08642578125,0.2509765625,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,282737197,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.006031014258041978,0.9999691843986511,0.0019679333199746907,0.0381205789744854,0.00779160438105464,0.5797837376594543,0.13844485618174077,1.6071432828903198,0.12411515302956104,0.741870641708374,4,4,7.0,0,67584,0,0.3237936000004993,0.25,0.25,0.25,3.8759544530999035,0.1505337493494153,1,0.5,0,0,0,0.0,0.12632270324975253,1.0,85,20,78,85,118,110,129,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-balanced-gmm-i1,balanced-gmm,2,0,broad,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,3,2026072201,1.0,0.15,0.33928759999980684,0.0,0.0,0.0,0.33928759999980684,64,64,3,3,3.6662744513637326,1.5429434769642567,0.027049546293755444,0.13367622641220575,0.17644769254151746,0.9882559776306152,1.8028925143853514,1.0,0.11406250000000001,nan,1.0,0.0908203125,0.13525390625,0.3642578125,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.33928759999980684,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NCT-d2-rare-gmm-i0,rare-gmm,2,0,broad,0.016,0.5,0.25,32,-1,0,128,0,256,8,2,dense,0.0,0,2026072201,1.0,0.15,0.32018450000032317,0.0,0.0,0.0,0.32018450000032317,64,64,3,3,3.7060215193490462,1.5263954135069338,0.04328516633732926,0.2021500478207774,0.4585397034320278,0.6149277687072754,1.8215929215150457,0.5,0.04000000000000002,0.02,0.5,0.0,0.0,0.0,320,20480,20480,320,20480,20480,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.32018450000032317,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
cta-exact-fixed-control,NCT-d2-rare-gmm-i0,rare-gmm,2,0,broad,0.016,0.5,0.25,32,-1,128,128,128,256,8,2,fixed-level,0.0,1,2026072201,1.0,0.15,0.27791200000501703,0.00031009999656816944,0.04865099999733502,0.0,0.3268730999989202,64,64,3,3,3.7060215193490462,1.5263954135069338,0.005165749569775446,0.06857581208113936,0.2212706706863374,0.9149330258369446,1.98120809495353,1.0,0.014609375000000018,0.0073046875,0.5,0.00048828125,0.01220703125,0.0751953125,160,10240,20480,320,20480,30720,1781760,1310720,0,471040,22581317.592530765,18772037.592530765,3809280.0,0,0,0,0,0.0,64,32,32,32.0,10,10,3014297347,32,16,20,20,2621440,10485760,128,fixed-level,0.0,7,143360,860160.0,40960,2,1048576,0.015606811735779047,0.9998739361763,0.0008041257678996772,0.0514332577586174,0.0031905141659080982,7.569753646850586,0.27230226770043375,3.6836650371551514,0.1757569532841444,1.5586410760879517,4,4,7.0,0,67584,0,0.27791200000501703,0.25,0.25,0.25,7.139149098210464,0.20287842079997062,1,0.5,0,0,0,0.0,0.17663615196943283,1.0,5,13,1,1,14,14,15,0.0,0.0,0.0
