arm,kind,target,family,dimension,replication,initialization,learning_rate_multiplier,learning_rate,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,atlas_build_seconds,evaluation_generator_examples,model_parameters
paper-neural,neural,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,16.0,0.016,0.07760696696792158,0.18649849758871712,0.24024637409657995,1.0260745286941528,1.0113779528032854,1.0,0.28515625,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.0653223999979673,0.0,512,4610
minibatch-sw,neural,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,16.0,0.016,0.06372559698155777,0.20191365478089085,0.30491513512567686,0.921461284160614,1.1117068447402876,0.75,0.4453125,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08216290000564186,0.0,512,4610
exact-atlas-rsr,neural,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,32.0,0.032,0.18544491908097482,0.3777420138549858,0.45681492219158176,1.0192607641220093,1.2305675665298834,0.75,0.51953125,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,34304,0,0,0.025487799997790717,0.0045629000014741905,512,4610
kll-atlas-rsr,neural,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,32.0,0.032,0.17708626087390167,0.3500076140617957,0.42349874492729683,1.0138922929763794,1.153697426531721,0.75,0.6171875,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,34304,72960,0,0.024040399999648798,0.005812499999592546,512,4610
kll-small-rsr,neural,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,16.0,0.016,0.11824324453398338,0.27880285396672133,0.3746117067677589,0.787960946559906,1.1908165766404442,0.75,0.51953125,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,34304,72960,0,0.04312049999862211,0.005812499999592546,512,4610
kll-paper-hybrid,neural,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,32.0,0.032,0.19912556597024844,0.3733092278884374,0.49536201532706525,0.7394587993621826,1.507280837683086,0.75,0.52734375,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,34304,72960,0,0.033891099999891594,0.005812499999592546,512,4610
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,nan,nan,0.002139345225676159,0.031184749442216,0.08512559362854301,0.9920639644851248,1.089381208367866,1.0,0.140625,nan,30,128,128,1,2048,2048,622592,3162112.0,0,34304,0,0,0.007069399995089043,0.0045629000014741905,0,0
