stream,order,repeat,implementation,chunks,merged,n,retained_items,serialized_bytes,max_rank_error,mean_rank_error,quantile_rmse,monotone,observed_support,serialized_replay
gaussian,shuffled,9,apache,1,0,19200,344,1436,0.0077604166666666585,0.002643229166666665,0.05698802322149277,1,1,1
gaussian,shuffled,9,local-fixed-capacity,1,0,19200,75,300,0.007291666666666696,0.003349609374999999,0.025774609297513962,1,1,1
gaussian,shuffled,10,apache,1,0,19200,344,1436,0.010312499999999947,0.0036149088541666636,0.02990451455116272,1,1,1
gaussian,shuffled,10,local-fixed-capacity,1,0,19200,75,300,0.012708333333333321,0.006163736979166664,0.12267555296421051,1,1,1
gaussian,shuffled,11,apache,1,0,19200,344,1436,0.008645833333333353,0.0025675455729166656,0.026193024590611458,1,1,1
gaussian,shuffled,11,local-fixed-capacity,1,0,19200,75,300,0.01041666666666663,0.004436035156250002,0.057770952582359314,1,1,1
gaussian,shuffled,-1,apache,17,0,19200,344,1436,0.009010416666666687,0.003178710937500003,0.024275382980704308,1,1,1
gaussian,shuffled,-2,apache,17,1,19200,353,1468,0.00708333333333333,0.002390950520833332,0.056405238807201385,1,1,1
gaussian,ascending,0,apache,1,0,19200,344,1436,0.007395833333333334,0.0021248372395833324,0.027577843517065048,1,1,1
gaussian,ascending,0,local-fixed-capacity,1,0,19200,75,300,0.010572916666666654,0.004528808593750001,0.05687849968671799,1,1,1
gaussian,ascending,1,apache,1,0,19200,344,1436,0.006770833333333337,0.0020922851562500053,0.031103279441595078,1,1,1
gaussian,ascending,1,local-fixed-capacity,1,0,19200,75,300,0.010624999999999996,0.004560546875000001,0.057391874492168427,1,1,1
gaussian,ascending,2,apache,1,0,19200,344,1436,0.004583333333333328,0.0012980143229166603,0.017994793131947517,1,1,1
gaussian,ascending,2,local-fixed-capacity,1,0,19200,75,300,0.007708333333333317,0.0034098307291666676,0.027096739038825035,1,1,1
gaussian,ascending,3,apache,1,0,19200,344,1436,0.00390625,0.0013492838541666688,0.011497383937239647,1,1,1
gaussian,ascending,3,local-fixed-capacity,1,0,19200,75,300,0.0122916666666667,0.005791015625,0.09283950179815292,1,1,1
gaussian,ascending,4,apache,1,0,19200,344,1436,0.004427083333333359,0.0013688151041666738,0.013595860451459885,1,1,1
gaussian,ascending,4,local-fixed-capacity,1,0,19200,75,300,0.008177083333333335,0.0035091145833333363,0.03241688758134842,1,1,1
gaussian,ascending,5,apache,1,0,19200,344,1436,0.005885416666666643,0.0017740885416666673,0.016892923042178154,1,1,1
gaussian,ascending,5,local-fixed-capacity,1,0,19200,75,300,0.01125000000000001,0.004973144531249999,0.06772640347480774,1,1,1
gaussian,ascending,6,apache,1,0,19200,344,1436,0.007291666666666696,0.0025895182291666673,0.026815855875611305,1,1,1
gaussian,ascending,6,local-fixed-capacity,1,0,19200,75,300,0.012864583333333346,0.006310221354166666,0.12911713123321533,1,1,1
gaussian,ascending,7,apache,1,0,19200,344,1436,0.005677083333333333,0.0019075520833333349,0.009729092940688133,1,1,1
gaussian,ascending,7,local-fixed-capacity,1,0,19200,75,300,0.011406249999999951,0.005085449218749999,0.07151039689779282,1,1,1
gaussian,ascending,8,apache,1,0,19200,344,1436,0.004479166666666645,0.0014892578124999995,0.008770709857344627,1,1,1
gaussian,ascending,8,local-fixed-capacity,1,0,19200,75,300,0.007760416666666714,0.0034195963541666656,0.027236435562372208,1,1,1
gaussian,ascending,9,apache,1,0,19200,344,1436,0.007031250000000044,0.001978352864583336,0.01937675103545189,1,1,1
gaussian,ascending,9,local-fixed-capacity,1,0,19200,75,300,0.01098958333333333,0.004794108072916668,0.06446181982755661,1,1,1
gaussian,ascending,10,apache,1,0,19200,344,1436,0.007031249999999989,0.002363281249999999,0.03573977202177048,1,1,1
