stream,order,repeat,implementation,chunks,merged,n,retained_items,serialized_bytes,max_rank_error,mean_rank_error,quantile_rmse,monotone,observed_support,serialized_replay
lognormal-centered,alternating-extremes,0,local-fixed-capacity,1,0,19200,75,300,0.008177083333333335,0.003509114583333331,0.16220080852508545,1,1,1
lognormal-centered,alternating-extremes,1,apache,1,0,19200,344,1436,0.004427083333333304,0.001940104166666668,0.16674141585826874,1,1,1
lognormal-centered,alternating-extremes,1,local-fixed-capacity,1,0,19200,75,300,0.011041666666666672,0.0048291015625,0.16316354274749756,1,1,1
lognormal-centered,alternating-extremes,2,apache,1,0,19200,344,1436,0.00708333333333333,0.00262125651041667,0.16562128067016602,1,1,1
lognormal-centered,alternating-extremes,2,local-fixed-capacity,1,0,19200,75,300,0.0111458333333333,0.004900716145833334,0.58524090051651,1,1,1
lognormal-centered,alternating-extremes,3,apache,1,0,19200,344,1436,0.005989583333333326,0.0023860677083333373,0.15392467379570007,1,1,1
lognormal-centered,alternating-extremes,3,local-fixed-capacity,1,0,19200,75,300,0.011302083333333324,0.005010579427083335,0.16657525300979614,1,1,1
lognormal-centered,alternating-extremes,4,apache,1,0,19200,344,1436,0.007760416666666714,0.0026318359374999977,0.041924625635147095,1,1,1
lognormal-centered,alternating-extremes,4,local-fixed-capacity,1,0,19200,75,300,0.010000000000000009,0.0042065429687499975,0.11051646620035172,1,1,1
lognormal-centered,alternating-extremes,5,apache,1,0,19200,344,1436,0.0068229166666666785,0.002253417968749999,0.0545157715678215,1,1,1
lognormal-centered,alternating-extremes,5,local-fixed-capacity,1,0,19200,75,300,0.012968750000000001,0.006410319010416665,0.2053001970052719,1,1,1
lognormal-centered,alternating-extremes,6,apache,1,0,19200,344,1436,0.007135416666666672,0.002443033854166669,0.06189434230327606,1,1,1
lognormal-centered,alternating-extremes,6,local-fixed-capacity,1,0,19200,75,300,0.01302083333333337,0.006460774739583333,1.5970041751861572,1,1,1
lognormal-centered,alternating-extremes,7,apache,1,0,19200,344,1436,0.008385416666666673,0.0040014648437499975,0.06986097991466522,1,1,1
lognormal-centered,alternating-extremes,7,local-fixed-capacity,1,0,19200,75,300,0.008437499999999987,0.0035782877604166674,0.19394801557064056,1,1,1
lognormal-centered,alternating-extremes,8,apache,1,0,19200,344,1436,0.006979166666666647,0.003721516927083332,0.08806201815605164,1,1,1
lognormal-centered,alternating-extremes,8,local-fixed-capacity,1,0,19200,75,300,0.01244791666666667,0.005927734374999999,1.0984338521957397,1,1,1
lognormal-centered,alternating-extremes,9,apache,1,0,19200,344,1436,0.00755208333333332,0.003194986979166663,0.2018628865480423,1,1,1
lognormal-centered,alternating-extremes,9,local-fixed-capacity,1,0,19200,75,300,0.012812500000000004,0.006261393229166667,0.2019686996936798,1,1,1
lognormal-centered,alternating-extremes,10,apache,1,0,19200,344,1436,0.0049479166666667185,0.002126464843750003,0.16512858867645264,1,1,1
lognormal-centered,alternating-extremes,10,local-fixed-capacity,1,0,19200,75,300,0.012031249999999993,0.0055712890625,0.18214063346385956,1,1,1
lognormal-centered,alternating-extremes,11,apache,1,0,19200,344,1436,0.007135416666666672,0.0029597981770833337,0.19241636991500854,1,1,1
lognormal-centered,alternating-extremes,11,local-fixed-capacity,1,0,19200,75,300,0.012135416666666676,0.005658365885416666,0.1855507344007492,1,1,1
lognormal-centered,alternating-extremes,-1,apache,17,0,19200,344,1436,0.00437499999999999,0.0017814127604166658,0.05006446689367294,1,1,1
lognormal-centered,alternating-extremes,-2,apache,17,1,19200,353,1468,0.0039583333333333415,0.0013964843750000028,0.02695147879421711,1,1,1
equal-separated,shuffled,0,apache,1,0,19200,344,1436,0.010104166666666664,0.0025610351562500005,0.006861877162009478,1,1,1
equal-separated,shuffled,0,local-fixed-capacity,1,0,19200,75,300,0.011666666666666714,0.005280761718749999,0.0049002692103385925,1,1,1
equal-separated,shuffled,1,apache,1,0,19200,344,1436,0.012291666666666673,0.003942871093749997,0.0020345980301499367,1,1,1
equal-separated,shuffled,1,local-fixed-capacity,1,0,19200,75,300,0.00708333333333333,0.0033292643229166667,0.002669659210368991,1,1,1
equal-separated,shuffled,2,apache,1,0,19200,344,1436,0.011249999999999982,0.0045654296875,0.0031062897760421038,1,1,1
equal-separated,shuffled,2,local-fixed-capacity,1,0,19200,75,300,0.011406250000000007,0.005085449218750001,0.005181161221116781,1,1,1
equal-separated,shuffled,3,apache,1,0,19200,344,1436,0.007864583333333335,0.0024967447916666684,0.001764486776664853,1,1,1
equal-separated,shuffled,3,local-fixed-capacity,1,0,19200,75,300,0.009479166666666677,0.003955891927083332,0.0035842342767864466,1,1,1
equal-separated,shuffled,4,apache,1,0,19200,344,1436,0.00760416666666669,0.0024584960937500027,0.0019043005304411054,1,1,1
equal-separated,shuffled,4,local-fixed-capacity,1,0,19200,75,300,0.009531249999999991,0.003979492187499999,0.0032637356780469418,1,1,1
equal-separated,shuffled,5,apache,1,0,19200,344,1436,0.007031249999999989,0.00231119791666667,0.0020895302295684814,1,1,1
equal-separated,shuffled,5,local-fixed-capacity,1,0,19200,75,300,0.008697916666666639,0.0036572265624999992,0.0029455814510583878,1,1,1
equal-separated,shuffled,6,apache,1,0,19200,344,1436,0.010937499999999989,0.004087727864583335,0.002813166007399559,1,1,1
equal-separated,shuffled,6,local-fixed-capacity,1,0,19200,75,300,0.00984375000000004,0.004127604166666668,0.0034624466206878424,1,1,1
equal-separated,shuffled,7,apache,1,0,19200,344,1436,0.007291666666666696,0.002604166666666672,0.0042369370348751545,1,1,1
equal-separated,shuffled,7,local-fixed-capacity,1,0,19200,75,300,0.008593749999999956,0.0036238606770833334,0.0029177565593272448,1,1,1
equal-separated,shuffled,8,apache,1,0,19200,344,1436,0.010104166666666692,0.0036881510416666655,0.004086882341653109,1,1,1
equal-separated,shuffled,8,local-fixed-capacity,1,0,19200,75,300,0.01218749999999999,0.005702311197916667,0.006035193335264921,1,1,1
equal-separated,shuffled,9,apache,1,0,19200,344,1436,0.009427083333333308,0.0030957031250000017,0.004052756354212761,1,1,1
equal-separated,shuffled,9,local-fixed-capacity,1,0,19200,75,300,0.00755208333333332,0.0033846028645833325,0.0027346950955688953,1,1,1
equal-separated,shuffled,10,apache,1,0,19200,344,1436,0.016718750000000004,0.00841552734375,0.47021088004112244,1,1,1
equal-separated,shuffled,10,local-fixed-capacity,1,0,19200,75,300,0.007708333333333317,0.003409016927083334,0.0026535054203122854,1,1,1
equal-separated,shuffled,11,apache,1,0,19200,344,1436,0.010937500000000044,0.005755208333333329,0.004516574088484049,1,1,1
equal-separated,shuffled,11,local-fixed-capacity,1,0,19200,75,300,0.00734375000000001,0.0033561197916666665,0.0027026827447116375,1,1,1
equal-separated,shuffled,-1,apache,17,0,19200,344,1436,0.009166666666666656,0.0028776041666666655,0.006079400423914194,1,1,1
equal-separated,shuffled,-2,apache,17,1,19200,353,1468,0.0050000000000000044,0.0014982096354166693,0.001614794717170298,1,1,1
equal-separated,ascending,0,apache,1,0,19200,344,1436,0.007656250000000031,0.002590332031249998,0.003639811649918556,1,1,1
equal-separated,ascending,0,local-fixed-capacity,1,0,19200,75,300,0.00927083333333334,0.0038680013020833347,0.0035176831297576427,1,1,1
equal-separated,ascending,1,apache,1,0,19200,344,1436,0.004583333333333328,0.0014599609375,0.0014842282980680466,1,1,1
equal-separated,ascending,1,local-fixed-capacity,1,0,19200,75,300,0.00973958333333333,0.0040755208333333355,0.003798192599788308,1,1,1
equal-separated,ascending,2,apache,1,0,19200,344,1436,0.005468750000000022,0.0016463216145833357,0.0019134858157485723,1,1,1
equal-separated,ascending,2,local-fixed-capacity,1,0,19200,75,300,0.007916666666666655,0.0034497070312500006,0.0028688840102404356,1,1,1
equal-separated,ascending,3,apache,1,0,19200,344,1436,0.0067708333333333336,0.002286783854166665,0.001958765322342515,1,1,1
equal-separated,ascending,3,local-fixed-capacity,1,0,19200,75,300,0.010885416666666675,0.004725748697916667,0.004682367201894522,1,1,1
equal-separated,ascending,4,apache,1,0,19200,344,1436,0.004062500000000024,0.001385904947916668,0.0011288464302197099,1,1,1
equal-separated,ascending,4,local-fixed-capacity,1,0,19200,75,300,0.007291666666666696,0.0033487955729166645,0.0026082538533955812,1,1,1
equal-separated,ascending,5,apache,1,0,19200,344,1436,0.004687500000000011,0.0014908854166666664,0.002397472970187664,1,1,1
equal-separated,ascending,5,local-fixed-capacity,1,0,19200,75,300,0.009479166666666705,0.003956705729166668,0.003249376779422164,1,1,1
equal-separated,ascending,6,apache,1,0,19200,344,1436,0.007864583333333335,0.0022517903645833354,0.0023353728465735912,1,1,1
equal-separated,ascending,6,local-fixed-capacity,1,0,19200,75,300,0.006562499999999999,0.003306477864583337,0.002553103491663933,1,1,1
equal-separated,ascending,7,apache,1,0,19200,344,1436,0.007916666666666683,0.002116699218749996,0.003717165905982256,1,1,1
equal-separated,ascending,7,local-fixed-capacity,1,0,19200,75,300,0.011666666666666659,0.005279947916666667,0.0054621403105556965,1,1,1
equal-separated,ascending,8,apache,1,0,19200,344,1436,0.005416666666666625,0.0016373697916666667,0.0017874713521450758,1,1,1
equal-separated,ascending,8,local-fixed-capacity,1,0,19200,75,300,0.009531249999999991,0.003979492187499998,0.0036009601317346096,1,1,1
equal-separated,ascending,9,apache,1,0,19200,344,1436,0.006354166666666661,0.0019474283854166675,0.0019200533861294389,1,1,1
equal-separated,ascending,9,local-fixed-capacity,1,0,19200,75,300,0.011562500000000031,0.005201009114583333,0.0048613776452839375,1,1,1
equal-separated,ascending,10,apache,1,0,19200,344,1436,0.0067187499999999956,0.002163899739583334,0.002156329108402133,1,1,1
equal-separated,ascending,10,local-fixed-capacity,1,0,19200,75,300,0.01244791666666667,0.005926920572916667,0.00579491164535284,1,1,1
equal-separated,ascending,11,apache,1,0,19200,344,1436,0.0036979166666666896,0.0013680013020833364,0.0012846743920817971,1,1,1
equal-separated,ascending,11,local-fixed-capacity,1,0,19200,75,300,0.011302083333333324,0.0050097656250000025,0.005068827886134386,1,1,1
equal-separated,ascending,-1,apache,17,0,19200,344,1436,0.0050000000000000044,0.001608886718749999,0.0025216012727469206,1,1,1
equal-separated,ascending,-2,apache,17,1,19200,353,1468,0.0032812499999999994,0.0011482747395833324,0.0010502273216843605,1,1,1
equal-separated,alternating-extremes,0,apache,1,0,19200,344,1436,0.004062500000000024,0.0017415364583333363,0.0018361679976806045,1,1,1
equal-separated,alternating-extremes,0,local-fixed-capacity,1,0,19200,75,300,0.010312500000000002,0.004376627604166667,0.004238756839185953,1,1,1
equal-separated,alternating-extremes,1,apache,1,0,19200,344,1436,0.00760416666666669,0.0037434895833333348,0.007029266096651554,1,1,1
equal-separated,alternating-extremes,1,local-fixed-capacity,1,0,19200,75,300,0.008802083333333321,0.0036905924479166637,0.0032335298601537943,1,1,1
equal-separated,alternating-extremes,2,apache,1,0,19200,344,1436,0.00687500000000002,0.003376464843749998,0.004257458262145519,1,1,1
equal-separated,alternating-extremes,2,local-fixed-capacity,1,0,19200,75,300,0.008750000000000008,0.003672688802083335,0.0031958341132849455,1,1,1
equal-separated,alternating-extremes,3,apache,1,0,19200,344,1436,0.004166666666666652,0.002036132812499997,0.0013809900265187025,1,1,1
equal-separated,alternating-extremes,3,local-fixed-capacity,1,0,19200,75,300,0.009635416666666674,0.0040275065104166665,0.0037376489490270615,1,1,1
equal-separated,alternating-extremes,4,apache,1,0,19200,344,1436,0.006614583333333313,0.001762695312500004,0.0014251244720071554,1,1,1
equal-separated,alternating-extremes,4,local-fixed-capacity,1,0,19200,75,300,0.00708333333333333,0.0033292643229166667,0.002669659210368991,1,1,1
equal-separated,alternating-extremes,5,apache,1,0,19200,344,1436,0.00895833333333329,0.0034651692708333325,0.47013676166534424,1,1,1
equal-separated,alternating-extremes,5,local-fixed-capacity,1,0,19200,75,300,0.007395833333333379,0.003362630208333333,0.0026222344022244215,1,1,1
equal-separated,alternating-extremes,6,apache,1,0,19200,344,1436,0.005104166666666667,0.0023942057291666645,0.001774617237970233,1,1,1
equal-separated,alternating-extremes,6,local-fixed-capacity,1,0,19200,75,300,0.010781249999999992,0.004658203124999998,0.004602864384651184,1,1,1
equal-separated,alternating-extremes,7,apache,1,0,19200,344,1436,0.006562500000000027,0.0023852539062500008,0.001515967887826264,1,1,1
equal-separated,alternating-extremes,7,local-fixed-capacity,1,0,19200,75,300,0.012239583333333331,0.0057462565104166655,0.006052987650036812,1,1,1
equal-separated,alternating-extremes,8,apache,1,0,19200,344,1436,0.006041666666666612,0.0029687499999999983,0.004430184606462717,1,1,1
equal-separated,alternating-extremes,8,local-fixed-capacity,1,0,19200,75,300,0.012083333333333335,0.005614420572916666,0.005269148852676153,1,1,1
equal-separated,alternating-extremes,9,apache,1,0,19200,344,1436,0.011666666666666714,0.006509602864583338,0.4702306389808655,1,1,1
equal-separated,alternating-extremes,9,local-fixed-capacity,1,0,19200,75,300,0.01291666666666666,0.006359863281250001,0.0073942760936915874,1,1,1
equal-separated,alternating-extremes,10,apache,1,0,19200,344,1436,0.01151041666666669,0.006201171875000001,0.4692932367324829,1,1,1
equal-separated,alternating-extremes,10,local-fixed-capacity,1,0,19200,75,300,0.006666666666666654,0.0033081054687499993,0.002584235044196248,1,1,1
equal-separated,alternating-extremes,11,apache,1,0,19200,344,1436,0.007916666666666655,0.003361816406250004,0.002734675770625472,1,1,1
equal-separated,alternating-extremes,11,local-fixed-capacity,1,0,19200,75,300,0.009062499999999973,0.003785807291666668,0.0030817664228379726,1,1,1
equal-separated,alternating-extremes,-1,apache,17,0,19200,344,1436,0.004791666666666666,0.0016121419270833355,0.0009456683183088899,1,1,1
equal-separated,alternating-extremes,-2,apache,17,1,19200,353,1468,0.004166666666666652,0.001768391927083336,0.0017123217694461346,1,1,1
rare-01,shuffled,0,apache,1,0,19200,344,1436,0.013333333333333336,0.006710611979166665,0.009917386807501316,1,1,1
rare-01,shuffled,0,local-fixed-capacity,1,0,19200,75,300,0.011354166666666665,0.005048014322916666,0.011621979996562004,1,1,1
rare-01,shuffled,1,apache,1,0,19200,344,1436,0.007395833333333324,0.0024088541666666663,0.0029963040724396706,1,1,1
rare-01,shuffled,1,local-fixed-capacity,1,0,19200,75,300,0.009635416666666674,0.004027506510416667,0.008070915006101131,1,1,1
rare-01,shuffled,2,apache,1,0,19200,344,1436,0.008802083333333321,0.0027018229166666675,0.00639542518183589,1,1,1
rare-01,shuffled,2,local-fixed-capacity,1,0,19200,75,300,0.008593750000000011,0.0036246744791666686,0.003900474403053522,1,1,1
rare-01,shuffled,3,apache,1,0,19200,344,1436,0.012395833333333328,0.00560953776041667,0.46435055136680603,1,1,1
rare-01,shuffled,3,local-fixed-capacity,1,0,19200,75,300,0.012760416666666718,0.006212565104166666,0.016266215592622757,1,1,1
rare-01,shuffled,4,apache,1,0,19200,344,1436,0.009218749999999998,0.0029939778645833356,0.0027389810420572758,1,1,1
rare-01,shuffled,4,local-fixed-capacity,1,0,19200,75,300,0.012760416666666718,0.006212565104166666,0.016266215592622757,1,1,1
rare-01,shuffled,5,apache,1,0,19200,344,1436,0.008333333333333304,0.003085123697916672,0.002787552773952484,1,1,1
rare-01,shuffled,5,local-fixed-capacity,1,0,19200,75,300,0.00755208333333332,0.003383789062499999,0.002839225810021162,1,1,1
rare-01,shuffled,6,apache,1,0,19200,344,1436,0.011666666666666659,0.0049324544270833316,0.011217378079891205,1,1,1
rare-01,shuffled,6,local-fixed-capacity,1,0,19200,75,300,0.009687499999999988,0.004051106770833333,0.006860597059130669,1,1,1
rare-01,shuffled,7,apache,1,0,19200,344,1436,0.00666666666666671,0.0021346028645833374,0.4535427987575531,1,1,1
rare-01,shuffled,7,local-fixed-capacity,1,0,19200,75,300,0.013020833333333343,0.006460774739583336,0.4615352153778076,1,1,1
rare-01,shuffled,8,apache,1,0,19200,344,1436,0.009895833333333326,0.0029003906249999937,0.0043723504059016705,1,1,1
rare-01,shuffled,8,local-fixed-capacity,1,0,19200,75,300,0.011770833333333286,0.0053621419270833345,0.01216607354581356,1,1,1
rare-01,shuffled,9,apache,1,0,19200,344,1436,0.009374999999999994,0.003688964843749994,0.0034571669530123472,1,1,1
rare-01,shuffled,9,local-fixed-capacity,1,0,19200,75,300,0.011041666666666672,0.0048291015625,0.4561678171157837,1,1,1
rare-01,shuffled,10,apache,1,0,19200,344,1436,0.01026041666666666,0.003734537760416664,0.006541664712131023,1,1,1
rare-01,shuffled,10,local-fixed-capacity,1,0,19200,75,300,0.00927083333333334,0.0038680013020833347,0.0056301504373550415,1,1,1
rare-01,shuffled,11,apache,1,0,19200,344,1436,0.006406249999999947,0.0020532226562499983,0.005490156356245279,1,1,1
rare-01,shuffled,11,local-fixed-capacity,1,0,19200,75,300,0.012916666666666687,0.006359049479166665,0.016748012974858284,1,1,1
rare-01,shuffled,-1,apache,17,0,19200,344,1436,0.007656250000000031,0.002294108072916666,0.006862432695925236,1,1,1
rare-01,shuffled,-2,apache,17,1,19200,353,1468,0.007916666666666683,0.004208984374999996,0.4603710174560547,1,1,1
rare-01,ascending,0,apache,1,0,19200,344,1436,0.005520833333333308,0.0016446940104166698,0.001395221333950758,1,1,1
rare-01,ascending,0,local-fixed-capacity,1,0,19200,75,300,0.011510416666666634,0.005162760416666668,0.011898324824869633,1,1,1
rare-01,ascending,1,apache,1,0,19200,344,1436,0.007708333333333317,0.0024731445312499954,0.002603568136692047,1,1,1
rare-01,ascending,1,local-fixed-capacity,1,0,19200,75,300,0.011093750000000013,0.004864908854166666,0.4570828080177307,1,1,1
rare-01,ascending,2,apache,1,0,19200,344,1436,0.007864583333333341,0.002149251302083333,0.0025450552348047495,1,1,1
rare-01,ascending,2,local-fixed-capacity,1,0,19200,75,300,0.006562499999999999,0.0033072916666666697,0.0032138123642653227,1,1,1
rare-01,ascending,3,apache,1,0,19200,344,1436,0.007135416666666672,0.002425944010416667,0.003192495321854949,1,1,1
rare-01,ascending,3,local-fixed-capacity,1,0,19200,75,300,0.006927083333333334,0.003318684895833335,0.00304337777197361,1,1,1
rare-01,ascending,4,apache,1,0,19200,344,1436,0.003802083333333317,0.0012573242187499997,0.0012750995811074972,1,1,1
rare-01,ascending,4,local-fixed-capacity,1,0,19200,75,300,0.007656250000000003,0.003400878906250001,0.002917177276685834,1,1,1
rare-01,ascending,5,apache,1,0,19200,344,1436,0.006510416666666671,0.0021215820312500046,0.0016476140590384603,1,1,1
rare-01,ascending,5,local-fixed-capacity,1,0,19200,75,300,0.007239583333333299,0.0033439127604166672,0.0036803490947932005,1,1,1
rare-01,ascending,6,apache,1,0,19200,344,1436,0.007499999999999951,0.0017268880208333361,0.0009684595861472189,1,1,1
rare-01,ascending,6,local-fixed-capacity,1,0,19200,75,300,0.012135416666666676,0.005658365885416666,0.46001067757606506,1,1,1
rare-01,ascending,7,apache,1,0,19200,344,1436,0.004427083333333359,0.001328938802083335,0.000996355782262981,1,1,1
rare-01,ascending,7,local-fixed-capacity,1,0,19200,75,300,0.010572916666666654,0.004528808593750001,0.4496808648109436,1,1,1
rare-01,ascending,8,apache,1,0,19200,344,1436,0.0068229166666666785,0.0019759114583333274,0.0013584312982857227,1,1,1
rare-01,ascending,8,local-fixed-capacity,1,0,19200,75,300,0.00734375000000001,0.0033561197916666665,0.0028932553250342607,1,1,1
rare-01,ascending,9,apache,1,0,19200,344,1436,0.005104166666666687,0.0014705403645833366,0.0013653809437528253,1,1,1
rare-01,ascending,9,local-fixed-capacity,1,0,19200,75,300,0.0067187499999999956,0.003309733072916668,0.003124810755252838,1,1,1
rare-01,ascending,10,apache,1,0,19200,344,1436,0.004322916666666621,0.0013362630208333319,0.0013582718092948198,1,1,1
rare-01,ascending,10,local-fixed-capacity,1,0,19200,75,300,0.01197916666666668,0.005528971354166667,0.4595929980278015,1,1,1
rare-01,ascending,11,apache,1,0,19200,344,1436,0.00614583333333335,0.0021004231770833355,0.0016634836792945862,1,1,1
rare-01,ascending,11,local-fixed-capacity,1,0,19200,75,300,0.009895833333333326,0.004153645833333332,0.007748003117740154,1,1,1
rare-01,ascending,-1,apache,17,0,19200,344,1436,0.0036979166666666896,0.001336263020833337,0.0016827082727104425,1,1,1
rare-01,ascending,-2,apache,17,1,19200,353,1468,0.0032812500000000133,0.0010180664062499941,0.0014518903335556388,1,1,1
rare-01,alternating-extremes,0,apache,1,0,19200,344,1436,0.008750000000000036,0.002853190104166668,0.46184828877449036,1,1,1
rare-01,alternating-extremes,0,local-fixed-capacity,1,0,19200,75,300,0.01125000000000001,0.004972330729166665,0.4574388563632965,1,1,1
rare-01,alternating-extremes,1,apache,1,0,19200,344,1436,0.0057812500000000155,0.002916666666666663,0.4607374966144562,1,1,1
rare-01,alternating-extremes,1,local-fixed-capacity,1,0,19200,75,300,0.008750000000000008,0.003674316406250001,0.0040560332126915455,1,1,1
rare-01,alternating-extremes,2,apache,1,0,19200,344,1436,0.00708333333333333,0.003543294270833334,0.003194997552782297,1,1,1
rare-01,alternating-extremes,2,local-fixed-capacity,1,0,19200,75,300,0.01145833333333332,0.005123697916666665,0.4581930637359619,1,1,1
rare-01,alternating-extremes,3,apache,1,0,19200,344,1436,0.006562500000000027,0.0033325195312499975,0.0021255677565932274,1,1,1
rare-01,alternating-extremes,3,local-fixed-capacity,1,0,19200,75,300,0.0067708333333332815,0.0033105468750000036,0.00334316142834723,1,1,1
rare-01,alternating-extremes,4,apache,1,0,19200,344,1436,0.00463541666666667,0.001901041666666668,0.0022128510754555464,1,1,1
rare-01,alternating-extremes,4,local-fixed-capacity,1,0,19200,75,300,0.011927083333333338,0.005486653645833335,0.4595068097114563,1,1,1
rare-01,alternating-extremes,5,apache,1,0,19200,344,1436,0.004375000000000004,0.0018929036458333335,0.455445796251297,1,1,1
rare-01,alternating-extremes,5,local-fixed-capacity,1,0,19200,75,300,0.010624999999999996,0.004560546875000001,0.4503706395626068,1,1,1
rare-01,alternating-extremes,6,apache,1,0,19200,344,1436,0.012499999999999956,0.006261393229166668,0.46052494645118713,1,1,1
rare-01,alternating-extremes,6,local-fixed-capacity,1,0,19200,75,300,0.012343749999999987,0.005836588541666667,0.46058499813079834,1,1,1
rare-01,alternating-extremes,7,apache,1,0,19200,344,1436,0.008281250000000018,0.0028230794270833392,0.4574127197265625,1,1,1
rare-01,alternating-extremes,7,local-fixed-capacity,1,0,19200,75,300,0.01317708333333334,0.006614583333333333,0.022810129448771477,1,1,1
rare-01,alternating-extremes,8,apache,1,0,19200,344,1436,0.004375000000000004,0.0019970703125000034,0.011320272460579872,1,1,1
rare-01,alternating-extremes,8,local-fixed-capacity,1,0,19200,75,300,0.011041666666666616,0.004829101562499999,0.010682736523449421,1,1,1
rare-01,alternating-extremes,9,apache,1,0,19200,344,1436,0.009062499999999973,0.003663736979166667,0.46075648069381714,1,1,1
rare-01,alternating-extremes,9,local-fixed-capacity,1,0,19200,75,300,0.007239583333333299,0.0033439127604166672,0.0036803490947932005,1,1,1
rare-01,alternating-extremes,10,apache,1,0,19200,344,1436,0.005677083333333333,0.002308756510416665,0.45033422112464905,1,1,1
rare-01,alternating-extremes,10,local-fixed-capacity,1,0,19200,75,300,0.006874999999999992,0.0033146158854166653,0.0030484115704894066,1,1,1
rare-01,alternating-extremes,11,apache,1,0,19200,344,1436,0.004479166666666645,0.0021492513020833293,0.00506611866876483,1,1,1
rare-01,alternating-extremes,11,local-fixed-capacity,1,0,19200,75,300,0.011145833333333327,0.004900716145833333,0.4572467505931854,1,1,1
rare-01,alternating-extremes,-1,apache,17,0,19200,344,1436,0.005520833333333336,0.0021793619791666673,0.45704030990600586,1,1,1
rare-01,alternating-extremes,-2,apache,17,1,19200,353,1468,0.005624999999999991,0.002067057291666671,0.00125374854542315,1,1,1
rare-02,shuffled,0,apache,1,0,19200,344,1436,0.0067187499999999956,0.002420247395833331,0.003751311684027314,1,1,1
rare-02,shuffled,0,local-fixed-capacity,1,0,19200,75,300,0.012395833333333384,0.005882161458333333,0.46115490794181824,1,1,1
rare-02,shuffled,1,apache,1,0,19200,344,1436,0.011562500000000031,0.005279947916666668,0.4561000466346741,1,1,1
rare-02,shuffled,1,local-fixed-capacity,1,0,19200,75,300,0.012239583333333304,0.0057462565104166655,0.4610792100429535,1,1,1
rare-02,shuffled,2,apache,1,0,19200,344,1436,0.01223958333333336,0.004988606770833336,0.4587708115577698,1,1,1
rare-02,shuffled,2,local-fixed-capacity,1,0,19200,75,300,0.012135416666666676,0.005658365885416666,0.010885042138397694,1,1,1
rare-02,shuffled,3,apache,1,0,19200,344,1436,0.011770833333333286,0.0040966796874999985,0.008031714707612991,1,1,1
rare-02,shuffled,3,local-fixed-capacity,1,0,19200,75,300,0.007552083333333348,0.0033846028645833346,0.45652323961257935,1,1,1
rare-02,shuffled,4,apache,1,0,19200,344,1436,0.01026041666666666,0.0035766601562500014,0.4578351378440857,1,1,1
rare-02,shuffled,4,local-fixed-capacity,1,0,19200,75,300,0.007187500000000013,0.0033390299479166695,0.4560540020465851,1,1,1
rare-02,shuffled,5,apache,1,0,19200,344,1436,0.008958333333333346,0.0026741536458333324,0.003815382719039917,1,1,1
rare-02,shuffled,5,local-fixed-capacity,1,0,19200,75,300,0.009791666666666643,0.004101562499999999,0.45943483710289,1,1,1
rare-02,shuffled,6,apache,1,0,19200,344,1436,0.011249999999999982,0.0027083333333333404,0.4534367322921753,1,1,1
rare-02,shuffled,6,local-fixed-capacity,1,0,19200,75,300,0.011354166666666665,0.005048014322916666,0.46049895882606506,1,1,1
rare-02,shuffled,7,apache,1,0,19200,344,1436,0.008750000000000036,0.002613932291666674,0.006094052921980619,1,1,1
rare-02,shuffled,7,local-fixed-capacity,1,0,19200,75,300,0.01218749999999999,0.005702311197916667,0.011118466965854168,1,1,1
rare-02,shuffled,8,apache,1,0,19200,344,1436,0.009791666666666643,0.0025887044270833303,0.002468632999807596,1,1,1
rare-02,shuffled,8,local-fixed-capacity,1,0,19200,75,300,0.011510416666666662,0.005161946614583333,0.00856337882578373,1,1,1
rare-02,shuffled,9,apache,1,0,19200,344,1436,0.011249999999999996,0.004864095052083339,0.45350784063339233,1,1,1
rare-02,shuffled,9,local-fixed-capacity,1,0,19200,75,300,0.010937500000000044,0.004759928385416667,0.4600743055343628,1,1,1
rare-02,shuffled,10,apache,1,0,19200,344,1436,0.010885416666666647,0.003452962239583339,0.45385637879371643,1,1,1
rare-02,shuffled,10,local-fixed-capacity,1,0,19200,75,300,0.013020833333333343,0.006460774739583336,0.01679183542728424,1,1,1
rare-02,shuffled,11,apache,1,0,19200,344,1436,0.008177083333333335,0.002570800781250007,0.006457911338657141,1,1,1
rare-02,shuffled,11,local-fixed-capacity,1,0,19200,75,300,0.010312500000000002,0.004375813802083335,0.005800048355013132,1,1,1
rare-02,shuffled,-1,apache,17,0,19200,344,1436,0.013854166666666667,0.006327311197916664,0.4582904577255249,1,1,1
rare-02,shuffled,-2,apache,17,1,19200,353,1468,0.006458333333333344,0.002545572916666668,0.0030144047923386097,1,1,1
rare-02,ascending,0,apache,1,0,19200,344,1436,0.0048958333333333215,0.001532389322916667,0.002370241330936551,1,1,1
rare-02,ascending,0,local-fixed-capacity,1,0,19200,75,300,0.006562500000000027,0.003307291666666666,0.45421135425567627,1,1,1
rare-02,ascending,1,apache,1,0,19200,344,1436,0.005416666666666625,0.0017358398437499996,0.0017549312906339765,1,1,1
rare-02,ascending,1,local-fixed-capacity,1,0,19200,75,300,0.012239583333333304,0.0057462565104166655,0.4610792100429535,1,1,1
rare-02,ascending,2,apache,1,0,19200,344,1436,0.0061979166666666675,0.0021289062500000023,0.0022236735094338655,1,1,1
rare-02,ascending,2,local-fixed-capacity,1,0,19200,75,300,0.012812500000000004,0.0062605794270833345,0.01391832809895277,1,1,1
