arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
paper-neural-optimized,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,0,2026072201,1.0,0.15,0.37560970000049565,0.0,0.0,0.37560970000049565,64,64,3,3,3.9524546530682136,1.4312255916968142,0.020912487262296553,0.11875527967564267,0.16157804848890367,1.058330774307251,1.454576908164149,1.0,0.1669921875,nan,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.37560970000049565,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,1,2026072201,1.0,0.15,0.23744680000527296,0.0003899000003002584,0.05294120000326075,0.29077790000883397,64,64,3,3,3.9524546530682136,1.4312255916968142,0.009812498015919546,0.0776562665740262,0.13896337691397817,0.987122118473053,1.4779687303229674,1.0,0.0693359375,nan,160,10240,20480,320,20480,30720,1761280,1310720,450560,22519877.592530765,18772037.592530765,3747840.0,64,32,32,32.0,10,10,4120678794,32,16,20,20,1310720,10485760,64,6,122880,798720.0,40960,2,1048576,0.035700952634215355,0.9996187686920166,0.004249942430760711,0.03826554864645004,0.014398538507521152,0.7418598532676697,0.1702318549156189,1.775611400604248,0.14795614089816808,1.0135879516601562,8,8,67584,0,0.23744680000527296,0.25,0.25,0.25,6.920099402567582,0.16370194666087629
cta-exact-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,2,2026072201,1.0,0.15,0.159688499996264,0.0003899000003002584,0.05294120000326075,0.213019599999825,64,64,3,3,3.9524546530682136,1.4312255916968142,0.008410041915512645,0.0722285154890025,0.12351220278544556,0.9813894033432007,1.4729386265293218,1.0,0.0888671875,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,21721157.592530765,18772037.592530765,2949120.0,64,32,32,32.0,10,10,4120678794,32,16,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,0,0.159688499996264,0.0,0.0,0.0,0.0,0.14474139269441366
cta-kll-guarded,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,3,2026072201,1.0,0.15,0.27577190000010887,0.0003899000003002584,0.04961410000396427,0.3257759000043734,64,64,3,3,3.9524546530682136,1.4312255916968142,0.009338759933785523,0.0752669530500138,0.12961183222687214,0.9911977052688599,1.4800238798063663,1.0,0.0693359375,nan,160,10240,20480,320,20480,30720,3727360,1310720,2416640,6696960.0,0.0,6696960.0,64,32,32,32.0,10,10,4120678794,32,16,20,20,1310720,10485760,64,6,122880,798720.0,40960,2,1048576,0.035750637762248516,0.9996187686920166,0.0042620698804967105,0.03821694664657116,0.014494234696030617,0.7426514029502869,0.1702318549156189,1.775611400604248,0.14659907650202514,1.1521823406219482,8,8,67584,98048,0.27577190000010887,0.1925,0.0,0.1925,6.895092481178348,0.15990885235369207
cta-kll-global,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,4,2026072201,1.0,0.15,0.16203269999823533,0.0003899000003002584,0.04961410000396427,0.21203670000249986,64,64,3,3,3.9524546530682136,1.4312255916968142,0.007933801277744346,0.06976645734238911,0.12093026761222077,0.9795371294021606,1.4801881632626261,1.0,0.080078125,nan,160,10240,20480,320,20480,20480,1638400,1310720,327680,2949120.0,0.0,2949120.0,64,32,32,32.0,10,10,4120678794,32,16,0,0,0,0,64,6,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67584,98048,0.16203269999823533,0.0,0.0,0.0,0.0,0.14440752975642682
cta-kll-hybrid,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,5,2026072201,1.0,0.15,0.21950289999949746,0.0003899000003002584,0.04961410000396427,0.269506900003762,64,64,3,3,3.9524546530682136,1.4312255916968142,0.00955015597953035,0.0763517404426123,0.1325320507236603,0.9877467751502991,1.4803455722830492,1.0,0.072265625,nan,160,10240,20480,320,20480,30720,1761280,1310720,450560,3747840.0,0.0,3747840.0,64,32,32,32.0,10,10,4120678794,32,16,20,20,1310720,10485760,64,6,122880,798720.0,40960,2,1048576,0.035750637762248516,0.9996187686920166,0.0042620698804967105,0.03821694664657116,0.014494234696030617,0.7426514029502869,0.1702318549156189,1.775611400604248,0.14643029887229203,0.9434099793434143,8,8,67584,98048,0.21950289999949746,0.25,0.25,0.25,6.875443210245597,0.1637629009783268
cta-kll-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,0,2026072201,1.0,0.15,0.21303330000228016,0.00019590000010794029,0.04210160000366159,0.2553308000060497,64,64,3,3,3.716130289633486,1.5222432499938814,0.0052950827295970004,0.07092913111580094,0.18126018718981662,1.0057841539382935,1.487191250551379,1.0,0.027929687499999953,0.013964843749999997,160,10240,20480,320,20480,30720,1761280,1310720,450560,3747840.0,0.0,3747840.0,64,32,32,32.0,10,10,1187595607,32,16,20,20,1310720,10485760,64,6,122880,798720.0,40960,2,1048576,0.028449987526983023,0.9993805289268494,0.0012168703833594918,0.06062854267656803,0.0037117854226380587,3.034785270690918,0.30905571952462196,3.2395496368408203,0.2267418727860786,2.6094541549682617,8,8,67584,98048,0.21303330000228016,0.25,0.25,0.25,7.0623197553390735,0.21655802465975285
paper-neural-optimized,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,1,2026072201,1.0,0.15,0.3433177999977488,0.0,0.0,0.3433177999977488,64,64,3,3,3.716130289633486,1.5222432499938814,0.029184519686534793,0.17441168703760052,0.4910641137511851,0.7401696443557739,1.9637218108003767,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0,0,0.0,0.0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,2621440,2621440,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3433177999977488,0.0,0.0,0.0,0.0,0.0
cta-exact-hybrid,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,2,2026072201,1.0,0.15,0.20687049999833107,0.00019590000010794029,0.05405669999890961,0.2611230999973486,64,64,3,3,3.716130289633486,1.5222432499938814,0.006007366621777033,0.0753862967078178,0.1787138684840936,0.9994747638702393,1.475455255627671,1.0,0.024999999999999953,0.012499999999999997,160,10240,20480,320,20480,30720,1761280,1310720,450560,22519877.592530765,18772037.592530765,3747840.0,64,32,32,32.0,10,10,1187595607,32,16,20,20,1310720,10485760,64,6,122880,798720.0,40960,2,1048576,0.0281981504522264,0.9993861317634583,0.0011849553557112813,0.0605777632445097,0.0036433760542422533,3.034785270690918,0.30905571952462196,3.2395496368408203,0.2232150253490545,2.5458474159240723,8,8,67584,0,0.20687049999833107,0.25,0.25,0.25,7.358911939292791,0.2177828226238489
cta-kll-guarded,NPR-d2-rare-gmm,rare-gmm,2,0,concentrated,0.016,0.5,0.25,32,-1,64,2,3,2026072201,1.0,0.15,0.24809729999833507,0.00019590000010794029,0.04210160000366159,0.2903948000021046,64,64,3,3,3.716130289633486,1.5222432499938814,0.008165133353743359,0.0837506202192977,0.19003266735162982,1.0011781454086304,1.5043830400865987,1.0,0.026953124999999953,0.013476562499999997,160,10240,20480,320,20480,30720,3727360,1310720,2416640,6696960.0,0.0,6696960.0,64,32,32,32.0,10,10,1187595607,32,16,20,20,1310720,10485760,64,6,122880,798720.0,40960,2,1048576,0.01740782195702195,0.9997920393943787,0.0010856901062652469,0.06202958710491657,0.0037383532617241144,3.034785270690918,0.30905571952462196,3.2395496368408203,0.23140053009847178,2.1715450286865234,8,8,67584,98048,0.24809729999833507,0.225,0.0,0.225,6.355607049569871,0.2153330110013485
