arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-kll-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.3208946893756642,8.81419112995982,0.010036150912167141,0.060923914760138476,0.11864032532705737,0.959152102470398,4.631442893359233,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1586959227,8,8,10485760,70656,98048,0.26119029999972554,0.25,0.25,7.657016347290137,0.26271717995405197
cta-kll-guarded,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.3208946893756642,8.81419112995982,0.012750118985676462,0.0668667298657146,0.12462689538660868,0.9643140435218811,4.729076711049259,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,1586959227,8,8,10485760,70656,98048,0.3364614000020083,0.1325,0.0,7.534416876978146,0.25300391763448715
cta-exact-global,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.37069542657332694,7.630056704211055,0.026418636083164415,0.10214488756228915,0.11717023149519573,0.9815702438354492,4.997343289003238,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,2224069426,8,8,0,70656,0,0.17657060000055935,0.0,0.0,0.0,0.25593571849167346
cta-kll-global,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.37069542657332694,7.630056704211055,0.0336650882435503,0.11135505073966971,0.12674144469709142,0.9667328000068665,5.183055483683829,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,2224069426,8,8,0,70656,98048,0.17846840000129305,0.0,0.0,0.0,0.2585725363343954
cta-exact-hybrid,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.37069542657332694,7.630056704211055,0.017439036290706866,0.08005390257475739,0.10203931373531086,0.9637849926948547,4.935477511383007,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,2224069426,8,8,10485760,70656,0,0.26867760000459384,0.25,0.25,3.727831691787607,0.28282882682979105
cta-kll-hybrid,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.37069542657332694,7.630056704211055,0.017301478203312293,0.07862948359735149,0.10344871760148988,0.9564134478569031,5.035189164128287,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,2224069426,8,8,10485760,70656,98048,0.25153989999671467,0.25,0.25,3.7657278748081793,0.28466139957308767
cta-kll-guarded,NPR-d8-nonlinear,nonlinear,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.37069542657332694,7.630056704211055,0.01855304207858577,0.08350099508943956,0.10360019949452559,0.9726476669311523,4.974617171113801,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,2224069426,8,8,10485760,70656,98048,0.3369447000004584,0.13999999999999999,0.0,3.413186974620551,0.2722225721925497
cta-exact-global,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18311236451682866,18.917901171110664,0.06811713679137199,0.13167682398330438,0.15047408179399344,0.9852188229560852,5.402263753827208,1.0,0.0888671875,nan,160,10240,20480,320,20480,20480,5898240,3932160,1966080,74010832.77759229,56316112.77759229,17694720.0,192,192,192,192.0,20,20,3633196661,12,12,0,222208,0,0.2898021000000881,0.0,0.0,0.0,0.3099750764667988
cta-kll-global,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18311236451682866,18.917901171110664,0.06935908656109824,0.13244689829640302,0.15173012343590148,0.984451413154602,5.43455559287841,1.0,0.0869140625,nan,160,10240,20480,320,20480,20480,5898240,3932160,1966080,17694720.0,0.0,17694720.0,192,192,192,192.0,20,20,3633196661,12,12,0,222208,294144,0.28967150000244146,0.0,0.0,0.0,0.3105573423206806
cta-exact-hybrid,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18311236451682866,18.917901171110664,0.040775413001131966,0.10202005315422079,0.11925384917209782,0.9799355268478394,4.750770410845232,1.0,0.099609375,nan,160,10240,20480,320,20480,30720,5898240,3932160,1966080,74010832.77759229,56316112.77759229,17694720.0,192,192,192,192.0,20,20,3633196661,12,12,10485760,222208,0,0.3542497000016738,0.25,0.25,3.924611459727113,0.34061300531029703
cta-kll-hybrid,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18311236451682866,18.917901171110664,0.04113415538567189,0.10237228128046036,0.11955479198959329,0.9797053337097168,4.7498504245911555,1.0,0.1044921875,nan,160,10240,20480,320,20480,30720,5898240,3932160,1966080,17694720.0,0.0,17694720.0,192,192,192,192.0,20,20,3633196661,12,12,10485760,222208,294144,0.3581449000048451,0.25,0.25,3.9279597814620333,0.3415237985551357
cta-kll-guarded,NPR-d16-balanced-gmm,balanced-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18311236451682866,18.917901171110664,0.04049509740249313,0.09980393479254014,0.11872140256241986,0.9836517572402954,4.814863441819366,1.0,0.107421875,nan,160,10240,20480,320,20480,30720,17694720,3932160,13762560,35389440.0,0.0,35389440.0,192,192,192,192.0,20,20,3633196661,12,12,10485760,222208,294144,0.601642499997979,0.2425,0.1,3.946661083679782,0.3336257927119732
cta-exact-global,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.133196393493615,24.900259709467182,0.03395296489660282,0.09837662391093589,0.11877896008269342,0.9757571816444397,9.283394029945654,1.0,0.004296875000000047,0.0021484375000000028,160,10240,20480,320,20480,20480,5406720,3604480,1802240,67843263.37945959,51623103.3794596,16220160.0,176,176,176,176.0,20,20,2266260545,11,11,0,203776,0,0.31127510000078473,0.0,0.0,0.0,0.2823916506022215
cta-kll-global,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.133196393493615,24.900259709467182,0.03395232151153671,0.09832820746277132,0.1209163996837217,0.9766412973403931,9.431012545290736,1.0,0.017968750000000047,0.008984375000000003,160,10240,20480,320,20480,20480,5406720,3604480,1802240,16220160.0,0.0,16220160.0,176,176,176,176.0,20,20,2266260545,11,11,0,203776,269632,0.27977760000067065,0.0,0.0,0.0,0.28236741833388806
cta-exact-hybrid,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.133196393493615,24.900259709467182,0.028994571868517838,0.08933235692454757,0.12635865119704423,0.9703118801116943,10.251056439905568,1.0,0.03847656250000005,0.019238281250000003,160,10240,20480,320,20480,30720,5406720,3604480,1802240,67843263.37945959,51623103.3794596,16220160.0,176,176,176,176.0,20,20,2266260545,11,11,10485760,203776,0,0.3490732000063872,0.25,0.25,4.771192986581974,0.3136318989098072
cta-kll-hybrid,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.133196393493615,24.900259709467182,0.028734343590008038,0.08915016852609815,0.12709823270300427,0.9713706970214844,10.442091442914325,1.0,0.04531250000000005,0.022656250000000003,160,10240,20480,320,20480,30720,5406720,3604480,1802240,16220160.0,0.0,16220160.0,176,176,176,176.0,20,20,2266260545,11,11,10485760,203776,269632,0.3684776000009151,0.25,0.25,4.771601865927139,0.31291781887412073
cta-kll-guarded,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.133196393493615,24.900259709467182,0.033463742897845705,0.0976786627255845,0.1251194734006178,0.9755210876464844,9.643962357950997,1.0,0.03457031250000005,0.017285156250000003,160,10240,20480,320,20480,30720,16220160,3604480,12615680,32440320.0,0.0,32440320.0,176,176,176,176.0,20,20,2266260545,11,11,10485760,203776,269632,0.5982865999976639,0.017499999999999998,0.0,4.874229200767429,0.2898600295186043
cta-exact-global,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.13806065065273568,24.022954945342942,0.033213877984692,0.0931082967505617,0.13851780102198566,0.971714973449707,8.938563013444519,nan,nan,nan,160,10240,20480,320,20480,20480,5406720,3604480,1802240,67843263.37945959,51623103.3794596,16220160.0,176,176,176,176.0,20,20,2744918090,11,11,0,203776,0,0.2789011999993818,0.0,0.0,0.0,0.2774266965687275
cta-kll-global,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.13806065065273568,24.022954945342942,0.03387270942236231,0.09380753547444261,0.1384141422049482,0.975834846496582,8.95121781499709,nan,nan,nan,160,10240,20480,320,20480,20480,5406720,3604480,1802240,16220160.0,0.0,16220160.0,176,176,176,176.0,20,20,2744918090,11,11,0,203776,269632,0.2714179000031436,0.0,0.0,0.0,0.28628416210412977
cta-exact-hybrid,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.13806065065273568,24.022954945342942,0.026213515828232836,0.08376985362362281,0.13373420605842698,0.9580903649330139,8.8271585476999,nan,nan,nan,160,10240,20480,320,20480,30720,5406720,3604480,1802240,67843263.37945959,51623103.3794596,16220160.0,176,176,176,176.0,20,20,2744918090,11,11,10485760,203776,0,0.34748109999782173,0.25,0.25,7.712685413062863,0.30493945106863973
cta-kll-hybrid,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.13806065065273568,24.022954945342942,0.025498606649789757,0.08230197616736827,0.13086291121358895,0.9626871347427368,8.800213379718214,nan,nan,nan,160,10240,20480,320,20480,30720,5406720,3604480,1802240,16220160.0,0.0,16220160.0,176,176,176,176.0,20,20,2744918090,11,11,10485760,203776,269632,0.34932370000024093,0.25,0.25,7.811951452259798,0.3142989158630371
cta-kll-guarded,NPR-d16-correlated-t,correlated-t,16,0,concentrated,0.016,0.5,0.25,0,64,176,136,136,0.13806065065273568,24.022954945342942,0.03367433826226485,0.09270792454473668,0.13854030418859106,0.9694526791572571,8.836327906471476,nan,nan,nan,160,10240,20480,320,20480,30720,16220160,3604480,12615680,32440320.0,0.0,32440320.0,176,176,176,176.0,20,20,2744918090,11,11,10485760,203776,269632,0.5781346000003396,0.025,0.0,7.68500338102111,0.2970187343657017
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18133241385215962,19.103598422078235,0.02896899538166764,0.09128754161344829,0.14247924533388656,0.9925757050514221,8.561597789575963,nan,nan,nan,160,10240,20480,320,20480,20480,5898240,3932160,1966080,74010832.77759229,56316112.77759229,17694720.0,192,192,192,192.0,20,20,680165851,12,12,0,222208,0,0.3072946000029333,0.0,0.0,0.0,0.3150976985692978
cta-kll-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18133241385215962,19.103598422078235,0.028828095639935825,0.09080861156295854,0.14195697110397013,0.992044985294342,8.61022097765711,nan,nan,nan,160,10240,20480,320,20480,20480,5898240,3932160,1966080,17694720.0,0.0,17694720.0,192,192,192,192.0,20,20,680165851,12,12,0,222208,294144,0.30164679999870714,0.0,0.0,0.0,0.31775846779346467
cta-exact-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18133241385215962,19.103598422078235,0.023869514124649882,0.08478788136370485,0.14230788280307927,0.9839919805526733,8.492726769850954,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,3932160,1966080,74010832.77759229,56316112.77759229,17694720.0,192,192,192,192.0,20,20,680165851,12,12,10485760,222208,0,0.37339239999710117,0.25,0.25,4.365166736690339,0.35086373835802076
cta-kll-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18133241385215962,19.103598422078235,0.02377079173800567,0.08506305264157499,0.1411544702158368,0.9838764071464539,8.473654493117474,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,3932160,1966080,17694720.0,0.0,17694720.0,192,192,192,192.0,20,20,680165851,12,12,10485760,222208,294144,0.36630629999854136,0.25,0.25,4.379499584347532,0.35326599702239037
cta-kll-guarded,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,0,64,192,136,136,0.18133241385215962,19.103598422078235,0.02738555480435778,0.08943403173194953,0.1434606028560214,0.9897997379302979,8.524404680216652,nan,nan,nan,160,10240,20480,320,20480,30720,17694720,3932160,13762560,35389440.0,0.0,35389440.0,192,192,192,192.0,20,20,680165851,12,12,10485760,222208,294144,0.6087505999967107,0.03,0.0,4.175512942988432,0.32319129034876826
