arm,kind,target,family,dimension,replication,initialization,learning_rate_multiplier,learning_rate,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,atlas_build_seconds,evaluation_generator_examples,model_parameters
kll-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,0,broad,32.0,0.032,0.05363362100045199,0.19099995131101877,0.3279391908990837,1.0222617387771606,2.595728227438728,1.0,0.019921875000000047,0.009960937500000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.2396560999986832,0.06082290000631474,2048,4740
kll-small-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,0,broad,16.0,0.016,0.05846655849169169,0.2003797116550922,0.3036010849299341,1.0907198190689087,2.6521381549221728,1.0,0.06406249999999995,0.03203125,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.4139165000015055,0.06082290000631474,2048,4740
kll-paper-hybrid,neural,NPR-d4-rare-gmm,rare-gmm,4,0,broad,32.0,0.032,0.055675002050145306,0.19578770104762439,0.3577153447093543,0.8997113108634949,2.83360977830904,0.5,0.07460937500000005,0.0373046875,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.6463700000022072,0.06082290000631474,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-rare-gmm,rare-gmm,4,0,broad,nan,nan,0.002991896256606452,0.046374634167590516,0.10930062494468495,0.9958472548672193,2.834885099843961,1.0,0.005468749999999953,0.0027343749999999972,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.20619879999867408,0.07301970000116853,0,0
paper-neural,neural,NPR-d4-rare-gmm,rare-gmm,4,1,concentrated,16.0,0.016,0.03629017232911114,0.1563842932407964,0.40454251811353487,0.7356247305870056,3.3393513883643977,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.586078100001032,0.0,2048,4740
minibatch-sw,neural,NPR-d4-rare-gmm,rare-gmm,4,1,concentrated,16.0,0.016,0.04310327629631239,0.1705431690530023,0.23992173998859845,0.9100318551063538,2.4420236990904036,1.0,0.0015624999999999528,0.0007812499999999972,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.8383943000008003,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,1,concentrated,32.0,0.032,0.057643968375499455,0.18976968222953305,0.2970053615002158,0.9493485689163208,2.28627258165433,1.0,0.03378906249999995,0.016894531249999997,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.28955190000124276,0.07647859999997308,2048,4740
kll-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,1,concentrated,32.0,0.032,0.05807338130759998,0.19053654613884405,0.2912352391596341,0.938606858253479,2.180059365686611,1.0,0.05624999999999995,0.028124999999999997,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.2807251999984146,0.06612090000271564,2048,4740
kll-small-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,1,concentrated,16.0,0.016,0.05695599374004434,0.17554212633392813,0.2439680074813964,0.8889142274856567,2.447625861203522,1.0,0.018164062499999953,0.009082031249999997,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.44823310000356287,0.06612090000271564,2048,4740
kll-paper-hybrid,neural,NPR-d4-rare-gmm,rare-gmm,4,1,concentrated,32.0,0.032,0.0659027676590469,0.19283177458731748,0.29615415692152935,1.010423183441162,2.0830404904035684,1.0,0.028906249999999953,0.014453124999999997,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.7073882999975467,0.06612090000271564,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-rare-gmm,rare-gmm,4,1,concentrated,nan,nan,0.0025598794256675994,0.037779651792938025,0.049224836346577636,0.9934007583001475,2.7643263958688755,1.0,0.0015624999999999528,0.0007812499999999972,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.2260236999936751,0.07647859999997308,0,0
paper-neural,neural,NPR-d4-rare-gmm,rare-gmm,4,1,broad,16.0,0.016,0.035463878155443496,0.1593296472001619,0.4240873034454012,0.718424379825592,3.567431698369602,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.654137500001525,0.0,2048,4740
minibatch-sw,neural,NPR-d4-rare-gmm,rare-gmm,4,1,broad,16.0,0.016,0.04782815925633788,0.17876661248618253,0.3375124523950489,0.8183252811431885,2.971589559741326,0.5,0.08535156250000005,0.04267578125,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.8326541999995243,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,1,broad,32.0,0.032,0.07653238395782935,0.21285321848574,0.32323212613136726,0.9671446084976196,2.777737750812573,1.0,0.004492187499999953,0.0022460937499999972,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.2490999000001466,0.07647859999997308,2048,4740
kll-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,1,broad,32.0,0.032,0.08213626956839004,0.21904998123452943,0.3322448291956257,0.9626424908638,2.6542343570710116,1.0,0.011132812500000047,0.005566406250000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.24555880000116304,0.06612090000271564,2048,4740
kll-small-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,1,broad,16.0,0.016,0.04014231951073999,0.15118638098176934,0.24798128948277617,0.9821442365646362,2.316889980512005,1.0,0.05527343749999995,0.027636718749999997,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.45011770000564866,0.06612090000271564,2048,4740
kll-paper-hybrid,neural,NPR-d4-rare-gmm,rare-gmm,4,1,broad,32.0,0.032,0.054947983025801506,0.18664486727917937,0.33596260006850215,0.8812625408172607,2.7631428447147433,0.5,0.07656250000000005,0.03828125,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.7386334999973769,0.06612090000271564,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-rare-gmm,rare-gmm,4,1,broad,nan,nan,0.002411626046490589,0.03623570879482274,0.05279610307061976,0.9933509430352138,2.7758951681488417,1.0,0.005468749999999953,0.0027343749999999972,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.19529450000118231,0.07647859999997308,0,0
paper-neural,neural,NPR-d4-rare-gmm,rare-gmm,4,2,concentrated,16.0,0.016,0.03995049201479706,0.1715914016519847,0.45129767652372477,0.718246340751648,3.347518803333734,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.690422400002717,0.0,2048,4740
minibatch-sw,neural,NPR-d4-rare-gmm,rare-gmm,4,2,concentrated,16.0,0.016,0.036802813742213836,0.1444895291801264,0.19695854890111808,0.975928544998169,2.709833702928457,1.0,0.028906249999999953,0.014453124999999997,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.9502845000024536,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,2,concentrated,32.0,0.032,0.043231523794294624,0.17382944697966551,0.3242701132431602,0.931052565574646,2.773522261983644,0.5,0.05605468750000005,0.028027343750000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.30140270000265446,0.07398479999392293,2048,4740
kll-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,2,concentrated,32.0,0.032,0.044486306112086815,0.17765632043820445,0.3151802237318713,0.9526007771492004,2.9121627887621218,1.0,0.04335937500000005,0.021679687500000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.29615650000050664,0.07773559999623103,2048,4740
kll-small-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,2,concentrated,16.0,0.016,0.024996380743791846,0.12445527068039437,0.19277265873287827,1.0414329767227173,2.067774748256991,1.0,0.06601562499999995,0.0330078125,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.4924324000021443,0.07773559999623103,2048,4740
kll-paper-hybrid,neural,NPR-d4-rare-gmm,rare-gmm,4,2,concentrated,32.0,0.032,0.05035556097100358,0.19562373470324065,0.36150425655438495,0.9425411820411682,3.155176997276382,0.5,0.09023437500000005,0.0451171875,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.7211329999990994,0.07773559999623103,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-rare-gmm,rare-gmm,4,2,concentrated,nan,nan,0.002116980347341091,0.036993352932170834,0.08124032188578005,0.9950070245901809,2.795494217308762,1.0,0.002343750000000047,0.0011718750000000028,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.189219799998682,0.07398479999392293,0,0
paper-neural,neural,NPR-d4-rare-gmm,rare-gmm,4,2,broad,16.0,0.016,0.04624500379267271,0.1806530924375759,0.46633896105370287,0.6969165802001953,3.448650898790165,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6784935000032419,0.0,2048,4740
minibatch-sw,neural,NPR-d4-rare-gmm,rare-gmm,4,2,broad,16.0,0.016,0.0603897419321191,0.1825979929197377,0.2752106277653042,0.8901734948158264,2.3205456143627945,1.0,0.007421874999999953,0.0037109374999999972,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.9426709000035771,0.0,2048,4740
exact-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,2,broad,32.0,0.032,0.07702831688242284,0.21033212998725284,0.3392565932175475,0.9639086127281189,2.8700479067783733,1.0,0.019921875000000047,0.009960937500000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,68608,0,0,0.2898676999975578,0.07398479999392293,2048,4740
kll-atlas-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,2,broad,32.0,0.032,0.06922311576760709,0.2092269344796592,0.3253763541917801,0.9932754039764404,2.5210233749234643,1.0,0.005468749999999953,0.0027343749999999972,20,10240,20480,320,20480,20480,2621440,5898240.0,0,68608,98048,0,0.2915281000023242,0.07773559999623103,2048,4740
kll-small-rsr,neural,NPR-d4-rare-gmm,rare-gmm,4,2,broad,16.0,0.016,0.06274273838230116,0.19558812880216742,0.28840156799296934,0.9856204390525818,2.403654224790052,1.0,0.10117187499999995,0.0505859375,160,10240,20480,320,20480,20480,2621440,3932160.0,0,68608,98048,0,0.5049822000000859,0.07773559999623103,2048,4740
kll-paper-hybrid,neural,NPR-d4-rare-gmm,rare-gmm,4,2,broad,32.0,0.032,0.04535786601342018,0.17415862259059975,0.35629254736495414,0.9043620824813843,2.7975449451505088,0.5,0.07460937500000005,0.0373046875,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,68608,98048,0,0.8762796000009985,0.07773559999623103,2048,4740
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d4-rare-gmm,rare-gmm,4,2,broad,nan,nan,0.001880403029721478,0.03523033980369838,0.08193405819679384,0.9950465628126104,2.7998353421668756,1.0,0.0015624999999999528,0.0007812499999999972,100,512,512,1,20480,20480,7864320,48263237.592530765,0,68608,0,0,0.20476390000112588,0.07398479999392293,0,0
paper-neural,neural,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,16.0,0.016,0.07939784884080048,0.15284711438116458,0.24066552969262592,0.8107657432556152,10.498856486921012,0.5,0.09121093750000005,0.04560546875,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6499725999965449,0.0,2048,6288
minibatch-sw,neural,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,16.0,0.016,0.08654072528959666,0.14552302717481194,0.16045498251588367,0.9484630227088928,5.415803047782412,1.0,0.004296875000000047,0.0021484375000000028,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.9152705000014976,0.0,2048,6288
exact-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,32.0,0.032,0.1058607163060401,0.17581334322145342,0.1672147393912901,1.0188534259796143,5.4375369575914725,0.5,0.09414062500000005,0.0470703125,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,74752,0,0,0.34437249999609776,0.08720760000142036,2048,6288
kll-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,32.0,0.032,0.10580577506489952,0.17749975231322188,0.16838901172335785,1.0192407369613647,5.4799369339967186,0.5,0.09511718750000005,0.04755859375,20,10240,20480,320,20480,20480,2621440,5898240.0,0,74752,98048,0,0.26140270000178134,0.09129860000393819,2048,6288
kll-small-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,16.0,0.016,0.09761157435992018,0.15698649142555152,0.1510636790082222,0.9997170567512512,5.413176365702641,1.0,0.022851562500000047,0.011425781250000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,74752,98048,0,0.4252055999968434,0.09129860000393819,2048,6288
kll-paper-hybrid,neural,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,32.0,0.032,0.08048940350995437,0.14566171294386349,0.1989875065256366,0.8910805583000183,6.4744581891549355,0.5,0.09902343750000005,0.04951171875,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,74752,98048,0,0.7507699999987381,0.09129860000393819,2048,6288
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d16-rare-gmm,rare-gmm,16,0,concentrated,nan,nan,0.034634293873392785,0.10154638489104398,0.0380986042624004,0.9952556171700916,9.063272631392133,1.0,0.009374999999999953,0.004687499999999997,100,512,512,1,20480,20480,7864320,48263237.592530765,0,74752,0,0,0.2534317999961786,0.08720760000142036,0,0
paper-neural,neural,NPR-d16-rare-gmm,rare-gmm,16,0,broad,16.0,0.016,0.11844824079496163,0.19043319428155728,0.29153431337421337,0.7464261651039124,10.452638768245643,0.5,0.10000000000000005,0.05,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.694190800000797,0.0,2048,6288
minibatch-sw,neural,NPR-d16-rare-gmm,rare-gmm,16,0,broad,16.0,0.016,0.07365342469760527,0.1438176200968981,0.1533518214429281,0.9534894824028015,6.717348299653042,0.5,0.09121093750000005,0.04560546875,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.1584330000041518,0.0,2048,6288
exact-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,0,broad,32.0,0.032,0.06240669836278201,0.1343318316737598,0.13983689920213047,0.9988287687301636,8.585771095603151,0.5,0.08828125000000005,0.044140625,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,74752,0,0,0.332935999998881,0.08720760000142036,2048,6288
kll-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,0,broad,32.0,0.032,0.06231763656723821,0.13487431054669227,0.13911098201939773,0.9932405352592468,8.535633627638273,0.5,0.08925781250000005,0.04462890625,20,10240,20480,320,20480,20480,2621440,5898240.0,0,74752,98048,0,0.32573030000639847,0.09129860000393819,2048,6288
kll-small-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,0,broad,16.0,0.016,0.07851305337544723,0.15324597599390688,0.14315932722944805,0.9623539447784424,6.083978438981812,0.5,0.05800781250000005,0.029003906250000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,74752,98048,0,0.5752724000049056,0.09129860000393819,2048,6288
kll-paper-hybrid,neural,NPR-d16-rare-gmm,rare-gmm,16,0,broad,32.0,0.032,0.056912940192070494,0.13033464706415324,0.15126120302585605,0.9819441437721252,8.004157077490287,0.5,0.05410156250000005,0.027050781250000003,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,74752,98048,0,0.8157892000017455,0.09129860000393819,2048,6288
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d16-rare-gmm,rare-gmm,16,0,broad,nan,nan,0.03769302845569911,0.1091228527395208,0.038599294165008596,0.9952404459353815,8.899008683862737,1.0,0.010156250000000047,0.005078125000000003,100,512,512,1,20480,20480,7864320,48263237.592530765,0,74752,0,0,0.24852509999618633,0.08720760000142036,0,0
paper-neural,neural,NPR-d16-rare-gmm,rare-gmm,16,1,concentrated,16.0,0.016,0.08625462017606367,0.16374484157305894,0.25912702520095754,0.7991252541542053,10.773674818538609,0.5,0.09316406250000005,0.04658203125,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.7494745000003604,0.0,2048,6288
minibatch-sw,neural,NPR-d16-rare-gmm,rare-gmm,16,1,concentrated,16.0,0.016,0.08420788937672263,0.14639419532128256,0.1725556628263924,0.9119055867195129,6.209017496878377,0.5,0.07558593750000005,0.03779296875,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.072231099999044,0.0,2048,6288
exact-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,1,concentrated,32.0,0.032,0.0991256438164676,0.17688595054886655,0.1659731175936648,1.0034034252166748,5.813469364118303,0.5,0.09511718750000005,0.04755859375,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,74752,0,0,0.32507380000606645,0.07965320000221254,2048,6288
kll-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,1,concentrated,32.0,0.032,0.09762715712578185,0.1719035483185836,0.16537157556354662,1.002056360244751,5.876786506388987,0.5,0.09511718750000005,0.04755859375,20,10240,20480,320,20480,20480,2621440,5898240.0,0,74752,98048,0,0.34814750000077765,0.0668800999992527,2048,6288
kll-small-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,1,concentrated,16.0,0.016,0.10408990125288042,0.173224670457607,0.1586787341212464,0.9535210728645325,5.537583423110497,0.5,0.10000000000000005,0.05,160,10240,20480,320,20480,20480,2621440,3932160.0,0,74752,98048,0,0.5982812000002014,0.0668800999992527,2048,6288
kll-paper-hybrid,neural,NPR-d16-rare-gmm,rare-gmm,16,1,concentrated,32.0,0.032,0.08911950102772437,0.16193648263206592,0.19942437688380063,0.9345145225524902,6.322942037647616,0.5,0.08925781250000005,0.04462890625,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,74752,98048,0,0.7516544000027352,0.0668800999992527,2048,6288
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d16-rare-gmm,rare-gmm,16,1,concentrated,nan,nan,0.040569847853412,0.09610083964813632,0.04418432492202984,0.9952019522741364,9.34708195490057,0.5,0.05312500000000005,0.026562500000000003,100,512,512,1,20480,20480,7864320,48263237.592530765,0,74752,0,0,0.2606993000008515,0.07965320000221254,0,0
paper-neural,neural,NPR-d16-rare-gmm,rare-gmm,16,1,broad,16.0,0.016,0.09483952477470936,0.17294619767322797,0.26875206154709397,0.7880120873451233,10.55887499329858,0.5,0.09804687500000005,0.0490234375,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.7277298999979394,0.0,2048,6288
minibatch-sw,neural,NPR-d16-rare-gmm,rare-gmm,16,1,broad,16.0,0.016,0.08308907564669354,0.1447391247445291,0.17028036367736954,0.9543230533599854,6.864447369246247,0.5,0.09121093750000005,0.04560546875,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,1.0706231000003754,0.0,2048,6288
exact-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,1,broad,32.0,0.032,0.0673403913861712,0.1358409183313436,0.15543442751597,0.989490807056427,7.745481372032,0.5,0.09902343750000005,0.04951171875,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,74752,0,0,0.29349250000086613,0.07965320000221254,2048,6288
kll-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,1,broad,32.0,0.032,0.06777715580525445,0.13666457587731495,0.1548710081782057,0.9886672496795654,7.694055364581502,0.5,0.09902343750000005,0.04951171875,20,10240,20480,320,20480,20480,2621440,5898240.0,0,74752,98048,0,0.30171539999719243,0.0668800999992527,2048,6288
kll-small-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,1,broad,16.0,0.016,0.08229158371507417,0.15672396009185782,0.14935864027823845,0.9879849553108215,6.192967853329361,0.5,0.05605468750000005,0.028027343750000003,160,10240,20480,320,20480,20480,2621440,3932160.0,0,74752,98048,0,0.5802127999995719,0.0668800999992527,2048,6288
kll-paper-hybrid,neural,NPR-d16-rare-gmm,rare-gmm,16,1,broad,32.0,0.032,0.05488136536937205,0.121165721494169,0.1619596734164668,0.9806458353996277,8.097860724729658,0.5,0.07460937500000005,0.0373046875,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,74752,98048,0,0.8937831000002916,0.0668800999992527,2048,6288
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d16-rare-gmm,rare-gmm,16,1,broad,nan,nan,0.04028226178511041,0.11253522446676002,0.04383048177406742,0.9952322067913344,9.094097941195663,1.0,0.017968750000000047,0.008984375000000003,100,512,512,1,20480,20480,7864320,48263237.592530765,0,74752,0,0,0.29090820000419626,0.07965320000221254,0,0
paper-neural,neural,NPR-d16-rare-gmm,rare-gmm,16,2,concentrated,16.0,0.016,0.10505680081318225,0.17876475239648015,0.2741579884415343,0.7853633165359497,10.052831824506478,0.5,0.09609375000000005,0.048046875,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.6905048000044189,0.0,2048,6288
minibatch-sw,neural,NPR-d16-rare-gmm,rare-gmm,16,2,concentrated,16.0,0.016,0.09103344282760162,0.16260890186654817,0.17610635168614536,1.0275152921676636,6.844860033872605,0.5,0.05312500000000005,0.026562500000000003,320,20480,20480,320,20480,20480,2621440,15728640.0,0,0,0,0,0.797972899999877,0.0,2048,6288
exact-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,2,concentrated,32.0,0.032,0.08788483938243452,0.15451751483976506,0.14712775728603364,1.0108320713043213,6.1467502495346835,0.5,0.05507812500000005,0.027539062500000003,20,10240,20480,320,20480,20480,2621440,24670277.592530765,0,74752,0,0,0.24010259999340633,0.0927739999970072,2048,6288
kll-atlas-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,2,concentrated,32.0,0.032,0.08698407652526541,0.15554504471912106,0.14849899405403835,1.0128084421157837,6.158503145446509,1.0,0.04921875000000005,0.024609375000000003,20,10240,20480,320,20480,20480,2621440,5898240.0,0,74752,98048,0,0.24514389999967534,0.07105669999873498,2048,6288
kll-small-rsr,neural,NPR-d16-rare-gmm,rare-gmm,16,2,concentrated,16.0,0.016,0.10790259497751897,0.18338625518577248,0.15202831076945467,1.024232029914856,5.285838379978427,0.5,0.07949218750000005,0.03974609375,160,10240,20480,320,20480,20480,2621440,3932160.0,0,74752,98048,0,0.37665179999748943,0.07105669999873498,2048,6288
kll-paper-hybrid,neural,NPR-d16-rare-gmm,rare-gmm,16,2,concentrated,32.0,0.032,0.07646711184431076,0.13714215005735866,0.18084737211820523,0.9206002354621887,6.56838564340861,0.5,0.07851562500000005,0.0392578125,20,10240,20480,320,20480,30720,2621440,5898240.0,10485760,74752,98048,0,0.5583610999965458,0.07105669999873498,2048,6288
exact-free-particle-ceiling,free-particle-diagnostic,NPR-d16-rare-gmm,rare-gmm,16,2,concentrated,nan,nan,0.03937598605429571,0.10898034137013987,0.039205908833500336,0.9950827657263142,9.14206019452625,1.0,0.025781250000000047,0.012890625000000003,100,512,512,1,20480,20480,7864320,48263237.592530765,0,74752,0,0,0.20333209999807877,0.0927739999970072,0,0
paper-neural,neural,NPR-d16-rare-gmm,rare-gmm,16,2,broad,16.0,0.016,0.09371381071929186,0.17318534328691565,0.2666074844509639,0.7922828197479248,10.91490620761558,0.5,0.09804687500000005,0.0490234375,320,20480,20480,320,20480,20480,0,0.0,2621440,0,0,0,0.4879940999962855,0.0,2048,6288
