arm,kind,tau,target,family,init,cell,seed,budget,virtual_batch,warm_fraction,pulse_period,noise_mix,planned_steps,completed_steps,wall_seconds,generator_forward_calls,generator_example_evals,unique_latent_samples,target_samples,kernel_pairs,sort_work,selector_calls,selector_kernel_pairs,selector_example_evals,tau_counts,ed2,sw1,weighted_reach,mass_l1,event_time,censored,diverged
paper-0.5,paper,0.5,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,2,update,0,0.0,0,0.0,400,400,0.5827086000062991,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.014405302788568886,0.22158551633093052,0.9599999999999997,0.10699218749999995,50,0,0
paper-1,paper,1.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,0,update,0,0.0,0,0.0,400,400,0.8042701999947894,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02667827764315156,0.210789828929777,0.9599999999999997,0.1869140625,100,0,0
paper-1,paper,1.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,1,update,0,0.0,0,0.0,400,400,0.6161636000033468,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.01401050351080535,0.20047359791908193,0.9599999999999997,0.1601562500000001,100,0,0
paper-1,paper,1.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,2,update,0,0.0,0,0.0,400,400,0.8527557000052184,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.017445688063601583,0.20614122927709475,0.9599999999999997,0.1185546875,50,0,0
paper-2,paper,2.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,0,update,0,0.0,0,0.0,400,400,0.6834201000019675,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.026621643122966443,0.21646847408805744,0.9599999999999997,0.21152343749999988,200,0,0
paper-2,paper,2.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,1,update,0,0.0,0,0.0,400,400,0.7090212999901269,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.016278849026964526,0.2032105785227276,0.9599999999999997,0.1675,150,0,0
paper-2,paper,2.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,2,update,0,0.0,0,0.0,400,400,0.5366186000028392,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.018550001467450006,0.20990420313416355,0.9599999999999997,0.14921874999999993,150,0,0
paper-4,paper,4.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,0,update,0,0.0,0,0.0,400,400,0.6231418999959715,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03318757174559961,0.2507867283444663,0.9199999999999997,0.26171874999999994,300,0,0
paper-4,paper,4.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,1,update,0,0.0,0,0.0,400,400,0.6606790000078036,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.01518365760271978,0.19990334420090575,0.9199999999999997,0.15863281249999997,150,0,0
paper-4,paper,4.0,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,2,update,0,0.0,0,0.0,400,400,0.6314349000022048,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.020240250871314203,0.23317224788005766,0.9599999999999997,0.16488281249999995,50,0,0
qld-v1,qld,0.5,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,0,update,0,0.7,0,0.0,400,400,0.3700661000038963,400,51200,51200,51200,3932160,501760.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02499780656081363,0.21448727566548098,0.9599999999999997,0.20496093749999997,100,0,0
qld-v1,qld,0.5,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,1,update,0,0.7,0,0.0,400,400,0.32370110000192653,400,51200,51200,51200,3932160,501760.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.01425116998765974,0.21463406035254584,0.9599999999999997,0.14699218749999998,100,0,0
qld-v1,qld,0.5,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,2,update,0,0.7,0,0.0,400,400,0.280781699999352,400,51200,51200,51200,3932160,501760.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.014304087182607006,0.24507581006899903,0.9599999999999997,0.14980468750000006,150,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,0,update,1024,0.7,0,0.0,400,400,1.2472965999913868,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.017565313818404427,0.19750532085625355,0.9599999999999997,0.11699218750000007,100,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,1,update,1024,0.7,0,0.0,400,400,1.3337953999871388,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.012966741342109067,0.22721102412625163,0.9599999999999997,0.13183593749999992,100,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,concentrated,LBQCD-D03-unequal-min020-K12/concentrated,2,update,1024,0.7,0,0.0,400,400,1.303065100000822,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.014922603895848319,0.23091001023976798,0.9599999999999997,0.11355468750000006,100,0,0
nrsr-M1024-f0.70-l0.25-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,1024,0.7,0,0.25,400,400,1.4491872999933548,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.026263286186754886,0.21319509214433915,0.9799999999999998,0.16890624999999995,150,0,0
nrsr-M1024-f0.70-l0.25-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,1024,0.7,0,0.25,400,400,1.5794850999955088,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.029515043314605194,0.23922733434944185,0.9799999999999998,0.18488281250000002,200,0,0
nrsr-M1024-f0.70-l0.25-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,1024,0.7,0,0.25,400,400,1.538873199999216,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.032777745102976485,0.21297583689231023,0.9799999999999998,0.17664062500000002,150,0,0
nrsr-M1024-f0.70-l0.50-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,1024,0.7,0,0.5,400,400,1.5473090000014054,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02641195359954418,0.21471037054920047,0.9799999999999998,0.17183593749999995,150,0,0
nrsr-M1024-f0.70-l0.50-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,1024,0.7,0,0.5,400,400,1.5371132000000216,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.031109944963020553,0.23773158289964383,0.9799999999999998,0.18683593750000002,200,0,0
nrsr-M1024-f0.70-l0.50-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,1024,0.7,0,0.5,400,400,1.3449373000039486,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.04006370065345033,0.23029656088144299,0.9799999999999998,0.19757812500000002,150,0,0
nrsr-M1024-f0.70-l0.75-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,1024,0.7,0,0.75,400,400,1.419788699990022,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.028032251757595716,0.22014239480590622,0.9799999999999998,0.20531249999999998,150,0,0
nrsr-M1024-f0.70-l0.75-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,1024,0.7,0,0.75,400,400,1.3906331000034697,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03895796221296033,0.21846941412314852,0.9799999999999998,0.150703125,200,0,0
nrsr-M1024-f0.70-l0.75-u,nrsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,1024,0.7,0,0.75,400,400,1.3422012999944855,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.05133804191473956,0.2349703064535852,0.9799999999999998,0.20957031249999994,150,0,0
paper-0.2,paper,0.2,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,0,0.0,0,0.0,400,400,0.7321554999944055,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.06044094262895516,0.4336544108136424,0.9999999999999998,0.16203125,150,0,0
paper-0.2,paper,0.2,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,0,0.0,0,0.0,400,400,0.7301211999874795,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.018166571987183744,0.18841396418362522,0.9999999999999998,0.12421875000000004,150,0,0
paper-0.2,paper,0.2,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,0,0.0,0,0.0,400,400,0.7470887999952538,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03861245394198143,0.22655001687441906,0.9999999999999998,0.1209375,150,0,0
paper-0.5,paper,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,0,0.0,0,0.0,400,400,0.7931135999970138,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03332367229220434,0.2700719758382332,0.9999999999999998,0.11425781250000003,150,0,0
paper-0.5,paper,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,0,0.0,0,0.0,400,400,0.6922071000008145,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.029405690238273774,0.1972140186426585,0.9999999999999998,0.13574218750000003,150,0,0
paper-0.5,paper,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,0,0.0,0,0.0,400,400,0.7604997000016738,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03863333540860747,0.21275549013088677,0.9999999999999998,0.10238281250000009,150,0,0
paper-1,paper,1.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,0,0.0,0,0.0,400,400,0.7258046999922954,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03852209534958373,0.2843659872779431,0.9799999999999998,0.16792968749999995,150,0,0
paper-1,paper,1.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,0,0.0,0,0.0,400,400,0.9283657999912975,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.04347682308979284,0.24754171311890105,0.9799999999999998,0.1915625,200,0,0
paper-1,paper,1.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,0,0.0,0,0.0,400,400,0.5407475999963935,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.053725685182301586,0.27307991274404564,0.9799999999999998,0.19402343749999998,100,0,0
paper-2,paper,2.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,0,0.0,0,0.0,400,400,0.6833504999958677,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.045841918626178035,0.35224738451986154,0.9399999999999997,0.28496093749999996,250,0,0
paper-2,paper,2.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,0,0.0,0,0.0,400,400,0.8984730999945896,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.06555117814724953,0.3237364901809042,0.9399999999999997,0.3161328124999999,300,0,0
paper-2,paper,2.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,0,0.0,0,0.0,400,400,0.7017628999892622,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.07225886304801366,0.31258645947234287,0.9399999999999997,0.3091015624999999,300,0,0
paper-4,paper,4.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,0,0.0,0,0.0,400,400,0.7479475000000093,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.07126734491407083,0.440404974597527,0.8899999999999998,0.41097656249999986,400,1,0
paper-4,paper,4.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,0,0.0,0,0.0,400,400,0.60318050000933,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.07700519820798046,0.46188742580224884,0.8199999999999998,0.4165234374999999,400,1,0
paper-4,paper,4.0,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,0,0.0,0,0.0,400,400,0.7343854999926407,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.07044889636275853,0.42579129771130386,0.8899999999999998,0.4184765624999999,400,1,0
qld-v1,qld,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,0,0.7,0,0.0,400,400,0.37828190000436734,400,51200,51200,51200,3932160,501760.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.029800663068002553,0.22517295236726345,0.9799999999999998,0.20203124999999997,150,0,0
qld-v1,qld,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,0,0.7,0,0.0,400,400,0.3639973999961512,400,51200,51200,51200,3932160,501760.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.04354896425802801,0.2622926842915012,0.9399999999999997,0.20921874999999998,200,0,0
qld-v1,qld,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,0,0.7,0,0.0,400,400,0.4189639999967767,400,51200,51200,51200,3932160,501760.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.04194607410800488,0.23801101408972405,0.9799999999999998,0.18746093749999995,200,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,0,update,1024,0.7,0,0.0,400,400,1.369588500005193,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.02664917340389339,0.2175283721352407,0.9799999999999998,0.17839843749999998,150,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,1,update,1024,0.7,0,0.0,400,400,1.2363129000004847,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.028281176494121762,0.24036940796670522,0.9799999999999998,0.1714062499999999,200,0,0
rsr-M1024-f0.70-u,rsr,0.5,LBQCD-D03-unequal-min020-K12,unequal,missing,LBQCD-D03-unequal-min020-K12/missing,2,update,1024,0.7,0,0.0,400,400,1.3307347999943886,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.03256637861868361,0.21442224015351047,0.9799999999999998,0.16785156250000002,150,0,0
nrsr-M1024-f0.70-l0.25-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,0,update,1024,0.7,0,0.25,400,400,1.4047010999929626,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.009415646188059235,0.14686286330829185,0.9850000000000001,0.1019140625,100,0,0
nrsr-M1024-f0.70-l0.25-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,1,update,1024,0.7,0,0.25,400,400,1.4846011999907205,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.01657690660796618,0.13894625110722858,0.9850000000000001,0.10410156250000001,100,0,0
nrsr-M1024-f0.70-l0.25-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,2,update,1024,0.7,0,0.25,400,400,1.495253800007049,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.012135052150259895,0.15762361834888688,0.9850000000000001,0.08519531250000002,100,0,0
nrsr-M1024-f0.70-l0.50-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,0,update,1024,0.7,0,0.5,400,400,1.3068159999966156,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.009718639910016869,0.14785399588745138,0.9850000000000001,0.09374999999999999,100,0,0
nrsr-M1024-f0.70-l0.50-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,1,update,1024,0.7,0,0.5,400,400,1.3850095000088913,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.01682450918037315,0.140481254328022,0.9850000000000001,0.10117187500000001,100,0,0
nrsr-M1024-f0.70-l0.50-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,2,update,1024,0.7,0,0.5,400,400,1.2780583999992814,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.011893273669037363,0.15801023579494647,0.9850000000000001,0.08519531250000002,100,0,0
nrsr-M1024-f0.70-l0.75-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,0,update,1024,0.7,0,0.75,400,400,1.4128205000015441,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.00984697821726721,0.14842361353838351,0.9850000000000001,0.097421875,100,0,0
nrsr-M1024-f0.70-l0.75-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,1,update,1024,0.7,0,0.75,400,400,1.2887085999973351,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.016355492085140533,0.14373545705765228,0.9850000000000001,0.07996093750000002,100,0,0
nrsr-M1024-f0.70-l0.75-u,nrsr,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,2,update,1024,0.7,0,0.75,400,400,1.5030224999936763,4600,588800,302080,302080,3932160,5734400.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.011780469400095583,0.1574574695211736,0.9850000000000001,0.08554687500000004,100,0,0
paper-0.2,paper,0.2,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,0,update,0,0.0,0,0.0,400,400,0.6328570000041509,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.008356973946688662,0.1422118262365024,1.0,0.10156249999999999,100,0,0
paper-0.2,paper,0.2,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,1,update,0,0.0,0,0.0,400,400,0.5605741000035778,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.013734692914914692,0.13464030816566794,1.0,0.08910156250000002,100,0,0
paper-0.2,paper,0.2,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,2,update,0,0.0,0,0.0,400,400,0.763220500011812,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.018323865546784113,0.16860979794154476,1.0,0.10761718750000003,50,0,0
paper-0.5,paper,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,0,update,0,0.0,0,0.0,400,400,0.6244221999950241,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.009142904776883842,0.14760810784333023,1.0,0.10124999999999999,100,0,0
paper-0.5,paper,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,1,update,0,0.0,0,0.0,400,400,0.5075932000036119,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.01364939281357369,0.14393131070857426,1.0,0.10320312500000002,100,0,0
paper-0.5,paper,0.5,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,2,update,0,0.0,0,0.0,400,400,0.6322380000056,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.014437696090213059,0.14856363632528646,0.9850000000000001,0.10191406250000003,100,0,0
paper-1,paper,1.0,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,0,update,0,0.0,0,0.0,400,400,0.7154271000035806,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.009652325574215581,0.1680417313895598,0.9850000000000001,0.11003906249999999,100,0,0
paper-1,paper,1.0,LBQCD-D04-unequal-min015-K14,unequal,concentrated,LBQCD-D04-unequal-min015-K14/concentrated,1,update,0,0.0,0,0.0,400,400,0.6781891999999061,400,51200,51200,51200,13107200,0.0,0,0,0,"{""0.2"": 0, ""0.5"": 0, ""1.0"": 0, ""2.0"": 0, ""4.0"": 0}",0.016080742711921836,0.15221966313538696,0.9850000000000001,0.12328124999999997,100,0,0
